numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,origine,quantity_unit,remarks,doubleaccounts
391,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; harengs blancs secs,Sénégal et Guinée,72,,barils,Très gros doute sur l'unité,0
392,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; morue sèche,St Domingue,19382,,livres,,0
393,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; morue sèche,La Martinique,13291,,livres,,0
394,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; morue sèche,La Guadeloupe,6770,,livres,,0
395,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; saumon séché,St Domingue,4340,,livres,,0
396,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; saumon séché,La Martinique,16249,,livres,,0
397,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; saumon séché,La Guadeloupe,5813,,livres,,0
398,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; saumon séché,Tabago,2925,,livres,,0
399,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; saumon séché,Sénégal et Guinée,390,,livres,,0
400,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; stocfish,Sénégal et Guinée,5139,,livres,,0
401,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Porcelaine,St Domingue,2480,,,,0
402,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Porcelaine,La Martinique,6550,,,,0
403,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Porcelaine,La Guadeloupe,150,,,,0
404,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Quincaillerie en fer,St Domingue,42219,,livres,,0
405,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Quincaillerie en fer,La Martinique,14779,,livres,,0
406,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Quincaillerie en fer,La Guadeloupe,1703,,livres,,0
407,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Quincaillerie en fer,Tabago,2404,,livres,,0
408,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Quincaillerie en fer,Sénégal et Guinée,2248,,livres,,0
409,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Rubans de fil,St Domingue,9417,,livres,,0
410,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Rubans de soye,St Domingue,10625,,livres,,0
411,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Rubans de soye,La Martinique,50,,livres,,0
412,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Rubans de soye,La Guadeloupe,762,,livres,,0
413,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Rubans de soye,La Guadeloupe,762,,onces,,0
414,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Rubans de soye,Tabago,200,,pièces,,0
415,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Sabres de traite et autre,St Domingue,1306,,en nombre,,0
416,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Sabres de traite et autre,Sénégal et Guinée,14090,,en nombre,,0
417,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Sacs vides,St Domingue,22683,,en nombre,,0
418,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Sacs vides,La Martinique,6420,,en nombre,,0
419,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Sacs vides,La Guadeloupe,3714,,en nombre,,0
420,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Savon,St Domingue,400,,livres,,0
421,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Savon,Tabago,1166,,livres,,0
422,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Savon,Sénégal et Guinée,3616,,livres,,0
423,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Sucre en pain et terré,Tabago,2375,,livres,,0
424,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Sucre en pain et terré,Sénégal et Guinée,12353,,livres,,0
425,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Suif fondu,St Domingue,4038,,livres,,0
426,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Suif fondu,Sénégal et Guinée,3138,,livres,,0
427,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Suif en chandelles,St Domingue,6084,,livres,,0
428,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Suif en chandelles,La Martinique,992,,livres,,0
429,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Suif en chandelles,La Guadeloupe,576,,livres,,0
430,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Suif en chandelles,Tabago,504,,livres,,0
431,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Suif en chandelles,Sénégal et Guinée,5176,,livres,,0
432,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Tableaux et étampes,St Domingue,8994,,,,0
433,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Tableaux et étampes,La Martinique,2030,,,,0
434,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Tableaux et étampes,La Guadeloupe,1030,,,,0
435,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Tapis de moquette,Sénégal et Guinée,17563,,en nombre,,0
436,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles des Indes ; de coton étranger,Sénégal et Guinée,717166,,pièces,,0
437,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles des Indes ; du commerce français,Sénégal et Guinée,1694690,,pièces,,0
438,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles des Indes ; imitant celles de l'Inde,Sénégal et Guinée,722055,,pièces,Doute sur la marchandise,0
439,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles de coton ; de coton étranger,Sénégal et Guinée,7000,,aunes,,0
440,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles de coton ; de coton de l'Inde,St Domingue,900,,aunes,,0
441,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles de coton ; de coton de l'Inde,La Martinique,12200,,aunes,,0
442,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles de coton ; de coton français,St Domingue,16240,,aunes,,0
443,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles de coton ; de coton français,La Martinique,12058,,aunes,,0
444,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles de coton ; de coton français,Tabago,2205,,aunes,,0
445,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles de coton ; de coton français,Sénégal et Guinée,82686,,aunes,,0
446,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; bazin,St Domingue,5109,,aunes,,0
447,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; bazin,La Martinique,1400,,aunes,,0
448,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; nankin,St Domingue,160,,pièces,,0
449,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; nankin,La Guadeloupe,2100,,aunes,,0
450,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; nankin,Tabago,2100,,aunes,,0
451,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; coutil,St Domingue,114364,,aunes,,0
452,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; coutil,La Martinique,60581,,aunes,,0
453,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; coutil,La Guadeloupe,31568,,aunes,,0
454,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; coutil,Tabago,546,,aunes,,0
455,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; fil et coton,St Domingue,69192,,aunes,,0
456,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; fil et coton,La Martinique,16320,,aunes,,0
457,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; fil et coton,La Guadeloupe,1000,,aunes,,0
458,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; fil et coton,Tabago,10760,,aunes,,0
459,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; fil et coton,Sénégal et Guinée,20000,,aunes,,0
460,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; batiste écrue,La Martinique,1800,,aunes,,0
461,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; batiste fine,St Domingue,10848,,aunes,,0
462,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; batiste fine,La Martinique,5808,,aunes,,0
463,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; batiste fine,La Guadeloupe,8760,,aunes,,0
464,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; batiste fine,Tabago,1440,,aunes,,0
465,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Toiles diverses ; batiste fine,Sénégal et Guinée,396,,aunes,,0
466,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; linon,St Domingue,10700,,aunes,,0
467,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; linon,La Martinique,12600,,aunes,,0
468,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; linon,La Guadeloupe,4000,,aunes,,0
469,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin blanche,St Domingue,1215276,,aunes,,0
470,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin blanche,La Martinique,492022,,aunes,,0
471,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin blanche,La Guadeloupe,307680,,aunes,,0
472,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin blanche,Tabago,2359,,aunes,,0
473,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin blanche,Sénégal et Guinée,,,aunes,,0
474,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin écrue,St Domingue,143182,,aunes,,0
475,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin écrue,La Martinique,30828,,aunes,,0
476,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin écrue,La Guadeloupe,23451,,aunes,,0
477,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de lin écrue,Sénégal et Guinée,3700,,aunes,,0
478,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de chanvre écrue,St Domingue,48100,,aunes,,0
479,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de chanvre écrue,La Martinique,50349,,aunes,,0
480,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; de chanvre écrue,La Guadeloupe,10962,,aunes,,0
481,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes étrangères,St Domingue,770426,,aunes,,0
482,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes étrangères,La Martinique,243770,,aunes,,0
483,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes étrangères,La Guadeloupe,126520,,aunes,,0
484,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes étrangères,Tabago,7820,,aunes,,0
485,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes étrangères,Sénégal et Guinée,125196,,aunes,,0
486,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes françaises,St Domingue,12595,,aunes,,0
487,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes françaises,La Martinique,6416,,aunes,,0
488,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes françaises,La Guadeloupe,12300,,aunes,,0
489,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes françaises,Sénégal et Guinée,70060,,aunes,,1
490,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; indiennes françaises,Sénégal et Guinée,70060,,pièces,,2
491,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; à matelas et à carreaux,St Domingue,3600,,aunes,,0
492,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; à matelas et à carreaux,La Martinique,830,,aunes,,0
493,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; à matelas et à carreaux,La Guadeloupe,12900,,aunes,,0
494,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; siamoise,St Domingue,28336,,aunes,,0
495,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; siamoise,La Martinique,4950,,aunes,,0
496,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; siamoise,Sénégal et Guinée,940,,aunes,,0
497,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; gingas,St Domingue,216213,,aunes,,0
498,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; gingas,La Martinique,63703,,aunes,,0
499,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; gingas,La Guadeloupe,34671,,aunes,,0
500,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; gingas,Tabago,1090,,aunes,,0
501,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; gingas,Sénégal et Guinée,3190,,aunes,,0
502,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; d'emballage,St Domingue,1340,,aunes,,0
503,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; d'emballage,Tabago,12035,,aunes,,0
504,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; à voiles,St Domingue,7426,,aunes,,0
505,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; à voiles,La Martinique,720,,aunes,,0
506,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; à voiles,La Guadeloupe,1710,,aunes,,0
507,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Toiles diverses ; à voiles,Sénégal et Guinée,12383,,aunes,,0
508,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Verroterie,La Martinique,900,,livres,,0
509,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Verroterie,Sénégal et Guinée,31386,,livres,,0
510,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Verrerie diverse,St Domingue,65862,,,,0
511,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Verrerie diverse,La Martinique,6006,,,,0
512,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Verrerie diverse,La Guadeloupe,6163,,,,0
513,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Verrerie diverse,Tabago,90,,,,0
514,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,21,Verrerie diverse,Sénégal et Guinée,20232,,,,0
