numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,Droits totaux indiqués,doubleaccounts
394,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; teintes ; de 13 à 20 fils,Monde,,409,kg,,,,"18107,32",2
395,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; teintes ; de 20 fils et au-dessus,Monde,,3,kg,,,,"18107,32",3
396,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; à matelas,Monde,,4560,kg,,,,"5368,18",
397,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; cirées ; de moins de 8 fils,Monde,,2455,kg,,,,"4127,44",1
398,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; cirées ; de 13 à 20 fils,Monde,,792,kg,,,,"4127,44",2
399,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; teintes ; de 20 fils et au-dessus,Monde,,492,kg,,,,"4127,44",3
400,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; croisées ; coutils,Monde,,59773,kg,,,,"92050,61",
401,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; ouvragées pour linge de table,Monde,,13609,kg,,,,"22428,38",
402,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Dentelle de fil,Monde,19729,,francs,,,,"3259,35",
403,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,"Passementerie ; écrue, bise ou herbée",Monde,,12345,kg,,,,"11735,07",
404,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Passementerie ; blanche ou mélangée de blanc,Monde,,29217,kg,,,,"45670,03",
405,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Passementerie ; teinte en tout ou partie,Monde,,13171,kg,,,,"28657,21",
406,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Rubans ; à jour,Monde,,195,kg,,,,"112042,9",1
407,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Rubans ; blancs ou mélangés de blanc,Monde,,70703,kg,,,,"112042,9",2
408,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Rubans ; teints,Monde,,28573,kg,,,,"62166,9",
409,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Rubans ; écrus,Monde,,26477,kg,,,,"25181,87",
410,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,"Tissus ; de laine ; en pièce, tapis ; à noeuds ou à côtes",Monde,,101,kg,,,,"5351,47",1
411,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,"Tissus ; de laine ; en pièce, tapis ; simples",Monde,,5220,kg,,,,"5351,47",2
412,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de laine ; Passementerie ; de laines pure écrue,Monde,,20,kg,,,,"10980,09",1
413,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de laine ; Passementerie ; de laines pure teintes,Monde,,390,kg,,,,"10980,09",2
414,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de laine ; Passementerie ; mêlée de fil,Monde,,5832,kg,,,,"10980,09",3
415,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de laine ; Rubans ; de laines pures ; écrus,Monde,,28,kg,,,,"13012,01",1
416,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de laine ; Rubans ; de laines pures ; teints,Monde,,7370,kg,,,,"13012,01",2
417,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de laine ; Rubans ; mélangés de fil teint,Monde,,10563,kg,,,,"36191,76",
418,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Étoffes pures ; unies,Monde,,5802,kg,,,,"109762,11",
419,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Étoffes pures ; façonnées,Monde,,292,kg,,,,"6221,39",
420,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Étoffes pures ; brochées ; de soie,Monde,,192,kg,,,,4091,1
421,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Étoffes pures ; brochées ; d'or fin,Monde,,1,kg,,,,4091,2
422,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Étoffes pures ; Mouchoirs,Monde,,649380,kg,,,,"13340,28",
423,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Gaze de soie pure,Monde,,12200,kg,,,,21293,1
424,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Crêpes,Monde,,643195,kg,,,,21293,2
425,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Dentelles ; dites blondes de soie,Monde,,7481,kg,,,,"4388,42",1
426,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Dentelles ; d'or et d'argent faux,Monde,,11,kg,,,,"4388,42",2
427,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Bonneterie,Monde,,2,kg,,,,"4388,42",3
428,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de soie ; Passementerie ; d'or et d'argent faux,Monde,,12,kg,,,,"4388,42",4
429,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de soie ; Passementerie ; de soie sans mélange,Monde,,51,kg,,,,"4388,42",5
430,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de soie ; Passementerie ; mêlée d'autres matières,Monde,,178,kg,,,,"4388,42",6
431,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Rubans ; de soie,Monde,,756,kg,,,,"6800,45",
432,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Rubans ; de velours,Monde,,6928,kg,,,,"62301,94",
433,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,"Tissus ; de fleuret ; Étoffes pures, et mouchoirs",Monde,,4571,kg,,,,"7136,31",1
434,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de fleuret ; Bonneterie,Monde,,258,kg,,,,"7136,31",2
435,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de fleuret ; Rubans,Monde,,2359,kg,,,,"8046,32",
436,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus ; de coton ; Nankin des Indes,Monde,,41231,kg,,,,"103862,78",
437,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Carton moulé dit papier mâché,Monde,,1641,kg,,,,"3834,77",
438,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Papier blanc,Monde,,10907,kg,,,,"18762,64",
439,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Livres ; en langues étrangères et mortes,Monde,,56078,kg,,,,"6568,28",
440,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,"Livres ; en langue française, publiés à l'étranger",Monde,,6797,kg,,,,"7999,1",
441,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Cartes géographiques,Monde,,282,kg,,,,"11976,58",1
442,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Gravures noires ou coloriée,Monde,,1850,kg,,,,"11976,58",2
443,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Musique gravée,Monde,,249,kg,,,,"11976,58",3
444,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Chapellerie commune de laine,Monde,,75080,en nombre,,,,3580,
445,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Voitures à ressorts,Monde,1023410,,francs,,,"Cette perception est en partie fictive, à cause de la restitution lors de la sortie dans les trois ans.","341136,67",
446,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,"Embarcations, agrès et apparaux de navire",Monde,60188,,francs,,,,"6620,76",
447,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Bimbeloterie,Monde,,28108,kg,,,,"26328,77",
448,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Mercerie ; commune,Monde,,87743,kg,,,,"103454,23",
449,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Mercerie ; fine,Monde,,54017,kg,,,,"125692,28",
450,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Meubles de toutes sortes,Monde,129424,,francs,,,,"19445,2",
451,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Linge ; neuf,Monde,,1085,kg,,,,"4864,92",1
452,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Linge ; supporté,Monde,,1313,kg,,,,"4864,92",2
453,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,Habillements supportés,Monde,,5630,kg,,,,"3942,11",
454,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,11,"Objets de collection, hors de commerce",Monde,419434,,francs,,,Cet article et fort au-dessous de la réalité ; mais il est impossible de faire apprécier en douanes les objets d'art et de curiosité,"4610,92",
455,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Chevaux ; entiers,Monde (Hors Colonies),,8,en nombre,,,,77220,1
456,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Chevaux ; hongres,Monde (Hors Colonies),,2667,en nombre,,,,77220,2
457,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Chevaux ; hongres,Colonies,,2,en nombre,,,,0,
458,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Chevaux ; jumens,Monde (Hors Colonies),,1865,en nombre,,,,77220,3
459,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Chevaux ; poulains,Monde (Hors Colonies),,140,en nombre,,,,77220,4
460,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Mules et mulets,Monde (Hors Colonies),,13731,en nombre,,,,151041,
461,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Moutons ; mérinos. - Bélier,Monde (Hors Colonies),,217,en nombre,,,,"106105,73",1
462,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Moutons ; mérinos. - Bélier,Colonies,,297,en nombre,,,,0,
463,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,"Moutons ; communs ; Béliers, brebis et moutons",Monde,,178123,en nombre,,,,"106105,73",2
464,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Moutons ; communs ; Agneaux,Monde,,6511,en nombre,,,,"106105,73",3
465,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Taureaux,Monde,,222,en nombre,,,,"40939,8",1
466,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Boeufs,Monde,,5981,en nombre,,,,"40939,8",2
467,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Bouvillons,Monde (Hors Colonies),,193,en nombre,,,,"17241,4",1
468,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Bouvillons,Colonies,,4,en nombre,,,,0,
469,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Vaches et génisses,Monde (Hors Colonies),,5015,en nombre,,,,"17241,4",2
470,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Vaches et génisses,Colonies,,4,en nombre,,,,0,
471,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Veaux,Monde,,1566,en nombre,,,,"3445,2",
472,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Porcs ; au-dessus de six mois,Monde,,15541,en nombre,,,,48591,1
473,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Porcs ; cochons de lait,Monde,,13092,en nombre,,,,48591,2
474,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Viandes ; de boucherie ; frâiches,Monde (Hors Colonies),,49674,kg,,,,"5752,2",1
475,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Viandes ; de boucherie ; frâiches,Colonies,,84944,kg,,,,0,
476,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Viandes ; de boucherie ; salées ; de porc,Monde,,235374,kg,,,,"5752,2",2
477,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Viandes ; de boucherie ; salées ; autres,Monde (Hors Colonies),,411679,kg,,,,"5752,2",3
478,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Viandes ; de boucherie ; salées ; autres,Colonies,,142822,kg,,,,0,
479,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Viandes ; Volailles et Gibier,Monde,,41016,kg,,,,"5752,2",4
480,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Cornes de bétail brutes,Monde,,17241,kg,,,,"3793,02",
481,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Cire jaune non ouvrée,Monde,,105029,kg,,,,"11784,29",
482,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Suif ; brut,Monde (Hors Colonies),,95085,kg,,,,"10459,35",
483,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Suif ; brut,Colonies,,9627,kg,,,,0,
484,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Suif ; chandelles,Monde (Hors Colonies),,440841,kg,,,,"12365,59",
485,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Suif ; chandelles,Colonies,,224055,kg,,,,0,
486,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Graisses,Monde (Hors Colonies),,32773,kg,,,,"3605,03",
487,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Graisses,Colonies,,33781,kg,,,,0,
488,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,"Laines ; mérinos et métis, lavées",Monde,,523711,kg,,,,"172284,63",
489,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Laines ; communes,Monde (Hors Colonies),,196790,kg,,,,"32470,44",
490,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Laines ; communes,Colonies,,19,kg,,,,0,
491,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Laines ; teintes,Monde (Hors Colonies),,80748,kg,,,,"10658,8",
492,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Laines ; teintes,Colonies,,55,kg,,,,0,
493,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Pelleteries. - Peaux bruts ; d'agneaux ordinaires,Monde,,29301,kg,,,,"6628,6",1
494,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Pelleteries. - Peaux bruts ; de chevreaux,Monde,,829,kg,,,,"6628,6",2
495,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; brutes ; fraîches ; grandes,Monde,,7048,kg,,,,"3949,07",1
496,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; brutes ; fraîches ; petites,Monde,,5353,kg,,,,"3949,07",2
497,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; brutes ; sèches ; grandes,Monde,,14709,kg,,,,"4064,98",
498,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; brutes ; sèches ; petites,Monde,,19219,kg,,,,"15794,6",
499,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; préparées ; mégies ou chamoisées,Monde,,102683,kg,,,,"41009,07",1
500,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; préparées ; tannée ou corroyées,Monde (Hors Colonies),,1738140,kg,,,,"41009,07",2
501,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; préparées ; tannée ou corroyées,Colonies,,24861,kg,,,,0,
502,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Peaux ; préparées ; maroquinées ou vernissées,Monde,,22756,kg,,,,"41009,07",3
503,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,"Peaux ; ouvrées en gants, gilets, culottes, cordonnerie, etc",Monde (Hors Colonies),,389187,kg,,,,"8561,38",
504,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,"Peaux ; ouvrées en gants, gilets, culottes, cordonnerie, etc",Colonies,,76459,kg,,,,0,
505,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,"Déchets et Débris. - Bourres de laine entières, lanice et tontice",Monde,,38635,kg,,,,"3345,45",
506,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Fromages,Monde (Hors Colonies),,525914,kg,,,,"5785,06",
507,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Fromages,Colonies,,136396,kg,,,,0,
508,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,"Beurre frais, fondu ou salé",Monde (Hors Colonies),,1469757,kg,,,,"86336,67",
509,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,"Beurre frais, fondu ou salé",Colonies,,709750,kg,,,,0,
510,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Oeufs de volailles,Monde,,1996397,kg,,,,"43920,75",
511,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,11,Miel,Monde,,339765,kg,,,,"3737,42",
512,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Engrais, sans indication d'espèce",Monde (Hors Colonies),,1302115,kg,,,,"3580,76",
513,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Engrais, sans indication d'espèce",Colonies,,137225,kg,,,,0,
514,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Grains, froment, méteil, seigle, orge, avoine, etc",Monde (Hors Colonies),,17690027,kg,,,,"48142,47",
515,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Grains, froment, méteil, seigle, orge, avoine, etc",Colonies,,434347,kg,,,,0,
516,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Farines de grains, etc",Monde (Hors Colonies),,1492657,kg,,,,"4377,06",
517,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Farines de grains, etc",Colonies,,4954590,kg,,,,0,
518,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Légumes secs et graines de lupins,Monde (Hors Colonies),,1155524,kg,,,,"4246,73",
519,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Légumes secs et graines de lupins,Colonies,,278403,kg,,,,0,
520,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Riz,Monde (Hors Colonies),,786189,kg,,,,"4324,1",
521,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Riz,Colonies,,72763,kg,,,,0,
522,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Alpiste et millet,Monde,,148138,kg,,,,"3259,04",
523,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Pâtes granulées,Monde (Hors Colonies),,193571,kg,,,,"5440,67",
524,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,Pâtes granulées,Colonies,,90425,kg,,,,0,
525,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,12,"Fruits ; frais. - Divers, tels que pommes, poires, raisins, etc",Monde (Hors Colonies),,2834729,kg,,,,"7880,75",
