numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,remarks,doubleaccounts
5563,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Châlons,104,Raz ; de maroc,Italie,341090,34109,341090,livres,,,0
5564,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,104,Reglisse,Italie,430,5375,430,livres,,,0
5565,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,104,Rhubarbe,Italie,9495,633,9495,livres,,,0
5566,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,104,Ris,Italie,1434,11950,1503.8,livres,,,0
5567,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,104,Ris,Italie,69.8,465,1503.8,livres,,,0
5568,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bordeaux,104,Rocou,Italie,6046,15115,81750.7,livres,,,0
5569,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,La Rochelle,104,Rocou,Italie,1462.7,4179,81750.7,livres,,,0
5570,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,104,Rocou,Italie,74242,74242,81750.7,livres,,,0
5571,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,La Rochelle,105,Rognons ; de castor,Italie,2177.5,871,2177.5,livres,,,0
5572,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Rognures ; de cuir,Italie,60,600,60,livres,,,0
5573,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,105,Ruban ; de fil,Italie,6,3,1237146,livres,6,,0
5574,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,105,Ruban ; or et argent,Italie,823560,6863,1237146,livres,823560,,0
5575,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bourgogne,105,Ruban ; de soye,Italie,30,8,1237146,onces,413580,,0
5576,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,105,Ruban ; de soye,Italie,1550,6192,1237146,livres,413580,,0
5577,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Ruban ; de soye,Italie,42000,700,1237146,livres,413580,,0
5578,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Sabres,Italie,450,9,450,caisses,,,0
5579,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Saffran,Italie,12285,819,12285,livres,,,0
5580,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Saffranon,Italie,4621.5,7110,4621.5,livres,,,0
5581,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Salicor,Italie,600,15000,600,livres,,,0
5582,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Salsepaille,Italie,7560,3360,7560,livres,,,0
5583,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Sanguine,Italie,92.3,615,92.3,livres,,,0
5584,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,105,Satin ; brodé ; en or,Italie,360,4,360,livres,,,0
5585,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Saumon ; salé,Italie,3931.5,15726,3931.5,livres,,,0
5586,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Savon ; blanc,Italie,1486.1,4246,114698.1,livres,,,0
5587,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Savon ; madré,Italie,113212,283030,114698.1,livres,,,0
5588,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Savonettes,Italie,13.8,5,49.8,douzaines,,,0
5589,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Savonettes,Italie,36,60,49.8,livres,,,0
5590,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Saxafras,Italie,70,350,70,livres,,,0
5591,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Scamonée,Italie,600,100,600,livres,,,0
5592,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Sel,Italie,5100,300,69400,minots,,,0
5593,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Sel,Italie,64300,430000,69400,livres,,,0
5594,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Sels ; armoniac,Italie,3018,3018,7078.5,livres,,,0
5595,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Sels ; d'ypsum,Italie,3000,10000,7078.5,livres,,,0
5596,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Sels ; de saturne,Italie,1060.5,707,7078.5,livres,,,0
5597,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Sené,Italie,5971.5,3981,5971.5,livres,,,0
5598,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,106,Serge ; à doubler,Italie,1725,690,1725,livres,,,0
5599,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,106,Serviettes,Italie,75,2,75,douzaines,,,0
5600,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,107,Siamoise,Italie,2200,550,2200,livres,,,0
5601,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Sirop ; d'alkerme,Italie,795.6,663,67707.60000000001,livres,,,0
5602,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Sirop ; de capilaire,Italie,20528,20528,67707.60000000001,livres,,,0
5603,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Sirop ; melasse,Italie,46384,579800,67707.60000000001,livres,,,0
5604,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Soude,Italie,28579.5,317550,29082,livres,,,0
5605,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,107,Soude,Italie,502.5,6700,29082,livres,,,0
5606,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Souffre,Italie,136.7,911,136.7,livres,,,0
5607,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Souliers,Italie,2901.5,829,4181.5,paires,,,0
5608,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Souliers,Italie,1280,320,4181.5,livres,,,0
5609,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Soye ; aprestée,Italie,622860,31143,623176,livres,,,0
5610,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,107,Soye ; à coudre,Italie,100,5,623176,livres,,,0
5611,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,107,Soye ; teinte,Italie,216,6,623176,livres,,,0
5612,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Squine,Italie,1330,2662,1330,livres,,,0
5613,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Stocfiche,Italie,4174.5,27830,4174.5,livres,,,0
5614,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bordeaux,107,Sucre ; blanc,Italie,370051.9,1057291,4982670.8,livres,4467621,,0
5615,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Sucre ; blanc,Italie,4097568.6,9105708,4982670.8,livres,4467621,,0
5616,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Sucre ; brut,Italie,195759.9,559314,4982670.8,livres,195759.9,,0
5617,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,107,Sucre ; candy,Italie,690.8,628,4982670.8,livres,690.8,,0
5618,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,La Rochelle,108,Sucre ; rafiné,Italie,922.7,1367,4982670.8,livres,44624.9,,0
5619,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Sucre ; rafiné,Italie,43702.2,72837,4982670.8,livres,44624.9,,0
5620,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,La Rochelle,108,Sucre ; terré,Italie,199812,605491,4982670.8,livres,199812,,0
5621,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Sucre ; versoir,Italie,74162.7,164806,4982670.8,livres,74162.7,,0
5622,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Suif,Italie,14280,35700,14280,livres,,,0
5623,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Sumac,Italie,48.3,193,48.3,livres,,,0
5624,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Tabac ; commun,Italie,19257.8,77031,19445,livres,,,0
5625,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,108,Tabac ; de la ferme,Italie,187.2,72,19445,livres,,,0
5626,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Tabatieres ; d'ecaille,Italie,36,1,2152,acharmiere,84,,0
5627,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Tabatieres ; d'ecaille,Italie,48,1,2152,inerastée,84,,0
5628,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Tabatieres ; d'olivier,Italie,68,34,2152,douzaines,2068,,0
5629,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Tabatieres ; d'olivier,Italie,2000,1000,2152,livres,2068,,0
5630,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,108,Tableaux,Italie,1720,36,1720,douzaines,,,0
5631,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Talons ; de bois,Italie,210,700,210,livres,,,0
5632,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Tapis ; de laine,Italie,4500,75,6750,livres,,,0
5633,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Tapis ; de laine,Italie,2250,750,6750,livres,,,0
5634,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,109,Tapisserie ; d'auvergne,Italie,4080,816,19548,livres,,,0
5635,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Tapisserie ; d'auvergne,Italie,6600,44,19548,pièces,,,0
5636,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Tapisserie ; d'auvergne,Italie,8868,2217,19548,livres,,,0
5637,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Tartre,Italie,2832,11800,2832,livres,,,0
5638,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Térébenthine,Italie,16.2,54,16.2,livres,,,0
5639,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Terraille,Italie,3100,155,3463.7,charges,,,0
5640,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Terraille,Italie,343.7,4190,3463.7,livres,,,0
5641,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,109,Terraille,Italie,20,200,3463.7,livres,,,0
5642,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Terre ; d'ombre,Italie,20,200,20,livres,,,0
5643,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Thé,Italie,7077,2022,7077,livres,,,0
5644,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,109,Thon ; mariné,Italie,1551.6,1724,1551.6,livres,,,0
5645,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; d'Aman,Italie,1200,80,2408942.6,pièces,1200,,0
5646,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; d'Antioche,Italie,34548,2879,2408942.6,pièces,34548,,0
5647,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,110,Toile ; Baptiste,Italie,12480,208,2408942.6,pièces,36490,,0
5648,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,110,Toile ; Baptiste,Italie,24010,686,2408942.6,livres,36490,,0
5649,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,110,Toile ; blanche,Italie,11970,171,2408942.6,pièces,1386290,,0
5650,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,110,Toile ; blanche,Italie,1360932,453644,2408942.6,livres,1386290,,0
5651,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; blanche,Italie,13388,3347,2408942.6,livres,1386290,,0
5652,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; caissie,Italie,155,31,2408942.6,pièces,155,,0
5653,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; de Cambray,Italie,6000,150,2408942.6,livres,6000,,0
5654,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; cirée,Italie,306.8,236,2408942.6,livres,306.8,,0
5655,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,110,Toile ; de chasse,Italie,304,8,2408942.6,pièces,304,,0
5656,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,110,Toile ; cordat,Italie,4650,9300,2408942.6,livres,4650,,0
5657,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,110,Toile ; de coton ; diverses,Italie,1265,253,2408942.6,livres,235607,,0
5658,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; de coton ; diverses,Italie,234342,78114,2408942.6,livres,235607,,0
5659,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; d'emballage,Italie,3192,5320,2408942.6,livres,3192,,0
5660,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; de France,Italie,20000,2000,2408942.6,livres,20000,,0
5661,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,110,Toile ; grosse,Italie,30,3,2408942.6,pièces,30,,0
5662,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Châlons,110,Toile ; de lin ; de Beauvais,Italie,2970,495,2408942.6,livres,239430,,0
5663,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Saint-Quentin,110,Toile ; de lin ; de St. Quentin,Italie,236460,8445,2408942.6,livres,239430,,0
5664,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; manouf,Italie,7546,1078,2408942.6,pièces,7546,,0
5665,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,110,Toile ; à matelas,Italie,1140,19,2408942.6,pièces,1140,,0
5666,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; piquée,Italie,3460,346,2408942.6,livres,3460,,0
5667,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,110,Toile ; royale,Italie,299792,74948,2408942.6,livres,299792,,0
5668,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,110,Toile ; à serviettes,Italie,700,10,2408942.6,pièces,700,,0
5669,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,110,Toile ; teinte,Italie,125612,62806,2408942.6,livres,125612,,0
5670,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; à voile,Italie,2125,85,2408942.6,pièces,2489.8,,0
5671,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,110,Toile ; à voile,Italie,364.8,456,2408942.6,livres,2489.8,,0
5672,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Tonneaux,Italie,36,3,36,en nombre,,,0
5673,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Tournesol,Italie,65,130,65,livres,,,0
5674,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Treilly,Italie,2062.5,1650,2062.5,livres,,,0
5675,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Trénelles ; d'espars,Italie,2582.3,17215,2582.3,livres,,,0
5676,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,111,Trippe ; de velour,Italie,22960,205,22960,pièces,,,0
5677,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Truffes,Italie,3540,885,3540,livres,,,0
5678,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Truittes,Italie,100,250,100,livres,,,0
5679,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Tuilles,Italie,568.8,23700,568.8,en nombre,,,0
5680,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Vanille,Italie,1000,50,1000,livres,,,0
5681,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,111,Velour,Italie,2800,56,14800,livres,,,0
5682,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,111,Velour,Italie,12000,30,14800,pièces,,,0
5683,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Verdet,Italie,70564.8,88206,70564.8,livres,,,0
5684,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vermillon,Italie,9990,1998,9990,livres,,,0
5685,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Verres ; cassés,Italie,18,600,1018,livres,,,0
5686,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Verres ; cristalins,Italie,1000,500,1018,en nombre,,,0
5687,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bourgogne,112,Vin ; de Bourgogne,Italie,236.3,10,707216,poinçons,63596.3,,0
5688,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; de Bourgogne,Italie,63360,576,707216,millerolles,63596.3,,0
5689,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Châlons,112,Vin ; de Champagne,Italie,1450.8,829,707216,bouteilles,40750.8,,0
5690,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; de Champagne,Italie,39300,262,707216,millerolles,40750.8,,0
5691,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; de Chipre,Italie,2790,31,707216,millerolles,2790,,0
5692,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; d'Espagne,Italie,3720,62,707216,millerolles,3720,,0
5693,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,112,Vin ; de Languedoc,Italie,79740,1329,707216,muids,88497,,0
5694,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,112,Vin ; de Languedoc,Italie,7650,765,707216,charges,88497,,0
5695,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,112,Vin ; de Languedoc,Italie,1107,18,707216,muids,88497,,0
5696,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,112,Vin ; de Lyon,Italie,7100,,707216,,7100,,0
5697,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; muscat,Italie,96,4,707216,caisses,20946,,0
5698,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; muscat,Italie,20850,417,707216,millerolles,20946,,0
5699,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; rouge ; commun,Italie,19632,1636,707216,charges,478256,,0
5700,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; rouge ; commun,Italie,458624,57328,707216,millerolles,478256,,0
5701,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,112,Vin ; de teinte,Italie,1560,26,707216,millerolles,1560,,0
5702,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,113,Vinaigre,Italie,360,30,408,charges,,,0
5703,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,113,Vinaigre,Italie,48,6,408,millerolles,,,0
5704,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,113,Violons,Italie,500,25,500,livres,,,0
5705,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,113,Vitriol ; de Chipre,Italie,277.2,462,277.2,livres,,,0
