numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
302,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Poitou,toille d'embalage,Petites iles,572,aunes,"0,9",515,"0,2",
303,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Saintonge,toille d'embalage,Petites iles,900,aunes,"0,9",810,0,marchandises en estimation
304,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Flandre,toille de lin blanche,Petites iles,1002,aunes,"2,75",2755,"-0,5",
305,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,anjou,toille de lin blanche,Petites iles,765,aunes,"2,75",2104,"0,25",marchandises en estimation
306,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Languedoc,toille de lin blanche,Petites iles,117,aunes,2,234,0,
307,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Maine,toille de lin blanche,Petites iles,958,aunes,"1,75",1676,"-0,5",
308,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Aunis,toille de lin blanche,Petites iles,65,aunes,2,130,0,marchandises en estimation
309,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille de lin blanche,Petites iles,656,aunes,2,1312,0,
310,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,maine,toille de lin rousse,Petites iles,2281,aunes,"1,5",3421,"-0,5",
311,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Poitou,toille de lin rousse,Petites iles,262,aunes,2,524,0,
312,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,anjou,toille de lin rousse,Petites iles,270,aunes,"1,5",405,0,
313,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,maine,toille coutil,Petites iles,90,aunes,"2,75",247,"-0,5",
314,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Normandie,toille blanche,Petites iles,861,aunes,2,1722,0,
315,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,anjou,toille blanche,Petites iles,522,aunes,2,1044,0,marchandises en estimation
316,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Maine,toille blanche,Petites iles,572,aunes,2,1144,0,marchandises en estimation
317,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Flandre,toille blanche,Petites iles,862,aunes,3,2586,0,
318,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Saintonge,toille blanche,Petites iles,216,aunes,2,432,0,
319,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Maine,toille de lin à carreaux,Petites iles,1980,aunes,1,1980,0,
320,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,verrerie en bouteille,Petites iles,1000,pieces,"0,36",360,0,en quintal
321,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,vinaigre,Petites iles,10,tonneaux,,400,,marchandises en estimation
322,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,étranger,bois en planches,Petites iles,8495,livres,"0,75",6371,"-0,25",en quintal
323,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,étranger,bois en soliveaux,Petites iles,35,livres,5,175,0,
324,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,étranger,bois de sapin,Petites iles,98,livres,5,490,0,
325,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,étranger,charbon de terre,Petites iles,"1,5",livres,200,300,0,
326,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Dunkerque,"394,19",muids,144,56762,-1,4lt la velte
327,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Lorient,"13,25",muids,144,1920,12,4lt la velte
328,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Petites iles,"1,22",muids,144,176,0,4lt la velte
329,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Angleterre,"43,83",muids,144,6312,0,
330,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Hollande,"23,89",muids,144,3440,0,
331,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Quatre villes hanséatiques,"136,17",muids,144,19608,0,
332,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Danemark,"1093,28",muids,144,157432,0,
333,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,eau de vie simple,Etat-Unis,"188,06",muids,144,27080,0,
334,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Languedoc,eau de vie simple,Angleterre,"148,42",muids,144,21372,0,
335,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Saintonge,eau de vie double,Danemark,"32,83",muids,180,5910,0,
336,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Etranger,fer en barres,Petites iles,2793,livres,"0,2",559,"0,4",en quintal
337,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,,fromages,Petites iles,395,livres,"0,58",229,"-0,1",en quintal
338,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,futailles,Petites iles,32,pièces,,320,,marchandises en estimation
339,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Etranger,grains comestibles diverses,Petites iles,59850,livres,"0,08",4788,0,en quintal
340,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Marseille,huile d'olive,Petites iles,692,livres,1,692,0,
341,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Guyenne,liqueurs,Petites iles,512,bouteilles,,512,,
342,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,,marchandises à la valeur,Petites iles,,livres,,393,,marchandises en estimation
343,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,,parfumerie poudre,Petites iles,500,livres,"0,35",175,0,en quintal
344,Loïc,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Marseille,Savon,Petites iles,5863,livres,"0,6",3518,"0,2",
345,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Dunkerque,1075425,livres,,6267,,
346,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Saint Jean de Luz,459000,livres,,2677,,
347,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Angleterre,4917600,livres,,28686,,
348,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Hollande,2244600,livres,,13093,,
349,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Quatre villes hanséatiques,3697425,livres,,21568,,
350,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Danemark,6096600,livres,,35563,,
351,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,La prusse,2513850,livres,,14664,,
352,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Russie,3948450,livres,,23034,,
353,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,sel,Etat-Unis,3476175,livres,,20277,,
354,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,suif en chandeles,Petites iles,388,livres,"0,7",272,"0,4",en quintal
355,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Saintonge,vin,Hollande,"86,81",muids,"28,8",2500,0,25lt les 250 pintes
356,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,Petites iles,"526,09",muids,"28,8",15150,"-1,3",
357,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,Dunkerque,"28,65",muids,"28,8",850,25,
358,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,Espagne,191,muids,"28,8",5500,"-0,8",
359,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,Hollande,"709,2",muids,"28,8",20425,0,
360,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,Quatre villes hanséatiques,"1821,16",muids,"28,8",52650,"200,6",erreur de calcul
361,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,Etats de l'Empereur,"19,97",muids,"28,8",575,0,
362,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,Suède,"208,68",muids,"28,8",6000,-10,
363,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vin rouge,La prusse,"73,78",muids,"28,8",2125,0,
364,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vinaigre,Dunkerque,"333,33",muids,"23,04",7680,0,20lt les 250 pintes
365,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vinaigre,Petites iles,"71,53",muids,"23,04",1640,-8,20lt les 250 pintes
366,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vinaigre,Lorient,"23,44",muids,"23,04",540,0,20lt les 250 pintes
367,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vinaigre,Angleterre,"6,94",muids,"23,04",160,0,20lt les 250 pintes
368,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vinaigre,Hollande,"81,6",muids,"23,04",1880,0,20lt les 250 pintes
369,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vinaigre,Quatre villes hanséatiques,"742,76",muids,"23,04",17113,"-0,28",20lt les 250 pintes
370,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,13,1789,La Rochelle,St Martin  Ile de Rée,Aunis,vinaigre,Danemark,"122,4",muids,"23,04",2820,0,20lt les 250 pintes
