numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire,doubleaccounts
311,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bray; Résine,Bayonne,938,12600,Nombre,Prix unitaire pour Mille en nombre,-7,75,
312,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Chanvre en masse,Angleterre,98000,2800,Quintal,Unité d'origine Livre,0,35,
313,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Charbon de terre,Angleterre,22960,574,Tonneau,,0,40,
314,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Colle forte,Marseille,2368,"59,22",Quintal,Unité d'origine Livre,"-0,8",40,
315,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Coton filé,Marseille,270,90,Livre,,0,3,
316,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Coton en laine,Marseille,2319,2319,Livre,,0,1,
317,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Cuivre ouvré,Lorient,2908,2424,Livre,,"-0,8","1,2",
318,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Cuivre clous,Angleterre,135182,100135,Livre,,"-0,25","1,35",
319,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Lorient,575,,,,,,
320,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Marseille,435,,,,,,
321,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Angleterre,210,,,,,,
322,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Hollande,50,,,,,,
323,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture;,Marseille,331,,,,,,
324,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture;,Hollande,692,,,,,,
325,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture;,Les 4 villes anséatiques,90,,,,,,
326,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture; Cerise,Hollande,4484,"128,12",Quintal,Unité d'origine Livre,"-0,2",35,
327,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture; Couperose,Hollande,714,1900,Livre,,,,
328,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture; Litharge,Hollande,1298,"64,92",Quintal,Unité d'origine Livre,"-0,4",20,
329,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Eau de vie simple,Marseille,168,42,Velte,Unités d'origine Muid et Pinte,0,4,
330,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Eau de vie simple,Bayonne,600,150,Velte,Unités d'origine Muid et Pinte,0,4,
331,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Eau de vie simple,Petites Isles,5112,1278,Velte,Unités d'origine Muid et Pinte,0,4,
332,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Eau de vie d'Audaye,Bayonne,4309,714,Velte,Unités d'origine Muid et Pinte / Plus 25 bouteilles,25,6,
333,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Eau de vie de Genièvre,Dunkerque,19037,4221,Velte,Unités d'origine Muid et Pinte,"42,5","4,5",
334,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Eau de vie de Genièvre,Hollande,34231,"7603,25",Velte,Unités d'origine Muid et Pinte,"16,38","4,5",
335,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Epicerie diverse,Hollande,216,,,,,,
336,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Etain ouvré,Angleterre,1270,"25,4",Quintal,Unité d'origine Livre,0,50,
337,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Farine,Angleterre,13494,"613,36",Quintal,Unité d'origine Livre,"0,08",22,
338,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Fayence,Angleterre,6820,,,,,,
339,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Fer en barres,Espagne,36596,182980,Livre,,,,
340,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Fer en barres,Hollande,1960,12400,Livre,,,,
341,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Fer en barres,Etats du roi de Suède,34179,177025,Livre,,,,
342,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fer en tole,Hollande,551,1377,Livre,,,,
343,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fer blanc,Angleterre,1728,3716,Livre,,,,
344,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fer blanc,Les 4 villes anséatiques,1150,3606,Livre,,,,
345,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fromage,Hollande,8639,"191,99",Quintal,Unité d'origine Livre,"-0,55",45,
346,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fruits; Verts en oranges et citrons,Marseille,3600,25000,Nombre,,,,
347,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fruits; Secs et confits,Marseille,628,,,,,,
348,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fruits; Figues,Marseille,830,"27,66",Quintal,Unité d'origine Livre,"0,2",30,
349,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Fruits; Raisins secs,Marseille,1154,"35,15",Quintal,Unité d'origine Livre,-252,40,
350,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Grains; Comestibles (froment),Angleterre,31517,"3151,72",Quintal,Unité d'origine Livre,"-0,2",10,
351,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Grains; Comestibles (froment),Hollande,128640,12864,Quintal,Unité d'origine Livre,0,10,
352,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Grains; Orge,Lorient,90,"11,32",Quintal,Unité d'origine Livre,"-0,56",8,
353,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Grains; Orge,Angleterre,655,"81,9",Quintal,Unité d'origine Livre,"-0,2",8,
354,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Graine de lin,Lorient,231,"5,15",Quintal,Unité d'origine Livre,"-0,75",45,
355,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Graine de lin,Russie,18108,"402,4",Quintal,Unité d'origine Livre,0,45,
356,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Graine de chanvre,Russie,752,"18,8",Quintal,Unité d'origine Livre,0,40,
357,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Huile de lin,Hollande,19743,"493,57",Quintal,Unité d'origine Livre,"0,2",40,
358,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Huile d'olive,Marseille,12980,"162,29",Quintal,Unité d'origine Livre,"-3,2",80,
359,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Laine d'Espagne,Bayonne,1314,"14,6",Quintal,Unité d'origine Livre,0,90,
360,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Laine non filée,Bayonne,2546,2037,Livre,,"-0,25","1,25",
361,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Laine en rames,Bayonne,5926,5926,Livre,,0,1,
362,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Poil de Bœuf (c'est de la laine),Angleterre,10000,8000,Livre,,0,"1,25",
363,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Liège en bouchon,Marseille,1625,325,,,0,5,
364,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Liège en bouchon,Bayonne,100,20,,,0,5,
365,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Lin en rames,Russie,1761,2348,Livre,,0,"0,75",
366,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marbre,Marseille,654,400,Livre,,,,
367,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marchandises à la valeur,Petites Isles,150,,,,,,
368,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marchandises à la valeur,Marseille,733,,,,,,
369,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marchandises à la valeur,Bayonne,367,,,,,,
370,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marchandises à la valeur,Dunkerque,80,,,,,,
371,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marchandises à la valeur,Angleterre,236,,,,,,
372,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marchandises à la valeur,Hollande,671,,,,,,
373,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Marchandises à la valeur,Les 4 villes anséatiques,774,,,,,,
374,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Meubles,Angleterre,182,,,,,,
375,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Meules à éguiser,Espagne,470,710,Nombre,,,,
376,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Meules à éguiser,Angleterre,60,90,Nombre,,,,
377,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Ouvrages de terre cuite,Marseille,210,,,,,,
378,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Ouvrages de terre cuite,Hollande,1300,,,,,,
379,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Papier bleu,Hollande,2160,147,Rames,,,,
380,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Pierres à meuler,Espagne,1300,650,Nombre,,0,2,
381,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Plomb en saumon,Hollande,1229,7100,Livre,,,,
382,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Plumes à lit,Bayonne,160,214,Livre,,"-0,5","0,75",
383,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Quincaillerie de fer,Espagne,240,,,,,,
384,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Quincaillerie de fer,Hollande,16197,,,,,,
385,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Quincaillerie de fer,Les 4 villes anséatiques,88,,,,,,
386,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Quincaillerie de fer,Pologne,4309,,,,,,
387,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Savon,Marseille,176199,"3915,12",Quintal,Unité d'origine Livre,"18,6",45,
388,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Souffre en fanon,Marseille,357,"35,78",Quintal,Unité d'origine Livre,"-0,8",10,
389,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,15,Verrerie,Lorient,114,,,,,,
390,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Vin,Petites Isles,21960,"476,56",Muids,476 Muids et 162 Pintes,"2897,5",40,
391,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Vin,Lorient,250,"1,74",Muids,1 Muid 212 Pintes et 50 Bouteilles,"180,56",40,
392,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Vin,Dunkerque,60,,?,100 Bouteilles,60,40,
393,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Vin de Provence,Marseille,300,"10,42",Muids,10 Muids et 120 Pintes,"39,58",25,
394,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Vin de Malaga,Espagne,257,460,Pintes,Unités d'origine Muid et Pinte,,,
395,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Vin de ?,Bayonne,157,105,Bouteilles,,,,
396,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Voitures,Angleterre,1000,,,,,,
397,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,16,Ustenciles pour la pêche,Pologne,503,11754,,,,,
