numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire
302,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Filets,Gênes,360,,,,360,0
303,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fleurs sèches,Marseille,897,"17,95",Quintal,Unité d'origine Livre,"-0,5",50
304,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fromage; Hollande,Marseille,1023,"21,47",Quintal,Unité d'origine Livre,"-50,5",50
305,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fromage; Hollande,Angleterre,900,18,Quintal,Unité d'origine Livre,0,50
306,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fromage; Hollande,Hollande,4842,"96,85",Quintal,Unité d'origine Livre,"-0,5",50
307,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fromage; De parmesan,Marseille,259,"4,33",Quintal,Unité d'origine Livre,"-0,8",60
308,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fruits; Confits; Confitures,Marseille,1397,1397,Livre,,0,1
309,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits;Confits; Confitures,Gênes,2085,2085,Livre,,0,1
310,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Confits; Au vinaigre,Marseille,192,"3,85",Quintal,Unité d'origine Livre,"-0,5",50
311,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Verts; Oranges,Marseille,42258,708650,Nombre,Prix unitaire en pourcentage du nombre,"-10890,75","0,075"
312,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Verts; Oranges,Espagne,34725,163000,Nombre,Prix unitaire en pourcentage du nombre,0,"0,075"
313,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Verts; Oranges,Sardaigne,1215,24200,Nombre,Prix unitaire en pourcentage du nombre,-600,"0,075"
314,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Verts; Oranges,Gênes,79737,1076500,Nombre,Prix unitaire en pourcentage du nombre,"-1000,5","0,075"
315,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Pistaches,Marseille,764,"9,55",Quintal,Unité d'origine Livre,0,80
316,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Chateignes,Sardaigne,342,"22,8",Quintal,Unité d'origine Livre,0,15
317,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Chateignes,Milanes Toscane,114,"7,48",Quintal,Unité d'origine Livre,"1,8",15
318,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Figues,Marseille,39526,"1976,31",Quintal,Unité d'origine Livre,"-0,2",20
319,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Figues,Espagne,17701,"885,07",Quintal,Unité d'origine Livre,"-0,4",20
320,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Noisettes,Marseille,2633,"175,56",Quintal,Unité d'origine Livre,"-0,4",15
321,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs;,Milanes Toscane,4458,"297,23",Quintal,Unité d'origine Livre,"-0,45",15
322,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Prunes,Marseille,169,"11,27",Quintal,Unité d'origine Livre,"-0,05",15
323,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Raisin,Marseille,7802,"520,16",Quintal,Unité d'origine Livre,"-0,4",15
324,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Secs; Raisin,Espagne,4671,"311,44",Quintal,Unité d'origine Livre,"-0,6",15
325,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Fruits; Des Indes; Dattes,Marseille,3794,"33,52",Quintal,Unité d'origine Livre,"-60,8",115
326,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Futailles;,Marseille,756,63,Nombre,,0,12
327,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Futailles;,Sardaigne,312,36,Nombre,,-120,12
328,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Futailles;,Angleterre,1352,121,Nombre,,-100,12
329,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Futailles;,Dunkerque,420,35,Nombre,,0,12
330,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Graisse fondue,Marseille,497,"6,22",Quintal,Unité d'origine Livre,"-0,6",80
331,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Graines; Diverses,Marseille,373,,,,373,0
332,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Graines; Jaune,Marseille,9166,"305,56",Quintal,Unité d'origine Livre,"-0,8",30
333,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Graines; De Luzerne,Suède,720,18,Quintal,Unité d'origine Livre,0,40
334,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Graines; Longue,Marseille,2609,"86,98",Quintal,Unité d'origine Livre,"-0,4",30
335,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Dunkerque,210,15,Quintal,Unité d'origine Livre,0,14
336,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Gênes,55373,"3955,27",Quintal,Unité d'origine Livre,"-0,78",14
337,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Etats Ecclesiastiques,60439,"4317,11",Quintal,Unité d'origine Livre,"-0,54",14
338,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Naples Sicile,160109,"11436,41",Quintal,Unité d'origine Livre,"-0,74",14
339,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Angleterre,87026,"6216,16",Quintal,Unité d'origine Livre,"-0,24",14
340,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Hollande,50680,3620,Quintal,Unité d'origine Livre,0,14
341,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Etats de l'empereur,30912,2208,Quintal,Unité d'origine Livre,0,14
342,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Bled,Marseille,313745,"30981,81",Quintal,Unité d'origine Livre,"-120000,34",14
343,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Ris,Marseille,148318,"7415,91",Quintal,Unité d'origine Livre,"-0,2",20
344,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Ris,Sardaigne,55289,"2764,47",Quintal,Unité d'origine Livre,"-0,4",20
345,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Ris,Gênes,33687,"1684,35",Quintal,Unité d'origine Livre,0,20
346,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Seigle,Dunkerque,2664,222,Quintal,Unité d'origine Livre,0,12
347,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Grains; Seigle,Etats de l'empereur,54495,"3707,84",Quintal,Unité d'origine Livre,"10000,92",12
348,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; Diverses,Marseille,390,,,,390,0
349,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; De lin,Marseille,2078,"51,97",Quintal,Unité d'origine Livre,"-0,8",40
350,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; De lin,Dunkerque,432,"13,3",Quintal,Unité d'origine Livre,-100,40
351,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; D'olive,Marseille,154798,"2579,97",Quintal,Unité d'origine Livre,"-0,2",60
352,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; D'olive,Sardaigne,1287,"21,45",Quintal,Unité d'origine Livre,0,60
353,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; D'olive,Gênes,8737,"128,96",Quintal,Unité d'origine Livre,"999,4",60
354,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; D'olive,Milanes Toscane,1778,"29,64",Quintal,Unité d'origine Livre,"-0,4",60
355,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; P. France; De poisson,Marseille,80648,"2016,21",Quintal,Unité d'origine Livre,"-0,4",40
356,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; P. France; De poisson,Angleterre,43959,"1098,99",Quintal,Unité d'origine Livre,"-0,6",40
357,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; P. France; De poisson,Hollande,2700,"67,5",Quintal,Unité d'origine Livre,0,40
358,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; P. Etranger; De poisson,Marseille,80223,"2005,58",Quintal,Unité d'origine Livre,"-0,2",40
359,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Huiles; De vitriol,Marseille,1701,"34,02",Quintal,Unité d'origine Livre,0,50
360,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Instruments de musique,Angleterre,454,,,,454,0
361,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Laine; De chevron,Marseille,4170,1668,Livre,,0,"2,5"
362,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Laine; Pelade,Marseille,178335,"3566,71",Quintal,Unité d'origine Livre,"-0,5",50
363,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Laine; Surge,Marseille,2460496,"32806,62",Quintal,Unité d'origine Livre,"-0,5",75
364,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Légumes; Haricots,Marseille,14152,"1415,28",Quintal,Unité d'origine Livre,"-0,8",10
365,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Légumes; Haricots,Marseille,5658,"565,85",Quintal,Unité d'origine Livre,"-0,5",10
366,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Légumes; Ail,Marseille,238,"26,5",Quintal,Unité d'origine Livre,"-0,5",9
367,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Légumes; Ail,Gênes,103,"11,5",Quintal,Unité d'origine Livre,"-0,5",9
368,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Légumes; Feves,Marseille,2086,"208,61",Quintal,Unité d'origine Livre,"-0,1",10
369,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Légumes; Oignons,Espagne,1209,"302,4",Quintal,Unité d'origine Livre,"-0,6",4
370,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Légumes; Pois,Dunkerque,10497,"699,8",Quintal,Unité d'origine Livre,0,15
371,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Lin; Peigné,Marseille,20722,"296,03",Quintal,Unité d'origine Livre,"-0,1",70
372,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Lin; Cru,Marseille,2194,"109,73",Quintal,Unité d'origine Livre,"-0,6",20
373,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Liqueur;,Marseille,1750,1750,Livre,,0,1
374,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Liqueur;,Sardaigne,181,181,Livre,,0,1
375,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Liqueur; Jus de citron,Marseille,2464,"410,73",Quintal,Unité d'origine Livre,"-0,38",6
376,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Liège; En bouchons,Espagne,116000,"2900,01",Quintal,Unité d'origine Livre,"-0,4",40
377,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,12,Liège; En planches,Espagne,42830,"2379,48",Quintal,Unité d'origine Livre,"-0,64",18
378,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ivoire,Marseille,306,51,Livre,,0,6
379,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Marbre; Brut,Marseille,11001,"1833,46",Quintal,Unité d'origine Livre,"0,24",6
380,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Marbre; Brut,Espagne,390,65,Quintal,Unité d'origine Livre,0,6
381,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Marbre; Brut,Etats Ecclesiastiques,4316,"719,8",Quintal,Unité d'origine Livre,"-2,8",6
382,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Marbre; Ouvré,Marseille,640,32,Quintal,Unité d'origine Livre,0,20
383,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Marchandises à la valeur,Marseille,4086,,,,4086,0
384,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Marchandises à la valeur,Gênes,647,,,,647,0
385,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Marchandises à la valeur,Etats de l'empereur,300,,,,300,0
386,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Meubles,Marseille,3034,,,,3034,0
387,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; Divers,Marseille,1934,,,,1934,0
388,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; Divers,Espagne,210,,,,210,0
389,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; Divers,Gênes,150,,,,150,0
390,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; D'ausse,Marseille,47207,"3147,17",Quintal,Unité d'origine Livre,"-0,55",15
391,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; D'ausse,Espagne,20975,"1398,25",Quintal,Unité d'origine Livre,"1,25",15
392,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De bois,Marseille,1122,,,,1122,0
393,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De bois,Gênes,303,,,,303,0
394,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De fer cercles,Marseille,28492,"814,07",Quintal,Unité d'origine Livre,"-0,45",35
395,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De fer cercles,Angleterre,3286,"93,9",Quintal,Unité d'origine Livre,"-0,5",35
396,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De fer cercles,Dunkerque,3628,"103,67",Quintal,Unité d'origine Livre,"-0,45",35
397,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De terre; Moelons de briques,Marseille,2220,44400,Nombre,Prix unitaire en pourcentage du nombre,0,"0,05"
398,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De terre; Pipes,Marseille,202,,,,202,0
399,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Ouvrages; De terre; Pipes,Gênes,780,,,,780,0
400,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Oignons de fleurs,Marseille,2723,"55,47",Quintal,Unité d'origine Livre,"-50,5",50
401,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,13,Parapluie,Marseille,576,144,Nombre,,576,0
