numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
495,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Planches de chesne de 10 pieds de long et de 0,75 pouce d'épaisseur",Hollande,50,en nombre,,,,
496,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Planches de chesne de 19,5 pieds de long et de 2 pouces d'épaisseur",Norvège,30,en nombre,,,,
497,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Planches de chesne de 10 pieds de long et de 0,5 pouce d'épaisseur",Hollande,100,en nombre,,,,
498,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de chesne de 18 pieds de long et de 1 pouce d'épaisseur,Prusse,52,en nombre,,,,
499,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Planches de Prusse de 34 a 35 pieds de long et de 2 pouces d'épaisseur,Hollande,460,en nombre,,,,
500,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Planches de Prusse de 12 a 13 pieds de long et de 1 pouce d'épaisseur,Hollande,300,en nombre,,,,
501,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,"Planches de Prusse de 18 a 30 pieds de long et de 1,75 a 2 pouces d'épaisseur",Hollande,175,en nombre,,,,
502,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,"Planches de bois de moyer de 5 a 7 pieds de long de 1 a 1,5 pieds de large et de 1 a 3 pouce d'épaisseur",Espagne,459,en nombre,,,,
503,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,"Planches de bois de moyer de 6 pieds de long de 0,5 pieds de large et de 1 pouce d'épaisseur",Espagne,5,en nombre,,,,
504,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,"Planches de bois de moyer de 5,5 pieds de long de 0,5 pieds de large et de 1 pouce d'épaisseur",Espagne,3,en nombre,,,,
505,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Plats de bois,Hollande,76,en nombre,,,,
506,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Plats de bois,Suede,324,en nombre,,,,
507,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Plats de bois,Hollande,50,petits,,,,
508,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Platilles,Hollande,10996,pieces,,,,
509,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Platilles,Hambourg,7600,pieces,,,,
510,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Plomb en saumon d´Allemagne,Hollande,256578,livres,,,,
511,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Plomb en saumon d´Allemagne,Hambourg,163201,livres,,,,
512,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Plumes a ecrire,Hollande,100000,en nombre,,,,
513,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Plumes a ecrire,Hollande,7,livres,,,,
514,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Poeles de fer,Hollande,2399,en nombre,,,,
515,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Poeles de fer fondu,Hollande,1,en nombre,,,,
516,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Poids verds,Hollande,7,tonneaux,,,,
517,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Poids verds,Hollande,2,boisseaux,,,,
518,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Poids verds,Bruges,1,tonneaux,,,,
519,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Poix de Bourgogne,Bruges,2116,livres,,,,
520,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Poix de Grasse,Bruges,2634,livres,,,,
521,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Pomette d'acier,Bruges,100,en nombre,,,,
522,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,18,,Pompe de bois,Hollande,13,en nombre,,,,
523,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Porcelaine,Hollande,51,livres,,,,
524,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Potterau de terre,Hollande,10,douzaines,,,,
525,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Pots pour chaiser de commodité,Hollande,58,en nombre,,,,
526,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Pots pour chaiser de commodité,Hollande,17,en nombre,,,,
527,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Poudre a poudrer,Hollande,324,livres,,,,
528,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Poudre a feu,Hollande,68,baril,,,,
529,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Poupées,Hollande,1,en nombre,,,,
530,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Pincette,Hollande,482,livres,,,,
531,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Pincette,Hambourg,1158,livres,,,,
532,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Poivre,Hollande,32478,livres,,,,
533,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Precipité rouge,Hollande,4,livres,,,,
534,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Quincaillerie de fer en outils,Hollande,1108,livres,,,,
535,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Quincaillerie de cuivre,Hollande,38,livres,,,,
536,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Raisins secs,Portugal,521,livres,,,,
537,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Raisins secs,Espagne,12499,livres,,,,
538,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Rapure d´Ivoire,Hollande,50,livres,,,,
539,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Rassade,Hollande,183,livres,,,,
540,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Raves ou oeufs de morue,Norvège,"424,75",barils,,,,
541,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Raves ou oeufs de morue,Hollande,368,barils,,,,
542,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Rechaux de cuivre,Hollande,2,en nombre,,,,
543,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Rechaux de cuivre,Hollande,10,livres,,,,
544,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Rouleaux pour chauffer le salitre,Hollande,72,en nombre,,,,doute sur la marchandise
545,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Ruban de fil,Hollande,811,livres,,,,
546,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Reglisse,Espagne,446,livres,,,,
547,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,19,,Rhubarbe,Espagne,80,livres,,,,
548,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Saumon sallé,Bruges,13,barils,,,,
549,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Saumon sallé,Norvège,46,barils,,,,
550,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Saumon sallé,Hollande,10,baril,,,,
551,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Saumon sallé,Hambourg,6,baril,,,,
552,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Saumon sallé,Irlande,"3,5",barils,,,,
553,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Saumon sallé,Irlande,109,barriques,,,,
554,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Saumon sallé,Irlande,"1,13",quarts,,,,
555,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Salières ,Hambourg,75,livres,,,,
556,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Savon,Espagne,607,livres,,,,
557,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Savon noir,Hollande,42,livres,,,,
558,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Seaux de bois ferré,Hollande,57,en nombre,,,,
559,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Scies pour la Compagnie des Indes,Hollande,100,en nombre,,,,
560,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Soliveaux de 14 a 16 pieds de long et de 4 pouces en quarré,Norvège,360,en nombre,,,,
561,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Soufflet a feu,Hollande,111,en nombre,,,,
562,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Stockfiche,Hollande,300,livres,,,,
563,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Sucre en pain,Hambourg,"31,5",livres,,,,
564,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Sucre en pain pour la Compagnie des Indes,Hollande,30,livres,,,,
565,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Sucre en pain,Prusse,37004,livres,,,,
566,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Sucre en pain,Irlande,105132,livres,,,,
567,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Sumac,Espagne,24109,livres,,,,
568,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,20,,Sumac,Hollande,363,pieces,,,,
569,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Salsepareille,Hollande,95,livres,,,,
570,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Sel D'ipsum,Hollande,119,livres,,,,
571,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Sene,Hollande,204,livres,,,,
572,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Souffre,Hollande,80014,livres,,,,
573,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tabac ficellé,Hollande,567,livres,,,,
574,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tabac en feuille,Hollande,710,livres,,,,
575,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tableaux,Bremen,40,livres,,,,
576,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tableaux vieux,Bruges,5,petits,,,,
577,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tables de differents grandeurs non denommée,Hollande,38,tables,,,,
578,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tables de sapin peinte,Hollande,8,tables,,,,
579,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tables peinte,Hollande,3,tables,,,,
580,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tables de sapin en forme de commode,Hollande,12,tables,,,,
581,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Tapisserie de cuir ; doré,Bruges,200,livres,,,,
582,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Terre rouge,Hollande,410,livres,,,,
583,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Terre rouge,Hollande,168,livres,,,,
584,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Terre verte,Hollande,25,livres,,,,
585,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Terrerie,Espagne,100,douzaines,,,,
586,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Toille de cotton blanc ,Hollande,478,pieces,,,,
587,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Toile de retour,Espagne,900,livres,,,,
588,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,21,,Toile peinte,Espagne,749,livres,,,,
589,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Toile de Hollande,Hollande,3,pieces,,,,
590,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Tuyaux de cuirs pour les pompes,Hollande,1,pacquet,,,,
591,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Thé,Hollande,10,livres,,,,
592,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Therebantine,Hollande,163,livres,,,,
593,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,"Vergue de 56 pieds sur 10,5 pouces de diametre",Hollande,1,en nombre,,,,
594,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,"Vergue sur 47 pieds sur 10,5 pouces de diametre",Hollande,1,en nombre,,,,
595,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vergue de 40 pieds sur 10 pouces de diametre,Hollande,3,en nombre,,,,
596,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vergue de 35 pieds sur 8 pouces de diametre,Hollande,3,en nombre,,,,
597,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Verre a boire,Hollande,1372,en nombre,,,,
598,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vermicellis,Portugal,30,livres,,,,
599,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Verroterie pour l´entrepot de Guinée,Portugal,300,livres,,,,
600,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Verroterie pour l´entrepot de Guinée,Portugal,74,livres,,,,
601,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vieux linge pour entrepot,Hollande,2,coffres,,,,
602,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin,Espagne,7,Barriques,,,,
603,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin,Espagne,1,tonneaux,,,,
604,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin,Espagne,3,quarts,,,,
605,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin,Espagne,50,bouteilles,,,,
606,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin du Rhin,Hollande,1,tonneaux,,,,
607,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin du Rhin,Hollande,60,bouteilles,,,,
608,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin du Rhin,Hambourg,1,quarts,,,,
609,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin du Rhin,Hambourg,66,bouteilles,,,,
610,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vin des Canaries,Hollande,72,bouteilles,,,,
611,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vermillon,Hambourg,10,livres,,,,
612,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vif argent,Hollande,207,livres,,,,
613,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,22,,Vitriol,Hollande,412,livres,,,,
