dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Scammonée,Allemagne,3640,91,24760,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Scammonée,Brésil,920,23,24760,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Scammonée,Espagne,4840,121,24760,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Scammonée,Etats Sardes,5800,145,24760,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Scammonée,Etats-Unis,6480,162,24760,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Scammonée,Martinique,1080,27,24760,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Scammonée,Suisse,2000,50,24760,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Alger,2091,697,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Allemagne,1569,523,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Angleterre,528,176,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Autriche,12564,4188,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Bourbon,240,80,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Cayenne,708,236,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Deux-Siciles,9192,3064,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Egypte,45,15,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Espagne,1065,355,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Etats Sardes,27345,9115,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Etats barbares,900,300,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Grèce,60,20,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Guadeloupe,555,185,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Guatemala,1821,607,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Ile Maurice,102,34,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Martinique,522,174,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Pays-Bas,204,68,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Prusse,417,139,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,R.de la Plata,30,10,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Russie,3273,1091,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Suisse,6015,2005,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Toscane,750,250,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Turquie,69,23,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Salsepareille,Villes anséatiques,17070,5690,87135,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Allemagne,4214,4214,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Angleterre,56030,56030,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Autriche,90,90,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Belgique,3546,3546,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Brésil,26450,26450,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Cayenne,2170,2170,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Chili,1120,1120,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Cuba et P.R.,2130,2130,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Deux-Siciles,100,100,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Espagne,17501,17501,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Etats Sardes,945,945,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Etats-Unis,34370,34370,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Guadeloupe,3950,3950,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Haïti,4320,4320,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Ile Maurice,160,160,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Martinique,8440,8440,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Mexique,822,822,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Prusse,60,60,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,R.de la Plata,2480,2480,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Russie,140,140,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,St Thomas,1250,1250,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Suisse,3390,3390,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Toscane,300,300,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Venezuela,200,200,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,298,Sangsues,Villes anséatiques,300,300,174478,Francs,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Allemagne,153.6,48,153.6,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Belgique,57.6,18,57.6,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Bourbon,179.2,56,179.2,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Brésil,547.2,171,547.2,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Espagne,144,45,144,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Etats-Unis,508.8,159,508.8,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Guadeloupe,275.2,86,275.2,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Martinique,128,40,128,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; bruts ou en poudre,Suisse,9440,2950,9440,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Alger,1910.4,597,1910.4,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Angleterre,316.8,99,316.8,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Belgique,1267.2,396,1267.2,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Deux-Siciles,192,60,192,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Espagne,9580.8,2994,9580.8,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Etats barbares,966.4,302,966.4,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Suisse,6102.4,1907,6102.4,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,Sels ammoniacaux ; raffinés,Turquie,492.8,154,492.8,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Alger,218.24,248,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Angleterre,18.48,21,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Belgique,6679.2,7590,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Brésil,54.56,62,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Chili,371.36,422,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Cuba et P.R.,318.56,362,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Deux-Siciles,100.32,114,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Espagne,1983.52,2254,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Etats Sardes,347.6,395,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Etats barbares,3.52,4,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Guadeloupe,295.68,336,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Ile Maurice,146.96,167,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Martinique,765.6,870,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",St Thomas,913.44,1038,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Suisse,5473.6,6220,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Sénégal,13.2,15,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de magnésie",Turquie,182.16,207,17886,Kilo,0.88
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Alger,57.6,192,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Allemagne,39,130,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Angleterre,558,1860,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Autriche,62491.5,208305,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Belgique,51494.1,171647,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Brésil,90.6,302,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Cuba et P.R.,96.3,321,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Espagne,49749.3,165831,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Etats Sardes,18408.9,61363,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Etats-Unis,107.1,357,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Guadeloupe,107.4,358,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Ile Maurice,87.6,292,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Martinique,212.4,708,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Prusse,1919.7,6399,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",St Thomas,78,260,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Suisse,23583,78610,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Toscane,697.2,2324,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Turquie,1438.5,4795,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,372,"Sels, sulfates ; de soude",Venezuela,52.5,175,211104,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Alger,4,20,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Angleterre,115.2,576,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Belgique,530,2650,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Danemark,2463.4,12317,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Espagne,50.8,254,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Etats Sardes,64.2,321,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Ile Maurice,6.6,33,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Indes anglaises,10.6,53,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Merck.Schw.,650,3250,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Norvège,241.4,1207,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Pays-Bas,5231.2,26156,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Prusse,5211,26055,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Russie,3101.4,15507,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Suisse,277.8,1389,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Suède,426.2,2131,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; compacte,Villes anséatiques,14083.4,70417,32467,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Alger,8221.5,11745,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Allemagne,6204.1,8863,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Angleterre,30663.5,43805,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Autriche,21324.8,30464,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Belgique,185142.3,264489,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Bourbon,6119.4,8742,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Brésil,1642.9,2347,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Cayenne,392.7,561,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Chili,16361.8,23374,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Cuba et P.R.,77.7,111,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Danemark,34179.6,48828,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Deux-Siciles,11505.9,16437,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Egypte,10070.2,14386,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Espagne,3237.5,4625,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Etats Sardes,52092.6,74418,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Etats barbares,3362.8,4804,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Etats romains,3425.8,4894,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Etats-Unis,176.4,252,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Guadeloupe,154,220,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Guyane anglaise,2432.5,3475,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Ile Maurice,7640.5,10915,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Indes anglaises,66194.8,94564,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Indes françaises,18738.3,26769,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Martinique,517.3,739,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Merck.Schw.,1457.4,2082,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Norvège,3252.9,4647,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Pays-Bas,402653.3,575219,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Portugal,25.9,37,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Prusse,32863.6,46948,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Pérou,69.3,99,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,R.de la Plata,459.9,657,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Russie,2468.2,3526,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,St Thomas,53.2,76,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Suisse,59132.5,84475,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Suède,19796,28280,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Sénégal,1279.6,1828,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Toscane,22535.8,32194,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Turquie,40248.6,57498,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Venezuela,11.9,17,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,321,Térébenthine ; essence,Villes anséatiques,216687.1,309553,1292847,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Allemagne,510.6,3404,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Angleterre,682.35,4549,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Belgique,72.6,484,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Bourbon,60,400,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Cuba et P.R.,15,100,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Danemark,105,700,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Deux-Siciles,159.45,1063,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Espagne,281.25,1875,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Etats Sardes,117.75,785,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Etats-Unis,41.7,278,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Guadeloupe,3,20,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Martinique,4.5,30,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,320,Térébenthine ; liquide,Russie,52.8,352,2016,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Acétates ; de plomb,Allemagne,1292,760,1292,Kilo,1.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Aloès,Allemagne,1694,770,10853,Kilo,2.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Aloès,Angleterre,932.8,424,10853,Kilo,2.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Aloès,Etats Sardes,35.2,16,10853,Kilo,2.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Aloès,Ile Maurice,0,0,10853,Kilo,2.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Aloès,Indes anglaises,0,0,10853,Kilo,2.2
