hypothese,marchandises,definition,nbre d’occurrences,remarques
0,indes fine,"Inde : C'est encore une drogue propre à la teinture, qui est faite à partir des feuilles d'un arbrisseau nommé Indigo ou Anil. (Savary)",,
0,ipécacuana,"Savary, volume 2, 1748 : IPECACUANHA « Racine qui vienne du Brésil, et qui est un souverain spécifique pour guérir les dysenteries. »",,
0,jalap,"plante à fleur, Encyclopédie, article ""Jalap"".",,
0,jalap,"Savary, volume 2, 1748 : « ou SOLANUM MEXICAMON. Racine très purgative qu'on apporte des Indes Occidentales & de l'Ile de Madère. […]  On tire du Jalap […] une résine liquide qu'on estime plus que le Jalap même »",,
0,jarbes (en),gerbes (en).,,
,jaspé (camelot),,,
0,"jayet, joyet","Jais, article ""Jayet"", Encyclopédie [N.B.",,
0,jonquine,Autre forme du mot Jonquillle,,
1,juillienne,Peut-être « julienne » le poisson,,
0,jujubes,"Wallis List : Le jujube est employé en décoction comme adoucissant. À la Réunion, le fruit sert à la préparation du rhum arrangé. Il fait partie, avec la datte, le raisin sec et la figue sèche, des quatre fruits pectoraux.",,
0,labdanum,"Cf. P.H.Wallis  : Labdanum, also called ladanum or ladan, is a sticky brown resin obtained from the shrubs Cistus ladanifer (western Mediterranean) and Cistus creticus (eastern Mediterranean), species of rockrose. It has a long history of use i",,
,"lacmoëre, lacmoes, lacmoës",,,
,laimois,,,
0,lampareille,Encyclopédie de Diderot et d'Alembert : « Manufacture en laine »,,
0,lampareille,"étoffe de Flandres, Encyclopédie, article ""Lampareille"", ""petits camelots légers qui se fabriquent en Flandres"".",,
0,lanillas,"Nom espagnol : désigne un camelot commun, droguet, étoffe de laine propre à faire des habits d'été.",,
0,lanillas,"petites étoffes de laine de nankin, Félix Renouard de Sainte-Croix, Voyage commercial et politique aux Indes Orientales, aux Iles Philippines, à la Chine avec des notions sur la Cochinchine et le Tonkin, vol. 3, p. 209. Paris",,
0,lapis lazule,Cf. P.H.Wallis  : semi-precious stone,,
0,laton,"Laiton. Encyclopédie, article ""Épinglier"".",,
1,lauroi, ???.,,
0,lauze,Lauze : « Sorte de pierres plates et longues qui servent à faire des bordures. On en trouve des carrières à Proveyzieux et à Fontaine » (Dictionnaire du patois des environs de Grenoble),,
0,lavande,"Wiki : Elle aurait des propriétés antiseptiques, bactéricides, désinfectantes, calmantes, antispasmodiques et carminatives.",,
0,lechefrite ,"« Ustensile de cuisine qui est faite ordinairement de fer, & qui sert à recevoir la graisse de la viande qu'on fait rostir à la broche », extrait du Dictionnaire de l’académie française, 1ère éd. (1694), p. 636.",,
,lelarge,,,
0,lentille,Cf. P.H.Wallis  drug in 1792 Customs and Excise list,,
0,lettre (bois de),"bois de Guyane, Xycol.",,
0,"licanias, licane","arbuste de la famille des Chrysobalanaceae, dont plusieurs espèces sont utilisées pour la teinture et/ou la nourriture. Cf. pour le fruit http",,
0,lien ,"« Il se fabrique du verre en table de plusieurs sortes… Il s’en fait aussi de diverses couleurs, qui toutes aussi bien que le blanc se vendent au ballot ou ballon, avec cette différence que les ballons de verre blanc contiennent vingt-cinq liens, & le lien six tables & que pour le verre de couleur, il n’y a que 12 liens & demi au ballon, et trois tables au lien. » Savary, Dictionnaire 3.",,
0,limeneas,Sorte d'indienne,,
0,limeneas,Toile des Indes destinée au commerce de traite (Guinée),,
0,"linnineuse, linnieuse","ligneuse (attesté au 19e siècle comme nom générique pour les étoffes de chanvre, lin coton)? Ou en rapport avec le lin, ""linieu""? Ou alors relié à ""ligneul"", fil grossier (Encyclopédie, article ""ligneul"")?",,
0,liqueur sirop mélasse,"Cf. P.H.Wallis : wiki : Historically, the Middle English term treacle was used by herbalists and apothecaries to describe a medicine (also called theriac or theriaca), composed of many ingredients, that was used as an antidote treatment for poi",,
0,lissoir de verre,"Savary, volume 3, 1748 : « Lisoires, que quelques-uns écrivent et prononcent lissoirs. Ce sont des pièces de bois d'orme placées au dessus des essieux d'un carosse. »",,
0,"litarge, litharge","préparation de plomb, Encyclopédie, article ""Litharge"".",,
0,litharge,"Savary, volume 3, 1748 : OU LITARGE « La litarge artificielle est d'un grand usage soit dans la médecine soit parmi quantité d'ouvriers, comme les potiers, les teinturiers, pelletiers, peintres... » Pas de définition concrète, les auteurs ne co",,
0,litharge d'or,Wikipédia : « le litharge d'or est un mélange de litharge et de minium »,,
0,"locarnans, locornans","toile de Locronan, Bretagne (Lokorn en breton). Cf. http",,
,long vieux,,,
1,loupin,Cf. P.H.Wallis  : usage en médecine ???,,
0,lustrine,"Savry, volume 3, 1748 : « Sorte de nouvelle étoffe de soie »",,
0,mâche,Le savary ne parle pas de salade mais de mache fer,,
1,mache de fer,Peut-être « mache-fer »,,
,"machemillier, machemille, machenette (bois de)",,,
,madarine,,,
0,"mahy, mahi, matry, mabi, maby","maïs, ""Mays"" in Savary, Dictionnaire 3.",,
0,"mairain, merain, merrain","Bois de chêne, de châtaignier, débité en planches et utilisé surtout dans la tonnellerie, ATILF, article ""Merrain"".",,
0,manille,"Savary, volume 3, 1748 : « Espèce de grand anneau de cuivre jaune »",,
0,maniquette,"Savary, volume 3, 1748 : « Sorte de poivre qu'on apporte des côtes d'Afrique »",,
0,manne,"Savary, volume 3, 1748 : « C'est aussi une gomme ou drogue médicinale […] cette drogue purgative  est une liqueur blanche qui coule d'elle même ou par incision des branches et des feuilles des fresnes. »",,
0,marbre à jouer,merbels à jouer,,
0,marc,"Unité de mesure, poids de cuivre ou monnaie scandinave et d'hambourg",,
0,marc divers,"Unité de mesure, poids de cuivre ou monnaie scandinave et d'hambourg",,
0,marcassite,Sulfure de fer,,
1,marcerie,Peut-être «mercerie»,,
0,marchandise des indes aloës,"Savary, volume 1, 1748 : « ALOES : Ce nom est commun à trois choses différentes à un arbre […], une drogue fort utile dans la médecine […] et à une plante. »",,
0,marchandise des indes toile des indes caladarit,"Encyclopédie méthodique ou par ordre de matières : commerce, volume 3 , 1784« Les toiles de coton blanches diffèrent de nom comme de qualités. Les plus connues se nomment : Coupis, Chillas, Tapsels, CALADARIS, Guinées, Fercales, Mauris, Salampo",,
0,marée fraiche,"Savary, volume 3, 1748 : « Poissons qui se pêche dans la mer. »",,
0,marègue,Marègue : Gros tissu de laine de diverses natures originaire du sud ouest (Pyrénnée ou Languedoc).,,
0,marly,"sorte de gaze, Bertrand, Descriptions, vol. 14, 1780, p. 179.",,
1,marquise,Meuble ?,,
0,marrègue,"grosse étoffe, Jean-Baptiste Baïlac, Nouvelle chronique de la ville de Bayonne, Bayonne",,
0,masse de bois,"Plusieurs significations : verroterie, marteau (Savary, tome 3). Etant donnée la composition cela semble être la seconde option",,
0,masse de mail,"Plusieurs significations : verroterie, marteau (Savary, tome 3). Etant donnée la composition cela semble être la seconde option",,
0,massicot,Protoxyde naturel du plomb pour teintures,,
0,mastic,"Savary, volume 3, 1748 :  « Espèce de gomme […] il est de quelque usage en médecine où l'on l'emploie particulièrement pour apaiser les maux de dents »",,
0,"masulipalan, masulipatan, masulipaton, masutipatan","toile de coton des Indes, Académie française, 1762, article ""Masulipatan"". Graphie choisie ""Masulipatan"".",,
0,matereau,Petit mat (https://fr.wiktionary.org/wiki/m%C3%A2tereau),,
0,mathe (bois de),bois de Sainte-Marthe,,
0,"matraux, materaux","Mâtereau, ""Mât de faible hauteur et de petit diamètre ou portion de mât de faibles dimensions"", article ""Mât"", ATILF.",,
,maugrebine,"Féminin de Maugrebin, ie maghrebain ? https://fr.wiktionary.org/wiki/Maugrebine",,
0,mauris,Dans le Savry « Percalles – Mauris : Toiles de coton blanches »,,
,mechoacam ou macadossin,"Racine médicinale, Dictionnaire Savary 1720",,
1,ménage,Probablement « toiles de ménage » qui sont des toiles de chanvre ou de lin (Savary),,
1,merle,A consommer ?,,
0,merrain,"Savary, volume 3, 1748 : « C'est du bois de chêne refendu en petites planches plus longues que large »",,
0,méteil,"Savary, volume 3, 1748 :  « Métail ou métal »",,
0,meulardeau,Petite meule (http://cnrtl.fr/definition/dmf/MEULARDEAU),,
0,meule à favre ,"Faber, favre, febvre, fèvre ou favre désignent « Ouvriers en métaux, artisan faisant usage du marteau » ou de manière plus précise ouvrier travaillant le fer (forgeron, maréchaux et serruriers). Fèvre est en usage en Normandie, favre plutôt dans le sud, notamment dans le sud-est. Extrait de ",,
0,mignonnette,Sorte de dentelle,,
0,millet,fenegré et millet,,
0,mine de fer,minne de fer/mine de fer à 1600 livres la charée,,
0,mini,"Savary, volume 3, 1748 : « Marchandise dont il se fait commerce à Amsterdam. […] On n'a pu savoir son nom en français. »",,
0,mirobolan,"Voir Lemery ou  François Bourguignon de Bussière, Nouveaux éléments de matiere médicale : Aussi noix du Bengale, utilisé pour ses vertus purgatives.",,
0,mitraille,"Savary, volume 3, 1748 : »Vieux cuivre rouge ou jaune «  ou «  ensemble de monnaies »",,
0,momie,"Savary, volume 3, 1748 : « Les apothicaires donnent aussi ce nom à quantité d'autres drogues qui n'ont pas bien du rapport aux momies égyptiennes. […] C'est une liqueur minérale. »",,
1,momoye de cuivre,"Peut-être 9a : T.Rilliet de Saussure, Lettre sur l'emprunt et l'impôt, 1779 : « L'argent prend alors nécessairement une valeur relative proportionnée à sa rareté et se morcelle en une monnoye de cuivre extrêmement abondante. »",,
0,moncayard,"Encyclopédie de Diderot et d'Alembert : « Moncahcar ou Moncayard : étoffe noire, d'une grande finesse, à châine de soie et trame de fil de laine de sayette. »",,
0,mongette,Mongette : nom donné aux haricots (blancs) dans le midi de la France.,,
0,morphil (dents de),"Morfil, dents déléphant. ""On les nomme marfil ou morfil"", Savary, Dictionnaire 2, article ""Dent d'éléphant"".",,
0,moucade,Moquette ou Mocade ou Moucade : sorte d'étoffe de lin et coton ou lin et lain ou tout de laine (Savary),,
0,mouffette,Pour la manger ou non ?,,
0,moureaux,Moreaux (provençal) ou Moureaux (gascon) : panier de corde (lin ou chanvre) destiné à mettre la paille pour que les animaux de trait puisse manger en marchant.,,
0,mousse de mer,"Savary, volume 1, 1748 :ou ALGUE/ALGA « Elle est apéritive, vulnéraire et dessiccative. On dit qu'elle tue les puces et les punaises. »",,
0,mousseron,Champignon destiné à la consommation,,
0,musc,"Savary, volume 3, 1748 : « L'usage du musc est peu considérable en Médecine, surtout à cause des vapeurs que son odeur provoque aux femmes mais les parfumeurs en emploient assez considérablement. »",,
0,muscade,"Savary, volume 3, 1748 : « Espèce de noix aromatique qui vient des Indes Orientales. »",,
0,muscade et macis,"Savary, volume 3, 1748 : « Fleur de la noix muscade. […] On tire du macis une huile qui a diverses propriétés pour la médecine. »",,
0,"myrrhe, mirke",MIRRHE ou MYRRHE : Elle pouvait être un des multiples constituants de la thériaque de la pharmacopée maritime occidentale au XVIIIe siècle,,
1,nalle de jonc,Peut-être « natte »,,
1,nalle de paille,Peut-être « natte »,,
0,nattron,"Savary, volume 3, 1748 : « Natron : Espèce de sel noir et grisâtre qui se tire d'un lac d'eau morte dans le territoire de Terrana en Egypte. »",,
0,nature de baleine,"Savary, volume 1, 1748 : « L'on tire trois sortes de marchandises de la baleine. L'huile, les fanons et le sperme ou nature de baleine [...] » Les femmes l'utilisent comme produit de beauté",,
0,"necanias, nekanias, nicaneas, nicanes","tissu de coton rayé de l'ouest de l'Inde, listé sous ""nicannee [..] ou niquanias"" dans le glossaire de G. Riello et T. Roy, How India clothed the world, p. 439. Graphie utilisée Nicaneas.",,
0,neganepeau,Tissu de coton des Indes (destiné au commerce de Guinée),,
0,néphrétique (bois de),"Article ""Bois néphrétique"", Encyclopédie.",,
0,neptune de cuivre,"Marchandise de traite destinée au commerce de Guinée, c'est une pièce de cuivre mais il n'y a pas de déf. Ni dans le dictionnaire du commerce ni dans celui de l'académie.",,
,"neyster (bois portatif, dit)",,,
0,nicanéas,"A.Roman, Saint-Malo au temps des négriers : « Nécanéas (ou nicanéas) : toiles du Cormandel, rayées de bleu et de blanc »",,
0,nicanéas,"Nécanée : Ce sont des toiles rayées de bleu et blanc, qui se fabriquent dans les Indes Orientales (Savary). S'écrit aussi Nicanéas ou Nicanée.",,
0,noir à imprimer,Teinture,,
0,noir d'espagne,Teinture,,
0,noir de chypre,Teinture,,
0,noix de fumée,semble être « noir » et non « noix » cf savary tome 3,,
0,noix de galle,"Savary, volume 2, 1748 : « Drogue propre à la teinture et à quelques autres usages. »",,
0,ocre jaune,"Savary, volume 3, 1748 : «  Terre jaune et gossile qui se tire de sa propre mine »",,
,ocyrez (cannelle ou cannette),,,
0,œil d'écrevisse,"Savary, volume 2, 1723 : ou OCULI CANCRI : « […] pelites pierres blanches faites en forme d'yeux que l'on trouve dans la tête des écrevisses de rivières. [...] les yeux d'écrevisses sont à la mode dans la Médecine moderne, & on leur trouve un a",,
0,œuillard de brie,"L. Cotte, Vocabulaire portatif des mécaniques, 1801 : « La meule […] d'un diamètre moyen se nomme meularde ou œillarde »",,
0,oliban,"Savary, volume 3, 1748 : « Sorte de gomme ou de résine que l'on nomme plus communément Encens mâle »Arts et métiers mécaniques, Paris",,
0,opium,"Savary, volume 3, 1748 : « Vient du Levant et particulièrement du Caire […] L'Opium et le Laudanum simple sont deux drogues dont il est dangereux d'user sans le conseil d'habiles Médecins et il est à craindre, comme il n'arrive que très souve« Sortes de laines de la moindre qualité, qui se lève de dessus les bêtes tuées pour la boucherie », Extrait de ",,
0,opoponax,"Savary, volume 3, 1748 :  « Espèce de gomme […] pour la guérison des plaies ce qui fait qu'il entre dans la composition de l'onguent divin avec le Galbanum, l'Ammoniac & le Bdelium»",,
0,orcanette,"Savary, volume 3, 1748 : « L'orcanette de France est une racine de moyenne grosseur »",,
0,oreillon,Oreillons ou orillons : chute de peaux et cuirs pour faire de la colle,,
0,oreillon à faire colle,Oreillons ou orillons : chute de peaux et cuirs pour faire de la colle,,
0,organdis,"Sorte de mousseline ou toile de coton, syn.: Betille (Savary)",,
0,orge perlé,"Pierre Hubert Nysten, Isidore Bricheteau, Ossian Henry, Joseph Briand, Dictionnaire de médecin, de chirurgie, de pharmacie, des sciences accessoires et de l'art vétérinaire, 8ème édition, 1840 : « L'orge perlé (HORDEUM PERLATUM) est tout à fait",,
0,orobes,Plante médicinale,,
0,orpiment,Cf. P.H.Wallis :mineral used for dyingalso medical? Check. Diez suggest used as pigument. Is trisulphide of arsenic,,
0,orpiment,"Savary, volume 3, 1748 : « Minéral qui se trouve le plus ordinairement dans les mines de cuivre. »",,
0,orpin,Plante médicinale,,
0,orviétan,"L’orviétan est un faux antidote des xviie et xviiie siècles. Médicament de rencontre resté fameux dans les fastes du charlatanisme médical, l’orviétan était dû, dit-on, à l’imagination d’un certain Jérôme Ferrante, natif d’Orvieto",,
1,ouvrage de pâte,Poterie ?,,
0,pain,pain de farine,,
0,palangre,Linges ou filets,,
0,panine ,"pour les étoffes, probablement une mauvaise lecture de ""panne""",,
0,panne,"Étoffe (de laine, soie, coton) travaillée comme le velours, dont le poil plus long et moins serré est couché, et qui sert dans la confection de vêtements ou dans l'ameublement.",,
0,panne,"étoffe de soie veloutée, Encyclopédire, article ""Panne"".",,
0,panneau,"Plusieurs significations, pièces de cuir ou de bois.",,
1,paon,A consommer ?,,
0,papeline,"Savary, volume 3, 1748 : « La papeiline est une étoffe très légère dont la trame est en soie »",,
0,passepierre,"Savary, volume 3, 1748 : «  Plante qui est bonne en salade »Paul-Eugène Robin, Dictionnaire du patois normand en usage dans le département de l’Eure, Slatkine, 1978 (1ère éd., 1882), p. 247.",,
,pataque,"Ancienne monnaie d'Italie, du Brésil et autre (http://dictionnaire.reverso.net/francais-definition/pataque)",,
0,paumelle,"Savary, volume 3, 1748 : « Cet instrument sert aux courroyeurs à tirer leur cuir sur la table pour les rendre plus maniables »",,
0,pavot,"Savary, volume 3, 1748 :  «Plante d'où l'on tire l'opium »",,
0,peaux de volacre ,les peaux de volacre sont des peaux de veau passées en huile comme des peaux de buffles.,,
0,pélicule d'alkerme,Wikipédia : Alkermès (sanglant rouge cochenille kermès) : nom d'une liqueur à base de plantes nommée aussi kermès officinal. Élixir alkermès : nom de médicaments composés renfermant le suc du kermès animal.Selon l'ouvrage de Dorvault (187,,
0,pelleterie,"Savary, volume 3, 1748 : « Signifie toute sortes de peaux garnies de poils destinées à faire des fourrures »",,
,penne,"Savary, Dictionnaire, 1723 : Ce sont des bouts de laine ou de fil qui restent attachés aux ensubles. Les  lorsque l'étoffe ou la toile est levée de dessus le métier. Les pennes de laine se hachent et se passent au tamis, pour faire de la tapisserie de tonture",,
0,percalle,"Savary, volume 3, 1748 : « Les qualités des toiles de coton blanches sont différentes de même que leurs noms dont voici ceux que l'on a pu recueillir :[…] percalles »",,
0,percerette,"Littré : « Petit foret, petite vrille »",,
0,perdreau,Espèce d'oiseaux (wikipédia),,
0,perline,"altération de praline, Hécart, Dictionnaire Rouchi-Français, p. 346.",,
0,"perpetuanne, perpetuaux","Savary, Dictionnaire, vol. 1, article ""Sempiterne ou perpetuanne"", ""Espece de sorte de laine croisée"".",,
,"perrible, perible (bois)",,,
0,philipichine,"Philipichìn : Tissu de laine imprimé (mot Espagnol ancien), Philipichines est un terme forgé à partir de l'espagnol puisque manifestement l'Espagne est la destination quasi-exclusive de ces tissus.",,
0,picotte,"« Picote ou gueuse : étoffe toute de laine, qui est d'un toute petit prix qui est une espece de petite camelot » (Savary)",,
0,pierrier,"Les pierriers sont une corporation d'ouvriers tailleurs de pierres précieuses, mais dans le domaine des marchandises, il semble que ce terme « désigne une sorte de petit canon dont on se sert principalement sur les vaisseaux,",,
0,pierrier de fer,"Les pierriers sont une corporation d'ouvriers tailleurs de pierres précieuses, mais dans le domaine des marchandises, il semble que ce terme « désigne une sorte de petit canon dont on se sert principalement sur les vaisseaux,",,
0,pignon d'inde,"Savary, volume 3, 1748 : « C'est une espèce de petit fruit purgatif qu'on nomme aussiGrain de Tilli, qui est apporté des Indes. »",,
0,pinasse,"Wikipédia : «  embarcation typique du bassin d'Arcachon », les premières allusions écrites sont faites au 16e siècle",,
0,"pinchina, pinchinat","sorte d'étoffe de laine non croisée, Encyclopédie, article ""Pinchina"".",,
0,pinsbeck (boucle de),"composé de cuivre & de zinc, Encyclopedie methodique, ou par ordre de matières",,
1,plante,?,,
0,plante aristoloche,"Savary, volume 1, 1748 : ou ARISTOLOCHIE « Plante quie entre dans la composition du Thériaque. »",,
1,plante carrue,?,,
0,plante coriandre,"Savary, volume 2, 1748 : « Outre les dragées de Coriandre que l'on fait, et dont les meilleures viennent de Verdun cette graine a quelque usage dans la médecine », s'utilise dans les remèdes et concoctions.",,
0,plante galanga,"Savary, volume 1, 1748 : GALANGA ou ACORUS VERUS « Elle est de quelqu'usage dans la médecine étant un des infrédients qui entrent dans la composition de la Thériaque. »",,
1,plante ogarie,?,,
0,plante sebestre,"According to the book, “Indian Herbal Remedies,” the man regarded as the father of surgery in India, Sushutra, prescribed Cordiafruits as a coolant and astringent, to be used for biliousness, cough and internal haemorrhage. The bark paste was u",,
0,plante simarouba,"The leaves and bark of Simarouba amara have been used as an herbal medicine to treat dysentery, diarrhea, malaria and other illnesses in areas where it grows. In 1713, it was exported to France where it was used to treat dysentery, being an eff",,
,plaphons (bois de),,,
,plates = plattes (pour cuivre)? a vérifier.,,,
0,platille,"Savary, volume 3, 1748 : « On appelle ainsi certaines espèces de toiles de lin très blanches »",,
0,platille,"Savary, volume 3, 1748 : « Platille : On appelle ainsi certaines espèces de toiles de lin très blanches qui se fabriquent en plusieurs endroits de France »",,
0,ploc,"Poil généralement de vache, de chèvre, de chien voire d'autruche (Savary)",,
0,ploc ou plocq ,"« Signifie proprement poil cependant il ne se dit guère que des poils de vaches, de chèvres, de chevrotins et de chien. D’après le tarif de 1664, la laine d’Autruche est considérées comme une espèce de ploc », Extrait de ",,
,"plocq, ploc, ploëc, matériau à couvertures",,,
0,plomb,variété d'orge (probablement pâtois du Nord de la France),,
0,plomb en bloc,plomb en blocq,,
0,pluche,"Peluche, article ""Peluche"", Encyclopédie.",,
0,ply ou pli ,"« On appelle courts-plis dans la fabrique et le commerce qui se fait des toiles en Bretagne, le pliage qui n’est pas conforme aux Règlemens, et dont les plis ont moins d’une aune de longueur. » ou encore ",,
1,poincon vide neuf,"Peut-être poinçon, dans ce cas deux sens : tige d'acier pour percer ou instrument servant à marquer",,
0,poix blanche et noire,"article ""Poix"", Savary, Dictionnaire 3.",,
0,"polimi, polimy, poliny, polini, polin, polimitte, polomite, polmist, polemitte","étoffe de Flandres, Hécart, Dictionnaire Rouchi-Français, p. 361 ""Polimi",,
0,poncire,Variété de citron dont on fait plutôt des confitures.,,
0,populeum,"Savary, volume 3, 1748 : MANDRAGORE,  « Plante médicinale, qui surtout entre dans la composition de l'onguent que les marchands appellent Populeum »",,
0,potache,Potasse (autre forme de),,
0,potasse,Espèce de cendres : Teinture,,
0,"potasse, vedasse et gravelée",Espèce de cendres : Teinture,,
0,pou de soie,Larousse : « Taffetas de soie assez lourd « ,,
0,"pou de soie, pou-de-soie, poult de soie ","étoffe de soie épaisse, sans lustre et à côtes, CNRTL.",,
0,poudre d'ailhaud,"Poudre purgative : Jean Gaspard d'Ailhaud (1674-1756),  docteur en médecine et chirurgien, devint célèbre dans l'Europe entière pour avoir inventé une poudre médicamenteuse à laquelle il donna son nom et qui lui assura la fortune.",,
1,poudre d'aventurine,Or en poudre ?,,
0,poudre de gouaxaca,???,,
0,pourette,chataignes donc potentiellement à en faire des farines,,
0,pourette de mûrier,C'est un plant de murier d'un ou deux ans.,,
0,poutargue,"ou Boutargue : sorte de mets qu'on prépare en Italie et dans le midi de la France avec des oeufs de poisson salé, confits dans le vinaigre.",,
0,preceinte,Il s'agit des planches de chêne qui servent à faire la préceinte des navires.,,
0,précipité rouge,Mercure précipité utilisé dans de nombreux remèdes,,
0,présure,"« C'est un composé d'eau, de sel et de vessie de veau » (Savary)",,
,psalterion,Instrument de musique https://fr.wikipedia.org/wiki/Psalt%C3%A9rion,,
,quadrille,,,
0,quart de nonante,"instrument qui sert à prendre les angles et les élévations, article ""Quart"", Antoine Furetière, Dictionnaire universel français & latin, Paris, Guffart, 1732.",,
0,quartier de réduction,"Bézout, Traité de navigation, 1814 : «  Le quartier de réduction est un carré de carton partagé en plusieurs petits carrés[…] Le but de cet instrument est d'épargner la peine de tracer le triangle qui sert à résoudre les problèmes de navigation",,
0,quercitron,"Wikitionary : « Colorant jaune commerciélisé sous forme poudreuse, tiré de l'écorce de l'arbre du chêne du même nom […] introduit en Europe au XVIIIe siècle pour la teinture des cotons. »",,
0,quinette,(ou Quignette) Espèce de camelot tout de laine et quelquefois mêlé de poils de chèvre qui se fabrique en Flandres et en Picardie (Savary),,
0,quinquina,"Savary, volume 3, 1748 : QUINQUINA ou KIKINNA,  « vers l'année 1680 la remit en vogue par le grand nombre de fuérisons surprenantes qu'il fit à la Cour et à la ville avec cette poudre. » Utilisée dans diverses remèdes",,
1,quire,Peut-être « quine » ou « esquine »,,
0,racine d'arcanette,Teinture,,
0,racine de dictame,"Savary, volume 2, 1748 : « DICTAME : Plante médicinale »",,
0,racine de ginsin,Wikipédia : « Le ginseng est une plante vivace […] originaire d'Asie du Nord-Est »,,
0,racine de guimauve,"Louis Vitet, Matière médicale réformée ou Pharmacopée médico-chirurgicale, 1780 : Calme la dysenterie, colique, diarrhée, , la soif, les légères inflammation",,
0,racine de pirrestre,"Savary, volume 3, 1748 :  «Racine médicinale […] douleur des dents »",,
0,rack,"arak, ""Rack ou arak",,
0,radis dictame,"Nicolas Lémery, Nouveau dictionnaire général des drogues simples et composées, Volume 1, 1807 : « On nous les apporte sèche de l'Italie et de nos départements méridionaux elles sont nervales, anthelmintique, ménagogues »",,
0,raiseau,"réseau, par exemple Savary, Dictionnaire vol. 3, article ""Verveux"", à propos d'un filet de pêche, ""Nasse de raiseau"". Peut être aussi ""ouvrages de soie"", article ""Raiseaux des Indes"", Savary, Dictionnaire, vol. 3. Graphie choisie ""raiseau"".",,
0,"rapatelle, rapatele","« Nom que l’on donne à une espèce de toile claire faite de crin de cheval, qui sert à faire des tamis ou sas pour faire passer l’amidon, le plâtre et autres choses semblables qu’on veut mettre en poudre fine… Les rapatelles se fabriquent pour la plupart dans la Basse-Normandie aux environs de Coutance… Quoique qu’il ne se fasse pas un grand négoce de cette marchandise, néanmoins le tarif de 1664 ne laisse pas d’en parler et d’en fixer les droits à 12 s. le cent pesant, tant à l’entrée qu’à la sortie », article ""Rapatelle"", Savary, Dictionnaire 3.",,
0,rasade,"petite étoffe OU ""espèce de verroterie"" plus souvent appelée ""Rassade"", cf. Savary, Dictionnaire vol. 3, articles ""Rasade"" et ""Rassade"". ""Rasade"" modifié en ""Rassade"" quand il est précisé qu'il s'agit de verroterie.",,
0,rasade,"Savary, volume 3, 1748 : « Se dit de plusieurs petites étoffes rases et sans poil »",,
0,ratafia,"« A term given to a species of liquors much esteemed » A New Supplement to the Pharmacopoeias of London, James Rennie",,
0,ratine,Sorte d'étoffe de laine croisée (Savary),,
0,raz de castor,Ras ou raz : Nom que l'on donne à plusieurs sortes d'étoffes,,
0,raz de saint-cyr,"M. Paulet, L'art du fabriquant d'étoffes de soie, septième section, 1777 : « Le tissu de ces trois genre de Raz-de-Saint-Cyr est toujours le même, la différence ne consiste que dans le plu ou le moins de soie »",,
0,raz du maroc,"Savary, volume 3, 1748 : « Espèce de petites serges qui se fabriquent en divers endroits de Champagne […] elles se font partie de laines françaises et partie de laines communes d'Espagne »",,
0,raze (brai),"brai sec, qu'on nomme raze en Provence. Le grand vocabulaire françois, Paris, 1772, vol. 22, article ""Pin"", p. 175.",,
0,réagal,"Savary, volume 3, 1748 : « Minéral ou espèce d'arsenic rouge »",,
0,réglisse,"Savary, volume 3, 1748 : ou GLICYRRHIZZA ou LIQUIRITIA ou RADIX DULCIS « Vertu douce et rafraîchissante. Il n'y a guère de racine qui soit plus connue en France. » Utilisée dans diverses remèdes",,
,remontrances (armes),,,
0,rez (eau-de-vie),"eau-de-vie de l'île de Ré, l'île de Ré s'écrit Rez au 17e et 18e siècle, par ex. Atlas Encyclopédique, Bonne et Desmarets, Padoue, 1739, p. 63.",,
,ricter (bois dit),,,
0,"ripe, mauvaise lecture de tripe ","sorte d' étoffe veloutée, article ""Tripe"", Encyclopédie.",,
1,rocou," arbre exotique cultivé dans toutes les îles de l' Amérique. Encyclopédie, article ""Rocou"".",,
0,rocou,"Savary, volume 3, 1748 :  « Pour la teinture et la peinture »",,
0,rodes (bois de),"Amyris balsmifera, ""bois de Rhodes"" au XIXe siècle, article ""Pin"".""Amyris balsmifera"", Xycol.",,
0,rodon,"Savary, volume 3, 1748 :  « REDN, que plusieurs appellent aussi RODON. Sote d'herbe ou plante qu'on ferme toutes les années de même que le chanvre. »",,
0,rognure de corne de cerf,Platycerium : Les fougères de ce genre sont souvent appelées « cornes de cerf »,,
0,rognure de gaïac,Le gaïac est un bois brun verdâtre très dur,,
0,roldor,"Coriaria myrtifolia, la Corroyère à feuilles de myrte, est une espèce d'arbustes de la famille des Coriariaceae. Elle pousse en Espagne (Roldor), dans la zone est de la Méditerranée et dans le Sud de la France.",,
0,romaine,"Savary, volume 3, 1748 : «  Espèce de balance dont l'invention est fort ancienne, qui sert à peser diverses sortes de marchandises. »",,
0,romals,"Savary, volume 3, 1748 : « Ce sont d'autres mouchoirs de toile de coton peinte sans aucune soie qui se fabriquent dans les Etats du Mogol »",,
0,"romals, romald, romal, ronald, romatd, romalo, romale, ramat","soit ""Romalle"", ""mouchoirs des Indes Orientales soie et coton"", soit ""Romals"", ""d'autres mouchoirs de toile de coton peinte sans aucune soie qui se fabriquent dans les États du Mogol"", Savary, Dictionnaire, vol. 3, articles ""Romalle"" et Romals"". Plusieurs cas indécidables => une seule catégorie, graphie choisie ""romals"".",,
0,rosconne,Enciclopaedia Universalis : « Rosconne : (vieilli) Toile de lin »,,
