numerodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantity,quantity_unit,value,prix_unitaire,Remarques
6167,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vaudes,Rouen,Suède,1850,bottes,,"0,6",
6168,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vin Bourgogne,Rouen,Russie,19,muids,,260,
6169,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vin Bourgogne,Rouen,Suède,2120,bouteilles,,1,
6170,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vin Champagne,Rouen,Russie,37,muids,,300,
6171,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vin Champagne,Rouen,Suède,780,bouteilles,,"1,5",
6172,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vin français ,Rouen,Suède,3,muids,,240,
6173,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vin ordinaire,Rouen,Russie,2,muids,,200,
6174,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,144,1766,Exports,Vin ordinaire,Rouen,Suède,1,muids,,200,
6175,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Beurre,Rouen,Suède,425,livres,,"0,5",
6176,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Chardons à drapier,Rouen,Suède,12,mannes,,20,
6177,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Confitures,Rouen,Russie,7232,livres,,1,
6178,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Confitures,Rouen,Suède,581,livres,,1,
6179,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Couvertures de laine,Rouen,Russie,320,livres,,2,
6180,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Draps d'Elbeuf,Rouen,Russie,355,livres,,5,
6181,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Draps d'Elbeuf,Rouen,Suède,248,aunes,,14,
6182,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Eau de vie,Rouen,Russie,79,bouteilles,,2,
6183,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Etoffe de soie au 1/4,Rouen,Russie,494,livres,,20,
6184,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Etoffe de soie au 1/4 de soie,Rouen,Suède,208,livres,,20,
6185,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Fayence,Rouen,Russie,24065,livres,,"0,55",
6186,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Fayence,Rouen,Suède,800,livres,,"0,55",
6187,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Fromage,Rouen,Russie,202,livres,,"0,3",
6188,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Fromage,Rouen,Suède,175,livres,,"0,3",
6189,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Fruits crus,Rouen,Suède,430,barils,,15,
6190,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Fruits crus ,Rouen,Russie,11,barils,,15,
6191,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Huile d'olive,Rouen,Suède,470,livres,,"0,7",
6192,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Mouchoirs de fil,Rouen,Russie,150,livres,,"3,5",
6193,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Siamoise,Rouen,Russie,50,livres,,4,
6194,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Sucre brut,Rouen,Suède,28890,livres,,"0,3",
6195,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Sucre terré,Rouen,Suède,78936,livres,,"0,4",
6196,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Sucre teste,Rouen,Suède,150235,livres,,"0,45",
6197,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Toile de lin,Rouen,Suède,152,livres,,10,
6198,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Vaudes,Rouen,Russie,1789,bottes,,"0,6",
6199,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Vaudes,Rouen,Suède,756,bottes,,"0,6",
6200,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Velours coton ,Rouen,Russie,170,livres,,10,
6201,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Vin Bourgogne,Rouen,Suède,120,bouteilles,,"1,25",
6202,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Vin Champagne,Rouen,Suède,600,bouteilles,,,
6203,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Vin de Bourgogne,Rouen,Russie,720,bouteilles,,1,
6204,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1768,Exports,Vin de Champagne,Rouen,Russie,5935,bouteilles,,"1,5",
6205,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Café,Rouen,Suède,19390,livres,,"1,1",
6206,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Chardons à drapier,Rouen,Suède,10,mannes,,20,
6207,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Confitures,Rouen,Russie,6388,livres,,1,
6208,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Confitures,Rouen,Suède,1423,livres,,1,
6209,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Draps d'Elbeuf,Rouen,Russie,307,aunes,,14,
6210,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Draps d'Elbeuf,Rouen,Suède,60,livres,,5,
6211,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Draps de Sedan,Rouen,Russie,108,pièces,,500,
6212,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Draps divers,Rouen,Russie,75,livres,,5,
6213,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Etoffe de soie au 1/4 de soie,Rouen,Suède,309,livres,,20,
6214,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Fayence,Rouen,Russie,32786,livres,,"0,55",
6215,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Fromage,Rouen,Russie,450,livres,,"0,4",
6216,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Fruits crus,Rouen,Suède,741,barils,,15,
6217,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Huile d'olive,Rouen,Russie,3670,livres,,"0,7",
6218,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Mouchoirs fil et coton,Rouen,Suède,260,livres,,6,
6219,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Siamoise,Rouen,Suède,558,livres,,4,
6220,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Sucre brut,Rouen,Suède,239210,livres,,"0,3",
6221,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Sucre terré,Rouen,Suède,192075,livres,,"0,45",
6222,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Sucre teste,Rouen,Suède,13110,livres,,"0,45",
6223,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Toile de lin,Rouen,Suède,20,livres,,10,
6224,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Toile de lin de Beauvais,Rouen,Suède,859,livres,,10,
6225,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Toile de Saint Quentin,Rouen,Suède,25,livres,,35,
6226,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vaudes,Rouen,Suède,2100,bottes,,"0,7",
6227,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vin Bourgogne,Rouen,Suède,360,bouteilles,,"1,25",
6228,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vin Champagne,Rouen,Suède,398,bouteilles,,"1,5",
6229,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vin de Bourgogne,Rouen,Russie,4731,bouteilles,,1,
6230,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vin de Bourgogne,Rouen,Russie,7.75,muids,,300,
6231,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vin de champagne,Rouen,Russie,230,bouteilles,,"1,5",
6232,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vin de Champagne,Rouen,Russie,6,muids,,400,
6233,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1770,Exports,Vin ordinaire,Rouen,Suède,120,bouteilles,,"0,75",
6234,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Café,Rouen,Russie,40088,livres,,1,
6235,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Café,Rouen,Suède,11944,livres,,1,
6236,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Chardons à drapier,Rouen,Suède,22,mannes,,20,
6237,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Confitures,Rouen,Russie,4291,livres,,1,
6238,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Confitures,Rouen,Suède,707,livres,,1,
6239,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Draps d'Abbeville,Rouen,Russie,112,aunes,,22,
6240,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Draps de Louviers,Rouen,Russie,112,aunes,,20,
6241,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Espagnolette croisée,Rouen,Russie,540,livres,,7,
6242,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Fayence,Rouen,Russie,1105,livres,,"0,55",
6243,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Fayence,Rouen,Suède,10,livres,,"0,55",
6244,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Fromage,Rouen,Russie,100,livres,,"0,4",
6245,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Fromage,Rouen,Suède,222,livres,,"0,4",
6246,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Fruits crus,Rouen,Russie,160,barils,,15,
6247,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Fruits crus,Rouen,Suède,584,barils,,15,
6248,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Sucre terré,Rouen,Russie,269187,livres,,"0,5",
6249,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Sucre teste,Rouen,Russie,10638,livres,,"0,45",
6250,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Toile de lin,Rouen,Suède,47,livres,,10,
6251,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vaudes,Rouen,Suède,200,bottes,,"0,7",
6252,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Velours coton ,Rouen,Suède,5,livres,,10,
6253,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin Bourgogne,Rouen,Russie,16,pots,,2,
6254,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin Bourgogne,Rouen,Russie,17.25,muids,,288,
6255,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin Bourgogne,Rouen,Suède,3,muids,,288,
6256,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin Champagne,Rouen,Russie,24,pots,,3,
6257,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin Champagne,Rouen,Russie,1.5,muids,,400,
6258,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin Champagne,Rouen,Suède,3,muids,,400,
6259,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin français ,Rouen,Suède,6,muids,,240,
6260,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1772,Exports,Vin ordinaire,Rouen,Russie,1.25,muids,,144,
6261,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Beurre,Rouen,Russie,340,livres,,"0,5",
6262,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Café,Rouen,Russie,45349,livres,,1,
6263,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Café,Rouen,Suède,21472,livres,,1,
6264,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Chardons à drapier,Rouen,Suède,6,mannes,,20,
6265,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Confitures,Rouen,Russie,8990,livres,,1,
6266,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Confitures,Rouen,Suède,768,livres,,1,
6267,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Draps d'Abbeville,Rouen,Russie,750,aunes,,22,
6268,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Draps de Louviers,Rouen,Russie,20,aunes,,20,
6269,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Draps de Louviers,Rouen,Suède,36,aunes,,20,
6270,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Eau de vie ,Rouen,Suède,34.75,muids,,288,
6271,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Espagnolette croisée ,Rouen,Russie,1374,livres,,7,
6272,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Etoffe de soie au 1/4,Rouen,Russie,96,livres,,20,
6273,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Etoffe de soie au 1/4 de soie,Rouen,Suède,12,livres,,20,
6274,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Fayence,Rouen,Russie,42970,livres,,"0,55",
6275,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Fromage,Rouen,Russie,317,livres,,"0,4",
6276,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Fruits crus,Rouen,Suède,190,barils,,15,
6277,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Huile d'olive,Rouen,Russie,320,livres,,"0,6",
6278,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Mercerie,Rouen,Russie,496,livres,,4,
6279,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Mercerie,Rouen,Suède,,,450,4,
6280,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Mouchoirs fil et coton,Rouen,Russie,272,livres,,6,
6281,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Ratine,Rouen,Russie,788,livres,,7,
6282,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Sucre brut,Rouen,Suède,246088,livres,,"0,3",
6283,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Sucre terré,Rouen,Russie,500600,livres,,"0,9",
6284,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Sucre terré,Rouen,Suède,41617,livres,,"0,85",
6285,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Toile de lin blanche,Rouen,Russie,15,livres,,10,
6286,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Toile de Saint Quentin,Rouen,Suède,30,livres,,35,
6287,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Toile fil et coton,Rouen,Russie,242,livres,,4,
6288,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vaudes,Rouen,Russie,300,bottes,,"0,7",
6289,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Velours coton ,Rouen,Russie,12,livres,,10,
6290,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vin Bourgogne,Rouen,Russie,6,muids,,288,
6291,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vin Bourgogne,Rouen,Suède,3.75,muids,,288,
6292,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vin Champagne,Rouen,Russie,10.75,muids,,400,
6293,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vin Champagne,Rouen,Suède,1.5,muids,,400,
6294,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vin de liqueur,Rouen,Russie,4.16,muids,,350,
6295,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vin ordinaire,Rouen,Russie,3.16,muids,,144,
6296,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1773,Exports,Vin ordinaire,Rouen,Suède,5.25,muids,,144,
6297,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Café,Rouen,Russie,117264,livres,,"0,6",
6298,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Café,Rouen,Suède,112351,livres,,"0,6",
6299,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Chardons à drapier,Rouen,Suède,21,mannes,,20,
6300,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Confitures,Rouen,Russie,3092,livres,,1,
6301,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Confitures,Rouen,Suède,1853,livres,,1,
6302,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Couvertures de laine,Rouen,Russie,22,livres,,2,
6303,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Draps de Louviers,Rouen,Russie,40,aunes,,20,
6304,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Draps divers,Rouen,Suède,480,livres,,5,
6305,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Eau de vie,Rouen,Suède,54.75,muids,,288,
6306,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Espangolette,Rouen,Russie,530,livres,,6,
6307,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Etoffe de soie au 1/4 de soie,Rouen,Russie,60,livres,,20,
6308,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Etoffe de soie au 1/4 de soie,Rouen,Suède,38,livres,,20,
6309,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,145,1775,Exports,Fayence,Rouen,Russie,1636,livres,,"0,55",
