numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,doubleaccounts
735,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Etain,Angleterre y compris l'Ecosse et l'Irlande,,"2717,44",quintaux,,,0
736,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Etoffes de toutes sortes et lainages,Angleterre y compris l'Ecosse et l'Irlande,3562089,,,,,0
737,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Farines,Angleterre y compris l'Ecosse et l'Irlande,,"31198,67",quintaux,,,0
738,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Fers et aciers,Angleterre y compris l'Ecosse et l'Irlande,,"11610,8",quintaux,,,0
739,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Fer blanc,Angleterre y compris l'Ecosse et l'Irlande,,"2015,93",quintaux,,,0
740,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Faïence et poterie,Angleterre y compris l'Ecosse et l'Irlande,195179,,,,,0
741,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Huile d'olive,Angleterre y compris l'Ecosse et l'Irlande,,"242,6",quintaux,,,0
742,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Indigo,Angleterre y compris l'Ecosse et l'Irlande,,"299,86",quintaux,,,0
743,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Ivoire,Angleterre y compris l'Ecosse et l'Irlande,,"45,9",quintaux,,,0
744,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Laines diverses ; par Morlaix ; Granville et Cherbourg,Angleterre y compris l'Ecosse et l'Irlande,,"101,47",quintaux,,,0
745,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Litharge,Angleterre y compris l'Ecosse et l'Irlande,,777,quintaux,,,0
746,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Mercerie diverse,Angleterre y compris l'Ecosse et l'Irlande,218845,,,,,0
747,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Mouchoirs de coton,Angleterre y compris l'Ecosse et l'Irlande,10886,,,,,0
748,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Mouchoirs des Indes,Angleterre y compris l'Ecosse et l'Irlande,80000,,,,,0
749,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Or monnoyé ; par Calais,Angleterre y compris l'Ecosse et l'Irlande,1004560,,,,,0
750,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Peaux et pelleteries diverses,Angleterre y compris l'Ecosse et l'Irlande,355032,,,,,0
751,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Plomb,Angleterre y compris l'Ecosse et l'Irlande,,"2172,43",quintaux,,,0
752,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Poivre et piment,Angleterre y compris l'Ecosse et l'Irlande,,"1378,53",quintaux,,,0
753,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Quincaillerie de toutes sortes,Angleterre y compris l'Ecosse et l'Irlande,649328,,,,,0
754,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Riz,Angleterre y compris l'Ecosse et l'Irlande,,"10779,91",quintaux,,,0
755,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Sucres divers,Angleterre y compris l'Ecosse et l'Irlande,78873,,,,,0
756,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Sucres en pain et candi ; par Bayonne ; Bordeaux ; Le Havre et Dunkerque,Angleterre y compris l'Ecosse et l'Irlande,,"7561,7",quintaux,,,0
757,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Tabac en feuilles ; par Dunkerque,Angleterre y compris l'Ecosse et l'Irlande,,"21186,95",quintaux,,,0
758,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Toiles diverses,Angleterre y compris l'Ecosse et l'Irlande,23981,,,,,0
759,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Toiles de coton,Angleterre y compris l'Ecosse et l'Irlande,1458461,,,,,0
760,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,74,Voitures,Angleterre y compris l'Ecosse et l'Irlande,21815,,,,,0
798,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,75,Marchandises diverses ; mêlées en une infinité d'articles,Angleterre y compris l'Ecosse et l'Irlande,771600,,,,,0
824,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Armes à feu,République de Hollande,60545,,,,,0
825,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Azur,République de Hollande,,"573,66",quintaux,,,0
826,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Beurre,République de Hollande,,"451,33",quintaux,,,0
827,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Bière,République de Hollande,,"1662,5",muids,,,0
828,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Blé froment,République de Hollande,,"191450,55",quintaux,,,0
829,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Blé seigle,République de Hollande,,"43280,75",quintaux,,,0
830,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Bois et planches de sapin,République de Hollande,55709,,,,,0
831,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Bois des Indes de teinture et de marqueterie,République de Hollande,203001,,,,,0
832,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Bray goudron,République de Hollande,,"2087,7",quintaux,,,0
833,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Cacao,République de Hollande,,"630,58",quintaux,,,0
834,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Cannelle,République de Hollande,,24,quintaux,,,0
835,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Cendre à fumer terre,République de Hollande,70400,,,,,0
836,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Cendre potasse,République de Hollande,,"91797,61",quintaux,,,0
837,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Céruse,République de Hollande,,"7783,14",quintaux,,,0
838,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Chevaux,République de Hollande,,131,en nombre,,,0
839,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Colle forte,République de Hollande,,"159,36",quintaux,,,0
840,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Colle de poisson,République de Hollande,,"248,76",quintaux,,,0
841,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Coton en laine,République de Hollande,,"99,12",quintaux,,,0
842,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Couperose,République de Hollande,,"698,37",quintaux,,,0
843,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Coutellerie pour la traite,République de Hollande,22095,,,,,0
844,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Cuivre en monnoie,République de Hollande,,"1491,6",quintaux,,,0
845,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Eau-de-vie simple,République de Hollande,,50,muids,,,1
846,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Eau-de-vie simple,République de Hollande,,192,pintes,,,2
847,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Eau-de-vie de genièvre,République de Hollande,,6273,muids,,,1
848,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Eau-de-vie de genièvre,République de Hollande,,132,pintes,,,2
849,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Ecailles de tortue,République de Hollande,,"11,75",quintaux,,,0
850,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Etain,République de Hollande,,"109,6",quintaux,,,0
851,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Farine,République de Hollande,,"2226,46",quintaux,,,0
852,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Fer et acier,République de Hollande,,"3270,7",quintaux,,,0
853,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,77,Fils divers,République de Hollande,,"111,48",quintaux,,,0
885,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Fromage,République de Hollande,,"21603,43",quintaux,,,0
886,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Garence,République de Hollande,,"2043,27",quintaux,,,0
887,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Girofle,République de Hollande,,"19,47",quintaux,,,0
888,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Graines diverses,République de Hollande,16367,,,,,0
889,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Huile de graines,République de Hollande,,10820,quintaux,,,0
890,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Huile de poisson,République de Hollande,,"686,91",quintaux,,,0
891,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Inde-plate,République de Hollande,,"124,92",quintaux,,,0
892,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Laine diverses,République de Hollande,,"1129,9",quintaux,,,0
893,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Laines fines d'Espagne,République de Hollande,,278,quintaux,,,0
894,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Légumes divers,République de Hollande,,"18245,92",quintaux,,,0
895,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Librairie,République de Hollande,19322,,,,,0
896,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Lin divers,République de Hollande,,"481,7",quintaux,,,0
897,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Papiers divers à écrire,République de Hollande,,"736,24",quintaux,,,0
898,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Plomb,République de Hollande,,2075,quintaux,,,0
899,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Poivre et piment,République de Hollande,,"1580,25",quintaux,,,0
900,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Quincaillerie diverse en fer et acier,République de Hollande,46982,,,,,0
901,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Quincaillerie en faulx et faucilles,République de Hollande,81459,,,,,0
902,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Quincaillerie en fil de fer,République de Hollande,27290,,,,,0
903,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Quincaillerie en limes,République de Hollande,7826,,,,,0
904,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Riz,République de Hollande,,"12686,17",quintaux,,,0
905,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Sel ammoniac,République de Hollande,,"53,77",quintaux,,,0
906,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Sel saturne,République de Hollande,,"257,08",quintaux,,,0
907,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Sucre brut,République de Hollande,,"142,8",quintaux,,,0
908,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Sucre en pain et candi,République de Hollande,,"2376,46",quintaux,,,0
909,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Sumac,République de Hollande,,"283,7",quintaux,,,0
910,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Suif en pain,République de Hollande,,"1164,5",quintaux,,,0
911,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Tabac en feuilles,République de Hollande,,4682,quintaux,,,0
912,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Tamrin,République de Hollande,,"162,3",quintaux,,,0
913,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Terre maganèse,République de Hollande,,"914,5",quintaux,,,0
914,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Thés,République de Hollande,,"51,75",quintaux,,,0
915,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Toiles mêlées diverses,République de Hollande,212000,,,,,0
916,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Toiles des Indes,République de Hollande,57536,,,,,0
917,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Tournesol,République de Hollande,,"117,28",quintaux,,,0
918,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,79,Vermillon,République de Hollande,,"25,33",quintaux,,,0
963,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,80,Marchandises diverses ; mêlées en une infinité d'articles,République de Hollande,404769,,,,,0
976,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Blé froment,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"83513,3",quintaux,,,0
977,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Blé seigle,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"76746,33",quintaux,,,0
978,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Bière,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,152,muids,,,1
979,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Bière,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,144,pintes,,,2
980,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Bray et goudron,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"2917,8",quintaux,,,0
981,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Cauris,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",13350,,,,,0
982,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Cendre potasse,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"1693,3",quintaux,,,0
983,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,chanvres divers,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,1427,quintaux,,,0
984,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Cire jaune,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"713,6",quintaux,,,0
985,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Cuivre divers,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"6831,56",quintaux,,,0
986,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Cuivres à monnoie ouvré,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",35172,,,,,0
987,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Eau-de-vie de vin,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,206,muids,,,1
988,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Eau-de-vie de vin,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,208,pintes,,,2
989,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Eau-de-vie de grains,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,638,muids,,,1
990,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Eau-de-vie de grains,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,160,pintes,,,2
991,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Etain,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"455,6",quintaux,,,0
992,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Fer blanc,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"1022,4",quintaux,,,0
993,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Fils divers,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,378,quintaux,,,0
994,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Graines diverses,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",70375,,,,,0
995,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Laines diverses,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"3483,65",quintaux,,,0
996,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Laiton filé,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"612,77",quintaux,,,0
997,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Légumes divers,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"14649,8",quintaux,,,0
998,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Pastilles,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",34500,,,,,0
999,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Peaux et pelleteries diverses,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",23874,,,,,0
1000,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Plomb,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"3027,1",quintaux,,,0
1001,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Plumes à écrire,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",40740,,,,,0
1002,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Quincaillerie diverse,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",34396,,,,,0
1003,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Riz,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"615,41",quintaux,,,0
1004,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Rhum,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,48,muids,,,1
1005,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Rhum,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,144,pintes,,,2
1006,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Sucre en pain,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,"245,1",quintaux,,,0
1007,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Suif en pain,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",,862,quintaux,,,0
1008,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,82,Toiles mêlées diverses,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",502490,,,,,0
1045,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Aiguilles à coudre,Etats de l'empereur en Allemagne et en Flandre,29682,,,,,0
1046,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Alun,Etats de l'empereur en Allemagne et en Flandre,,"426,52",quintaux,,,0
1047,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Amidon,Etats de l'empereur en Allemagne et en Flandre,,"1055,33",quintaux,,,0
1048,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Argent monnoyé ; par Valenciennes,Etats de l'empereur en Allemagne et en Flandre,4027500,,,,,0
1049,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Armes à feu,Etats de l'empereur en Allemagne et en Flandre,378676,,,,,0
1050,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Avoine,Etats de l'empereur en Allemagne et en Flandre,,"3940,7",quintaux,,,0
1051,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bestiaux en bœufs ; génisses et vaches,Etats de l'empereur en Allemagne et en Flandre,,3647,en nombre,,,0
1052,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bestiaux en veaux,Etats de l'empereur en Allemagne et en Flandre,,618,en nombre,,,0
1053,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bestiaux en moutons et brebis,Etats de l'empereur en Allemagne et en Flandre,,8315,en nombre,,,0
1054,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bestiaux en porcs et porcelets,Etats de l'empereur en Allemagne et en Flandre,,10280,en nombre,,,0
1055,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bestiaux en chevaux,Etats de l'empereur en Allemagne et en Flandre,,356,en nombre,,,0
1056,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bière,Etats de l'empereur en Allemagne et en Flandre,,346,muids,,,0
1057,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Blé froment,Etats de l'empereur en Allemagne et en Flandre,,"15897,4",quintaux,,,0
1058,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Blé seigle,Etats de l'empereur en Allemagne et en Flandre,,"6319,35",quintaux,,,0
1059,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bois à brûler,Etats de l'empereur en Allemagne et en Flandre,38252,,,,,0
1060,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bois des Indes de teinture et de marqueterie,Etats de l'empereur en Allemagne et en Flandre,101351,,,,,0
1061,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Bray et goudron,Etats de l'empereur en Allemagne et en Flandre,,"1168,9",quintaux,,,0
1062,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Imports,86,Briques,Etats de l'empereur en Allemagne et en Flandre,,1311,milliers,,,0
