numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,doubleaccounts
377,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Liqueurs diverses et sirops fins,"De l’Amérique, Isles Antilles ou Colonies françaises",191305,,,,0
378,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Liqueurs diverses et sirops fins,Afrique,67753,,,,0
379,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Liqueurs diverses et sirops fins,Asie,57564,,,,0
380,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Mâne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,61628,livres,,0
381,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Merceries mêlées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",5651969,,,,0
382,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Merceries mêlées,"De l’Amérique, Isles Antilles ou Colonies françaises",528351,,,,0
383,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Merceries mêlées,Afrique,33250,,,,0
384,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Merceries mêlées,Asie,408477,,,,0
385,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Meubles,"De l’Amérique, Isles Antilles ou Colonies françaises",158986,,,,0
386,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Meubles,Asie,83582,,,,0
387,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Miel,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2619012,livres,,0
388,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Millet,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,668900,livres,,0
389,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,"Morphil, dents d'éléphant, ou ivoire","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,13507,livres,,0
390,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,"Morphil, dents d'éléphant, ou ivoire","De l’Amérique, Isles Antilles ou Colonies françaises",,24481,livres,,0
391,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,"Morphil, dents d'éléphant, ou ivoire",Afrique,,8010,livres,,0
392,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Morues salées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,861200,livres,,0
393,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Morues salées d'Islandes,Pêches françaises,1008873,,,,0
394,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Morues salées sèches,Pêches françaises,3088784,,,,0
395,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Morues salées vertes,Pêches françaises,2474567,,,,0
396,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Mouchoirs de coton,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",227488,,,,0
397,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Mouchoirs des Indes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",273150,,,,0
398,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Mouchoirs des Indes,Asie,4495950,,,,0
399,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Mouchoirs de soie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",33140,,,,0
400,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Musc,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,131,livres,,0
401,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Nacre en coquille,Asie,,22320,livres,,0
402,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Noix et noisettes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,581530,livres,,0
403,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Noix de galles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,871235,livres,,0
404,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Nots et langues de morue,Pêches françaises,22623,,,,0
405,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Opium,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1753,livres,,0
406,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Or monnoyé,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1140568,,,,0
407,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Or en lames,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,150,livres,,0
408,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Or en lingots,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",484520,,,,0
409,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Or et argent faux,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",734028,,,,0
410,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Ouvrages d'auffe et de jonc,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",305538,,,,0
411,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Ouvrages de bois divers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",21280,,,,0
412,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,33,Ouvrages de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",20284,,,,0
413,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,"Morphil, dents d'éléphant, ou ivoire","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2067,livres,,0
414,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Morues salées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,25467,livres,,0
415,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,"Mouchoirs divers, en fil et coton","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1373801,,,,0
416,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,"Mouchoirs divers, en fil et coton","De l’Amérique, Isles Antilles ou Colonies françaises",2804895,,,,0
417,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,"Mouchoirs divers, en fil et coton",Afrique,312110,,,,0
418,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Mouchoir de soie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",276000,,,,0
419,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Muscade,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,3260,livres,,0
420,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Noix et noisettes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",41641,,,,0
421,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Noix de galles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,299498,livres,,0
422,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Numéraire en assignats,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",98120,,,,0
423,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Ocre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1461000,livres,,0
424,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Olives,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,16254,livres,,0
425,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Olives,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1650,barils,,0
426,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Or monnoyé,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",2387647,,,,0
427,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Or en lingots,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",10800,,,,0
428,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Outils divers,"De l’Amérique, Isles Antilles ou Colonies françaises",53288,,,,0
429,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Ouvrages de cuivre,Afrique,14506,,,,0
430,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Ouvrages de modes,Asie,63024,,,,0
431,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,34,Ouvrages de toutes sortes,"De l’Amérique, Isles Antilles ou Colonies françaises",143182,,,,0
432,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Papiers divers à écrire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,118064,livres,,0
433,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Papiers divers à écrire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,206,rames,,0
434,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Parfumerie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",14178,,,,0
435,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Pastilles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",34500,,,,0
436,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de buffles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,10292,livres,,0
437,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de chèvres en poil,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,110550,livres,,0
438,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de chèvres en poil,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,3660,nombre,,0
439,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de moutons en laine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,401681,livres,,0
440,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de moutons en laine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,10680,nombre,,0
441,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de veau en poil,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,172128,livres,,0
442,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de veau en poil,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,22373,nombre,,0
443,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux de maroquin,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",166426,,,,0
444,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Peaux apprêtées de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",769156,,,,0
445,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Pelleteries de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",2039729,,,,0
446,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,"Perles en semence, dite granille","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",95718,,,,0
447,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Pierreries fines et fausses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1057918,,,,0
448,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Pipes à fumer,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",71793,,,,0
449,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Plomb,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2020086,livres,,0
450,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Plumes à écrire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",149140,,,,0
451,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Plumes d'autruches brut,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,3578,livres,,0
452,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Plumes d'édredon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,560,livres,,0
453,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Plumes à lit,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,4693,livres,,0
454,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Poil de chèvre filé,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,87232,livres,,0
455,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Poil de chèvre non filé,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,69217,livres,,0
456,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Poil de lièvre et lapin,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6846,livres,,0
457,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Poil de porc et sanglier,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,63653,livres,,0
458,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,35,Poissons de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",46217,,,,0
459,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,"Pains de navette, de colzat et de lin","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6512045,livres,,0
460,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Papier divers à écrire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,689935,livres,,0
461,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Papiers divers à écrire,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,188945,rames,,0
462,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Papiers divers à écrire,"De l’Amérique, Isles Antilles ou Colonies françaises",185486,,,,0
463,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Papiers divers à écrire,Asie,81795,,,,0
464,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Papiers peints et de couleur,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",667443,,,,0
465,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Parasols,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,14295,nombre,,0
466,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Parasols,"De l’Amérique, Isles Antilles ou Colonies françaises",,11640,nombre,,0
467,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Parasols,Asie,,1490,nombre,,0
468,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Parfumerie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",486791,,,,0
469,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Parfumerie,Asie,60635,,,,0
470,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Peaux apprêtées de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",4489363,,,,0
471,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Peaux de moutons,"De l’Amérique, Isles Antilles ou Colonies françaises",,12192,nombre,,0
472,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Peaux de veaux,"De l’Amérique, Isles Antilles ou Colonies françaises",,36600,nombre,,0
473,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Pelleteries de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",902490,,,,0
474,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Perles fines,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",37000,,,,0
475,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Pierres à aiguiser,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,97370,livres,,0
476,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Pistaches,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,15950,livres,,0
477,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Plomb,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1703673,livres,,0
478,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Plomb,"De l’Amérique, Isles Antilles ou Colonies françaises",,226181,livres,,0
479,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Plomb,Afrique,,57555,livres,,0
480,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Plomb,Asie,,399065,livres,,0
481,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Poil de porc et sanglier,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,61002,livres,,0
482,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Poissons de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",486039,,,,0
483,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,36,Poissons de toutes sortes,"De l’Amérique, Isles Antilles ou Colonies françaises",78064,,,,0
484,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Poivres et piment,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,793570,livres,,0
485,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Poivres et piment,Asie,,1458454,livres,,0
486,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Pommes et poires,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",205043,,,,0
487,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Porcelaine,Asie,69785,,,,0
488,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Quincailleries mêlées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1771551,,,,0
489,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Quincailleries en faulx et faucilles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",434678,,,,0
490,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Quincailleries en fil de fer,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",62459,,,,0
491,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Quincailleries en limes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",116710,,,,0
492,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Quinquina,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,106857,livres,,0
493,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Raisin,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1023861,livres,,0
494,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Réglisse,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,546256,livres,,0
495,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Riz,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,17554662,livres,,0
496,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Rocou,"De l’Amérique, Isles Antilles ou Colonies françaises",,193858,livres,,0
497,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Rogues de poissons de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",308706,15838,barils,,0
498,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,"Rubans de fil, fleuret et laine de soie","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",294772,,,,0
499,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,37,Rum et Taffia,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"176,17",muids,,0
