numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts
1573,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Cuivre tangou,Le Levant,4275,4750,Livres,.9,0,,0
1574,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Cornes de mouton,Le Levant,90,1500,Nombre,.06,0,,0
1575,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Cendre,Le Levant,910,9100,Livres,.1,0,,0
1576,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Dattes,Le Levant,50,250,Livres,.2,0,,0
1577,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Drogues communes,Le Levant,"113443,75",64825,Livres,1.75,0,,0
1578,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Encens,Le Levant,"661,2",1140,Livres,.58,0,,0
1579,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Eponges,Le Levant,325,325,Livres,1,0,,0
1580,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Fil de poil de chevre,Le Levant,4650,930,Livres,5,0,,0
1581,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Gomme arabique,Le Levant,"7702,5",25675,Livres,.3,0,,0
1582,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Galles d'alep,Le Levant,"17727,6",26860,Livres,.66,0,,0
1583,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Huile d'olive,Le Levant,"19156,25",76625,Livres,.25,0,,0
1584,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Jus de citron,Le Levant,783,6525,Livres,.12,0,,0
1585,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Laine pellade,Le Levant,294175,840500,Livres,.35,0,,0
1586,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Laine surge,Le Levant,"668227,5",2227425,Livres,.3,0,,0
1587,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Millet,Le Levant,"635,375",7475,Livres,.185,-7475,Erreur de calcul,0
1588,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Poil de chevre,Le Levant,6510,1860,Livres,3.5,0,,0
1589,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Poil de chameau,Le Levant,3900,1950,Livres,2,0,,0
1590,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Pierre ponce,Le Levant,"53,75",1075,Livres,.05,0,,0
1591,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Ris,Le Levant,11844,98700,Livres,.12,0,,0
1592,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Rhubarbe,Le Levant,2520,63,Livres,40,0,,0
1593,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Scamonée,Le Levant,325,25,Livres,13,0,,0
1594,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Sené,Le Levant,"11187,5",4475,Livres,2.5,0,,0
1595,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Squine,Le Levant,"343,75",275,Livres,1.25,0,,0
1596,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Safranon,Le Levant,"2463,75",16425,Livres,.15,0,,0
1597,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Tamarins,Le Levant,1044,1160,Livres,.9,0,,0
1598,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,107,Vitrol de chipre,Le Levant,"213,5",610,Livres,.35,0,,0
1599,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Anchois,La Hollande,72,240,Livres,.3,0,,0
1600,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Amendes cassées,La Hollande,19098,63660,Livres,.3,0,,0
1601,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Aristoloche,La Hollande,"355,5",1975,Livres,.18,0,,0
1602,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Bas de soye,La Hollande,130400,3260,Livres,40,0,,0
1603,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Bas de filozele,La Hollande,12000,750,Livres,16,0,,0
1604,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Bouchons de liege,La Hollande,1000,100,Livres,10,0,,0
1605,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Confitures seiches,La Hollande,510,425,Livres,1.2,0,,0
1606,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Chataignes blanches,La Hollande,540,7200,Livres,.075,0,,0
1607,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Citrons,La Hollande,380,76000,en nombre,.005,0,Initialement 76 milliers,0
1608,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Confection d'hiacinte,La Hollande,108,27,Livres,4,0,,0
1609,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Cantarides,La Hollande,225,75,Livres,3,0,,0
1610,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Cristal de tartre,La Hollande,"4702,5",15675,Livres,.3,0,,0
1611,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Eau de vie,La Hollande,"330977,5",189130,Verges,1.75,0,,0
1612,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Elebore,La Hollande,10,100,Livres,.1,0,,0
1613,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Fleurs de romarin,La Hollande,50,25,Livres,2,0,,0
1614,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Graine de jardin,La Hollande,9225,36900,Livres,.25,0,,0
1615,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Gans de senteur,La Hollande,220,22,Douzaines de paires,10,0,,0
1616,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Huile d'olive,La Hollande,"5317,5",17725,Livres,.3,0,,0
1617,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Huile de senteur,La Hollande,1050,2100,Livres,.5,0,,0
1618,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Huile de laurier,La Hollande,192,400,Livres,.48,0,,0
1619,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Liqueur a boire,La Hollande,"29812,5",59625,Livres,.5,0,,0
1620,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Liege en planches,La Hollande,17640,98000,Livres,.18,0,,0
1621,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Miel,La Hollande,165,1100,Livres,.15,0,,0
1622,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Marbre brut,La Hollande,6750,65700,Livres,.1,180,Erreur de calcul,0
1623,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,108,Marchandises a l'estimation,La Hollande,125,1,Valeur,125,0,,0
1624,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Noisettes,La Hollande,"412,5",5500,Livres,.075,0,,0
1625,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Olives,La Hollande,4125,16500,Livres,.25,0,,0
1626,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Oranges douces,La Hollande,750,75000,en nombre,.01,0,Initialement 75 milliers,0
1627,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Pruneaux noires,La Hollande,1808,22600,Livres,.08,0,,0
1628,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Pomade de senteur,La Hollande,"187,5",125,Livres,1.5,0,,0
1629,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Raisin sec,La Hollande,"138,75",925,Livres,.15,0,,0
1630,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Reglisse,La Hollande,"4,875",325,Livres,.015,0,,0
1631,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Racines d'arcanette,La Hollande,90,500,Livres,.18,0,,0
1632,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Sirop d'Alkerme,La Hollande,"1531,25",1225,Livres,1.25,0,,0
1633,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Sel de saturne,La Hollande,275,110,Livres,2.5,0,,0
1634,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Sauge,La Hollande,3,25,Livres,.12,0,,0
1635,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Soye a coudre,La Hollande,5800,290,Livres,20,0,,0
1636,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Soye crue,La Hollande,8619,663,Livres,13,0,,0
1637,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Savon,La Hollande,54,200,Livres,.27,0,,0
1638,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Savonettes de senteur,La Hollande,260,104,Douzaines,2.5,0,,0
1639,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Souffre,La Hollande,"37,5",375,Livres,.1,0,,0
1640,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Ton mariné,La Hollande,60,120,Livres,.5,0,,0
1641,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Truffes seches,La Hollande,300,100,Livres,3,0,,0
1642,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Teriaque,La Hollande,50,25,Livres,2,0,,0
1643,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Tournesol en drapeau,La Hollande,"1582,5",5275,Livres,.3,0,,0
1644,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Tartre,La Hollande,"735,75",8175,Livres,.09,0,,0
1645,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Vin,La Hollande,193200,3220,Muids,60,0,,0
1646,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Verdet,La Hollande,87725,87725,Livres,1,0,,0
1647,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Amidon,L'Espagne,400,2000,Livres,.2,0,,0
1648,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bled froment,L'Espagne,20880,130.5,Tonneaux,160,0,,0
1649,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bours de Nismes,L'Espagne,900,90,Livres,10,0,étoffe de soie avec trame de fil à l'imitation des étoffes du Levant.,0
1650,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bas de soye,L'Espagne,60600,1515,Livres,40,0,,0
1651,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bas de filozelle,L'Espagne,32800,2050,Livres,16,0,,0
1652,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bas d'estame,L'Espagne,95562,15927,Livres,6,0,,0
1653,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bourses de tafetar a cheveux,L'Espagne,2610,87,Livres,30,0,,0
1654,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bas de coton,L'Espagne,900,90,Livres,10,0,,0
1655,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Bouteilles de verre,L'Espagne,1865,9325,Livres,.2,0,,0
1656,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Congre,L'Espagne,1610,16100,Livres,.1,0,,0
1657,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Confitures,L'Espagne,36,30,Livres,1.2,0,,0
1658,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Camfre rafiné,L'Espagne,1120,140,Livres,8,0,"erreur dans la source, pas de division par 100",0
1659,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Chapeaux castor,L'Espagne,4680,390,Nombre,12,0,,0
1660,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Chapeaux de poiles laines,L'Espagne,255,102,Nombre,2.5,0,,0
1661,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Couvertures de filoxelle,L'Espagne,55,20,Livres,2.75,0,,0
1662,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Couvertures de laine,L'Espagne,30,25,Livres,1.2,0,,0
1663,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Coton en laine,L'Espagne,"47,5",100,Livres,.475,0,,0
1664,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Cuirs de bœuf tannés,L'Espagne,300,12,Nombre,25,0,,0
1665,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Crasse de cire,L'Espagne,"247,5",825,Livres,.3,0,,0
1666,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Clochette de fonte,L'Espagne,50,40,Livres,1.25,0,,0
1667,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Dorure fine,L'Espagne,97900,979,Livres,100,0,,0
1668,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Dentelle du Puy,L'Espagne,1318200,26364,Livres,50,0,,0
1669,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Draperie ordinaire,L'Espagne,"347363,5",63157,Livres,5.5,0,,0
1670,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Draperie petite,L'Espagne,324210,108070,Livres,3,0,,0
1671,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,"Etoffe or, argent et soye",L'Espagne,8320,104,Livres,80,0,,0
1672,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Etoffe de soye,L'Espagne,26460,882,Livres,30,0,,0
1673,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Etoffe au quart de soye,L'Espagne,1800,450,Livres,4,0,,0
1674,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Fromage de Roquefort,L'Espagne,625,1250,Livres,.5,0,,0
1675,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Fromage d'Auvergne,L'Espagne,"687,75",3275,Livres,.21,0,,0
1676,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Fil en masse,L'Espagne,9096,7580,Livres,1.2,0,,0
1677,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Fayence,L'Espagne,210,1050,Livres,.2,0,,0
1678,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Forces a tondre,L'Espagne,4200,70,Livres,60,0,,0
1679,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Liqueur a boire,L'Espagne,1225,2450,Livres,.5,0,,0
1680,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Mousserons et morilles,L'Espagne,420,140,Livres,3,0,,0
1681,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Mercerie,L'Espagne,102465,18630,Livres,5.5,0,,0
1682,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Manchons de velours,L'Espagne,36,12,Nombre,3,0,,0
1683,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Orge,L'Espagne,10540,2108,Septiers,5,0,,0
1684,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Ouate de cotton,L'Espagne,"382,5",425,Livres,.9,0,,0
1685,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Poisson salé,L'Espagne,360,2400,Livres,.15,0,,0
1686,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Pelicules d'Alkerme,L'Espagne,"62,5",50,Livres,1.25,0,,0
1687,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Perruques,L'Espagne,480,4,Estimées,120,0,,0
1688,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Papeline,L'Espagne,550,55,Livres,10,0,,0
1689,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Peaux de veau corroyées,L'Espagne,26,12,Nombre,2.167,0,,0
1690,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Peaux de veau en poil,L'Espagne,450,300,en nombre,1.5,0,Initialement 25 douzaines,0
1691,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Peaux de mouton passées,L'Espagne,48,12,Douzaines,4,0,,0
1692,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Peaux de mouton passées,L'Espagne,1675,3350,Livres,.5,0,,0
1693,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Plume a lit,L'Espagne,"1277,5",1825,Livres,.7,0,,0
1694,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Pierres taillées,L'Espagne,120,30,Charretées,4,0,,0
1695,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,109,Quincaille de fer et acier,L'Espagne,"8418,75",11625,Livres,.75,-300,,0
1696,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Ruban de soye,L'Espagne,5719,133,Livres,43,0,,0
1697,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Saucissons,L'Espagne,60,60,Livres,1,0,,0
1698,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Sempiterne,L'Espagne,35400,11800,Livres,3,0,,0
1699,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Souliers de Dames brodées,L'Espagne,168,42,Paires,4,0,,0
1700,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Tapisserie d'Auvergne,L'Espagne,75,60,Livres,1.25,0,,0
1701,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Toile blanche,L'Espagne,"31787,5",12715,Livres,2.5,0,,0
1702,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Toile grise,L'Espagne,19925,15940,Livres,1.25,0,,0
1703,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Tenailles,L'Espagne,6,24,en nombre,.25,0,Initialement 2 douzaines,0
1704,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Talons de bois,L'Espagne,1434,2390,Douzaines,.6,0,,0
1705,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Antimoine cru,L'Italie,1075,4300,Livres,.25,0,,0
1706,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Amidon,L'Italie,45,225,Livres,.2,0,,0
1707,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Bazin,L'Italie,45,30,Livres,1.5,0,,0
1708,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Bas de soye,L'Italie,52880,1322,Livres,40,0,,0
1709,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Bas de filozelle,L'Italie,4224,264,Livres,16,0,,0
1710,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Bas d'estame,L'Italie,241146,40191,Livres,6,0,,0
1711,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Boules de mail,L'Italie,288,160,Douzaines,1.8,0,,0
1712,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Chair salée,L'Italie,"5017,5",16725,Livres,.3,0,,0
1713,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Cuisses d'oye,L'Italie,"202,5",675,Livres,.3,0,,0
1714,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Champignons secs,L'Italie,25,50,Livres,.5,0,,0
1715,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Camelot,L'Italie,65,20,Livres,3.25,0,,0
1716,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Couvertures de laine,L'Italie,282,235,Livres,1.2,0,,0
1717,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Cordes a violon,L'Italie,2300,92,Livres,25,0,,0
1718,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Ceruze,L'Italie,"15,6",65,Livres,.24,0,,0
1719,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Craye,L'Italie,50,200,Livres,.25,0,,0
1720,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Clous de fer,L'Italie,"532,5",1775,Livres,.3,0,,0
1721,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Carives vielles,L'Italie,"41,25",33,Douzaines,1.25,0,,0
1722,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Carives vielles,L'Italie,1340,6700,Livres,.2,0,,0
1723,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Colombine,L'Italie,9760,4880,Quintaux,2,0,,0
1724,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Dentelle de flandre,L'Italie,3600,9,Livres,400,0,,0
1725,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Dentelle du Puy,L'Italie,595150,11903,Livres,50,0,,0
1726,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Draperie ordinaire,L'Italie,539231,98042,Livres,5.5,0,,0
1727,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Eau de vie,L'Italie,"2810,5",1606,Verges,1.75,0,,0
1728,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1738,Exports,Montpellier,110,Eau forte,L'Italie,5382,4485,Livres,1.2,0,,0
