numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
912,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Gorgorans,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2,00    ",Pièces,"0,000","0,00","0,00","0,00",
913,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Gaudron,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 12,00    ",Barils,"0,000","0,00","0,00","0,00",
914,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Jarretieres de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 5,00    ",Paires,"0,000","0,00","0,00","0,00",
915,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Lampas,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2,00    ",Pièces,"0,000","0,00","0,00","0,00",
916,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Mouchoirs de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 115,00    ",Pièces,"0,000","0,00","0,00","0,00",
917,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Merain ; douelles,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 550,00    ",Nombres,"0,000","0,00","0,00","0,00",
918,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Pekin,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 110,00    ",Pièces,"0,000","0,00","0,00","0,00",
919,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Peluches d'amiens,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 28,00    ",Pièces,"0,000","0,00","0,00","0,00",
920,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Papier commun,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 166,00    ",Rames,"1,250","207,50","207,50","0,00",
921,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Peaux de roucy,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 4 000,00    ",Livres,"0,000","0,00","0,00","0,00",
922,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Sardines,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 71,00    ",Bariques,"30,000","2 130,00","2 130,00","0,00",
923,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Satin,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1,00    ",Pièces,"0,000","0,00","0,00","0,00",
924,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Soie a coudre,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 151,00    ",Livres,"0,000","0,00","0,00","0,00",
925,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Soirie de Tours,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 500,00    ",Livres,"0,000","0,00","0,00","0,00",
926,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Turban de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 3,00    ",Nombres,"0,000","0,00","0,00","0,00",
927,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,"Toile ouvrée, napes",Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
928,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,"Toile ouvrée, serviettes",Rennes,"Espagne, les Canaries et les Indes Occidentales"," 300,00    ",Douzaines,"0,000","0,00","0,00","0,00",
929,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 800,00    ",Livres,"0,000","0,00","0,00","0,00",
930,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 000,00    ",Pièces,"0,000","0,00","0,00","0,00",
931,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 45 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
932,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 000,00    ",Pièces,"0,000","0,00","0,00","0,00",
933,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 23 950,00    ",Aunes,"0,000","0,00","0,00","0,00",
934,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de Rouen,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 30 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
935,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de Morlaix,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 7 800,00    ",Aunes,"0,000","0,00","0,00","0,00",
936,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile holandille de Paris,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 11 700,00    ",Aunes,"0,000","0,00","0,00","0,00",
937,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile peinte,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 8,50    ",Aunes,"0,000","0,00","0,00","0,00",
938,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de Pontorson,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 393,50    ",Aunes,"0,000","0,00","0,00","0,00",
939,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toile de St Gal,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 3 600,00    ",Aunes,"0,000","0,00","0,00","0,00",
940,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,28,1714,Toiles crées large,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 7 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
941,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile cholet,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 340,00    ",Pièces,"0,000","0,00","0,00","0,00",
942,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toiles de mousseline rayée,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 4,00    ",Aunes,"0,000","0,00","0,00","0,00",
943,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toiles de navalle,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
944,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de laval,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 25 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
945,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de halle,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 450,00    ",Aunes,"0,000","0,00","0,00","0,00",
946,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toiles de Vinoutiers,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
947,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de Roscoune,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 18 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
948,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de Marigny,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 7 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
949,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de Leon,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 9 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
950,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de coton,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 30,00    ",Aunes,"0,000","0,00","0,00","0,00",
951,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Papier commun,Rennes,Portugal," 750,00    ",Rames,"1,250","937,50","937,50","0,00",
952,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de Leon,Rennes,Portugal," 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
953,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Confiture,Rennes,Flandre autrichienne," 400,00    ",Livres,"0,000","0,00","0,00","0,00",
954,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Eau de vie,Rennes,Flandre autrichienne," 3,00    ",Bariques,"0,000","0,00","0,00","0,00",
955,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de Leon,Rennes,Flandre autrichienne," 1 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
956,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Cidre,Rennes,Angleterre," 4,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
957,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Chataignes,Rennes,Angleterre," 8,00    ",Charges,"0,000","0,00","0,00","0,00",
958,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Chataignes,Rennes,Angleterre," 4,00    ",Sacs,"0,000","0,00","0,00","0,00",
959,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Chataignes,Rennes,Angleterre," 4,00    ",Boisseaux,"0,000","0,00","0,00","0,00",
960,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Eau de vie,Rennes,Angleterre," 3,00    ",Bariques,"0,000","0,00","0,00","0,00",
961,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Huitres a la daube,Rennes,Angleterre," 300,00    ",Barils,"0,000","0,00","0,00","0,00",
962,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Huile d'olive,Rennes,Angleterre," 330,00    ",Livres,"0,000","0,00","0,00","0,00",
963,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Moruë verte,Rennes,Angleterre," 1,00    ",Milliers,"0,000","0,00","0,00","0,00",
964,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Miel,Rennes,Angleterre," 1 340,00    ",Livres,"0,000","0,00","0,00","0,00",
965,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Noix,Rennes,Angleterre," 4,00    ",Boisseaux,"0,000","0,00","0,00","0,00",
966,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Pommes,Rennes,Angleterre," 5,00    ",Charges,"0,000","0,00","0,00","0,00",
967,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Plumes a lit,Rennes,Angleterre," 575,00    ",Livres,"0,000","0,00","0,00","0,00",
968,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Piere de meules,Rennes,Angleterre," 12,00    ",Nombres,"0,000","0,00","0,00","0,00",
969,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Savon,Rennes,Angleterre," 1 400,00    ",Livres,"0,000","0,00","0,00","0,00",
970,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Tafetas de Léon,Rennes,Angleterre," 240,00    ",Aunes,"0,000","0,00","0,00","0,00",
971,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,29,1714,Toile de halle,Rennes,Angleterre," 4 150,00    ",Aunes,"0,000","0,00","0,00","0,00",
972,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Graine de choux,Rennes,Hollande," 200,00    ",Livres,"0,000","0,00","0,00","0,00",
973,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Miel,Rennes,Hollande," 5 600,00    ",Livres,"0,000","0,00","0,00","0,00",
974,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Piere de meules,Rennes,Hollande," 105,00    ",Nombres,"0,000","0,00","0,00","0,00",
975,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Acier,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 000,00    ",Livres,"0,000","0,00","0,00","0,00",
976,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Bas de soie pour homme,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 685,00    ",Paires,"0,000","0,00","0,00","0,00",
977,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Bas de soie pour femme,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 225,00    ",Paires,"0,000","0,00","0,00","0,00",
978,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Baracan,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
979,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Bariques en bottes,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 500,00    ",Bariques,"0,000","0,00","0,00","0,00",
980,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Camelot de France,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 3 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
981,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Calemande,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
982,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Cire blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 20 000,00    ",Livres,"0,000","0,00","0,00","0,00",
983,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Dentelle de Caën,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 10 300,00    ",Aunes,"0,000","0,00","0,00","0,00",
984,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 600,00    ",Aunes,"0,000","0,00","0,00","0,00",
985,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Damas,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 145,00    ",Pièces,"0,000","0,00","0,00","0,00",
986,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Drap de Carcasonne,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
987,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2,00    ",Cartons,"0,000","0,00","3 000,00","-3 000,00",
988,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Fer ouvré en cloux,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 4 000,00    ",Livres,"0,000","0,00","0,00","0,00",
989,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Fer en barres,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 40 000,00    ",Livres,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
990,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Gérofle,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 50,00    ",Livres,"0,000","0,00","0,00","0,00",
991,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Pekin,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 560,00    ",Pièces,"0,000","0,00","0,00","0,00",
992,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Peluche,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
993,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Papier,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 760,00    ",Rames,"0,000","0,00","0,00","0,00",
994,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Soie a coudre,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 788,00    ",Livres,"0,000","0,00","0,00","0,00",
995,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Tafetas blanc,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 066,00    ",Pièces,"0,000","0,00","0,00","0,00",
996,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,"Toile façonnée, chemises",Rennes,"Espagne, les Canaries et les Indes Occidentales"," 100,00    ",Nombres,"0,000","0,00","0,00","0,00",
997,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,"Toile façonnée, serviette",Rennes,"Espagne, les Canaries et les Indes Occidentales"," 20,00    ",Pièces,"0,000","0,00","0,00","0,00",
998,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Toile de batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 100,00    ",Pièces,"0,000","0,00","0,00","0,00",
999,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Toile de batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1000,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 500,00    ",Pièces,"0,000","0,00","0,00","0,00",
1001,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 20 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1002,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 3 000,00    ",Pièces,"0,000","0,00","0,00","0,00",
1003,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Toile de St Gal,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 300,00    ",Pièces,"0,000","0,00","0,00","0,00",
1004,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,30,1714,Toile de laval,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 51 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1005,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile de Rouën,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 100 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1006,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile de navale,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 43 020,00    ",Aunes,"0,000","0,00","0,00","0,00",
1007,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile crée large,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 26 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1008,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile de Morlaix,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 7 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1009,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile de Leon,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 5 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1010,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile haut brin de Dinant,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 000,00    ",Aunes,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
1011,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile de langeneau,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
1012,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile rosconne,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 20 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1013,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile de Marigny,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 18 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1014,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Toile de cholet,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 2 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
1015,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Beure,Rennes,Isles françoises de l'Amerique," 4 000,00    ",Livres,"0,000","0,00","0,00","0,00",
1016,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Bajutapeaux,Rennes,Isles françoises de l'Amerique," 35,00    ",Pièces,"0,000","0,00","0,00","0,00",
1017,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Bafetas bleu,Rennes,Isles françoises de l'Amerique," 72,00    ",Pièces,"0,000","0,00","0,00","0,00",
1018,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Bafetas blanc,Rennes,Isles françoises de l'Amerique," 100,00    ",Pièces,"0,000","0,00","0,00","0,00",
1019,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Bas de soie pour homme,Rennes,Isles françoises de l'Amerique," 10,00    ",Paires,"0,000","0,00","0,00","0,00",
1020,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Bas de soie pour femme,Rennes,Isles françoises de l'Amerique," 12,00    ",Paires,"0,000","0,00","0,00","0,00",
1021,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Botines,Rennes,Isles françoises de l'Amerique," 6,00    ",Paires,"0,000","0,00","0,00","0,00",
1022,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Brides,Rennes,Isles françoises de l'Amerique," 24,00    ",Nombres,"0,000","0,00","0,00","0,00",
1023,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Canelle,Rennes,Isles françoises de l'Amerique," 265,00    ",Livres,"0,000","0,00","0,00","0,00",
1024,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Cire blanche,Rennes,Isles françoises de l'Amerique," 2 684,00    ",Livres,"0,000","0,00","0,00","0,00",
1025,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Camelot de poil fin,Rennes,Isles françoises de l'Amerique," 255,00    ",Aunes,"0,000","0,00","0,00","0,00",
1026,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Camelot de France,Rennes,Isles françoises de l'Amerique," 7 060,00    ",Aunes,"0,000","0,00","0,00","0,00",
1027,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Calemande,Rennes,Isles françoises de l'Amerique," 616,00    ",Aunes,"0,000","0,00","0,00","0,00",
1028,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Chagrin,Rennes,Isles françoises de l'Amerique," 1,50    ",Pièces,"0,000","0,00","0,00","0,00",
1029,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,31,1714,Cravatte noire,Rennes,Isles françoises de l'Amerique," 49,00    ",Nombres,"0,000","0,00","0,00","0,00",
