numrodeligne,source,sourcepath,sourcetype,year,exportsimports,direction,marchandises,pays,quantity_unit,prix_unitaire,probleme,remarks,quantit,value
504,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë seche,Hollande,Livres,,,,373900,0
505,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruë verte,Hollande,Milliers,,,,48.5,0
506,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moulin a caffé,Hollande,Nombres,,,,48,0
507,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Muscade,Hollande,Livres,,,,142,0
508,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Muscades,Hollande,Livres,,,,5,0
509,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Nate,Hollande,Balots,,,1 balot = 200 livres,1,0
510,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Noir de fumée,Hollande,Barils,,,,4404,0
511,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Noir de fumée,Hollande,Livres,,,,2030,0
512,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ocre,Hollande,Livres,,,,1800,0
513,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ocre jaune,Hollande,Livres,,,,549,0
514,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ocre rouge,Hollande,Livres,,,,549,0
515,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Olives,Hollande,Livres,,,,12500,0
516,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Or a dorer,Hollande,Feuilles,,,,10000,0
517,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Oranges,Hollande,Caisses,20,0,,80,1600
518,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Oranges,Hollande,Nombres,,,,400,0
519,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Patates,Hollande,Bariques,,,,2,0
520,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peaux de boue apretées,Hollande,Paquet,,,,1,0
521,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peaux de lievre de moscavie,Hollande,Douzaines,,,,4,0
522,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peaux de loup en poil,Hollande,Nombres,,,,6,0
523,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peaux de maroquin,Hollande,Livres,,,,39,0
524,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peaux de mouton seche,Hollande,Nombres,,,,104,0
525,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peaux de renard apretées,Hollande,Nombres,,,,65,0
526,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peinceaux a peindre,Hollande,Livres,,,,22,0
527,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peinture,Hollande,Livres,,,,4700,0
528,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peinture,Hollande,Livres,"0,5",0,,50,25
529,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Peintures a sorties,Hollande,Livres,,,,375,0
530,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pendule,Hollande,Nombres,,,,1,0
531,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pinceaux,Hollande,Livres,,,,12,0
532,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pinceaux a gaudronner,Hollande,Douzaines,,,,2,0
533,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pinceaux a gaudronner,Hollande,Livres,,,,162,0
534,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pipes a fumer,Hollande,Grosses,,,,704,0
535,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pipes a fumer,Hollande,Grosses,2,0,,183,366
536,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pipes a fumer,Hollande,Grosses,3,0,,135,405
537,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pipes a fumer,Hollande,Grosses,4,0,,20,80
538,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pipes de bois a fumer,Hollande,Douzaines,,,,1,0
539,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de chêne,Hollande,Nombres,,,,3351,0
540,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de Coperwick,Hollande,Nombres,1,0,,250,250
541,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de noyer,Hollande,Pièces,4,0,,68,272
542,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de prusse,Hollande,Nombres,,,,869,0
543,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de sapin,Hollande,Livres,,,,200,0
544,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planche de sapin,Hollande,Nombres,,,,6318,0
545,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de chene,Hollande,Nombres,,,,1066,0
546,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de chêne,Hollande,Nombres,,,,127,0
547,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de chêne pour bordage,Hollande,Nombres,,,,240,0
548,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de Coperwick,Hollande,Nombres,,,,350,0
549,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de prusse,Hollande,Nombres,,,,1360,0
550,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de sapin,Hollande,Nombres,,,,25694,0
551,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de sapin,Hollande,Pièces,"0,7","-0,1",,2144,1500.9
552,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de sapin,Hollande,Pièces,1,0,,124,124
553,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de sapin,Hollande,Pièces,"1,25",0,,4500,5625
554,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Planches de sapin,Hollande,Pièces,3,0,,205,615
555,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Plomb,Hollande,Livres,"0,15",0,,763,114.45
556,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Plomb en saumon,Hollande,Livres,"0,1",0,,12666,1266.6
557,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Plumes a écrire,Hollande,Livres,,,,49,0
558,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Plumes a écrire,Hollande,Milliers,,,,17.5,0
559,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Plumes a écrire,Hollande,Nombres,,,,200,0
560,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Poëles a frire,Hollande,Livres,,,,500,0
561,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Poivre,Hollande,Livres,,,,8002,0
562,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pompes de bois,Hollande,Nombres,,,,3,0
563,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Poudre a canon,Hollande,Livres,,,,1000,0
564,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Poulies de vaisseaux,Hollande,Nombres,,,,198,0
565,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Poutereaux de sapin,Hollande,Nombres,,,,6,0
566,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Quincaillerie de cuivre,Hollande,Livres,,,,169,0
567,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Quincaillerie de fer,Hollande,Livres,,,,3014,0
568,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Quinquaillerie de cuivre,Hollande,Livres,,,,549,0
569,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Quinquaillerie de fer,Hollande,Livres,,,,16254,0
570,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Raisin,Hollande,Livres,,,,46460,0
571,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Raisin,Hollande,Pièces,9,0,,20,180
572,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Raisiné,Hollande,Pots,,,,4,0
573,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Raux de morue,Hollande,Livres,,,,33250,0
574,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Reglisse,Hollande,Bales,,,38 bales = 7600 livres,38,0
575,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rogues,Hollande,Barils,,,,600,0
576,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rogues de stocfiche,Hollande,Barils,14,0,,198,2772
577,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rouët a filer,Hollande,Nombres,,,,1,0
578,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rouëts,Hollande,Nombres,,,,6,0
579,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sac de toile,Hollande,Nombres,,,,53,0
580,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sapin petit,Hollande,Nombres,,,,48,0
581,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Saumon salé,Hollande,Barils,,,,9,0
582,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Seaux de sapin,Hollande,Douzaines,,,,4,0
583,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sel,Hollande,Tonneaux,,,,162.5,0
584,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Soie de porc,Hollande,Livres,,,,9,0
585,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Soie de porc ouvré,Hollande,Livres,,,,403,0
586,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Solivaux de sapin,Hollande,Nombres,,,,25,0
587,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Souquets de mats,Hollande,Nombres,,,,2,0
588,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sucre blanc,Hollande,Livres,,,,606,0
589,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sucre candi,Hollande,Livres,,,,86,0
590,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sumac,Hollande,Livres,,,,250,0
591,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tabac en poudre,Hollande,Livres,,,,46,0
592,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tabatieres de bui,Hollande,Douzaines,,,,3.5,0
593,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Table de bois,Hollande,Nombres,,,,2,0
594,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Table de sapin peinte,Hollande,Nombres,,,,6,0
595,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Table de sapin vernie,Hollande,Pièces,3,0,,12,36
596,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tableaux avec leurs cadres…,Hollande,Tableaux,,,,3,0
597,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tables de bois,Hollande,Livres,10,0,,12,120
598,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tables peintes,Hollande,Nombres,,,,7,0
599,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tambour d'acier,Hollande,Nombres,,,,87,0
600,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tapisserie d'oudenarde,Hollande,Pièces,,,,6,0
601,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Tapisserie sur toile,Hollande,Pièces,,,,4,0
602,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Teintures,Hollande,Livres,,,,6,0
603,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Toile,Hollande,Pièces,,,,18,0
604,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Toile de coton rayée,Hollande,Aunes,,,,10,0
605,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Vanille,Hollande,Onces,,,,10,0
606,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Vert de gris,Hollande,Livres,,,,300,0
607,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Vin,Hollande,Tonneaux,,,,38.5,0
608,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Voile de vaisseaux,Hollande,Nombres,,,,11,0
609,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Beure de cacao,Indes occidentales,Livres,,,,25,0
610,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cacao avarié,Indes occidentales,Livres,,,,300,0
611,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Etain du Pérou,Indes occidentales,Livres,,,,10200,0
612,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de Perou,Indes occidentales,Livres,,,,500,0
613,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Indigo,Indes occidentales,Livres,,,,300,0
614,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Piastre,Indes occidentales,Nombres,,,,142500,0
615,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sasse pareille,Indes occidentales,Livres,,,,200,0
616,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Sucre moscouäde,Indes occidentales,Livres,,,,2280,0
617,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bas de soie pour femme,Indes orientales,Paires,,,,100,0
618,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bas de soie pour homme,Indes orientales,Paires,,,,429,0
619,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Bureaux vernis,Indes orientales,Nombres,,,,2,0
620,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Cabinet vernis,Indes orientales,Nombres,,,,6,0
621,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Ceinture de robe de chambre,Indes orientales,Nombres,,,,100,0
622,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Chagrin de soie,Indes orientales,Pièces,,,,8,0
623,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Damas,Indes orientales,Pièces,,,,697,0
624,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Eventails,Indes orientales,Pièces,,,,1102,0
625,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Gorgorans,Indes orientales,Pièces,,,,13,0
626,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Grisette,Indes orientales,Pièces,,,,127,0
627,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lampas,Indes orientales,Pièces,,,,1,0
628,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Chantourné,Indes orientales,nombre,,,,1,0
629,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Ciel,Indes orientales,nombre,,,,1,0
630,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Couvertures,Indes orientales,nombre,,,,1,0
631,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…dossier,Indes orientales,nombre,,,,1,0
632,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Grandes pentes,Indes orientales,nombre,,,,6,0
633,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Petites pentes,Indes orientales,nombre,,,,4,0
634,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Rideaux,Indes orientales,nombre,,,,6,0
635,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Tabourets,Indes orientales,nombre,,,,2,0
636,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Lit complet de satin brodé…Toilette,Indes orientales,nombre,,,,1,0
637,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mouchoirs,Indes orientales,Nombres,,,,563,0
638,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Mouchoirs,Indes orientales,Pièces,,,,3,0
639,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pekin,Indes orientales,Pièces,,,,686,0
640,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Pekin a fleur,Indes orientales,Pièces,,,,4,0
641,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Pekin, petits",Indes orientales,Pièces,,,,13,0
642,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Porcelaine,Indes orientales,Livres,,,,3972,0
643,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Robe de chambre de soie,Indes orientales,Nombres,,,,2,0
644,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Rubans listonnerie,Indes orientales,Pièces,,,,115,0
645,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Satin,Indes orientales,Pièces,,,,4,0
646,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Satin brodé couleur de paille,Indes orientales,Pièces,,,,1,0
647,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Soie a coudre,Indes orientales,Livres,,,,404,0
648,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile de poisson,Isles françoises de l'amerique,Livres,,,,251,0
649,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruës seche,Isles françoises de l'amerique,Livres,,,,34800,0
650,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Moruës verte,Isles françoises de l'amerique,Livres,,,,6975,0
651,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Anchois,Italie,Barils,,,,2,0
652,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Arbres fruitiers,Italie,Caisses,,,,1,0
653,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Arbres orangers,Italie,Nombres,,,,60,0
654,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Esence,Italie,Livres,,,,3,0
655,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Fromage de parmesan,Italie,Livres,,,,300,0
656,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Italie,Bottes,,,,3,0
657,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Huile d'olives,Italie,Livres,,,,2476,0
658,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Liége,Italie,Livres,,,,5300,0
659,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Marbre ouvré, benitier",Italie,Nombres,,,,1,0
660,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Marbre ouvré, cuvettes",Italie,Nombres,,,,2,0
661,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,"Marbre ouvré, tables",Italie,Nombres,,,,3,0
662,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Savonettes,Italie,Douzaines,,,,2,0
663,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Vin muscat,Italie,Bariques,,,,2,0
664,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Acier,Nord,Livres,,,,89000,0
665,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Amidon,Nord,Livres,,,,1418,0
666,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Anspects,Nord,Douzaines,,,,98,0
667,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Anspects,Nord,Livres,,,,2500,0
668,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Anspects,Nord,Nombres,,,,500,0
669,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Auspects,Nord,Douzaines,,,,65,0
670,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Nord,Nombres,,,,102,0
671,AD44 C706,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,Local,1714,Imports,Rennes,Avirons,Nord,Paires,,,,40,0
