numrodeligne,sourcepath,exportsimports,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,marchandises_simplification,year,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
933,National/Divers - in/Résultats du CE 1792.csv,Exports,79,Scammonée,République de Hollande,26.6,quintaux,,scammonée,1792,kg,48.949999,scammonéequintaux,,1500.0001
588,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Sel d'Ammoniac,Europe,14801,livres,,sel d'ammoniac,1792,kg,.48949999,sel d'ammoniaclivres,2.9373934,
548,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sel Ammoniac,Europe,31816,livres,,sel d'ammoniac,1792,kg,.48949999,sel d'ammoniaclivres,2.9373934,
905,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Sel ammoniac,République de Hollande,53.77,quintaux,,sel d'ammoniac,1792,kg,48.949999,sel d'ammoniacquintaux,,293.73934
589,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Sel de Saturne,Europe,50701,livres,,sel de Saturne,1792,kg,.48949999,sel de Saturnelivres,1.1555231,
549,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sel de Saturne,Europe,79768,livres,,sel de Saturne,1792,kg,.48949999,sel de Saturnelivres,1.1555231,
120,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Sel de Saturne,Espagne,178.38,quintaux,,sel de Saturne,1792,kg,48.949999,sel de Saturnequintaux,,115.55231
1218,National/Divers - in/Résultats du CE 1792.csv,Imports,91,Sel saturne,Allemagne et Pologne,101.1,quintaux,,sel de Saturne,1792,kg,48.949999,sel de Saturnequintaux,,115.55231
906,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Sel saturne,République de Hollande,257.08,quintaux,,sel de Saturne,1792,kg,48.949999,sel de Saturnequintaux,,115.55231
1295,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Sel saturne,"Suisse, ses alliés et Genève",34.44,quintaux,,sel de Saturne,1792,kg,48.949999,sel de Saturnequintaux,,115.55231
587,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Sel ordinaire,Pêches françaises,38610079,livres,,sel ordinaire,1792,kg,.48949999,sel ordinairelivres,,
547,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sel ordinaire,Europe,1507394,livres,,sel ordinaire,1792,kg,.48949999,sel ordinairelivres,,
1423,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Sel ordinaire,Danemarck et Norvège,1767,muids,,sel ordinaire,1792,litres,2497.59,sel ordinairemuids,,
1424,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Sel ordinaire,Danemarck et Norvège,8600,quintaux,,sel ordinaire,1792,kg,48.949999,sel ordinairequintaux,,
590,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Séné,Europe,41825,livres,,séné,1792,kg,.48949999,sénélivres,2.7026355,
550,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Séné,Europe,103560,livres,,séné,1792,kg,.48949999,sénélivres,2.7026355,
935,National/Divers - in/Résultats du CE 1792.csv,Exports,79,Séné,République de Hollande,93.25,quintaux,,séné,1792,kg,48.949999,sénéquintaux,,270.26355
483,National/Divers - in/Résultats du CE 1792.csv,Imports,61,Séné,Milanez et Toscane,58.42,quintaux,,séné,1792,kg,48.949999,sénéquintaux,,270.26355
1690,National/Divers - in/Résultats du CE 1792.csv,Imports,116,Séné,Etats Unis,579.58,quintaux,,séné,1792,kg,48.949999,sénéquintaux,,270.26355
551,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sirop mélasse,Amérique,237950,livres,,sirop de mélasse,1792,kg,.48949999,sirop de mélasselivres,.23844777,
823,National/Divers - in/Résultats du CE 1792.csv,Exports,75,Sirop mélasse,Angleterre y compris l'Ecosse et l'Irlande,294.2,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
1111,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Sirop mélasse,Etats de l'empereur en Allemagne et en Flandre,1032.5,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
974,National/Divers - in/Résultats du CE 1792.csv,Exports,80,Sirop mélasse,République de Hollande,586.2,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
625,National/Divers - in/Résultats du CE 1792.csv,Exports,66,Sirop mélasse,Royaume de Naples et de Sicile et Duché de Parmes,4706,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
420,National/Divers - in/Résultats du CE 1792.csv,Exports,57,Sirop mélasse,République de Gênes,1229.13,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
547,National/Divers - in/Résultats du CE 1792.csv,Exports,62,Sirop mélasse,Milanez et Toscane,93.3,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
304,National/Divers - in/Résultats du CE 1792.csv,Exports,52,Sirop mélasse,Etats du Roi de Sardaigne,80.3,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
677,National/Divers - in/Résultats du CE 1792.csv,Exports,70,Sirop mélasse,Etats de l'évêque de Rome et la république de Venise,745.8,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
1044,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Sirop mélasse,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",11498.73,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
1523,National/Divers - in/Résultats du CE 1792.csv,Exports,106,Sirop mélasse,Prusse,8080.3,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
1444,National/Divers - in/Résultats du CE 1792.csv,Exports,99,Sirop mélasse,Danemarck et Norvège,4954.2,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
1397,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Sirop mélasse,"Suisse, ses alliés et Genève",55.6,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
1739,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Sirop mélasse,Etats Unis,175.66,quintaux,,sirop de mélasse,1792,kg,48.949999,sirop de mélassequintaux,,23.844777
717,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Sirop mélasse,Europe,6049003,livres,,sirop mélasse,1792,kg,.48949999,sirop mélasselivres,.23844777,
555,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Soies à coudre,Asie,3000,livres,,soie à coudre,1792,kg,.48949999,soie à coudrelivres,25.949223,
1692,National/Divers - in/Résultats du CE 1792.csv,Imports,116,Soie diverse ; en strasse,Etats Unis,119.43,quintaux,,soie en estrasse,1792,kg,48.949999,soie en estrassequintaux,,
557,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Soies en strasse,Europe,23890,livres,,soie en strasse,1792,kg,.48949999,soie en strasselivres,,
274,National/Divers - in/Résultats du CE 1792.csv,Exports,51,Soie greze ; par Marseille,Etats du Roi de Sardaigne,67.15000000000001,quintaux,,soie grèse par Marseille,1792,kg,48.949999,soie grèse par Marseillequintaux,,
556,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Soies ouvrées,Europe,261744,livres,,soie ouvrée,1792,kg,.48949999,soie ouvréelivres,,
217,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Soies ouvrées,Etats du Roi de Sardaigne,2104.97,quintaux,,soie ouvrée,1792,kg,48.949999,soie ouvréequintaux,,
570,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Soies ouvrées,Royaume de Naples et de Sicile et Duché de Parmes,410.75,quintaux,,soie ouvrée,1792,kg,48.949999,soie ouvréequintaux,,
361,National/Divers - in/Résultats du CE 1792.csv,Imports,56,Soies ouvrées,République de Gênes,10.92,quintaux,,soie ouvrée,1792,kg,48.949999,soie ouvréequintaux,,
1361,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Soie diverse ; par Strasbourg et Collonge,"Suisse, ses alliés et Genève",13.27,quintaux,,soie par Collonges et Strasbourg,1792,kg,48.949999,soie par Collonges et Strasbourgquintaux,,
121,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Soie par Marseille,Espagne,9.25,quintaux,,soie par Marseille,1792,kg,48.949999,soie par Marseillequintaux,,
936,National/Divers - in/Résultats du CE 1792.csv,Exports,79,Soie diverse ; par Marseille,République de Hollande,26.91,quintaux,,soie par Marseille,1792,kg,48.949999,soie par Marseillequintaux,,
75,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Soies diverses par Marseille,Espagne,61,quintaux,,soie par Marseille,1792,kg,48.949999,soie par Marseillequintaux,,
594,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Soies diverses,Europe,25621,livres,,soie,1792,kg,.48949999,soielivres,,
554,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Soies diverses,Europe,122539,livres,,soie,1792,kg,.48949999,soielivres,,
610,National/Divers - in/Résultats du CE 1792.csv,Exports,66,Soies diverses,Royaume de Naples et de Sicile et Duché de Parmes,6.5,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
524,National/Divers - in/Résultats du CE 1792.csv,Exports,61,Soies diverses,Milanez et Toscane,2,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
1720,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Soie diverse,Etats Unis,32.17,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
360,National/Divers - in/Résultats du CE 1792.csv,Imports,56,Soies diverses,République de Gênes,19.34,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
216,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Soies diverses,Etats du Roi de Sardaigne,42.18,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
569,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Soies diverses,Royaume de Naples et de Sicile et Duché de Parmes,242.54,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
485,National/Divers - in/Résultats du CE 1792.csv,Imports,61,Soies diverses,Milanez et Toscane,10.35,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
1296,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Soie diverse,"Suisse, ses alliés et Genève",27.35,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
1691,National/Divers - in/Résultats du CE 1792.csv,Imports,116,Soie diverse,Etats Unis,299.78,quintaux,,soie,1792,kg,48.949999,soiequintaux,,
710,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Cendre soude,Angleterre y compris l'Ecosse et l'Irlande,1843.26,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
461,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Cendre soude,Milanez et Toscane,3580,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
696,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Cendre soude,Angleterre y compris l'Ecosse et l'Irlande,1345,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
11,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Cendre soude,Espagne,122747.75,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
429,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Cendre soude,Milanez et Toscane,4440,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
552,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Cendre soude,Royaume de Naples et de Sicile et Duché de Parmes,80264.37,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
428,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Cendre soude,Milanez et Toscane,4439,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
1625,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Cendre soude,Etats Unis,15963,quintaux,,soudes,1792,kg,48.949999,soudesquintaux,,
591,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Souffre,Europe,2134978,livres,,soufre,1792,kg,.48949999,soufrelivres,.19997856,
552,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Souffre,Europe,7752516,livres,,soufre,1792,kg,.48949999,soufrelivres,.19997856,
792,National/Divers - in/Résultats du CE 1792.csv,Exports,74,Soufre,Angleterre y compris l'Ecosse et l'Irlande,3843.58,quintaux,,soufre,1792,kg,48.949999,soufrequintaux,,19.997856
523,National/Divers - in/Résultats du CE 1792.csv,Exports,61,Soufre,Milanez et Toscane,2738,quintaux,,soufre,1792,kg,48.949999,soufrequintaux,,19.997856
1425,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Soufre,Danemarck et Norvège,810.54,quintaux,,soufre,1792,kg,48.949999,soufrequintaux,,19.997856
1505,National/Divers - in/Résultats du CE 1792.csv,Exports,105,Soufre,Prusse,654.3,quintaux,,soufre,1792,kg,48.949999,soufrequintaux,,19.997856
1719,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Soufre,Etats Unis,1169.4,quintaux,,soufre,1792,kg,48.949999,soufrequintaux,,19.997856
484,National/Divers - in/Résultats du CE 1792.csv,Imports,61,Soufre,Milanez et Toscane,2997.6,quintaux,,soufre,1792,kg,48.949999,soufrequintaux,,19.997856
568,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Soufre,Royaume de Naples et de Sicile et Duché de Parmes,24666.68,quintaux,,soufre,1792,kg,48.949999,soufrequintaux,,19.997856
593,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Souliers,Asie,45332,paires,,souliers,1792,pièces,2,soulierspaires,5,
592,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Souliers,Amérique,399143,paires,,souliers,1792,pièces,2,soulierspaires,5,
558,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Squine,Asie,32000,livres,,squine,1792,kg,.48949999,squinelivres,1.4962488,
559,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Storax,Europe,5829,livres,,storax,1792,kg,.48949999,storaxlivres,2.3704531,
719,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre blanc et terré,Europe,36918135,livres,,sucre blanc et sucre terré des Îles françaises de l'Amérique,1792,kg,.48949999,sucre blanc et sucre terré des Îles françaises de l'Amériquelivres,,
596,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Sucre blanc et terré,Europe,117460,livres,,sucre blanc et sucre terré,1792,kg,.48949999,sucre blanc et sucre terrélivres,,
568,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucre blanc et terré,Asie,72030,livres,,sucre blanc et sucre terré,1792,kg,.48949999,sucre blanc et sucre terrélivres,,
566,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucre blanc et terré,Europe,1099179,livres,,sucre blanc et sucre terré,1792,kg,.48949999,sucre blanc et sucre terrélivres,,
567,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucre blanc et terré,Amérique,27978680,livres,,sucre blanc et sucre terré,1792,kg,.48949999,sucre blanc et sucre terrélivres,,
76,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Sucre brut par Nantes,Espagne,2456,quintaux,,sucre brut par Nantes,1792,kg,48.949999,sucre brut par Nantesquintaux,,52.006793
718,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre brut,Europe,30058156,livres,,sucre brut,1792,kg,.48949999,sucre brutlivres,.52006793,
563,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucres brut,Asie,57260,livres,,sucre brut,1792,kg,.48949999,sucre brutlivres,.52006793,
561,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucres brut,Europe,435552,livres,,sucre brut,1792,kg,.48949999,sucre brutlivres,.52006793,
562,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucres brut,Amérique,49477480,livres,,sucre brut,1792,kg,.48949999,sucre brutlivres,.52006793,
821,National/Divers - in/Résultats du CE 1792.csv,Exports,75,Sucre brut,Angleterre y compris l'Ecosse et l'Irlande,2934.5,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
144,National/Divers - in/Résultats du CE 1792.csv,Exports,43,Sucre brut,Espagne,2644.65,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
1108,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Sucre brut,Etats de l'empereur en Allemagne et en Flandre,34500.4,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
971,National/Divers - in/Résultats du CE 1792.csv,Exports,80,Sucre brut,République de Hollande,107118,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
301,National/Divers - in/Résultats du CE 1792.csv,Exports,52,Sucre brut,Etats du Roi de Sardaigne,1326.9,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
544,National/Divers - in/Résultats du CE 1792.csv,Exports,62,Sucre brut,Milanez et Toscane,1501,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
622,National/Divers - in/Résultats du CE 1792.csv,Exports,66,Sucre brut,Royaume de Naples et de Sicile et Duché de Parmes,1913,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
417,National/Divers - in/Résultats du CE 1792.csv,Exports,57,Sucre brut,République de Gênes,588.15,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
674,National/Divers - in/Résultats du CE 1792.csv,Exports,70,Sucre brut,Etats de l'évêque de Rome et la république de Venise,1877.5,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
1441,National/Divers - in/Résultats du CE 1792.csv,Exports,99,Sucre brut,Danemarck et Norvège,965.8,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
1521,National/Divers - in/Résultats du CE 1792.csv,Exports,106,Sucre brut,Prusse,13118.8,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
1041,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Sucre brut,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",20581.6,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
1480,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Sucre brut,Suède,1438,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
1576,National/Divers - in/Résultats du CE 1792.csv,Exports,110,Sucre brut,Russie et Courlande,108,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
1736,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Sucre brut,Etats Unis,63,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
907,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Sucre brut,République de Hollande,142.8,quintaux,,sucre brut,1792,kg,48.949999,sucre brutquintaux,,52.006793
565,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucres en pain et candi,Asie,11365,livres,,sucre candi et en pain,1792,kg,.48949999,sucre candi et en painlivres,,
564,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucres en pain et candi,Europe,2510739,livres,,sucre candi et en pain,1792,kg,.48949999,sucre candi et en painlivres,,
908,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Sucre en pain et candi,République de Hollande,2376.46,quintaux,,sucre candi et en pain,1792,kg,48.949999,sucre candi et en painquintaux,,
756,National/Divers - in/Résultats du CE 1792.csv,Imports,74,Sucres en pain et candi ; par Bayonne ; Bordeaux ; Le Havre et Dunkerque,Angleterre y compris l'Ecosse et l'Irlande,7561.7,quintaux,,sucre candi et sucre en pain par Bayonne Bordeaux Le Havre et Dunkerque,1792,kg,48.949999,sucre candi et sucre en pain par Bayonne Bordeaux Le Havre et Dunkerquequintaux,,
1594,National/Divers - in/Résultats du CE 1792.csv,Imports,112,"Sucre en pain, entré par le Havré",Etats Unis,2617.77,quintaux,,sucre en pain par Le Havre,1792,kg,48.949999,sucre en pain par Le Havrequintaux,,
1219,National/Divers - in/Résultats du CE 1792.csv,Imports,91,Sucre en pains ; par Strasbourg Metz et Riltzeim,Allemagne et Pologne,991.7,quintaux,,sucre en pain par Strasbourg Metz et Riltzeim,1792,kg,48.949999,sucre en pain par Strasbourg Metz et Riltzeimquintaux,,
1297,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Sucre en pains ; par Strasbourg,"Suisse, ses alliés et Genève",216.28,quintaux,,sucre en pain par Strasbourg,1792,kg,48.949999,sucre en pain par Strasbourgquintaux,,
1006,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Sucre en pain,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",245.1,quintaux,,sucre en pain,1792,kg,48.949999,sucre en painquintaux,,
720,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre raffiné,Europe,1631003,livres,,sucre raffiné,1792,kg,.48949999,sucre raffinélivres,,
1266,National/Divers - in/Résultats du CE 1792.csv,Exports,92,Sucre raffiné,Allemagne et Pologne,103.5,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
1109,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Sucre raffiné,Etats de l'empereur en Allemagne et en Flandre,252.43,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
972,National/Divers - in/Résultats du CE 1792.csv,Exports,80,Sucre raffiné,République de Hollande,438.11,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
623,National/Divers - in/Résultats du CE 1792.csv,Exports,66,Sucre raffiné,Royaume de Naples et de Sicile et Duché de Parmes,242,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
675,National/Divers - in/Résultats du CE 1792.csv,Exports,70,Sucre raffiné,Etats de l'évêque de Rome et la république de Venise,1258,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
302,National/Divers - in/Résultats du CE 1792.csv,Exports,52,Sucre raffiné,Etats du Roi de Sardaigne,749.5700000000001,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
545,National/Divers - in/Résultats du CE 1792.csv,Exports,62,Sucre raffiné,Milanez et Toscane,675.78,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
418,National/Divers - in/Résultats du CE 1792.csv,Exports,57,Sucre raffiné,République de Gênes,727.37,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
1042,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Sucre raffiné,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",1086.61,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
1442,National/Divers - in/Résultats du CE 1792.csv,Exports,99,Sucre raffiné,Danemarck et Norvège,12.14,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
1577,National/Divers - in/Résultats du CE 1792.csv,Exports,110,Sucre raffiné,Russie et Courlande,175.41,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
1395,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Sucre raffiné,"Suisse, ses alliés et Genève",2788.9,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
1737,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Sucre raffiné,Etats Unis,905.87,quintaux,,sucre raffiné,1792,kg,48.949999,sucre raffinéquintaux,,
973,National/Divers - in/Résultats du CE 1792.csv,Exports,80,Sucre terré et tête,République de Hollande,82631.63,quintaux,,sucre terré et sucre têtes,1792,kg,48.949999,sucre terré et sucre têtesquintaux,,
676,National/Divers - in/Résultats du CE 1792.csv,Exports,70,Sucre terré et tête,Etats de l'évêque de Rome et la république de Venise,12164.06,quintaux,,sucre terré et sucre têtes,1792,kg,48.949999,sucre terré et sucre têtesquintaux,,
1043,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Sucre terré et tête,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",42104.32,quintaux,,sucre terré et sucre têtes,1792,kg,48.949999,sucre terré et sucre têtesquintaux,,
77,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Sucre terré par Bayonne Marseille et Nantes,Espagne,10001.8,quintaux,,sucre terré par Bayonne Marseille et Nantes,1792,kg,48.949999,sucre terré par Bayonne Marseille et Nantesquintaux,,
1298,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Sucre terré ; par Chapareillan,"Suisse, ses alliés et Genève",220.47,quintaux,,sucre terré par Chapareillan,1792,kg,48.949999,sucre terré par Chapareillanquintaux,,
822,National/Divers - in/Résultats du CE 1792.csv,Exports,75,Sucre terré,Angleterre y compris l'Ecosse et l'Irlande,22.25,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
145,National/Divers - in/Résultats du CE 1792.csv,Exports,43,Sucre terré,Espagne,979.65,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
1110,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Sucre terré,Etats de l'empereur en Allemagne et en Flandre,6277.56,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
303,National/Divers - in/Résultats du CE 1792.csv,Exports,52,Sucre terré,Etats du Roi de Sardaigne,4346.64,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
546,National/Divers - in/Résultats du CE 1792.csv,Exports,62,Sucre terré,Milanez et Toscane,21454.2,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
624,National/Divers - in/Résultats du CE 1792.csv,Exports,66,Sucre terré,Royaume de Naples et de Sicile et Duché de Parmes,7564.78,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
419,National/Divers - in/Résultats du CE 1792.csv,Exports,57,Sucre terré,République de Gênes,13792.04,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
1522,National/Divers - in/Résultats du CE 1792.csv,Exports,106,Sucre terré,Prusse,7105.78,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
1443,National/Divers - in/Résultats du CE 1792.csv,Exports,99,Sucre terré,Danemarck et Norvège,101.57,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
1481,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Sucre terré,Suède,804,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
1578,National/Divers - in/Résultats du CE 1792.csv,Exports,110,Sucre terré,Russie et Courlande,885.7,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
1396,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Sucre terré,"Suisse, ses alliés et Genève",2075.06,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
1738,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Sucre terré,Etats Unis,4913.71,quintaux,,sucre terré,1792,kg,48.949999,sucre terréquintaux,,
569,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Sucre tête,Amérique,15452666,livres,,sucre têtes,1792,kg,.48949999,sucre têteslivres,,
597,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Suif en pain,Europe,2954956,livres,,suif en pain,1792,kg,.48949999,suif en painlivres,.56413752,
598,National/Divers - in/Détail des I et X_1792.csv,Exports,40,Suif en pain,Amérique,119967,livres,,suif en pain,1792,kg,.48949999,suif en painlivres,.56413752,
570,National/Divers - in/Détail des I et X_1792.csv,Imports,39,Suif en pain,Europe,1462648,livres,,suif en pain,1792,kg,.48949999,suif en painlivres,.56413752,
1362,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Suif en pains,"Suisse, ses alliés et Genève",470.2,quintaux,,suif en pain,1792,kg,48.949999,suif en painquintaux,,56.413752
