,Data entry by,Source,Year,Sheet,Marchandises concaténées,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,,
558,Fatima zahra,AN/F12/808,1787,5,3///Matières premières///Drogues diverses réunies,empire d'Aurtiche,106 800,,1 873 900,23 710 600,194 158 900,,,
559,Fatima zahra,AN/F12/809,1787,5,3///Matières premières///Drogues diverses réunies,Royaume de Portugal,42 000,,1 873 900,23 710 600,194 158 900,,,
560,Fatima zahra,AN/F12/810,1787,5,3///Matières premières///Drogues diverses réunies,Angleterre,502 200,,1 873 900,23 710 600,194 158 900,,,
561,Fatima zahra,AN/F12/811,1787,5,3///Matières premières///Drogues diverses réunies,République de VENISE,60 200,,1 873 900,23 710 600,194 158 900,,,
562,Fatima zahra,AN/F12/812,1787,5,///Betes de somme///Anes,Royaume de Sardaigne,6 900,,6 900,,3 104 000,,,
563,Fatima zahra,AN/F12/813,1787,4,///Betes de somme///Chevaux,Hollande,2 400,,2 983 400,,3 104 000,,le total devrait être,2983300
564,Fatima zahra,AN/F12/814,1787,4,///Betes de somme///Chevaux,Royaume de Prusse,67 600,,2 983 400,,3 104 000,,,
565,Fatima zahra,AN/F12/815,1787,4,///Betes de somme///Chevaux,Etats d'Allemagne,37 600,,2 983 400,,3 104 000,,,
566,Fatima zahra,AN/F12/816,1787,4,///Betes de somme///Chevaux,republique de Suisse,690 500,,2 983 400,,3 104 000,,,
567,Fatima zahra,AN/F12/817,1787,4,///Betes de somme///Chevaux,Royaume de Danemarck,160 900,,2 983 400,,3 104 000,,,
568,Fatima zahra,AN/F12/818,1787,5,///Betes de somme///Chevaux,Royaume de sardaigne,65 300,,2 983 400,,3 104 000,,,
569,Fatima zahra,AN/F12/819,1787,5,///Betes de somme///Chevaux,Empire d'Autriche,1 420 700,,2 983 400,,3 104 000,,,
570,Fatima zahra,AN/F12/820,1787,5,///Betes de somme///Chevaux,Angleterre,538 300,,2 983 400,,3 104 000,,,
571,Fatima zahra,AN/F12/821,1787,5,///Betes de somme///Mulets,Royaume de sardaigne,113 700,,113 700,,3 104 000,,,
572,Fatima zahra,AN/F12/822,1787,4,///Métaux///Argent vif,Hollande,11 300,,173 300,,20 325 100,,,
573,Fatima zahra,AN/F12/823,1787,4,///Métaux///Argent vif,Etats d'Allemagne,123 800,,173 300,,20 325 100,,,
574,Fatima zahra,AN/F12/824,1787,4,///Métaux///Argent vif,Milanes et toscane,38 200,,173 300,,20 325 100,,,
575,Fatima zahra,AN/F12/825,1787,4,"///Métaux///Cuivre, bronze et laiton",Royaume d'Espagne,179 200,,7 402 800,,20 325 100,,,
576,Fatima zahra,AN/F12/826,1787,4,"///Métaux///Cuivre, bronze et laiton",Hollande,322 100,,7 402 800,,20 325 100,,,
577,Fatima zahra,AN/F12/827,1787,4,"///Métaux///Cuivre, bronze et laiton",Etats d'Allemagne,1 244 200,,7 402 800,,20 325 100,,,
578,Fatima zahra,AN/F12/828,1787,4,"///Métaux///Cuivre, bronze et laiton",République de suisse,24 100,,7 402 800,,20 325 100,,,
579,Fatima zahra,AN/F12/829,1787,4,"///Métaux///Cuivre, bronze et laiton",Villes anséatiques,1 803 000,,7 402 800,,20 325 100,,,
580,Fatima zahra,AN/F12/830,1787,4,"///Métaux///Cuivre, bronze et laiton",Royaume de Danemarck,2 600,,7 402 800,,20 325 100,,,
581,Fatima zahra,AN/F12/831,1787,4,"///Métaux///Cuivre, bronze et laiton",Royaume de Suede,434 300,,7 402 800,,20 325 100,,,
582,Fatima zahra,AN/F12/832,1787,4,"///Métaux///Cuivre, bronze et laiton",Milanes et toscane,2 200,,7 402 800,,20 325 100,,,
583,Fatima zahra,AN/F12/833,1787,4,"///Métaux///Cuivre, bronze et laiton",Republique de Genes,10 700,,7 402 800,,20 325 100,,,
584,Fatima zahra,AN/F12/834,1787,4,"///Métaux///Cuivre, bronze et laiton",Empire ottoman et Barbarie,1 156 400,,7 402 800,,20 325 100,,,
585,Fatima zahra,AN/F12/835,1787,5,"///Métaux///Cuivre, bronze et laiton",Royaume de Sardaigne,162 500,,7 402 800,,20 325 100,,,
586,Fatima zahra,AN/F12/836,1787,5,"///Métaux///Cuivre, bronze et laiton",Empire d'Autriche,343 200,,7 402 800,,20 325 100,,,
587,Fatima zahra,AN/F12/837,1787,5,"///Métaux///Cuivre, bronze et laiton",Empire de Russie,17 300,,7 402 800,,20 325 100,,,
588,Fatima zahra,AN/F12/838,1787,5,"///Métaux///Cuivre, bronze et laiton",Angleterre,1 647 400,,7 402 800,,20 325 100,,,
589,Fatima zahra,AN/F12/839,1787,5,"///Métaux///Cuivre, bronze et laiton","Colonies francaises en Amérique,Asie et afrique",53 600,,7 402 800,,20 325 100,,,
590,Fatima zahra,AN/F12/840,1787,4,///Métaux///Etain,Hollande,86 700,,895 600,,20 325 100,,,
591,Fatima zahra,AN/F12/841,1787,4,///Métaux///Etain,République de suisse,1 000,,895 600,,20 325 100,,,
592,Fatima zahra,AN/F12/842,1787,4,///Métaux///Etain,Empire ottoman et Barbarie,105 200,,895 600,,20 325 100,,,
593,Fatima zahra,AN/F12/843,1787,5,///Métaux///Etain,Royaume de naples,4 300,,895 600,,20 325 100,,,
594,Fatima zahra,AN/F12/844,1787,5,///Métaux///Etain,Royaume de Sardaigne,5 500,,895 600,,20 325 100,,,
595,Fatima zahra,AN/F12/845,1787,5,///Métaux///Etain,Empire d'Autriche,21 400,,895 600,,20 325 100,,,
596,Fatima zahra,AN/F12/846,1787,5,///Métaux///Etain,Angleterre,671 500,,895 600,,20 325 100,,,
597,Fatima zahra,AN/F12/847,1787,4,///Métaux///Fers et aciers,Royaume d'Espagne,826 300,,8 667 400,,20 325 100,,,
598,Fatima zahra,AN/F12/848,1787,4,///Métaux///Fers et aciers,Hollande,1 305 300,,8 667 400,,20 325 100,,,
599,Fatima zahra,AN/F12/849,1787,4,///Métaux///Fers et aciers,Royaume de Prusse,39 900,,8 667 400,,20 325 100,,,
600,Fatima zahra,AN/F12/850,1787,4,///Métaux///Fers et aciers,Etats d'Allemagne,177 300,,8 667 400,,20 325 100,,,
601,Fatima zahra,AN/F12/851,1787,4,///Métaux///Fers et aciers,République de suisse,9 800,,8 667 400,,20 325 100,,,
602,Fatima zahra,AN/F12/852,1787,4,///Métaux///Fers et aciers,Etats-Unis d'Amérique,2 600,,8 667 400,,20 325 100,,,
603,Fatima zahra,AN/F12/853,1787,4,///Métaux///Fers et aciers,Villes anséatiques,123 300,,8 667 400,,20 325 100,,,
604,Fatima zahra,AN/F12/854,1787,4,///Métaux///Fers et aciers,Royaume de Danemarck,149 200,,8 667 400,,20 325 100,,,
605,Fatima zahra,AN/F12/855,1787,4,///Métaux///Fers et aciers,Royaume de Suede,4 286 600,,8 667 400,,20 325 100,,,
606,Fatima zahra,AN/F12/856,1787,4,///Métaux///Fers et aciers,Milanes et toscane,43 600,,8 667 400,,20 325 100,,,
607,Fatima zahra,AN/F12/857,1787,4,///Métaux///Fers et aciers,Republique de Genes,55 400,,8 667 400,,20 325 100,,,
608,Fatima zahra,AN/F12/858,1787,5,///Métaux///Fers et aciers,Royaume de sardaigne,24 900,,8 667 400,,20 325 100,,,
609,Fatima zahra,AN/F12/859,1787,5,///Métaux///Fers et aciers,Empire d'Autriche,1 007 300,,8 667 400,,20 325 100,,,
610,Fatima zahra,AN/F12/860,1787,5,///Métaux///Fers et aciers,Empire de Russie,194 200,,8 667 400,,20 325 100,,,
611,Fatima zahra,AN/F12/861,1787,5,///Métaux///Fers et aciers,Angleterre,421 700,,8 667 400,,20 325 100,,,
612,Fatima zahra,AN/F12/862,1787,4,///Métaux///Fer-blanc,Royaume d'Espagne,10 000,,923 500,,20 325 100,,,
613,Fatima zahra,AN/F12/863,1787,4,///Métaux///Fer-blanc,Hollande,97 200,,923 500,,20 325 100,,,
614,Fatima zahra,AN/F12/864,1787,4,///Métaux///Fer-blanc,Royaume de Prusse,5 700,,923 500,,20 325 100,,,
615,Fatima zahra,AN/F12/865,1787,4,///Métaux///Fer-blanc,Etats d'Allemagne,3 200,,923 500,,20 325 100,,,
616,Fatima zahra,AN/F12/866,1787,4,///Métaux///Fer-blanc,République de suisse,2 200,,923 500,,20 325 100,,,
617,Fatima zahra,AN/F12/867,1787,4,///Métaux///Fer-blanc,Villes anséatiques,317 600,,923 500,,20 325 100,,,
618,Fatima zahra,AN/F12/868,1787,5,///Métaux///Fer-blanc,Royaume de sardaigne,5 400,,923 500,,20 325 100,,,
619,Fatima zahra,AN/F12/869,1787,5,///Métaux///Fer-blanc,Empoire d'Autriche,67 800,,923 500,,20 325 100,,,
620,Fatima zahra,AN/F12/870,1787,5,///Métaux///Fer-blanc,Angleterre,414 400,,923 500,,20 325 100,,,
621,Fatima zahra,AN/F12/871,1787,4,///Métaux///Plomb,Hollande,89 900,,2 246 400,,20 325 100,,,
622,Fatima zahra,AN/F12/872,1787,4,///Métaux///Plomb,Villes anséatiques,591 800,,2 246 400,,20 325 100,,,
623,Fatima zahra,AN/F12/873,1787,4,///Métaux///Plomb,Milanes et toscane,55 700,,2 246 400,,20 325 100,,,
624,Fatima zahra,AN/F12/874,1787,4,///Métaux///Plomb,Republique de Genes,21 500,,2 246 400,,20 325 100,,,
625,Fatima zahra,AN/F12/875,1787,5,///Métaux///Plomb,Royaume de naples,4 200,,2 246 400,,20 325 100,,,
626,Fatima zahra,AN/F12/876,1787,5,///Métaux///Plomb,Empire de sardaigne,104 000,,2 246 400,,20 325 100,,,
627,Fatima zahra,AN/F12/877,1787,5,///Métaux///Plomb,Angleterre,1 379 300,,2 246 400,,20 325 100,,,
628,Fatima zahra,AN/F12/878,1787,4,///Métaux///Articles réunis,Royaume d'Espagne,6 300,,16 100,,20 325 100,,,
629,Fatima zahra,AN/F12/879,1787,4,///Métaux///Articles réunis,Hollande,2 000,,16 100,,20 325 100,,,
630,Fatima zahra,AN/F12/880,1787,4,///Métaux///Articles réunis,Villes anséatiques,1 500,,16 100,,20 325 100,,,
631,Fatima zahra,AN/F12/881,1787,5,///Métaux///Articles réunis,Angleterre,6 300,,16 100,,20 325 100,,,
632,Fatima zahra,AN/F12/882,1787,4,///Objets manufacturés///Chapellerie,Hollande,1 000,,73 900,,98 815 700,,,
633,Fatima zahra,AN/F12/883,1787,4,///Objets manufacturés///Chapellerie,République de suisse,25 100,,73 900,,98 815 700,,,
634,Fatima zahra,AN/F12/884,1787,5,///Objets manufacturés///Chapellerie,empire d'Autriche,2 300,,73 900,,98 815 700,,,
635,Fatima zahra,AN/F12/885,1787,5,///Objets manufacturés///Chapellerie,Angleterre,45 500,,73 900,,98 815 700,,,
636,Fatima zahra,AN/F12/886,1787,4,///Objets manufacturés///Etoffes en coton et en laine,Royaume d'Espagne,8 800,,9 306 600,,98 815 700,,,
637,Fatima zahra,AN/F12/887,1787,4,///Objets manufacturés///Etoffes en coton et en laine,Etats d'Allemagne,15 500,,9 306 600,,98 815 700,,,
638,Fatima zahra,AN/F12/888,1787,4,///Objets manufacturés///Etoffes en coton et en laine,Empire ottoman et Barbarie,13 600,,9 306 600,,98 815 700,,,
639,Fatima zahra,AN/F12/889,1787,5,///Objets manufacturés///Etoffes en coton et en laine,Royaume de Naples,7 400,,9 306 600,,98 815 700,,,
640,Fatima zahra,AN/F12/890,1787,5,///Objets manufacturés///Etoffes en coton et en laine,Royaume de sardaigne,3 400,,9 306 600,,98 815 700,,,
641,Fatima zahra,AN/F12/891,1787,5,///Objets manufacturés///Etoffes en coton et en laine,Empire d'Autriche,390 200,,9 306 600,,98 815 700,,,
642,Fatima zahra,AN/F12/892,1787,5,///Objets manufacturés///Etoffes en coton et en laine,Royaume de Portugal,2 100,,9 306 600,,98 815 700,,,
643,Fatima zahra,AN/F12/893,1787,5,///Objets manufacturés///Etoffes en coton et en laine,Angleterre,8 864 600,,9 306 600,,98 815 700,,,
644,Fatima zahra,AN/F12/894,1787,5,///Objets manufacturés///Etoffes en coton et en laine,République de VENISE,1 000,,9 306 600,,98 815 700,,,
645,Fatima zahra,AN/F12/895,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Royaume d'Espagne,559 900,,4 326 800,,98 815 700,,,
646,Fatima zahra,AN/F12/896,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Hollande,78 500,,4 326 800,,98 815 700,,,
647,Fatima zahra,AN/F12/897,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Etats d'Allemagne,24 500,,4 326 800,,98 815 700,,,
648,Fatima zahra,AN/F12/898,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",République de suisse,237 100,,4 326 800,,98 815 700,,,
649,Fatima zahra,AN/F12/899,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Villes anséatiques,18 200,,4 326 800,,98 815 700,,,
650,Fatima zahra,AN/F12/900,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Royaume de Suede,11 000,,4 326 800,,98 815 700,,,
651,Fatima zahra,AN/F12/901,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Milanes et toscane,7 300,,4 326 800,,98 815 700,,,
652,Fatima zahra,AN/F12/902,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Republique de Genes,598 900,,4 326 800,,98 815 700,,,
653,Fatima zahra,AN/F12/903,1787,4,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Empire ottoman et Barbarie,456 500,,4 326 800,,98 815 700,,,
654,Fatima zahra,AN/F12/904,1787,5,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Royaume de Naples,21 800,,4 326 800,,98 815 700,,,
655,Fatima zahra,AN/F12/905,1787,5,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Royaume de Sardaigne,682 200,,4 326 800,,98 815 700,,,
656,Fatima zahra,AN/F12/906,1787,5,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Empire d'Autriche,158 100,,4 326 800,,98 815 700,,,
657,Fatima zahra,AN/F12/907,1787,5,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Etats de Rome,222 500,,4 326 800,,98 815 700,,,
658,Fatima zahra,AN/F12/908,1787,5,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",Angleterre,1 061 700,,4 326 800,,98 815 700,,,
659,Fatima zahra,AN/F12/909,1787,5,"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans","Colonies francaises en Amérique,Asie et afrique",188 600,,4 326 800,,98 815 700,,,
660,Fatima zahra,AN/F12/910,1787,4,///Objets manufacturés///Mouchoirs divers et des Indes,Hollande,25 500,,5 145 400,,98 815 700,,,
661,Fatima zahra,AN/F12/911,1787,4,///Objets manufacturés///Mouchoirs divers et des Indes,Villes anséatiques,5 900,,5 145 400,,98 815 700,,,
662,Fatima zahra,AN/F12/912,1787,4,///Objets manufacturés///Mouchoirs divers et des Indes,Empire ottoman et Barbarie,7 100,,5 145 400,,98 815 700,,,
663,Fatima zahra,AN/F12/913,1787,5,///Objets manufacturés///Mouchoirs divers et des Indes,Empire d'Autriche,94 800,,5 145 400,,98 815 700,,,
664,Fatima zahra,AN/F12/914,1787,5,///Objets manufacturés///Mouchoirs divers et des Indes,Angleterre,172 700,,5 145 400,,98 815 700,,,
665,Fatima zahra,AN/F12/915,1787,5,///Objets manufacturés///Mouchoirs divers et des Indes,"Colonies francaises en Amérique,Asie et afrique",4 839 400,,5 145 400,,98 815 700,,,
666,Fatima zahra,AN/F12/916,1787,4,///Objets manufacturés///Rubannerie ordinaire,Royaume d'Espagne,8 000,,1 647 800,,98 815 700,,,
667,Fatima zahra,AN/F12/917,1787,4,///Objets manufacturés///Rubannerie ordinaire,Hollande,18 400,,1 647 800,,98 815 700,,,
668,Fatima zahra,AN/F12/918,1787,4,///Objets manufacturés///Rubannerie ordinaire,Etats d'Allemagne,1 595 900,,1 647 800,,98 815 700,,,
669,Fatima zahra,AN/F12/919,1787,4,///Objets manufacturés///Rubannerie ordinaire,République de suisse,11 000,,1 647 800,,98 815 700,,,
670,Fatima zahra,AN/F12/920,1787,5,///Objets manufacturés///Rubannerie ordinaire,empire d'Autriche,14 500,,1 647 800,,98 815 700,,,
671,Fatima zahra,AN/F12/921,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume d'Espagne,14 200,,17 251 800,,98 815 700,,,
672,Fatima zahra,AN/F12/922,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Hollande,1 289 000,,17 251 800,,98 815 700,,,
673,Fatima zahra,AN/F12/923,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume de Prusse,18 400,,17 251 800,,98 815 700,,,
674,Fatima zahra,AN/F12/924,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Etats d'Allemagne,18 400,,17 251 800,,98 815 700,,,
675,Fatima zahra,AN/F12/925,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,République de suisse,1 412 900,,17 251 800,,98 815 700,,,
676,Fatima zahra,AN/F12/926,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Etats-Unis d'Amérique,4 200,,17 251 800,,98 815 700,,,
677,Fatima zahra,AN/F12/927,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Villes anséatiques,1 634 600,,17 251 800,,98 815 700,,,
678,Fatima zahra,AN/F12/928,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume de Danemarck,1 100,,17 251 800,,98 815 700,,,
679,Fatima zahra,AN/F12/929,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume de Suede,10 500,,17 251 800,,98 815 700,,,
680,Fatima zahra,AN/F12/930,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Milanes et toscane,50 400,,17 251 800,,98 815 700,,,
681,Fatima zahra,AN/F12/931,1787,4,///Objets manufacturés///Toiles diverses en lin et chanvre,Republique de Genes,25 100,,17 251 800,,98 815 700,,,
682,Fatima zahra,AN/F12/932,1787,5,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume de naples,4 500,,17 251 800,,98 815 700,,,
683,Fatima zahra,AN/F12/933,1787,5,///Objets manufacturés///Toiles diverses en lin et chanvre,Royaume de sardaigne,84 000,,17 251 800,,98 815 700,,,
684,Fatima zahra,AN/F12/934,1787,5,///Objets manufacturés///Toiles diverses en lin et chanvre,Empire d'Autriche,11 934 600,,17 251 800,,98 815 700,,,
685,Fatima zahra,AN/F12/935,1787,5,///Objets manufacturés///Toiles diverses en lin et chanvre,Empire de Russie,182 600,,17 251 800,,98 815 700,,,
686,Fatima zahra,AN/F12/936,1787,5,///Objets manufacturés///Toiles diverses en lin et chanvre,Angleterre,567 300,,17 251 800,,98 815 700,,,
687,Fatima zahra,AN/F12/937,1787,4,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Hollande,678 600,,53 856 900,,98 815 700,,,
688,Fatima zahra,AN/F12/938,1787,4,"///Objets manufacturés///Toiles de coton, mousseline et nankin",République de suisse,645 300,,53 856 900,,98 815 700,,,
689,Fatima zahra,AN/F12/939,1787,4,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Villes anséatiques,1 407 200,,53 856 900,,98 815 700,,,
690,Fatima zahra,AN/F12/940,1787,4,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Royaume de Danemarck,1 629 600,,53 856 900,,98 815 700,,,
691,Fatima zahra,AN/F12/941,1787,4,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Republique de Genes,4 000,,53 856 900,,98 815 700,,,
692,Fatima zahra,AN/F12/942,1787,4,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Empire ottoman et Barbarie,913 700,,53 856 900,,98 815 700,,,
693,Fatima zahra,AN/F12/943,1787,5,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Royaume de naples,10 200,,53 856 900,,98 815 700,,,
694,Fatima zahra,AN/F12/944,1787,5,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Empire d'Autriche,2 113 600,,53 856 900,,98 815 700,,,
695,Fatima zahra,AN/F12/945,1787,5,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Royaume de Portugal,1 185 400,,53 856 900,,98 815 700,,,
696,Fatima zahra,AN/F12/946,1787,5,"///Objets manufacturés///Toiles de coton, mousseline et nankin",Angleterre,1 836 400,,53 856 900,,98 815 700,,,
697,Fatima zahra,AN/F12/947,1787,5,"///Objets manufacturés///Toiles de coton, mousseline et nankin","Colonies francaises en Amérique,Asie et afrique",42 432 900,,53 856 900,,98 815 700,,,
698,Fatima zahra,AN/F12/948,1787,4,///Objets manufacturés///Dentelles de fil,République de suisse,497 400,,1 138 800,,98 815 700,,,
699,Fatima zahra,AN/F12/949,1787,4,///Objets manufacturés///Dentelles de fil,Republique de Genes,17 000,,1 138 800,,98 815 700,,,
700,Fatima zahra,AN/F12/950,1787,5,///Objets manufacturés///Dentelles de fil,Empire d'Autriche,624 400,,1 138 800,,98 815 700,,,
701,Fatima zahra,AN/F12/951,1787,4,///Objets manufacturés///Draperies,Royaume d'Espagne,4 000,,3 898 200,,98 815 700,,,
702,Fatima zahra,AN/F12/952,1787,4,///Objets manufacturés///Draperies,Hollande,4 000,,3 898 200,,98 815 700,,,
703,Fatima zahra,AN/F12/953,1787,4,///Objets manufacturés///Draperies,Etats d'Allemagne,3 200,,3 898 200,,98 815 700,,,
704,Fatima zahra,AN/F12/954,1787,4,///Objets manufacturés///Draperies,République de suisse,1 100,,3 898 200,,98 815 700,,,
705,Fatima zahra,AN/F12/955,1787,4,///Objets manufacturés///Draperies,Etats-Unis d'Amérique,198 000,,3 898 200,,98 815 700,,,
706,Fatima zahra,AN/F12/956,1787,4,///Objets manufacturés///Draperies,Villes anséatiques,3 100,,3 898 200,,98 815 700,,,
707,Fatima zahra,AN/F12/957,1787,5,///Objets manufacturés///Draperies,Royaume de sardaigne,3 300,,3 898 200,,98 815 700,,,
708,Fatima zahra,AN/F12/958,1787,5,///Objets manufacturés///Draperies,Empire d'Autriche,189 600,,3 898 200,,98 815 700,,,
709,Fatima zahra,AN/F12/959,1787,5,///Objets manufacturés///Draperies,Angleterre,3 491 900,,3 898 200,,98 815 700,,,
710,Fatima zahra,AN/F12/960,1787,4,"///Objets manufacturés///Bonneterie en fil , coton et laine",Hollande,35 800,,1 809 500,,98 815 700,,,
711,Fatima zahra,AN/F12/961,1787,4,"///Objets manufacturés///Bonneterie en fil , coton et laine",Etats d'Allemagne,46 000,,1 809 500,,98 815 700,,,
712,Fatima zahra,AN/F12/962,1787,4,"///Objets manufacturés///Bonneterie en fil , coton et laine",République de suisse,78 700,,1 809 500,,98 815 700,,,
713,Fatima zahra,AN/F12/963,1787,4,"///Objets manufacturés///Bonneterie en fil , coton et laine",Villes anséatiques,14 800,,1 809 500,,98 815 700,,,
714,Fatima zahra,AN/F12/964,1787,4,"///Objets manufacturés///Bonneterie en fil , coton et laine",Milanes et toscane,9 500,,1 809 500,,98 815 700,,,
715,Fatima zahra,AN/F12/965,1787,4,"///Objets manufacturés///Bonneterie en fil , coton et laine",Republique de Genes,14 800,,1 809 500,,98 815 700,,,
716,Fatima zahra,AN/F12/966,1787,4,"///Objets manufacturés///Bonneterie en fil , coton et laine",Empire ottoman et Barbarie,7 900,,1 809 500,,98 815 700,,,
717,Fatima zahra,AN/F12/967,1787,5,"///Objets manufacturés///Bonneterie en fil , coton et laine",Royaume de Naples,2 600,,1 809 500,,98 815 700,,,
718,Fatima zahra,AN/F12/968,1787,5,"///Objets manufacturés///Bonneterie en fil , coton et laine",Royaume de Sardaigne,200 300,,1 809 500,,98 815 700,,,
719,Fatima zahra,AN/F12/969,1787,5,"///Objets manufacturés///Bonneterie en fil , coton et laine",Empire d'Autriche,486 600,,1 809 500,,98 815 700,,,
720,Fatima zahra,AN/F12/970,1787,5,"///Objets manufacturés///Bonneterie en fil , coton et laine",Angleterre,912 500,,1 809 500,,98 815 700,,,
721,Fatima zahra,AN/F12/971,1787,4,///Objets manufacturés///Articles réunis,Royaume d'Espagne,52 100,,360 000,,98 815 700,,,
722,Fatima zahra,AN/F12/972,1787,4,///Objets manufacturés///Articles réunis,Hollande,13 200,,360 000,,98 815 700,,,
723,Fatima zahra,AN/F12/973,1787,4,///Objets manufacturés///Articles réunis,Royaume de Prusse,3 200,,360 000,,98 815 700,,,
724,Fatima zahra,AN/F12/974,1787,4,///Objets manufacturés///Articles réunis,République de suisse,43 400,,360 000,,98 815 700,,,
725,Fatima zahra,AN/F12/975,1787,4,///Objets manufacturés///Articles réunis,Royaume de Danemarck,1 000,,360 000,,98 815 700,,,
726,Fatima zahra,AN/F12/976,1787,4,///Objets manufacturés///Articles réunis,Milanes et toscane,17 600,,360 000,,98 815 700,,,
727,Fatima zahra,AN/F12/977,1787,4,///Objets manufacturés///Articles réunis,Republique de Genes,67 300,,360 000,,98 815 700,,,
728,Fatima zahra,AN/F12/978,1787,5,///Objets manufacturés///Articles réunis,Royaume de sardaigne,84 700,,360 000,,98 815 700,,,
729,Fatima zahra,AN/F12/979,1787,5,///Objets manufacturés///Articles réunis,Empire d'Autriche,9 200,,360 000,,98 815 700,,,
730,Fatima zahra,AN/F12/980,1787,5,///Objets manufacturés///Articles réunis,Etats de Rome,2 000,,360 000,,98 815 700,,,
731,Fatima zahra,AN/F12/981,1787,5,///Objets manufacturés///Articles réunis,Angleterre,25 500,,360 000,,98 815 700,,,
732,Fatima zahra,AN/F12/982,1787,5,///Objets manufacturés///Articles réunis,"Colonies francaises en Amérique,Asie et afrique",40 800,,360 000,,98 815 700,,,
733,Fatima zahra,AN/F12/983,1787,4,///Industrie étrangère///Peaux et pelleteries,Royaume d'Espagne,272 000,,2 149 900,,21 511 000,,,
734,Fatima zahra,AN/F12/984,1787,4,///Industrie étrangère///Peaux et pelleteries,Hollande,44 000,,2 149 900,,21 511 000,,,
735,Fatima zahra,AN/F12/985,1787,4,///Industrie étrangère///Peaux et pelleteries,Etats d'Allemagne,47 200,,2 149 900,,21 511 000,,,
736,Fatima zahra,AN/F12/986,1787,4,///Industrie étrangère///Peaux et pelleteries,République de suisse,56 300,,2 149 900,,21 511 000,,,
737,Fatima zahra,AN/F12/987,1787,4,///Industrie étrangère///Peaux et pelleteries,Etats-Unis d'Amérique,40 600,,2 149 900,,21 511 000,,,
738,Fatima zahra,AN/F12/988,1787,4,///Industrie étrangère///Peaux et pelleteries,Villes anséatiques,32 200,,2 149 900,,21 511 000,,,
739,Fatima zahra,AN/F12/989,1787,4,///Industrie étrangère///Peaux et pelleteries,Royaume de Danemarck,30 300,,2 149 900,,21 511 000,,,
740,Fatima zahra,AN/F12/990,1787,4,///Industrie étrangère///Peaux et pelleteries,Royaume de Suede,34 500,,2 149 900,,21 511 000,,,
741,Fatima zahra,AN/F12/991,1787,4,///Industrie étrangère///Peaux et pelleteries,Milanes et toscane,17 600,,2 149 900,,21 511 000,,,
742,Fatima zahra,AN/F12/992,1787,4,///Industrie étrangère///Peaux et pelleteries,Republique de Genes,21 700,,2 149 900,,21 511 000,,,
743,Fatima zahra,AN/F12/993,1787,4,///Industrie étrangère///Peaux et pelleteries,Empire ottoman et Barbarie,433 900,,2 149 900,,21 511 000,,,
744,Fatima zahra,AN/F12/994,1787,5,///Industrie étrangère///Peaux et pelleteries,Royaume de naples,18 900,,2 149 900,,21 511 000,,,
745,Fatima zahra,AN/F12/995,1787,5,///Industrie étrangère///Peaux et pelleteries,Royaume de sardaigne,208 600,,2 149 900,,21 511 000,,,
