numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_2,remarks,doubleaccounts
369,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Charbons,Royaume d'Espagne,1900,5673800,,,0
370,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Charbons,Hollande,19000,5673800,,,0
371,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Charbons,Etats d'Allemagne,1900,5673800,,,0
372,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Charbons,Milanes et toscane,59300,5673800,,,0
373,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Charbons,Republique de Genes,1800,5673800,,,0
374,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Charbons,Royaume de Naples,28200,5673800,,,0
375,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Charbons,Empire d'Autriche,1121600,5673800,,,0
376,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Charbons,Empire de Russie,3700,5673800,,,0
377,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Charbons,Angleterre,4436400,5673800,,,0
378,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cires blanche et jaune,Hollande,162200,2267000,,,0
379,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cires blanche et jaune,Royaume de Prusse,6300,2267000,,,0
380,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cires blanche et jaune,Etats d'Allemagne,1220,2267000,,,0
381,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cires blanche et jaune,Etats-Unis d'Amérique,15800,2267000,,,0
382,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cires blanche et jaune,Villes anséatiques,1139500,2267000,,,0
383,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cires blanche et jaune,Empire ottoman et Barbarie,760100,2267000,,,0
384,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cires blanche et jaune,Royaume de sardaigne,49800,2267000,,,0
385,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cires blanche et jaune,Empire de Russie,121000,2267000,,,0
386,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cires blanche et jaune,Angleterre,11100,2267000,,,0
387,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Royaume d'Espagne,1528200,3119000,,,0
388,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Hollande,10800,3119000,,,0
389,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Etats d'Allemagne,109800,3119000,,,0
390,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Royaume de Prusse,6400,3119000,,,0
391,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Villes anséatiques,50800,3119000,,,0
392,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Milanes et toscane,2500,3119000,,,0
393,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Republique de Genes,7400,3119000,,,0
394,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Cuirs en poil,Empire ottoman et Barbarie,419200,3119000,,,0
395,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cuirs en poil,Royaume de sardaigne,16100,3119000,,,0
396,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cuirs en poil,Empire d'Autriche,76700,3119000,,,0
397,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cuirs en poil,Royaume de Portugal,540300,3119000,,,0
398,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cuirs en poil,Angleterre,20700,3119000,,,0
399,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Cuirs en poil,"Colonies francaises en Amérique,Asie et afrique",330100,3119000,,,0
400,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile d'olive pour fabriques,Hollande,7000,12885100,,,0
401,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile d'olive pour fabriques,Etats-Unis d'Amérique,3100,12885100,,,0
402,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile d'olive pour fabriques,Villes anséatiques,136800,12885100,,,0
403,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile d'olive pour fabriques,Milanes et toscane,170200,12885100,,,0
404,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile d'olive pour fabriques,Republique de Genes,3821800,12885100,,,0
405,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile d'olive pour fabriques,Empire ottoman et Barbarie,2952500,12885100,,,0
406,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile d'olive pour fabriques,Royaume de Naples,3063800,12885100,,,0
407,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile d'olive pour fabriques,Royaume de sardaigne,2503000,12885100,,,0
408,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile d'olive pour fabriques,Empire d'Autriche,15900,12885100,,,0
409,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile d'olive pour fabriques,Royaume de Portugal,200000,12885100,,,0
410,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile d'olive pour fabriques,Angleterre,11000,12885100,,,0
411,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile de poisson,Royaume d'Espagne,9000,2192900,,,0
412,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile de poisson,Hollande,90400,2192900,,,0
413,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile de poisson,Etats-Unis d'Amérique,651200,2192900,,,0
414,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile de poisson,Villes anséatiques,23100,2192900,,,0
415,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile de poisson,Royaume de Danemarck,37500,2192900,,,0
416,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Huile de poisson,Royaume de Suede,51000,2192900,,,0
417,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile de poisson,Royaume de sardaigne,17000,2192900,,,0
418,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile de poisson,Empire d'Autriche,207500,2192900,,,0
419,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile de poisson,Empire de Russie,17000,2192900,,,0
420,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile de poisson,Royaume de Portugal,499900,2192900,,,0
421,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Huile de poisson,Angleterre,589300,2192900,,,0
422,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Soufre et salpetre,Royaume d'Espagne,21200,546800,,,0
423,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Soufre et salpetre,Milanes et toscane,3300,546800,,,0
424,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Soufre et salpetre,Royaume de Naples,171700,546800,,,0
425,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Soufre et salpetre,Empire d'Autriche,6700,546800,,,0
426,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Soufre et salpetre,Empire de Russie,6100,546800,,,0
427,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Soufre et salpetre,"Colonies francaises en Amérique,Asie et afrique",337800,546800,,,0
428,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Royaume d'Espagne,28000,3145800,,,0
429,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Hollande,117400,3145800,,,0
430,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Royaume de Prusse,5500,3145800,,,0
431,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Villes anséatiques,22400,3145800,,,0
432,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Royaume de Danemarck,4000,3145800,,,0
433,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Milanes et toscane,516200,3145800,,,0
434,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Republique de Genes,33500,3145800,,,0
435,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Suif,Empire ottoman et Barbarie,4200,3145800,,,0
436,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Royaume de Naples,6100,3145800,,,0
437,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Royaume de sardaigne,21900,3145800,,,0
438,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Empire d'Autriche,46900,3145800,,,0
439,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Empire de Russie,1938200,3145800,,,0
440,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Royaume de Portugal,3400,3145800,,,0
441,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Etats de Rome,161500,3145800,,,0
442,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Angleterre,223700,3145800,,,0
443,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Suif,Republique de Venise,12900,3145800,,,0
444,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Soie de porc et sanglier,Hollande,15000,276900,,,0
445,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Soie de porc et sanglier,Royaume de Prusse,18300,276900,,,0
446,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Soie de porc et sanglier,Etats d'Allemagne,2300,276900,,,0
447,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Soie de porc et sanglier,Villes anséatiques,67900,276900,,,0
448,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Soie de porc et sanglier,Empire de Russie,173400,276900,,,0
449,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Tabacs,Royaume d'Espagne,37100,14463100,,,0
450,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Tabacs,Hollande,1606200,14463100,,,0
451,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Tabacs,Etats-Unis d'Amérique,10957300,14463100,,,0
452,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Tabacs,Villes anséatiques,16700,14463100,,,0
453,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Tabacs,Milanes et toscane,58400,14463100,,,0
454,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Tabacs,Empire d'Autriche,104500,14463100,,,0
455,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Tabacs,Royaume de Portugal,36200,14463100,,,0
456,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Tabacs,Angleterre,1325500,14463100,,,0
457,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Tabacs,"Colonies francaises en Amérique,Asie et afrique",321200,14463100,,,0
458,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Graine de lin,Hollande,398000,840900,,,0
459,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Graine de lin,Royaume de Prusse,222900,840900,,,0
460,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Graine de lin,Etats-Unis d'Amérique,18700,840900,,,0
461,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Graine de lin,Villes anséatiques,39000,840900,,,0
462,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Graine de lin,Empire d'Autriche,22800,840900,,,0
463,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Graine de lin,Empire de Russie,136200,840900,,,0
464,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Graine de lin,Angleterre,3300,840900,,,0
465,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Hollande,52100,1559200,,,0
466,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Prusse,33200,1559200,,,0
467,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Etats-Unis d'Amérique,99000,1559200,,,0
468,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Villes anséatiques,48700,1559200,,,0
469,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Danemarck,66600,1559200,,,0
470,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Suede,859200,1559200,,,0
471,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Milanes et toscane,15000,1559200,,,0
472,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Genes,104200,1559200,,,0
473,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,"2///Matières premières///Bray, goudron, poix et résine",Empire d'Autriche,2600,1559200,,,0
474,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,"2///Matières premières///Bray, goudron, poix et résine",Empire de Russie,237600,1559200,,,0
475,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,"2///Matières premières///Bray, goudron, poix et résine",Angleterre,41000,1559200,,,0
476,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Royaume d'Espagne,58100,3113500,,,0
477,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Hollande,637400,3113500,,,0
478,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Etats d'Allemagne,88500,3113500,,,0
479,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Republique de Suisse,4300,3113500,,,0
480,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Etats-Unis d'Amérique,61900,3113500,,,0
481,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Villes anséatiques,17400,3113500,,,0
482,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Milanes et toscane,10400,3113500,,,0
483,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Republique de Genes,95400,3113500,,,0
484,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,2,2///Matières premières///Articles réunis,Empire ottoman et Barbarie,49300,3113500,,,0
485,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,Royaume de Naples,67600,3113500,,,0
486,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,Royaume de sardaigne,32000,3113500,,,0
487,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,Empire d'Autriche,412500,3113500,,,0
488,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,Empire de Russie,120600,3113500,,,0
489,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,Royaume de Portugal,170100,3113500,,,0
490,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,Etats de Rome,39900,3113500,,,0
491,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,Angleterre,706600,3113500,,,0
492,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,3,2///Matières premières///Articles réunis,"Colonies francaises en Amérique,Asie et afrique",541500,3113500,,,0
493,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Indigo,Royaume d'Espagne,2273700,15364700,,,0
494,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Indigo,Hollande,28300,15364700,,,0
495,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Indigo,Etats-Unis d'Amérique,23300,15364700,,,0
496,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Indigo,Villes anséatiques,9400,15364700,,,0
497,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Indigo,Milanes et toscane,25000,15364700,,,0
498,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Indigo,Republique de Genes,21800,15364700,,,0
499,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Indigo,Royaume de sardaigne,264800,15364700,,,0
500,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Indigo,Empire d'Autriche,313600,15364700,,,0
501,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Indigo,Royaume de Portugal,277100,15364700,,,0
502,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Indigo,Angleterre,550000,15364700,,,0
503,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Indigo,"Colonies francaises en Amérique,Asie et afrique",11577700,15364700,,,0
504,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Rocou,Republique de Genes,8900,162100,,,0
505,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Rocou,"Colonies francaises en Amérique,Asie et afrique",153200,162100,,,0
506,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Cochenille,Royaume d'Espagne,2571000,2641600,,,0
507,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Cochenille,Hollande,10000,2641600,,,0
508,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Cochenille,Republique de Genes,15400,2641600,,,0
509,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Cochenille,Empire d'Autriche,28000,2641600,,,0
510,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Cochenille,Royaume de Portugal,17200,2641600,,,0
511,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Alun,Royaume d'Espagne,220000,1038300,,,0
512,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Alun,Hollande,14100,1038300,,,0
513,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Alun,Etats d'Allemagne,19600,1038300,,,0
514,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Alun,Royaume de Danemarck,7400,1038300,,,0
515,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Alun,Royaume de Suede,35800,1038300,,,0
516,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Alun,Empire ottoman et Barbarie,99100,1038300,,,0
517,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Alun,Empire d'Autriche,32100,1038300,,,0
518,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Alun,Etats de Rome,57500,1038300,,,0
519,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,5,3///Matières premières///Alun,Angleterre,552700,1038300,,,0
520,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Céruse,Hollande,775400,794900,,,0
521,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Imports,4,3///Matières premières///Céruse,Villes anséatiques,1700,794900,,,0
