numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts,remarks
555,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cordages,Royaume d'Espagne,11500,0,
556,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,Royaume d'Espagne,600,0,
557,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,Royaume d'Espagne,2900,0,
558,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,Royaume d'Espagne,2600,0,
559,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,Royaume d'Espagne,900,0,
560,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meules,Royaume d'Espagne,12700,0,
561,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Parfumerie,Royaume d'Espagne,500,0,
562,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Royaume d'Espagne,253200,0,
563,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, faïence et verrerie",Royaume d'Espagne,700,0,
564,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume d'Espagne,31300,0,
565,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Jus de réglisse,Royaume d'Espagne,264200,0,
566,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Manne,Royaume d'Espagne,44500,0,
567,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quinquina,Royaume d'Espagne,50700,0,
568,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Réglisse,Royaume d'Espagne,96900,0,
569,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Séné,Royaume d'Espagne,2500,0,
570,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Salsepareille,Royaume d'Espagne,50900,0,
571,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume d'Espagne,14500,0,
572,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,Royaume d'Espagne,3800,0,
573,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Royaume d'Espagne,10500,0,
574,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Toiles de lin, blanches",Royaume de Prusse,5400,0,
575,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Eponges,Royaume de Prusse,600,0,
576,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,Royaume de Prusse,5700,0,
577,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,Royaume de Prusse,500,0,
578,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Parfumerie,Royaume de Prusse,1000,0,
579,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes à écrire et à lit,Royaume de Prusse,24600,0,
580,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie diverse,Royaume de Prusse,200,0,
581,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Royaume de Prusse,1800,0,
582,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cantharides,Royaume de Prusse,4600,0,
583,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Drogues réunies,Royaume de Prusse,5100,0,
584,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Royaume de Prusse,600,0,
585,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Chapellerie de toute sorte,Etats de l'Allemagne,119700,0,
586,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Draperies et étoffes,Etats de l'Allemagne,13200,0,
587,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gazes et crêpes de soie,Etats de l'Allemagne,11600,0,
588,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mouchoirs divers,Etats de l'Allemagne,114100,0,
589,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mouchoirs de soie,Etats de l'Allemagne,235800,0,
590,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Rubans divers,Etats de l'Allemagne,3203300,0,
591,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles diverses,Etats de l'Allemagne,169700,0,
592,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles à carreaux,Etats de l'Allemagne,704900,0,
593,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles cirées,Etats de l'Allemagne,127900,0,
594,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles de coutil,Etats de l'Allemagne,179700,0,
595,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles écrues,Etats de l'Allemagne,1308000,0,
596,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles d'emballage,Etats de l'Allemagne,321500,0,
597,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Toiles de lin, blanches",Etats de l'Allemagne,5236000,0,
598,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles treillis et gommées,Etats de l'Allemagne,854700,0,
599,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Etats de l'Allemagne,32300,0,
600,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Armes,Etats de l'Allemagne,135000,0,
601,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bâtimens de mer et apparaux,Etats de l'Allemagne,8700,0,
602,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bijouterie,Etats de l'Allemagne,27600,0,
603,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bimbeloterie,Etats de l'Allemagne,298900,0,
604,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bouchons de liége,Etats de l'Allemagne,700,0,
605,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,colles de toute sorte,Etats de l'Allemagne,228300,0,
606,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cordages,Etats de l'Allemagne,15700,0,
607,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Dorures fausses,Etats de l'Allemagne,873800,0,
608,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Eponges,Etats de l'Allemagne,54400,0,
609,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,Etats de l'Allemagne,108900,0,
610,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Horlogerie,Etats de l'Allemagne,90400,0,
611,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Instrumens divers,Etats de l'Allemagne,81100,0,
612,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,Etats de l'Allemagne,82100,0,
613,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,Etats de l'Allemagne,2398800,0,
614,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,Etats de l'Allemagne,74300,0,
615,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meules,Etats de l'Allemagne,2200,0,
616,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Pains de navette,Etats de l'Allemagne,123800,0,
617,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Parfumerie,Etats de l'Allemagne,4100,0,
618,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Etats de l'Allemagne,900800,0,
619,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes d'autruche,Etats de l'Allemagne,30000,0,
620,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes à écrire et à lit,Etats de l'Allemagne,227600,0,
621,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, faïence et verrerie",Etats de l'Allemagne,274900,0,
622,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, briques, carreaux et tuiles",Etats de l'Allemagne,86200,0,
623,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie diverse,Etats de l'Allemagne,1488900,0,
624,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie faulx et faucilles,Etats de l'Allemagne,1587600,0,
625,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie fil de fer,Etats de l'Allemagne,251600,0,
626,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie en limes,Etats de l'Allemagne,962200,0,
627,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Etats de l'Allemagne,466100,0,
628,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cantharides,Etats de l'Allemagne,94900,0,
629,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Jus de réglisse,Etats de l'Allemagne,3000,0,
630,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Manne,Etats de l'Allemagne,10600,0,
631,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Opium,Etats de l'Allemagne,56900,0,
632,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Plantes, herbes et racines",Etats de l'Allemagne,55700,0,
633,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Séné,Etats de l'Allemagne,30200,0,
634,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Etats de l'Allemagne,160800,0,
635,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,Etats de l'Allemagne,18500,0,
636,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes arabique,Etats de l'Allemagne,8100,0,
637,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sels chimiques,Etats de l'Allemagne,148600,0,
638,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sels de lait,Etats de l'Allemagne,1700,0,
639,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Vitriol et huile de vitriol,Etats de l'Allemagne,86900,0,
640,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Drogues réunies,Etats de l'Allemagne,114700,0,
641,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Etats de l'Allemagne,126300,0,
642,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Chapellerie de toute sorte,République de Suisse,12000,0,
643,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Draperies et étoffes,République de Suisse,8000,0,
644,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gazes et crêpes de soie,République de Suisse,4500,0,
645,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mouchoirs divers,République de Suisse,14600,0,
646,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mouchoirs de soie,République de Suisse,2700,0,
647,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Rubans divers,République de Suisse,131600,0,
648,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles diverses,République de Suisse,47300,0,
649,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles à carreaux,République de Suisse,87200,0,
650,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles cirées,République de Suisse,13100,0,
651,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles écrues,République de Suisse,99000,0,
652,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles d'emballage,République de Suisse,200,0,
653,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Toiles de lin, blanches",République de Suisse,1171800,0,
654,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles treillis et gommées,République de Suisse,372300,0,
655,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,République de Suisse,7800,0,
656,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Armes,République de Suisse,4000,0,
657,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bimbeloterie,République de Suisse,1900,0,
658,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,colles de toute sorte,République de Suisse,25800,0,
659,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Cordages,République de Suisse,1500,0,
660,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Eponges,République de Suisse,2600,0,
661,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,République de Suisse,26600,0,
662,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Horlogerie,République de Suisse,17300,0,
663,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Instrumens divers,République de Suisse,7300,0,
664,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,République de Suisse,13700,0,
665,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,République de Suisse,33000,0,
666,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,République de Suisse,31300,0,
667,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meules,République de Suisse,19500,0,
668,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,République de Suisse,337100,0,
669,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes à écrire et à lit,République de Suisse,10400,0,
670,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, faïence et verrerie",République de Suisse,8500,0,
671,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, briques, carreaux et tuiles",République de Suisse,2300,0,
672,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie diverse,République de Suisse,20200,0,
673,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie faulx et faucilles,République de Suisse,323900,0,
674,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie en limes,République de Suisse,15100,0,
675,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,République de Suisse,31700,0,
676,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Manne,République de Suisse,1600,0,
677,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Opium,République de Suisse,2000,0,
678,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Plantes, herbes et racines",République de Suisse,4100,0,
679,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,République de Suisse,38600,0,
680,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,République de Suisse,2600,0,
681,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sels chimiques,République de Suisse,50100,0,
682,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sels de lait,République de Suisse,210700,0,
683,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Vitriol et huile de vitriol,République de Suisse,2500,0,
684,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Drogues réunies,République de Suisse,13700,0,
685,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,République de Suisse,19000,0,
686,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Armes,Etats-Unis de l'Amérique,600,0,
687,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bâtimens de mer et apparaux,Etats-Unis de l'Amérique,1600,0,
688,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Etats-Unis de l'Amérique,150900,0,
689,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Etats-Unis de l'Amérique,8600,0,
690,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Plantes, herbes et racines",Etats-Unis de l'Amérique,2500,0,
691,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quinquina,Etats-Unis de l'Amérique,55700,0,
692,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Etats-Unis de l'Amérique,35300,0,
693,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sels chimiques,Etats-Unis de l'Amérique,600,0,
694,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Etats-Unis de l'Amérique,1000,0,
695,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Chapellerie de toute sorte,Villes Anséatiques et Hollande,1500,0,
696,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mouchoirs de soie,Villes Anséatiques et Hollande,1600,0,
697,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Rubans divers,Villes Anséatiques et Hollande,2600,0,
698,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles diverses,Villes Anséatiques et Hollande,31600,0,
699,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles cirées,Villes Anséatiques et Hollande,231200,0,
700,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles de coutil,Villes Anséatiques et Hollande,27400,0,
701,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles écrues,Villes Anséatiques et Hollande,65300,0,
702,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Toiles de lin, blanches",Villes Anséatiques et Hollande,1256800,0,
703,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Villes Anséatiques et Hollande,800,0,
704,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bâtimens de mer et apparaux,Villes Anséatiques et Hollande,10200,0,
705,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bouchons de liége,Villes Anséatiques et Hollande,3000,0,
706,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Habillemens et lingerie,Villes Anséatiques et Hollande,10900,0,
707,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Instrumens divers,Villes Anséatiques et Hollande,900,0,
708,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Librairie,Villes Anséatiques et Hollande,8000,0,
709,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Mercerie,Villes Anséatiques et Hollande,11200,0,
710,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meubles,Villes Anséatiques et Hollande,7200,0,
711,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Meules,Villes Anséatiques et Hollande,1100,0,
712,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Pains de navette,Villes Anséatiques et Hollande,4400,0,
713,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Peaux et pelleteries,Villes Anséatiques et Hollande,8800,0,
714,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Plumes à écrire et à lit,Villes Anséatiques et Hollande,25100,0,
715,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, faïence et verrerie",Villes Anséatiques et Hollande,2100,0,
716,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poterie, briques, carreaux et tuiles",Villes Anséatiques et Hollande,1700,0,
717,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Quincaillerie diverse,Villes Anséatiques et Hollande,3400,0,
718,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Villes Anséatiques et Hollande,7100,0,
719,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Plantes, herbes et racines",Villes Anséatiques et Hollande,3700,0,
720,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis,Villes Anséatiques et Hollande,8900,0,
721,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Gommes diverses,Villes Anséatiques et Hollande,400,0,
722,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sels chimiques,Villes Anséatiques et Hollande,700,0,
723,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Drogues réunies,Villes Anséatiques et Hollande,4300,0,
724,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Articles réunis de peu de valeur,Villes Anséatiques et Hollande,38200,0,
725,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles diverses,Royaume de Danemarck,800,0,
726,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Toiles cirées,Royaume de Danemarck,500,0,
727,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Toiles de lin, blanches",Royaume de Danemarck,6100,0,
