numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value,remarks
624,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Ouvrages de cuir en cordonnerie et sellerie,76000,
625,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Ouvrages divers en bois,37000,
626,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Ouvrages de cuivre doré et argenté,14000,
627,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Ouvrages de modes et fleurs artificielles,441000,
628,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Peaux et pelleteries,232000,
629,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Papiers à écrire,100000,
630,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Papiers pour tenture,134000,
631,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Armes,64000,
632,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats de l'Allemagne,Articles d'industrie réunis,597000,
633,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Mules et mulets,9000,
634,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Cuivre,25000,
635,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Fers,1269000,
636,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Autres métaux,15000,
637,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Bonneteries diverses,139000,
638,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Bonneteries de soie,25000,
639,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Chapellerie,87000,
640,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Dentelles,98000,
641,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Draperies,884000,
642,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Etoffes diverses,1356000,
643,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Etoffes de coton,5000,
644,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Etoffes de laine,156000,
645,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Etoffes de soie,1040000,
646,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,"Gazes, crèpes et mouchoirs de soie",12000,
647,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Rubannerie de soie,531000,
648,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Rubannerie ordinaire,7000,
649,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Toiles de lin et de chanvre,1044000,
650,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Toiles de coton,57000,
651,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Toiles de fil et coton,103000,
652,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Mousselines,116000,
653,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Objets manufacturés réunis,12000,
654,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Merceries,323000,
655,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Gants de peau,3000,
656,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Habillemens et lingerie,28000,
657,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Faïence et poterie,44000,
658,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Horlogerie,3793000,
659,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Esprit-de-vin,4000,
660,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Meubles et glaces,62000,
661,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Quincaillerie,42000,
662,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Parfumerie,8000,
663,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Savons,607000,
664,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Verrerie,139000,
665,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Porcelaine,5000,
666,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Bijouterie,636000,
667,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Dorures fines,4000,
668,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Librairie,163000,
669,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Ouvrages de cuir en cordonnerie et sellerie,19000,
670,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Ouvrages divers en bois,32000,
671,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Ouvrages de cuivre doré et argenté,1000,
672,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Ouvrages de modes et fleurs artificielles,39000,
673,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Passementerie,5000,
674,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Peaux et pelleteries,279000,
675,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Papiers à écrire,56000,
676,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Papiers pour tenture,64000,
677,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Armes,16000,
678,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Articles d'industrie réunis,465000,
679,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Cuivre,126000,
680,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Fers,21000,
681,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Autres métaux,5000,
682,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Bonneteries diverses,6000,
683,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Bonneteries de soie,150000,
684,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Chapellerie,15000,
685,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Dentelles,100000,
686,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Draperies,12000,
687,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Etoffes diverses,3000,
688,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Etoffes de laine,6000,
689,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Etoffes de soie,1406000,
690,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,"Gazes, crèpes et mouchoirs de soie",33000,
691,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Rubannerie de soie,139000,
692,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Toiles de lin et de chanvre,833000,
693,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Toiles de fil et coton,234000,
694,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Objets manufacturés réunis,5000,
695,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Merceries,168000,
696,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Gants de peau,91000,
697,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Habillemens et lingerie,17000,
698,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Faïence et poterie,3000,
699,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Horlogerie,49000,
700,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Meubles et glaces,5000,
701,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Tableaux et estampes,3000,
702,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Quincaillerie,126000,
703,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Parfumerie,11000,
704,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Savons,77000,
705,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Verrerie,18000,
706,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Porcelaine,13000,
707,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Bijouterie,9000,
708,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Librairie,20000,
709,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Ouvrages de cuir en cordonnerie et sellerie,12000,
710,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Ouvrages divers en bois,2000,
711,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Ouvrages de cuivre doré et argenté,6000,
712,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Ouvrages de modes et fleurs artificielles,57000,
713,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Peaux et pelleteries,5000,
714,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Papiers à écrire,63000,
715,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Papiers pour tenture,24000,
716,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Armes,2000,
717,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Articles d'industrie réunis,148000,
718,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Fers,81000,
719,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Autres métaux,3000,
720,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Bonneteries diverses,17000,
721,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Bonneteries de soie,13000,
722,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Chapellerie,3000,
723,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Dentelles,98000,
724,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Draperies,17000,
725,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Etoffes diverses,5000,
726,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Etoffes de coton,4000,
727,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Etoffes de laine,48000,
728,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Etoffes de soie,118000,
729,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Mouchoirs divers en fil et coton,2000,
730,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Rubannerie de soie,1000,
731,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Toiles de lin et de chanvre,135000,
732,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Toiles de coton,13000,
733,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Toiles de fil et coton,5000,
734,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Mousselines,119000,
735,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Objets manufacturés réunis,3000,
736,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Merceries,49000,
737,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Gants de peau,9000,
738,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Habillemens et lingerie,8000,
739,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Faïence et poterie,20000,
740,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Horlogerie,44000,
741,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Meubles et glaces,40000,
742,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Tableaux et estampes,10000,
743,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Quincaillerie,62000,
744,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Parfumerie,133000,
745,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Savons,20000,
746,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Verrerie,52000,
747,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Porcelaine,62000,
748,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Bijouterie,12000,
749,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Librairie,163000,
750,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Ouvrages de cuir en cordonnerie et sellerie,13000,
751,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Ouvrages divers en bois,7000,
752,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Ouvrages de cuivre doré et argenté,28000,
753,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Ouvrages de modes et fleurs artificielles,30000,
754,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Passementerie,2000,
755,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Peaux et pelleteries,24000,
756,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Papiers à écrire,252000,
757,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Papiers pour tenture,17000,
758,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Armes,2000,
759,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Articles d'industrie réunis,770000,
760,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Cuivre,3000,
761,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Fers,5000,
762,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Autres métaux,2000,
763,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Bonneteries de soie,10000,
764,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Dentelles,55000,
765,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Draperies,5000,
766,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Etoffes de laine,11000,
767,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Etoffes de soie,197000,
768,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Mouchoirs divers en fil et coton,11000,
769,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Rubannerie de soie,15000,
770,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Toiles de lin et de chanvre,33000,
771,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Toiles de coton,1000,
772,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Toiles de fil et coton,11000,
773,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Objets manufacturés réunis,6000,
774,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Merceries,12000,
775,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Gants de peau,1000,
776,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Habillemens et lingerie,15000,
777,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Faïence et poterie,1000,
778,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Horlogerie,13000,
779,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Meubles et glaces,8000,
780,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Tableaux et estampes,13000,
781,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Quincaillerie,4000,
782,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Parfumerie,34000,
783,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Savons,26000,
784,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Verrerie,4000,
785,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Porcelaine,16000,
786,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Bijouterie,20000,
787,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Librairie,7000,
788,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Ouvrages de cuir en cordonnerie et sellerie,1000,
789,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Ouvrages divers en bois,1000,
790,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Ouvrages de cuivre doré et argenté,2000,
791,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Ouvrages de modes et fleurs artificielles,23000,
792,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Peaux et pelleteries,75000,
793,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Papiers à écrire,31000,
794,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Articles d'industrie réunis,280000,
795,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Merceries,1000,
