numrodeligne,dataentryby,source,SourecPath,SourceType,year,Exportations/Importations,Pays d'origine,marchandises,value
751,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Faïence et poterie,33244
752,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Horlogerie,21692
753,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Esprit de vin,47350
754,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Meubles et glaces,31825
755,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Tableaux et estampes,13700
756,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Quincaillerie,130816
757,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Parfumerie,4630
758,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Savons,2322
759,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Verrerie,125147
760,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Porcelaine,4760
761,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Bijouterie,20190
762,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Dorures fines,36050
763,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Librairie,53212
764,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Ouvrages de cuir en cordonnerie et sellerie,32770
765,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Ouvrages divers en bois,21024
766,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Ouvrages de modes et fleurs artificielles,151316
767,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Passementerie,93000
768,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Peaux et pelleteries,18137
769,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Etrurie,Articles d'industrie réunis,374700
770,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Mules et mulets,13680
771,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Anes,3400
772,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Cuivre,53580
773,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Fers,10284
774,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Autres métaux,19017
775,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Bonneteries diverses,381560
776,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Bonneteries de soie,104600
777,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Chapellerie,805410
778,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Dentelles,125750
779,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Draperies,1475040
780,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Etoffes diverses,5151630
781,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Etoffes de coton,1248936
782,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Etoffes de laine,3413052
783,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Etoffes de soie,3679500
784,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Etoffes mélangées de ces matières,854800
785,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,"Gazes, crèpes et mouchoirs de soie",156000
786,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Mouchoirs divers en fil et coton,65800
787,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Rubannerie de soie,473799
788,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Rubannerie ordinaire,28300
789,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Toiles de lin et de chanvre,1116562
790,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Toiles de coton,140650
791,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Toiles de fil et coton,27584
792,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Mousselines,121840
793,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Objets manufacturés réunis,39816
794,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Merceries,943848
795,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Gants de peau,176442
796,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Habillements et lingerie,595195
797,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Faïence et poterie,40321
798,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Horlogerie,402237
799,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Esprit de vin,600
800,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Meubles et glaces,133353
801,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Tableaux et estampes,69020
802,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Quincaillerie,103799
803,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Parfumerie,48680
804,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Savons,144514
805,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Verrerie,22255
806,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Porcelaine,116228
807,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Bijouterie,463838
808,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Dorures fines,273365
809,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Librairie,199830
810,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Ouvrages de cuir en cordonnerie et sellerie,143971
811,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Ouvrages divers en bois,121193
812,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Ouvrages de cuivre doré et argenté,89666
813,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Ouvrages de modes et fleurs artificielles,380025
814,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Passementerie,254200
815,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Peaux et pelleteries,338605
816,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume d'Italie,Articles d'industrie réunis,470973
817,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Cuivre,15245
818,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Fers,350
819,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Autres métaux,3690
820,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Bonneteries diverses,93141
821,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Bonneteries de soie,34500
822,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Chapellerie,6315
823,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Dentelles,1560
824,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Draperies,556900
825,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Etoffes de coton,5640
826,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Etoffes de soie,431012
827,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,"Gazes, crèpes et mouchoirs de soie",193400
828,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Mouchoirs divers en fil et coton,3200
829,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Rubannerie de soie,5008
830,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Rubannerie ordinaire,3300
831,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Toiles de lin et de chanvre,36120
832,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Toiles de coton,13492
833,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Toiles de fil et coton,3570
834,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Mousselines,2540
835,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Objets manufacturés réunis,480
836,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Merceries,42036
837,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Habillements et lingerie,8903
838,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Faïence et poterie,9802
839,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Horlogerie,6294
840,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Meubles et glaces,21118
841,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Tableaux et estampes,1300
842,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Quincaillerie,95913
843,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Parfumerie,1696
844,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Savons,570
845,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Verrerie,63343
846,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Porcelaine,1062
847,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Bijouterie,18100
848,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Dorures fines,7390
849,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Librairie,650
850,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Ouvrages de cuir en cordonnerie et sellerie,7480
851,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Ouvrages divers en bois,2800
852,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Ouvrages de cuivre doré et argenté,470
853,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Ouvrages de modes et fleurs artificielles,3806
854,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Passementerie,70900
855,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire Ottoman et Barbarie,Articles d'industrie réunis,126071
856,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Cuivre,2485
857,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Fers,19171
858,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Autres métaux,1858
859,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Chapellerie,2110
860,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Dentelles,2200
861,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Draperies,23296
862,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Etoffes de laine,5760
863,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Etoffes de soie,267700
864,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Etoffes mélangées de ces matières,12650
865,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,"Gazes, crèpes et mouchoirs de soie",6500
866,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Rubannerie de soie,18180
867,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Toiles de lin et de chanvre,10696
868,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Toiles de coton,1500
869,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Merceries,23262
870,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Gants de peau,1722
871,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Habillements et lingerie,20997
872,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Horlogerie,6740
873,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Meubles et glaces,10158
874,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Tableaux et estampes,3975
875,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Quincaillerie,19773
876,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Verrerie,48800
877,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Bijouterie,1914
878,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Dorures fines,8800
879,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Librairie,11821
880,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Ouvrages de cuir en cordonnerie et sellerie,4888
881,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Ouvrages divers en bois,4180
882,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Ouvrages de cuivre doré et argenté,7080
883,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Ouvrages de modes et fleurs artificielles,72849
884,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Passementerie,4200
885,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Peaux et pelleteries,9633
886,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Naples,Articles d'industrie réunis,45794
887,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Cuivre,6655
888,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Fers,152179
889,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Autres métaux,8315
890,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Bonneteries diverses,12408
891,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Bonneteries de soie,37300
892,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Chapellerie,18766
893,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Dentelles,4553
894,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Draperies,525950
895,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Etoffes de coton,68040
896,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Etoffes de laine,5844
897,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Etoffes de soie,223700
898,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,"Gazes, crèpes et mouchoirs de soie",2300
899,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Rubannerie de soie,441504
900,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Toiles de lin et de chanvre,126050
901,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Toiles de coton,108672
902,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Toiles de fil et coton,217008
903,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Mousselines,77280
904,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Objets manufacturés réunis,1314
905,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Merceries,50160
906,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Habillements et lingerie,3810
907,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Faïence et poterie,37465
908,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Horlogerie,800
909,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Meubles et glaces,13131
910,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Quincaillerie,44060
911,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Parfumerie,1230
912,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Savons,1160
913,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Verrerie,55573
914,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Bijouterie,1766
915,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Librairie,1530
916,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Ouvrages de cuir en cordonnerie et sellerie,9006
917,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Ouvrages divers en bois,4703
918,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Ouvrages de modes et fleurs artificielles,26125
919,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Passementerie,3080
920,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Royaume de Sardaigne,Articles d'industrie réunis,31813
921,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Bonneteries de soie,3000
922,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Dentelles,5000
923,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Etoffes de laine,6600
924,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Etoffes de soie,49000
925,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Rubannerie de soie,25100
926,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Toiles de lin et de chanvre,4215
927,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Merceries,6630
928,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1807.csv,Résumé,1807,Exports,Empire d'Autriche,Gants de peau,1680
