Data entry by,Source,Year,Sheet,Marchandises,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,Classes,Sections
Fatima zahra,,1789,6,Manne,République de Gènes,14 000,,266 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Manne,Royaume de Naples,235 000,,266 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Quinquina,Royaume d'Espagne,127 000,,136 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Quinquina,Angleterre,9 000,,136 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Ipécacuanha,,,,,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Jus de réglisse,Royaume d'Espagne,23 000,,188 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Jus de réglisse,Milanie Toscane,24 000,,188 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Jus de réglisse,Royaume de Naples,141 000,,188 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Safran,Royaume d'Espagne,13 000,,21 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Safran,République de Gènes,8 000,,21 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Sené,Milanie Toscane,99 000,,329 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Sené,République de Gènes,20 000,,329 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Sené,Empire Ottoman et Barbarie,204 000,,329 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Sené,Colonies Françaises,6 000,,329 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Salsepareille,Royaume d'Espagne,137 000,,213 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Salsepareille,Royaume de Portugal,76 000,,213 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Drogues réunies,Royaume d'Espagne,137 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Drogues réunies,Hollande,88 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Drogues réunies,Villes Anséatiques,8 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Drogues réunies,Milanie Toscane,17 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Drogues réunies,République de Gènes,22 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Drogues réunies,Empire Ottoman et Barbarie,22 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Drogues réunies,Royaume de Naples,29 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Drogues réunies,Empire d'Autriche,36 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Drogues réunies,Royaume de Portugal,23 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Drogues réunies,Angleterre,93 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,7,Drogues réunies,Colonies Françaises,98 000,,573 000,,1 726 000,,Drogues midicinales,
Fatima zahra,,1789,6,Gommes diverses,Hollande,21 000,,3 100 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Gommes diverses,Milanie Toscane,9 000,,3 100 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Gommes diverses,République de Gènes,9 000,,3 100 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Gommes diverses,Empire Ottoman et Barbarie,764 000,,3 100 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,7,Gommes diverses,Angleterre,51 000,,3 100 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,7,Gommes diverses,Colonies Françaises,2 246 000,,3 100 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Sels chimiques,Hollande,23 000,,65 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Sels chimiques,Empire Ottoman et Barbarie,24 000,,65 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,7,Sels chimiques,Empire d'Autriche,18 000,,65 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Drogues réunies,Hollande,59 000,,787 000,,3 952 000,Le total devrait être 785 000,Drogues diverses,
Fatima zahra,,1789,6,Drogues réunies,Etats d'Allemagne,23 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Drogues réunies,Villes Anséatiques,25 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Drogues réunies,Royaume de Suède,19 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Drogues réunies,Milanie Toscane,59 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Drogues réunies,République de Gènes,70 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Drogues réunies,Empire Ottoman et Barbarie,404 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,7,Drogues réunies,Royaume de Naples,65 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,7,Drogues réunies,Royaume de Sardaigne,19 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,7,Drogues réunies,Empire d'Autriche,17 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,7,Drogues réunies,Angleterre,25 000,,787 000,,3 952 000,,Drogues diverses,
Fatima zahra,,1789,6,Monnaies étrangères et lingots,Royaume d'Espagne,55 142 000,,59 951 000,,59 951 000,,Matières d'or et d'argent,
Fatima zahra,,1789,6,Monnaies étrangères et lingots,République de Suisse,9 000,,59 951 000,,59 951 000,,Matières d'or et d'argent,
Fatima zahra,,1789,7,Monnaies étrangères et lingots,Colonies Françaises,4 800 000,,59 951 000,,59 951 000,,Matières d'or et d'argent,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Royaume d'Espagne,231 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Hollande,191 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Royaume de Prusse,57 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Etats d'Allemagne,115 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,République de Suisse,98 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Etats-Unis d'Amérique,34 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Villes Anséatiques,114 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Royaume de Danemark,63 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Royaume de suède,78 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Milanie Toscane,91 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,République de Gènes,117 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,6,D'une valeur moindre de 2000 fr chacun,Empire Ottoman et Barbarie,60 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Royaume de Naples,60 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Royaume de Sardaigne,158 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Empire d'Autriche,224 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Empire de Russie,44 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Royaume de Portugal,54 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Etats de Rome,33 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Angleterre,212 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,République de Venise,18 000,,2 175 000,,2 175 000,,Articles réunis,
Fatima zahra,,1789,7,D'une valeur moindre de 2000 fr chacun,Colonies Françaises,123 000,,2 175 000,,2 175 000,,Articles réunis,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
,,1789,,,,,,,,,,,
