numrodeligne,datantryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
2406,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,Peaux pelleteries ouvrées,900
2407,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,Plumes d'autruche et autres de parure,19700
2408,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,Porcelaine,93300
2409,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,Quincaillerie diverse,500
2410,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,Savons,32400
2411,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,"Verrerie, cristaux",7800
2412,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,Verrerie ordinaire,30900
2413,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,"Verrerie bouteilles pleines, vides, et dames-jeannes",184400
2414,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire de Russie,Voitures,4000
2415,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ardoises,2200
2416,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Argenterie et orfèvrerie en vermeil,82400
2417,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Armes,19900
2418,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Bijouterie en perles et pierres fines montées et non montées,36400
2419,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Bouchons de liège,31400
2420,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Bougie,400
2421,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Cartes à jouer,500
2422,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Carton ouvré et en feuilles,6500
2423,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Chandelle,88800
2424,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Corail brut et taillé, non monté",7200
2425,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Cordages de chanvre,39800
2426,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Embarcations et autres objets de marine,5500
2427,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Faïence,2900
2428,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Faïence poterie de grès et de terre,16400
2429,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Glaces et miroirs,47400
2430,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Habillements, lingerie et effets militaires",81300
2431,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Horlogerie,33000
2432,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Instrumens pour les sciences et les arts,21500
2433,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Instrumens de musique,31400
2434,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Librairie,137800
2435,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Mercerie commune,220100
2436,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Mercerie Bimbeloterie,26900
2437,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Mercerie fine,34800
2438,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Meubles,22400
2439,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Objets d'arts, histoire naturelle, peinture et gravue",22200
2440,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de bois simple et doré,3600
2441,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Ouvrages de vannerie, de bois et d'osier",500
2442,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de coutellerie,1300
2443,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de cuir et cordonnerie,30500
2444,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages en harnois et sellerie,18000
2445,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Ouvrages en cuivre doré, argenté, plaqué",83500
2446,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de modes,417000
2447,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de modes fleurs artificielles,48000
2448,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de passementerie ordinaire,18000
2449,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de peaux diverses,37600
2450,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de peaux gants,844600
2451,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de sparterie en tissus divers,47900
2452,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Ouvrages de tabletterie,26100
2453,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Ouvrages en terre cuite, briques, tuiles, carreaux, pipes",16900
2454,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Papiers à écrire,52400
2455,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Papiers peints,270200
2456,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Papiers musique gravée,1200
2457,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Parasols et parapluies,30400
2458,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Parfumeries diverses,146100
2459,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Parfumeries eaux de senteur,84500
2460,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Parfumeries huiles et essences,15000
2461,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Peaux pelleteries ouvrées,2000
2462,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Plumes d'autruche et autres de parure,59900
2463,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Plumes à écrire et à lit,2100
2464,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Porcelaine,107100
2465,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Quincaillerie diverse,1500
2466,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Savons,192200
2467,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Verrerie, cristaux",33200
2468,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Verrerie ordinaire,64800
2469,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,"Verrerie bouteilles pleines, vides, et dames-jeannes",160500
2470,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Voitures,4100
2471,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats-Unis d'Amérique,Articles réunis,1800
2472,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Amidon,800
2473,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Argenterie et orfèvrerie en vermeil,19000
2474,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Armes,285000
2475,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Bijouterie en perles et pierres fines montées et non montées,23900
2476,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Bouchons de liège,800
2477,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Bougie,900
2478,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Caractères d'imprimerie,1800
2479,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Cartes à jouer,4900
2480,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Carton ouvré et en feuilles,3700
2481,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,"Corail brut et taillé, non monté",28000
2482,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Faïence,4900
2483,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Faïence poterie de grès et de terre,13400
2484,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Glaces et miroirs,23100
2485,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,"Habillements, lingerie et effets militaires",10300
2486,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Horlogerie,42600
2487,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Instrumens pour les sciences et les arts,21800
2488,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Instrumens de musique,2400
2489,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Librairie,29300
2490,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Mercerie commune,61100
2491,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Mercerie Bimbeloterie,2400
2492,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Mercerie fine,7300
2493,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Meubles,39700
2494,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,"Objets d'arts, histoire naturelle, peinture et gravue",4500
2495,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de bois simple et doré,8500
2496,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de coutellerie,14200
2497,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages en harnois et sellerie,3700
2498,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,"Ouvrages en cuivre doré, argenté, plaqué",24100
2499,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de modes,38700
2500,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de modes fleurs artificielles,2300
2501,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de passementerie ordinaire,3700
2502,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de peaux diverses,11700
2503,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de peaux gants,2500
2504,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Ouvrages de tabletterie,3600
2505,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Papiers à écrire,117500
2506,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Papiers peints,3900
2507,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Parasols et parapluies,12100
2508,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Parfumeries diverses,33200
2509,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Peaux brutes et apprétées,10700
2510,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Peaux pelleteries ouvrées,8000
2511,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Pierres à fusils,1000
2512,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,"Pierres en grès taillés, meules",8900
2513,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Plumes à écrire et à lit,600
2514,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Porcelaine,22500
2515,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Quincaillerie diverse,5400
2516,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Quincaillerie cardes à carder,7100
2517,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Quincaillerie fil de fer,8000
2518,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Savons,44400
2519,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,"Verrerie, cristaux",2100
2520,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Verrerie ordinaire,290200
2521,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,"Verrerie bouteilles pleines, vides, et dames-jeannes",51600
2522,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Voitures,4700
2523,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Empire Ottoman,Articles réunis,500
2524,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Argenterie et orfèvrerie en vermeil,56600
2525,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Armes,55600
2526,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Bijouterie en perles et pierres fines montées et non montées,86000
2527,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Bouchons de liège,15100
2528,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Bougie,23200
2529,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Cartes à jouer,4300
2530,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Carton ouvré et en feuilles,1800
2531,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Chandelle,60000
2532,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Colle forte,900
2533,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Corail brut et taillé, non monté",23000
2534,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Cordages de chanvre,33000
2535,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Embarcations et autres objets de marine,600
2536,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Faïence,32400
2537,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Faïence poterie de grès et de terre,17600
2538,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Glaces et miroirs,30000
2539,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Habillements, lingerie et effets militaires",37600
2540,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Horlogerie,53200
2541,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Instrumens pour les sciences et les arts,7800
2542,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Instrumens de musique,15400
2543,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Librairie,59000
2544,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Mercerie commune,173100
2545,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Mercerie Bimbeloterie,29100
2546,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Mercerie fine,68000
2547,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Meubles,75100
2548,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Objets d'arts, histoire naturelle, peinture et gravue",28500
2549,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de bois simple et doré,13000
2550,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de coutellerie,16400
2551,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de cuir et cordonnerie,504100
2552,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages en harnois et sellerie,93400
2553,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Ouvrages en cuivre doré, argenté, plaqué",84000
2554,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de modes,88300
2555,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de modes fleurs artificielles,12000
2556,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de peaux diverses,4500
2557,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de peaux gants,30600
2558,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Ouvrages de tabletterie,14400
2559,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Ouvrages en terre cuite, briques, tuiles, carreaux, pipes",117000
2560,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Papiers à écrire,26700
2561,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Papiers peints,5300
2562,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Papiers musique gravée,1500
2563,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Parasols et parapluies,158700
2564,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Parfumeries diverses,180900
2565,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Parfumeries eaux de senteur,158800
2566,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Peaux brutes et apprétées,124800
2567,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Peaux pelleteries ouvrées,2000
2568,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Plumes d'autruche et autres de parure,8600
2569,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Plumes à écrire et à lit,1400
2570,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Porcelaine,74600
2571,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Quincaillerie diverse,17200
2572,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Quincaillerie clous de fer,12400
2573,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Savons,74400
2574,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Verrerie, cristaux",19000
2575,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Verrerie ordinaire,169800
