numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
363,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Origine Inconnue,Eaux-de-vie et liqueurs,500
364,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Origine Inconnue,Vins ordinaires divers,1300
365,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Origine Inconnue,Cacao,500
366,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Origine Inconnue,Café,10100
367,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Origine Inconnue,Sucres,31300
368,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Origine Inconnue,Coton en masse,146900
369,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Origine Inconnue,Soies filoselle et bourre de soie,3900
370,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Agarie amadouvier, brut et préparé",23400
371,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Baleine,600
372,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Bois de construction,23800
373,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Bois sciés en planches,1100
374,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Bois feuillards,1800
375,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Bois merrains,22700
376,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Bois des îles et des Indes, d'ébénisterie",4300
377,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Bois de teinture,318400
378,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Brai, goudron, galipot et résine",1400
379,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Cendres potasse, védasse et gravelée",15700
380,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Cendres soudes, natron et salin",552600
381,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Charbon de terre et de bois,45400
382,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Cire jaune brute,1000
383,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Crin,1900
384,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Cuirs non apprêtés,515000
385,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Dents d'éléphant,16900
386,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Ecaille,60700
387,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Fourrages,1800
388,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Graines grasses de chanvre, colza, lin et rabette",400
389,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Graines de jardin et autres,1200
390,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Graines de prairie, trèfle et luzerne",2000
391,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Huile d'olive pour fabrique,13237100
392,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Huile de graines,3400
393,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Huile de poisson,23400
394,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Matériaux de construction ; chaux, pierres, plâtre, ardoise, ciment, sable, terre pozzolane",900
395,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Nacre de perle,15400
396,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Oreillons,14600
397,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Rogues de poisson,400
398,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Sparterie brute en auffe, joncs et roseaux",200100
399,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Suif,29000
400,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Tabacs en feuilles et en côtes,3500
401,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Articles réunis,116100
402,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,"Alquifoux, mine de plomb ou graphite",620600
403,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Alun,3600
404,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Céruse,3800
405,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Cochenille,2384300
406,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Garance et alizari,400
407,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Indigo,1665600
408,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Jus de citron,5700
409,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Noix de gale et gales légères,1300
410,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Safranum,305000
411,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Sumac,106900
412,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume d'Espagne et ses colonies,Articles réunis,10200
413,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Baleine,18500
414,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,"Bois des îles et des Indes, d'ébénisterie",30400
415,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Bois de teinture,36800
416,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Crin,120900
417,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Cuirs non apprêtés,2891900
418,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Dents d'éléphant,18300
419,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Ecaille,31400
420,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Huile d'olive pour fabrique,311300
421,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Nacre de perle,3400
422,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Oreillons,1300
423,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Suif,57200
424,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Articles réunis,42000
425,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,"Crayons fins en pastel, laque fine et lack-lack des Indes",4800
426,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Indigo,941500
427,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Sumac,6300
428,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Portugal et ses colonies,Articles réunis,9700
429,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Agarie amadouvier, brut et préparé",30700
430,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Bois à brûler,3600
431,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Bois de construction,20600
432,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Bois sciés en planches,152700
433,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Bois feuillards,128400
434,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Bois merrains,19900
435,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Bois des îles et des Indes, d'ébénisterie",7800
436,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Bois de teinture,62300
437,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Brai, goudron, galipot et résine",600
438,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Cendres potasse, védasse et gravelée",8900
439,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Cendres soudes, natron et salin",85000
440,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Charbon de terre et de bois,9400
441,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Cire jaune brute,26200
442,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Crin,800
443,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Cuirs non apprêtés,22100
444,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Fourrages,18800
445,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Graines grasses de chanvre, colza, lin et rabette",31100
446,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Graines de jardin et autres,26500
447,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Graines de prairie, trèfle et luzerne",12000
448,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Huile d'olive pour fabrique,9084700
449,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Huile de faine et de noix,121600
450,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Huile de graines,400
451,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Huile de poisson,400
452,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Marbre et albâtre brut et poli,83600
453,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Matériaux de construction ; chaux, pierres, plâtre, ardoise, ciment, sable, terre pozzolane",20200
454,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Nacre de perle,3000
455,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Oreillons,33000
456,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Salpètre,9000
457,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Soufre,49900
458,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Sparterie brute en auffe, joncs et roseaux",1300
459,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Suif,64600
460,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Tabacs en feuilles et en côtes,209000
461,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Articles réunis,41600
462,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Alquifoux, mine de plomb ou graphite",11500
463,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Alun,350500
464,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Avélanèdes,25900
465,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Céruse,3200
466,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Cochenille,11100
467,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,"Crayons fins en pastel, laque fine et lack-lack des Indes",3000
468,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Curcuma,600
469,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Garance et alizari,32500
470,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Jus de citron,10200
471,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Noix de gale et gales légères,44900
472,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Safranum,5000
473,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Sumac,49200
474,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Vermillon et cinabre,1400
475,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Royaume de Sardaigne,Articles réunis,12800
476,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,"Agarie amadouvier, brut et préparé",4500
477,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Bois de construction,13700
478,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Bois sciés en planches,5400
479,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Bois merrains,224900
480,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,"Bois ouvrés, divers",300
481,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Bois de teinture,1100
482,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,"Brai, goudron, galipot et résine",500
483,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,"Cendres potasse, védasse et gravelée",666000
484,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,"Cendres soudes, natron et salin",54100
485,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Cire jaune brute,400
486,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Crin,2200
487,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Cuirs non apprêtés,158500
488,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Ecaille,24000
489,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Fourrages,500
490,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Huile d'olive pour fabrique,1643700
491,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Marbre et albâtre brut et poli,62600
492,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,"Matériaux de construction ; chaux, pierres, plâtre, ardoise, ciment, sable, terre pozzolane",10800
493,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Nacre de perle,6500
494,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Oreillons,1300
495,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Soufre,21000
496,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Suif,472800
497,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Tabacs en feuilles et en côtes,42700
498,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Alun,8300
499,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Avélanèdes,198800
500,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,"Crayons fins en pastel, laque fine et lack-lack des Indes",300
501,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Curcuma,1500
502,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Garance et alizari,159800
503,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Graine jaune d'Avignon ou nerprun,9200
504,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Indigo,12800
505,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Jus de citron,7500
506,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Noix de gale et gales légères,408300
507,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Safranum,4200
508,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Sumac,64000
509,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Italie,Articles réunis,9500
510,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,"Agarie amadouvier, brut et préparé",7200
511,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Bois feuillards,4000
512,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Bois merrains,46300
513,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,"Bois ouvrés, divers",500
514,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,"Cendres potasse, védasse et gravelée",55300
515,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,"Cendres soudes, natron et salin",4400
516,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Cire jaune brute,2700
517,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Cuirs non apprêtés,4300
518,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Graines de jardin et autres,10300
519,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,"Graines de prairie, trèfle et luzerne",1400
520,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Huile d'olive pour fabrique,4649000
521,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Marbre et albâtre brut et poli,2300
522,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Oreillons,7400
523,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Soufre,1631000
524,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Suif,142400
525,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Articles réunis,4500
526,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Curcuma,800
527,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Garance et alizari,400
528,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Jus de citron,278600
529,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Noix de gale et gales légères,114500
530,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Sumac,205300
531,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Naples et Sicile,Articles réunis,32100
532,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Etats de Rome,Bois merrains,54300
533,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Etats de Rome,"Matériaux de construction ; chaux, pierres, plâtre, ardoise, ciment, sable, terre pozzolane",15600
534,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Etats de Rome,Alun,96600
535,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Angleterre et ses colonies de l'Inde,Baleine,609700
536,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Angleterre et ses colonies de l'Inde,Bois de construction,1900
537,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Importations,Angleterre et ses colonies de l'Inde,Bois sciés en planches,5000
