numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
532,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Carrouges,Italie,3825,,,,,0
533,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Cartons,Hollande,161.5,,,,,0
534,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Carubis,Italie,10,,,30,,0
535,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Carubis,Savoye,20,,,30,,0
536,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Cascarilles,Espagne,17840,,,,,0
537,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Casse drogues,Hollande,44.099998,,,,,0
538,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Cassialignea,Hollande,2052.3999,,,,,0
539,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Caves garnies,Hollande,18676.301,,,,,0
540,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Cauris,Hollande,108325,,,,,0
541,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,25,Cazé,Flandre,165,,,,,0
542,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cedra,Italie,140,,,171,,0
543,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cedra,Portugal,6,,,171,,0
544,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cedra,Savoye,25,,,171,,0
545,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Ceintures,Allemagne,110,,,8110,,0
546,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Ceintures,Espagne,8000,,,8110,,0
547,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; bleue,Hollande,2052,,,592943.75,,0
548,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; casseau,Danemark,3640,92255,,592943.75,,0
549,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; casseau,Nord,37111,92255,,592943.75,,0
550,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; casseau,Suede,51504,92255,,592943.75,,0
551,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; commune,Espagne,135669,449259,,592943.75,,0
552,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; commune,Italie,169030,449259,,592943.75,,0
553,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; commune,Levant,144560,449259,,592943.75,,0
554,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; d'orphevre,Flandre,750,,,592943.75,,0
555,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; de plomb,Allemagne,4267.2002,4268.70019531,,592943.75,,0
556,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; de plomb,Angleterre,1.5,4268.70019531,,592943.75,,0
557,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; potasse,Allemagne,8487.5996,43135.0507812,,592943.75,,0
558,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; potasse,Hollande,15863.95,43135.0507812,,592943.75,,0
559,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; potasse,Nord,18783.5,43135.0507812,,592943.75,,0
560,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cendre ; vedasse,Allemagne,1224,,,592943.75,,0
561,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cercles ; à tamis,Savoye,154.60001,,,68768.203125,,0
562,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cercles ; à tonneaux,Allemagne,11304.4,68613.6015625,,68768.203125,,0
563,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cercles ; à tonneaux,Angleterre,9,68613.6015625,,68768.203125,,0
564,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cercles ; à tonneaux,Espagne,450,68613.6015625,,68768.203125,,0
565,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cercles ; à tonneaux,Flandre,455,68613.6015625,,68768.203125,,0
566,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cercles ; à tonneaux,Italie,55895.199,68613.6015625,,68768.203125,,0
567,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cercles ; à tonneaux,Savoye,500,68613.6015625,,68768.203125,,0
568,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,26,Cerizes,Allemagne,87,,,,,0
569,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Ceruze,Hollande,231855.3,,,,,0
570,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; fumée,Flandre,67.599998,1862,,3527.85009766,,0
571,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; fumée,Nord,1794.4,1862,,3527.85009766,,0
572,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; salée,Allemagne,755.20001,1665.84997559,,3527.85009766,,0
573,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; salée,Angleterre,98.699997,1665.84997559,,3527.85009766,,0
574,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; salée,Espagne,31,1665.84997559,,3527.85009766,,0
575,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; salée,Flandre,121.65,1665.84997559,,3527.85009766,,0
576,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; salée,Hollande,221.89999,1665.84997559,,3527.85009766,,0
577,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; salée,Savoye,400.39999,1665.84997559,,3527.85009766,,0
578,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chair ; salée,Suisse,37,1665.84997559,,3527.85009766,,0
579,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chaises ; de commodité,Hollande,1488,,,1776,,0
580,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chaises ; de paille,Hollande,288,,,1776,,0
581,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Champignons,Flandre,20,,,1700,,0
582,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Champignons,Savoye,1680,,,1700,,0
583,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chandelle,Allemagne,1897.95,,,105062.046875,,0
584,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chandelle,Angleterre,92276.75,,,105062.046875,,0
585,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chandelle,Flandre,32,,,105062.046875,,0
586,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chandelle,Hollande,1140,,,105062.046875,,0
587,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chandelle,Italie,8958,,,105062.046875,,0
588,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,27,Chandelle,Savoye,757.34998,,,105062.046875,,0
589,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Allemagne,120,1755119,,1756041,,0
590,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Angleterre,.60000002,1755119,,1756041,,0
591,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Danemark,3455.25,1755119,,1756041,,0
592,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Espagne,18943.199,1755119,,1756041,,0
593,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Hollande,132355.91,1755119,,1756041,,0
594,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Italie,108129,1755119,,1756041,,0
595,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Levant,13754,1755119,,1756041,,0
596,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Nord,131610.5,1755119,,1756041,,0
597,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Russie,1228106.3,1755119,,1756041,,0
598,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Savoye,55644.25,1755119,,1756041,,0
599,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; cru,Suede,63000,1755119,,1756041,,0
600,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; peigné,Allemagne,639,922,,1756041,,0
601,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; peigné,Hollande,238,922,,1756041,,0
602,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; peigné,Italie,36,922,,1756041,,0
603,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,28,Chanvre ; peigné,Savoye,9,922,,1756041,,0
604,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapeaux ; de laine,Espagne,19.5,22.5,,5444.5,,0
605,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapeaux ; de laine,Flandre,3,22.5,,5444.5,,0
606,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapeaux ; de paille,Allemagne,1449,5422,,5444.5,,0
607,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapeaux ; de paille,Italie,2800,5422,,5444.5,,0
608,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapeaux ; de paille,Suisse,1173,5422,,5444.5,,0
609,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapelets ; de bois,Allemagne,20,96,,96,,0
610,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapelets ; de bois,Espagne,24,96,,96,,0
611,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,29,Chapelets ; de bois,Italie,52,96,,96,,0
612,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de bois,Allemagne,60765,73614,,1447840.375,,0
613,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de bois,Espagne,75,73614,,1447840.375,,0
614,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de bois,Italie,12742,73614,,1447840.375,,0
615,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de bois,Savoye,16,73614,,1447840.375,,0
616,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de bois,Suisse,16,73614,,1447840.375,,0
617,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de terre,Allemagne,7023,1374226.375,,1447840.375,,0
618,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de terre,Angleterre,334758.16,1374226.375,,1447840.375,,0
619,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de terre,Danemark,2960,1374226.375,,1447840.375,,0
620,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de terre,Flandre,912224.25,1374226.375,,1447840.375,,0
621,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de terre,Hollande,109839,1374226.375,,1447840.375,,0
622,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de terre,Isles,5598,1374226.375,,1447840.375,,0
623,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Charbon ; de terre,Nord,1824,1374226.375,,1447840.375,,0
624,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chariots,Allemagne,350,,,,,0
625,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chasselas,Hollande,13203,,,,,0
626,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chataignes,Espagne,1849.8,,,32383.4003906,,0
627,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chataignes,Italie,28988.65,,,32383.4003906,,0
628,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chataignes,Savoye,1229.95,,,32383.4003906,,0
629,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chataignes,Suisse,315,,,32383.4003906,,0
630,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chauffepieds,Hollande,12,,,,,0
631,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chaussettes de fil,Flandre,72,,,108,,0
632,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chaussettes de fil,Hollande,36,,,108,,0
633,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chaux,Allemagne,284.5,,,2341.75,,0
634,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,30,Chaux,Flandre,2057.25,,,2341.75,,0
635,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chemises ; communes,Allemagne,212,248,,248,,0
636,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chemises ; communes,Flandre,36,248,,248,,0
637,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Allemagne,14050,,,385685,,0
638,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Angleterre,160000,,,385685,,0
639,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Danemark,1585,,,385685,,0
640,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Espagne,900,,,385685,,0
641,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Flandre,16620,,,385685,,0
642,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Hollande,127810,,,385685,,0
643,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Italie,1400,,,385685,,0
644,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Savoye,55260,,,385685,,0
645,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevaux,Suisse,8060,,,385685,,0
646,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Cheveux,Allemagne,2000,,,9066,,0
647,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Cheveux,Espagne,4630,,,9066,,0
648,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Cheveux,Flandre,1056,,,9066,,0
649,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Cheveux,Italie,1100,,,9066,,0
650,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Cheveux,Savoye,100,,,9066,,0
651,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Cheveux,Suisse,180,,,9066,,0
652,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevres,Savoye,288,,,,,0
653,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevrons ; de chesne,Allemagne,93,,,1333.5,,0
654,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevrons ; de sapin,Hollande,10,1240.5,,1333.5,,0
655,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevrons ; de sapin,Nord,1080,1240.5,,1333.5,,0
656,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,31,Chevrons ; de sapin,Savoye,150.5,1240.5,,1333.5,,0
657,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chiens,Angleterre,1053,,,,,0
658,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Allemagne,6,,,12281.0996094,,0
659,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Angleterre,60,,,12281.0996094,,0
660,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Espagne,2565.8501,,,12281.0996094,,0
661,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Flandre,389.25,,,12281.0996094,,0
662,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Imports,32,Chocolat,Hollande,24,,,12281.0996094,,0
