numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
1136,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Faulx à faucher,Flandre,254.2,227483,,,0,,0
1137,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Faulx à faucher,Geneve,17355,227483,,,0,,0
1138,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Faulx à faucher,Hollande,346.9,227483,,,0,,0
1139,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Faulx à faucher,Nord,173959.4,227483,,,0,,0
1140,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Faulx à faucher,Savoye,1947,227483,,,0,,0
1141,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Faulx à faucher,Suisse,600,227483,,,0,,0
1142,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Fayance,Allemagne,623.7,25763,,,0,,0
1143,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Fayance,Espagne,10344,25763,,,0,,0
1144,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,60,Fayance,Flandre,31.3,25763,,,0,,0
1145,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fayance,Hollande,10352.6,25763,,,0,,0
1146,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fayance,Italie,4000,25763,,,0,,0
1147,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fayance,Nord,9,25763,,,0,,0
1148,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fayance,Savoye,300,25763,,,0,,0
1149,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fayance,Suisse,100,25763,,,0,,0
1150,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en bandes,Allemagne,100,2912566,,,0,,0
1151,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Allemagne,185702,2912566,1989705,,0,,0
1152,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Angleterre,4430.6,2912566,1989705,,0,,0
1153,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Danemark,3436.7,2912566,1989705,,0,,0
1154,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Espagne,865799.1,2912566,1989705,,0,,0
1155,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Flandre,150935.1,2912566,1989705,,0,,0
1156,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Geneve,348,2912566,1989705,,0,,0
1157,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Hollande,366734.3,2912566,1989705,,0,,0
1158,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Italie,10177,2912566,1989705,,0,,0
1159,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Nord,49043,2912566,1989705,,0,,0
1160,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Russie,7080,2912566,1989705,,0,,0
1161,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Savoye,808.5,2912566,1989705,,0,,0
1162,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,suede,345150.7,2912566,1989705,,0,,0
1163,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en barres,Suisse,60,2912566,1989705,,0,,0
1164,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en batteries,Allemagne,6957.5,2912566,7097,,0,,0
1165,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en batteries,Angleterre,139.4,2912566,7097,,0,,0
1166,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; battu,Allemagne,6300.3,2912566,9649,,0,,0
1167,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; battu,Flandre,2448.5,2912566,9649,,0,,0
1168,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; battu,Hollande,842.9,2912566,9649,,0,,0
1169,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; battu,Italie,15,2912566,9649,,0,,0
1170,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; battu,Savoye,6,2912566,9649,,0,,0
1171,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; battu,Suisse,36,2912566,9649,,0,,0
1172,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Allemagne,29059,2912566,256359,,0,,0
1173,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Espagne,6396,2912566,256359,,0,,0
1174,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Flandre,230,2912566,256359,,0,,0
1175,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Geneve,202.5,2912566,256359,,0,,0
1176,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Hollande,80475,2912566,256359,,0,,0
1177,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Italie,6120,2912566,256359,,0,,0
1178,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Nord,130276,2912566,256359,,0,,0
1179,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,Savoye,150,2912566,256359,,0,,0
1180,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; blanc,suede,3450,2912566,256359,,0,,0
1181,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en boites,Danemark,1350,2912566,,,0,,0
1182,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en casses,Suisse,491.3,2912566,,,0,,0
1183,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en cercles,Espagne,9360,2912566,173348,,0,,0
1184,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en cercles,Hollande,95137.89999999999,2912566,173348,,0,,0
1185,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en cercles,Italie,67725,2912566,173348,,0,,0
1186,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,61,Fer ; en cercles,Savoye,1125,2912566,173348,,0,,0
1187,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en chaises,Allemagne,4241.5,2912566,4254,,0,,0
1188,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en chaises,Flandre,1.2,2912566,4254,,0,,0
1189,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en chaises,Geneve,10,2912566,4254,,0,,0
1190,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en chaises,Hollande,1.5,2912566,4254,,0,,0
1191,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; coulé,Allemagne,2175.6,2912566,32011,,0,,0
1192,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; coulé,Angleterre,50.2,2912566,32011,,0,,0
1193,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; coulé,Danemark,7,2912566,32011,,0,,0
1194,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; coulé,Flandre,7341,2912566,32011,,0,,0
1195,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; coulé,Geneve,28.6,2912566,32011,,0,,0
1196,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; coulé,Hollande,22400.5,2912566,32011,,0,,0
1197,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; coulé,Savoye,8,2912566,32011,,0,,0
1198,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en mittieres,Hollande,594,2912566,,,0,,0
1199,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en écopes,Flandre,10.5,2912566,,,0,,0
1200,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en enclumes,Allemagne,218.8,2912566,539,,0,,0
1201,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en enclumes,Hollande,320.2,2912566,539,,0,,0
1202,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en essieux,Allemagne,18,2912566,,,0,,0
1203,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en étocks,Hollande,150,2912566,,,0,,0
1204,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en étrilles,Allemagne,78.8,2912566,,,0,,0
1205,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en étuves,Flandre,99,2912566,,,0,,0
1206,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en feuilles,Hollande,68868.89999999999,2912566,71569,,0,,0
1207,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en feuilles,suede,2700,2912566,71569,,0,,0
1208,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en fleaux,Hollande,75,2912566,,,0,,0
1209,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en grapins,Espagne,300,2912566,,,0,,0
1210,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en marmittes,Hollande,12,2912566,,,0,,0
1211,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; à moulins,Hollande,4267.5,2912566,,,0,,0
1212,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; noir,Allemagne,270,2912566,21703,,0,,0
1213,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; noir,Hollande,1077.5,2912566,21703,,0,,0
1214,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; noir,Nord,20355,2912566,21703,,0,,0
1215,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en outils,Hollande,379,2912566,,,0,,0
1216,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Allemagne,250.5,2912566,17107,,0,,0
1217,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Flandre,1057.5,2912566,17107,,0,,0
1218,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Geneve,6466.8,2912566,17107,,0,,0
1219,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Hollande,6895.8,2912566,17107,,0,,0
1220,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Italie,12.5,2912566,17107,,0,,0
1221,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Nord,187.5,2912566,17107,,0,,0
1222,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Savoye,864.3,2912566,17107,,0,,0
1223,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; ouvré,Suisse,1372,2912566,17107,,0,,0
1224,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en pelles,Allemagne,212.3,2912566,285,,0,,0
1225,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en pelles,Espagne,6.3,2912566,285,,0,,0
1226,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en pelles,Hollande,66,2912566,285,,0,,0
1227,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en plaques,Espagne,220,2912566,15911,,0,,0
1228,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en plaques,Hollande,4547.2,2912566,15911,,0,,0
1229,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en plaques,Nord,11144,2912566,15911,,0,,0
1230,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; plat,Espagne,12000.4,2912566,85028,,0,,0
1231,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; plat,Hollande,59579.8,2912566,85028,,0,,0
1232,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; plat,Russie,9022.5,2912566,85028,,0,,0
1233,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; plat,suede,4425.8,2912566,85028,,0,,0
1234,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en platines,Flandre,2996.6,2912566,,,0,,0
1235,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en poele à frire,Geneve,5911.2,2912566,29528,,0,,0
1236,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en poele à frire,Hollande,23617.3,2912566,29528,,0,,0
1237,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en poids,Hollande,570.6,2912566,,,0,,0
1238,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; guarré,suede,918.8,2912566,,,0,,0
1239,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; rond,Hollande,148482.6,2912566,,,0,,0
1240,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en serrares,Allemagne,35,2912566,35,,0,,0
1241,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en serrares,Espagne,0,2912566,35,,0,,0
1242,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taillanderie,Allemagne,11.3,2912566,,,0,,0
1243,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taule,Allemagne,551.6,2912566,24534,,0,,0
1244,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taule,Danemark,105,2912566,24534,,0,,0
1245,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taule,Flandre,1142.6,2912566,24534,,0,,0
1246,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taule,Hollande,20166.8,2912566,24534,,0,,0
1247,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taule,Nord,47.5,2912566,24534,,0,,0
1248,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taule,suede,2100,2912566,24534,,0,,0
1249,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; en taule,Suisse,420.6,2912566,24534,,0,,0
1250,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; caverges,Allemagne,2140.4,2912566,10240,,0,,0
1251,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; caverges,Espagne,212.5,2912566,10240,,0,,0
1252,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; caverges,Flandre,1993.6,2912566,10240,,0,,0
1253,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; caverges,Hollande,5893.6,2912566,10240,,0,,0
1254,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; vieux,Allemagne,95,2912566,2761,,0,,0
1255,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; vieux,Espagne,2060,2912566,2761,,0,,0
1256,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; vieux,Geneve,106.3,2912566,2761,,0,,0
1257,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Imports,63,Fer ; vieux,Hollande,355,2912566,2761,,0,,0
