Numéro de ligne,Data entry by,Source,Year,Import-Export,Sheet,Marchandises,Marchandise-Normalisée,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Total,Remarks
1 346,Annick Davis,Montbret 849,1772,Import,64,Plocq,,Angleterre,21 750,,,,,1 087,
1 347,Annick Davis,Montbret 849,1772,Import,64,Plomb ; en grenaille,,Hollande,35 020,9 255,10 755,,,1 260 017,
1 348,Annick Davis,Montbret 849,1772,Import,64,Plomb ; en grenaille,,Italie,7 500,1 500,10 755,,,1 260 017,
1 349,Annick Davis,Montbret 849,1772,Import,64,Plomb ; laminé,,Hollande,21 300,6 390,,,,1 260 017,
1 350,Annick Davis,Montbret 849,1772,Import,64,Plomb ; en planches,,Hollande,75 220,16 924,,,,1 260 017,
1 351,Annick Davis,Montbret 849,1772,Import,64,Plomb ; en rouleau,,Flandre,5 040,1 134,4 959,,,1 260 017,
1 352,Annick Davis,Montbret 849,1772,Import,64,Plomb ; en rouleau,,Nord,15 300,3 825,4 959,,,1 260 017,
1 353,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Allemagne,54 354,16 196,1 197 806,,,1 260 017,
1 354,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Angleterre,3 349 555,677 146,1 197 806,,,1 260 017,
1 355,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Espagne,195 660,39 132,1 197 806,,,1 260 017,
1 356,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Flandre,1 024 240,204 942,1 197 806,,,1 260 017,
1 357,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Hollande,837 074,169 436,1 197 806,,,1 260 017,
1 358,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Italie,31 190,6 238,1 197 806,,,1 260 017,
1 359,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Nord,362 283,75 499,1 197 806,,,1 260 017,
1 360,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en saumon,,Savoye,39 835,9 217,1 197 806,,,1 260 017,
1 361,Annick Davis,Montbret 849,1772,Import,65,Plomb ; en tables,,Hollande,77 278,23 183,,,,1 260 017,
1 362,Annick Davis,Montbret 849,1772,Import,65,Plumes ; d'aigledon,,Allemagne,1 855,37 100,43 332,,,251 843,
1 363,Annick Davis,Montbret 849,1772,Import,65,Plumes ; d'aigledon,,Hollande,,1 177,43 332,,,251 843,No quantity given
1 364,Annick Davis,Montbret 849,1772,Import,65,Plumes ; d'aigledon,,Nord,,5 055,43 332,,,251 843,No quantity given
1 365,Annick Davis,Montbret 849,1772,Import,65,Plumes ; d'autruche ; aprestées,,Allemagne,138,6 900,,,45 260,251 843,
1 366,Annick Davis,Montbret 849,1772,Import,65,Plumes ; d'autruche ; brutes,,Italie,3 932,19 660,38 360,,45 260,251 843,
1 367,Annick Davis,Montbret 849,1772,Import,65,Plumes ; d'autruche ; brutes,,Naples,3 740,18 700,38 360,,45 260,251 843,
1 368,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à écrire,,Hollande,10 188,24 368,84 339,,,251 843,
1 369,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à écrire,,Nord,39 981,59 971,84 339,,,251 843,
1 370,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à lin,,Allemagne,1 364,1 624,77 562,,,251 843,
1 371,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à lin,,Hollande,17 265,20 718,77 562,,,251 843,
1 372,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à lin,,Italie,5 650,1 412,77 562,,,251 843,
1 373,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à lin,,Naples,4 970,9 940,77 562,,,251 843,
1 374,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à lin,,Genes,1 000,2 000,77 562,,,251 843,
1 375,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à lin,,Nord,34 890,41 868,77 562,,,251 843,
1 376,Annick Davis,Montbret 849,1772,Import,65,Plumes ; à volans,,Hollande,675,1 350,,,,251 843,
1 377,Annick Davis,Montbret 849,1772,Import,65,Poil ; de chevrotin,,Flandre,5 560,1 112,,,,46 068,
1 378,Annick Davis,Montbret 849,1772,Import,65,Poil ; de lapin,,Naples,3 014,9 042,,,,46 068,
1 379,Annick Davis,Montbret 849,1772,Import,65,Poil ; de sanglier,,Hollande,2 595,2 076,35 914,,,46 068,
1 380,Annick Davis,Montbret 849,1772,Import,65,Poil ; de sanglier,,Nord,3 885,3 108,35 914,,,46 068,
1 381,Annick Davis,Montbret 849,1772,Import,65,Poil ; de sanglier,,Russie,34 145,30 730,35 914,,,46 068,
1 382,Annick Davis,Montbret 849,1772,Import,65,Poisson ; frais,,Allemagne,5 424,2 153,33 939,,,156 043,
1 383,Annick Davis,Montbret 849,1772,Import,65,Poisson ; frais,,Flandre,1 649,31 786,33 939,,,156 043,
1 384,Annick Davis,Montbret 849,1772,Import,65,Poisson ; salé,,Espagne,335 830,84 079,122 104,,,156 043,
1 385,Annick Davis,Montbret 849,1772,Import,65,Poisson ; salé,,Naples,8 000,2 000,122 104,,,156 043,
1 386,Annick Davis,Montbret 849,1772,Import,65,Poisson ; salé,,Genes,4 080,1 020,122 104,,,156 043,
1 387,Annick Davis,Montbret 849,1772,Import,65,Poisson ; salé,,Savoye,140 020,35 005,122 104,,,156 043,
1 388,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Espagne,2 670,2 647,,,,3 712 821,
1 389,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Flandre,64 820,100 471,,,,3 712 821,
1 390,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Hollande,2 251 132,2 722 404,,,,3 712 821,
1 391,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Genes,9 000,3 600,,,,3 712 821,
1 392,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Portugal,9 695,10 664,,,,3 712 821,
1 393,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Savoye,16 000,14 500,,,,3 712 821,
1 394,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Suède,4 200,4 200,,,,3 712 821,
1 395,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Indes,1 321,,,,,3 712 821,two quantities for Indes
1 396,Annick Davis,Montbret 849,1772,Import,66,Poivre ,,Indes,426 243,854 335,,,,3 712 821,two quantities for Indes
1 397,Annick Davis,Montbret 849,1772,Import,66,Poix,,Allemagne,33 619,8 367,,,,11 409,
1 398,Annick Davis,Montbret 849,1772,Import,66,Poix,,Espagne,22 130,1 744,,,,11 409,
1 399,Annick Davis,Montbret 849,1772,Import,66,Poix,,Hollande,9 967,1 298,,,,11 409,
1 400,Annick Davis,Montbret 849,1772,Import,66,Pomade,,Italie,1 215,2 430,,,,3 799,
1 401,Annick Davis,Montbret 849,1772,Import,66,Pomade,,Genes,913,1 369,,,,3 799,
1 402,Annick Davis,Montbret 849,1772,Import,66,Poncire,,Savoye,450,,,,,4 500,
1 403,Annick Davis,Montbret 849,1772,Import,66,Porcs ; gras,,Allemagne,2 494,121 010,1 306 600,,,1 325 009,
1 404,Annick Davis,Montbret 849,1772,Import,66,Porcs ; gras,,Espagne,6 539,392 140,1 306 600,,,1 325 009,
1 405,Annick Davis,Montbret 849,1772,Import,66,Porcs ; gras,,Flandre,1 009,50 086,1 306 600,,,1 325 009,
1 406,Annick Davis,Montbret 849,1772,Import,66,Porcs ; gras,,Savoye,20 519,738 684,1 306 600,,,1 325 009,
1 407,Annick Davis,Montbret 849,1772,Import,66,Porcs ; gras,,Suisse,130,4 680,1 306 600,,,1 325 009,
1 408,Annick Davis,Montbret 849,1772,Import,66,Porcs ; porcelets,,Allemagne,207,1 282,15 886,,,1 325 009,
1 409,Annick Davis,Montbret 849,1772,Import,66,Porcs ; porcelets,,Flandre,1 901,11 406,15 886,,,1 325 009,
1 410,Annick Davis,Montbret 849,1772,Import,66,Porcs ; porcelets,,Suisse,533,3 198,15 886,,,1 325 009,
1 411,Annick Davis,Montbret 849,1772,Import,66,Porcs ; salé,,Angleterre,7 210,2 123,,,,1 325 009,
1 412,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Allemagne,2 416,18 620,,,,325 639,
1 413,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Danemark,500,2 500,,,,325 639,
1 414,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Flandre,454,2 272,,,,325 639,
1 415,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Hollande,3 131,15 655,,,,325 639,
1 416,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Naples,1 200,6 000,,,,325 639,
1 417,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Savoye,350,1 750,,,,325 639,
1 418,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Suède,430,2 150,,,,325 639,
1 419,Annick Davis,Montbret 849,1772,Import,66,Porcelaine,,Indes,1 106,276 692,,,,325 639,
1 420,Annick Davis,Montbret 849,1772,Import,67,Potin,,Allemagne,35 199,5 279,,,,17 429,
1 421,Annick Davis,Montbret 849,1772,Import,67,Potin,,Hollande,13 500,12 150,,,,17 429,
1 422,Annick Davis,Montbret 849,1772,Import,67,Potterie ; de gres,,Hollande,28 294,40 340,69 140,,,133 070,
1 423,Annick Davis,Montbret 849,1772,Import,67,Potterie ; de gres,,Italie,182 200,27 330,69 140,,,133 070,
1 424,Annick Davis,Montbret 849,1772,Import,67,Potterie ; de gres,,Genes,14 700,1 470,69 140,,,133 070,
1 425,Annick Davis,Montbret 849,1772,Import,67,Potterie ; de terre,,Allemagne,1 235,4 317,63 930,,,133 070,
1 426,Annick Davis,Montbret 849,1772,Import,67,Potterie ; de terre,,Italie,6 578,6 578,63 930,,,133 070,
1 427,Annick Davis,Montbret 849,1772,Import,67,Potterie ; de terre,,Genes,51 918,51 918,63 930,,,133 070,
1 428,Annick Davis,Montbret 849,1772,Import,67,Potterie ; de terre,,Savoye,22 350,1 117,63 930,,,133 070,
1 429,Annick Davis,Montbret 849,1772,Import,67,Poudre ; à canon,,Hollande,115 620,109 158,120 338,,,121 822,
1 430,Annick Davis,Montbret 849,1772,Import,67,Poudre ; à canon,,Nord,6 700,6 700,120 338,,,121 822,
1 431,Annick Davis,Montbret 849,1772,Import,67,Poudre ; à canon,,Savoye,70,4 480,120 338,,,121 822,
1 432,Annick Davis,Montbret 849,1772,Import,67,Poudre ; à poudrer,,Allemagne,4 078,1 484,,,,121 822,
1 433,Annick Davis,Montbret 849,1772,Import,67,Poutargues,,Savoye,1 300,,,,,2 600,
1 434,Annick Davis,Montbret 849,1772,Import,67,Poutres,,Danemark,164,3 840,,,,40 940,
1 435,Annick Davis,Montbret 849,1772,Import,67,Poutres,,Hollande,380,3 800,,,,40 940,
1 436,Annick Davis,Montbret 849,1772,Import,67,Poutres,,Naples,240,4 800,,,,40 940,
1 437,Annick Davis,Montbret 849,1772,Import,67,Poutres,,Suède,1 425,28 500,,,,40 940,
1 438,Annick Davis,Montbret 849,1772,Import,67,Précipité,,Hollande,222,,,,,1 110,
1 439,Annick Davis,Montbret 849,1772,Import,67,Quincaille ; de cuivre,,Allemagne,13 255,18 273,37 473,,,671 351,
1 440,Annick Davis,Montbret 849,1772,Import,67,Quincaille ; de cuivre,,Hollande,9 061,16 506,37 473,,,671 351,
1 441,Annick Davis,Montbret 849,1772,Import,67,Quincaille ; de cuivre,,Nord,420,1 050,37 473,,,671 351,
1 442,Annick Davis,Montbret 849,1772,Import,67,Quincaille ; de cuivre,,Suisse,822,1 644,37 473,,,671 351,
1 443,Annick Davis,Montbret 849,1772,Import,67,Quincaille ; de fer,,Allemagne,230 948,126 432,354 680,,,671 351,
1 444,Annick Davis,Montbret 849,1772,Import,67,Quincaille ; de fer,,Flandre,82 285,56 519,354 680,,,671 351,
1 445,Annick Davis,Montbret 849,1772,Import,67,Quincaille ; de fer,,Hollande,227 577,139 395,354 680,,,671 351,
1 446,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer,,Nord,15 379,7 456,354 680,,,671 351,
1 447,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer,,Suisse,41 464,24 878,354 680,,,671 351,
1 448,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer et acier,,Allemagne,69 925,69 925,279 198,,,671 351,
1 449,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer et acier,,Espagne,19 503,19 503,279 198,,,671 351,
1 450,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer et acier,,Hollande,150 107,150 107,279 198,,,671 351,
1 451,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer et acier,,Italie,2 825,2 825,279 198,,,671 351,
1 452,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer et acier,,Genes,1 871,1 871,279 198,,,671 351,
1 453,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer et acier,,Savoye,20 565,20 565,279 198,,,671 351,
1 454,Annick Davis,Montbret 849,1772,Import,68,Quincaille ; de fer et acier,,Suisse,14 402,14 402,279 198,,,671 351,
1 455,Annick Davis,Montbret 849,1772,Import,68,Quinquina,,Espagne,18 015,37 580,,,,80 377,
1 456,Annick Davis,Montbret 849,1772,Import,68,Quinquina,,Hollande,4 153,20 767,,,,80 377,
1 457,Annick Davis,Montbret 849,1772,Import,68,Quinquina,,Italie,1 965,3 930,,,,80 377,
1 458,Annick Davis,Montbret 849,1772,Import,68,Quinquina,,Genes,2 200,5 500,,,,80 377,
1 459,Annick Davis,Montbret 849,1772,Import,68,Quinquina,,Portugal,3 150,12 600,,,,80 377,
1 460,Annick Davis,Montbret 849,1772,Import,68,Ramures de sapin,,Danemark,775,,,,,1 937,
1 461,Annick Davis,Montbret 849,1772,Import,68,Rapures de corne,,Levant,9 150,,,,,1 830,
1 462,Annick Davis,Montbret 849,1772,Import,68,Rassade,,Hollande,20 456,,,,,16 923,
1 463,Annick Davis,Montbret 849,1772,Import,68,Reglisse,,Espagne,109 431,,,,,6 755,
1 464,Annick Davis,Montbret 849,1772,Import,68,Rhubarbe,,Espagne,2 189,13 134,,,,80 042,
1 465,Annick Davis,Montbret 849,1772,Import,68,Rhubarbe,,Hollande,600,3 600,,,,80 042,
1 466,Annick Davis,Montbret 849,1772,Import,68,Rhubarbe,,Indes,15 827,63 308,,,,80 042,
1 467,Annick Davis,Montbret 849,1772,Import,68,Ris,,Angleterre,212 795,44 963,,,,1 240 815,
1 468,Annick Davis,Montbret 849,1772,Import,68,Ris,,Espagne,456 234,68 140,,,,1 240 815,
1 469,Annick Davis,Montbret 849,1772,Import,68,Ris,,Flandre,272 680,54 536,,,,1 240 815,
1 470,Annick Davis,Montbret 849,1772,Import,68,Ris,,Hollande,414 906,79 865,,,,1 240 815,
1 471,Annick Davis,Montbret 849,1772,Import,68,Ris,,Italie,313 435,62 686,,,,1 240 815,
1 472,Annick Davis,Montbret 849,1772,Import,68,Ris,,Naples,9 880,1 976,,,,1 240 815,
1 473,Annick Davis,Montbret 849,1772,Import,68,Ris,,Genes,806 105,161 221,,,,1 240 815,
1 474,Annick Davis,Montbret 849,1772,Import,68,Ris,,Levant,2 901 355,580 271,,,,1 240 815,
1 475,Annick Davis,Montbret 849,1772,Import,69,Ris,,Nord,18 570,4 642,,,,1 240 815,
1 476,Annick Davis,Montbret 849,1772,Import,69,Ris,,Savoye,904 940,180 988,,,,1 240 815,
1 477,Annick Davis,Montbret 849,1772,Import,69,Ris,,Suisse,6 110,1 527,,,,1 240 815,
1 478,Annick Davis,Montbret 849,1772,Import,69,Rocailles ; de verre,,Hollande,1 000,,,,,2 000,
1 479,Annick Davis,Montbret 849,1772,Import,69,Rocou,,Isles,367 909,,,,,436 237,
1 480,Annick Davis,Montbret 849,1772,Import,69,Rognures ; de cartes,,Allemagne,13 763,3 440,6 165,,,9 285,
1 481,Annick Davis,Montbret 849,1772,Import,69,Rognures ; de cartes,,Genes,10 900,2 725,6 165,,,9 285,
1 482,Annick Davis,Montbret 849,1772,Import,69,Rognures ; de dent d'éléphant,,Portugal,,,3 120,,,9 285,No quantity given
1 483,Annick Davis,Montbret 849,1772,Import,69,Rogues,,Danemark,2 587,90 545,,,,104 857,
1 484,Annick Davis,Montbret 849,1772,Import,69,Rogues,,Espagne,100,2 500,,,,104 857,
1 485,Annick Davis,Montbret 849,1772,Import,69,Rogues,,Hollande,337,11 812,,,,104 857,
1 486,Annick Davis,Montbret 849,1772,Import,69,Rotins,,Indes,5 294,,,,,79 419,
1 487,Annick Davis,Montbret 849,1772,Import,69,Roües,,Flandre,,,,,,1 620,No quantity given
1 488,Annick Davis,Montbret 849,1772,Import,69,Rubans ; de fil,,Allemagne,523 413,262 243,332 740,,,434 848,
1 489,Annick Davis,Montbret 849,1772,Import,69,Rubans ; de fil,,Flandre,9 536,23 984,332 740,,,434 848,
1 490,Annick Davis,Montbret 849,1772,Import,69,Rubans ; de fil,,Hollande,20 601,46 513,332 740,,,434 848,
1 491,Annick Davis,Montbret 849,1772,Import,69,Rubans ; de fil et laine,,Hollande,10 321,4 128,,,,434 848,
1 492,Annick Davis,Montbret 849,1772,Import,69,Rubans ; de filozelle,,Flandre,,,,,,434 848,No quantity given
1 493,Annick Davis,Montbret 849,1772,Import,70,Rubans ; de soye,,Flandre,168,10 080,97 980,,,434 848,
1 494,Annick Davis,Montbret 849,1772,Import,70,Rubans ; de soye,,Naples,150,9 000,97 980,,,434 848,
1 495,Annick Davis,Montbret 849,1772,Import,70,Rubans ; de soye,,Genes,175,10 500,97 980,,,434 848,
1 496,Annick Davis,Montbret 849,1772,Import,70,Rubans ; de soye,,Savoye,1 140,68 400,,,,,
1 497,Annick Davis,Montbret 849,1772,Import,70,Sabots,,Allemagne,245,,,,,14 740,
1 498,Annick Davis,Montbret 849,1772,Import,70,Saffran,,Espagne,229,3 583,,,,5 833,
1 499,Annick Davis,Montbret 849,1772,Import,70,Saffran,,Genes,150,2 250,,,,5 833,
1 500,Annick Davis,Montbret 849,1772,Import,70,Saffranum,,Italie,93 265,93 165,,,,612 950,
1 501,Annick Davis,Montbret 849,1772,Import,70,Saffranum,,Levant,692 914,519 685,,,,612 950,
1 502,Annick Davis,Montbret 849,1772,Import,70,Salicor,,Espagne,386 530,19 326,,,,38 241,
1 503,Annick Davis,Montbret 849,1772,Import,70,Salicor,,Naples,378 300,18 915,,,,38 241,
1 504,Annick Davis,Montbret 849,1772,Import,70,Salpêtre,,Hollande,3 035,2 276,,,,553 198,
1 505,Annick Davis,Montbret 849,1772,Import,70,Salpêtre,,Indes,1 101 844,550 922,,,,553 198,
1 506,Annick Davis,Montbret 849,1772,Import,70,Salsepareille,,Hollande,4 935,11 951,,,,103 931,
1 507,Annick Davis,Montbret 849,1772,Import,70,Salsepareille,,Italie,13 025,22 793,,,,103 931,
1 508,Annick Davis,Montbret 849,1772,Import,70,Salsepareille,,Naples,1 600,2 800,,,,103 931,
1 509,Annick Davis,Montbret 849,1772,Import,70,Salsepareille,,Genes,10 775,26 937,,,,103 931,
1 510,Annick Davis,Montbret 849,1772,Import,70,Salsepareille,,Portugal,19 900,39 450,,,,103 931,
1 511,Annick Davis,Montbret 849,1772,Import,70,Sandarac,,Hollande,27 482,,,,,24 732,
1 512,Annick Davis,Montbret 849,1772,Import,70,Sapins,,Danemark,24 122,47 192,,,,53 440,
1 513,Annick Davis,Montbret 849,1772,Import,70,Sapins,,Nord,5 894,6 248,,,,53 440,
1 514,Annick Davis,Montbret 849,1772,Import,70,Sardines ; salées,,Espagne,11 108,,,,,94 418,
1 515,Annick Davis,Montbret 849,1772,Import,71,Saucissons,,Italie,5 575,6 690,,,,8 036,
1 516,Annick Davis,Montbret 849,1772,Import,71,Saucissons,,Savoye,1 346,1 346,,,,8 036,
1 517,Annick Davis,Montbret 849,1772,Import,71,Saumons ; frais,,Flandre,1 856,44 544,,,,295 819,
1 518,Annick Davis,Montbret 849,1772,Import,71,Saumons ; fumés,,Hollande,17 241,5 172,,,,295 819,
1 519,Annick Davis,Montbret 849,1772,Import,71,Saumons ; salés,,Angleterre,236,,,,,295 819,Two quantities for Angleterre
1 520,Annick Davis,Montbret 849,1772,Import,71,Saumons ; salés,,Angleterre,258 245,100 971,246 103,,,295 819,Two quantities for Angleterre
1 521,Annick Davis,Montbret 849,1772,Import,71,Saumons ; salés,,Danemark,14 635,5 854,246 103,,,295 819,
1 522,Annick Davis,Montbret 849,1772,Import,71,Saumons ; salés,,Espagne,33 040,13 216,246 103,,,295 819,
1 523,Annick Davis,Montbret 849,1772,Import,71,Saumons ; salés,,Flandre,18 880,7 313,246 103,,,295 819,
1 524,Annick Davis,Montbret 849,1772,Import,71,Saumons ; salés,,Hollande,297 734,118 749,246 103,,,295 819,
1 525,Annick Davis,Montbret 849,1772,Import,71,Saumoule,,Italie,19 240,1 924,,,,126 327,
1 526,Annick Davis,Montbret 849,1772,Import,71,Saumoule,,Naples,415 800,103 950,,,,126 327,
1 527,Annick Davis,Montbret 849,1772,Import,71,Saumoule,,Genes,8 315,1 663,,,,126 327,
1 528,Annick Davis,Montbret 849,1772,Import,71,Saumoule,,Levant,93 950,18 790,,,,126 327,
1 529,Annick Davis,Montbret 849,1772,Import,71,Scamonée,,Levant,1 455,,,,,14 550,
1 530,Annick Davis,Montbret 849,1772,Import,71,Seaux ; de bois,,Allemagne,141,1 692,,,,3 664,
1 531,Annick Davis,Montbret 849,1772,Import,71,Seaux ; de bois,,Hollande,1 315,1 972,,,,3 664,
1 532,Annick Davis,Montbret 849,1772,Import,71,Sel,,Portugal,32,,,,,3 200,
1 533,Annick Davis,Montbret 849,1772,Import,72,Sel ; ammoniac,,Levant,61 944,123 888,,,,142 354,
1 534,Annick Davis,Montbret 849,1772,Import,72,Sel ; medecinal,,Hollande,6 300,1 575,,,,142 354,
1 535,Annick Davis,Montbret 849,1772,Import,72,Sel ; de saturne,,Hollande,10 278,14 916,,,,142 354,
1 536,Annick Davis,Montbret 849,1772,Import,72,Sel ; de verre,,Allemagne,3 950,1 975,,,,142 354,
1 537,Annick Davis,Montbret 849,1772,Import,72,Selles ; de cheval,,Flandre,,,,,,2 000,No quantity given
1 538,Annick Davis,Montbret 849,1772,Import,72,Semen ; contra,,Hollande,1 357,,,,,4 071,
1 539,Annick Davis,Montbret 849,1772,Import,72,Sené,,Italie,1 630,1 956,,,,37 783,
1 540,Annick Davis,Montbret 849,1772,Import,72,Sené,,Levant,23 885,35 827,,,,37 783,
1 541,Annick Davis,Montbret 849,1772,Import,72,Sirop ; des Isles,,Isles,42 910,,,,,42 910,
1 542,Annick Davis,Montbret 849,1772,Import,72,Soliveaux,,Danemark,1 114,8 300,,,,37 286,
1 543,Annick Davis,Montbret 849,1772,Import,72,Soliveaux,,Nord,571,17 826,,,,37 286,
1 544,Annick Davis,Montbret 849,1772,Import,72,Soliveaux,,Suède,372,11 160,,,,37 286,
1 545,Annick Davis,Montbret 849,1772,Import,72,Son,,Espagne,53 090,,,,,2 954,
1 546,Annick Davis,Montbret 849,1772,Import,72,Soude,,Espagne,10 374 532,1 583 690,,,,1 869 348,
1 547,Annick Davis,Montbret 849,1772,Import,72,Soude,,Naples,991 378,99 137,,,,1 869 348,
1 548,Annick Davis,Montbret 849,1772,Import,72,Soude,,Levant,3 108 685,186 521,,,,1 869 348,
1 549,Annick Davis,Montbret 849,1772,Import,73,Souffre,,Hollande,12 575,1 735,,,,714 764,
1 550,Annick Davis,Montbret 849,1772,Import,73,Souffre,,Italie,984 527,147 679,,,,714 764,
1 551,Annick Davis,Montbret 849,1772,Import,73,Souffre,,Naples,3 769 000,565 350,,,,714 764,
1 552,Annick Davis,Montbret 849,1772,Import,73,Souliers,,Allemagne,939,,,,,3 715,
1 553,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Espagne,4 955,59 460,5 736 228,,,6 451 518,
1 554,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Hollande,552,6 624,5 736 228,,,6 451 518,
1 555,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Italie,11 779,141 348,5 736 228,,,6 451 518,
1 556,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Naples,242 614,2 911 368,5 736 228,,,6 451 518,
1 557,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Genes,10 024,120 288,5 736 228,,,6 451 518,
1 558,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Levant,164 132,1 969 584,5 736 228,,,6 451 518,
1 559,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Savoye,17 588,211 056,5 736 228,,,6 451 518,
1 560,Annick Davis,Montbret 849,1772,Import,73,Soye ; crüe,,Suisse,12 660,316 500,5 736 228,,,6 451 518,
1 561,Annick Davis,Montbret 849,1772,Import,73,Soye ; Nankin,,Indes,35 377,710 556,,,,6 451 518,
1 562,Annick Davis,Montbret 849,1772,Import,73,Soye ; tanier,,Indes,263,4 734,,,,6 451 518,
1 563,Annick Davis,Montbret 849,1772,Import,73,Soye ; de porc,,Hollande,7 418,5 934,,,,45 142,
1 564,Annick Davis,Montbret 849,1772,Import,73,Soye ; de porc,,Nord,45 500,36 400,,,,45 142,
1 565,Annick Davis,Montbret 849,1772,Import,73,Soye ; de porc,,Russie,3 510,2 808,,,,45 142,
1 566,Annick Davis,Montbret 849,1772,Import,73,Spermaceti,,Hollande,400,,,,,1 000,
1 567,Annick Davis,Montbret 849,1772,Import,73,Squine,,Hollande,3 295,,,,,1 905,
1 568,Annick Davis,Montbret 849,1772,Import,73,Storax,,Levant,500,,,,,1 250,
1 569,Annick Davis,Montbret 849,1772,Import,74,Sublimé,,Hollande,1 153,5 769,,,,10 069,
1 570,Annick Davis,Montbret 849,1772,Import,74,Sublimé,,Genes,360,1 800,,,,10 069,
1 571,Annick Davis,Montbret 849,1772,Import,74,Sublimé,,Venise,500,2 500,,,,10 069,
1 572,Annick Davis,Montbret 849,1772,Import,74,Sucre ; blanc,,Isles,29 419 340,13 238 703,,,,45 947 979,
1 573,Annick Davis,Montbret 849,1772,Import,74,Sucre ; brut,,Isles,53 937 411,16 335 829,,,,45 947 979,
1 574,Annick Davis,Montbret 849,1772,Import,74,Sucre ; candy,,Hollande,2 800,3 500,,,,45 947 979,
1 575,Annick Davis,Montbret 849,1772,Import,74,Sucre ; en pain,,Flandre,9 885,9 885,13 251,,,45 947 979,
1 576,Annick Davis,Montbret 849,1772,Import,74,Sucre ; en pain,,Hollande,3 700,3 366,13 251,,,45 947 979,
1 577,Annick Davis,Montbret 849,1772,Import,75,Sucre ; terré,,Isles,29 669 189,12 866 720,,,,45 947 979,
1 578,Annick Davis,Montbret 849,1772,Import,75,Sucre ; teste,,Isles,11 587 425,3 489 976,,,,45 947 979,
1 579,Annick Davis,Montbret 849,1772,Import,75,Suif,,Angleterre,3 683 343,1 660 449,,,,2 550 770,
1 580,Annick Davis,Montbret 849,1772,Import,75,Suif,,Espagne,6 050,2 722,,,,2 550 770,
1 581,Annick Davis,Montbret 849,1772,Import,75,Suif,,Flandre,8 050,3 622,,,,2 550 770,
1 582,Annick Davis,Montbret 849,1772,Import,75,Suif,,Hollande,423 740,106 793,,,,2 550 770,
1 583,Annick Davis,Montbret 849,1772,Import,75,Suif,,Italie,756 355,189 088,,,,2 550 770,
1 584,Annick Davis,Montbret 849,1772,Import,75,Suif,,Naples,49 736,12 434,,,,2 550 770,
1 585,Annick Davis,Montbret 849,1772,Import,75,Suif,,Venise,21 880,6 564,,,,2 550 770,
1 586,Annick Davis,Montbret 849,1772,Import,75,Suif,,Levant,17 740,4 435,,,,2 550 770,
