Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Annick Davis,Montbret 849,1772,44,Galles,Savoye,81 183,26 102,,,337 375,
Annick Davis,Montbret 849,1772,45,Gans ; communs,Espagne,460,2 300,,,3 326,
Annick Davis,Montbret 849,1772,45,Gans ; de fer,Suisse,171,1 026,,,3 326,
Annick Davis,Montbret 849,1772,45,Garance,Allemagne,157 477,141 449,,,1 063 812,
Annick Davis,Montbret 849,1772,45,Garance,Hollande,756 781,547 895,,,1 063 812,
Annick Davis,Montbret 849,1772,45,Garance,Levant,936 170,374 468,,,1 063 812,
Annick Davis,Montbret 849,1772,45,Gaze ; de soye,Indes,18,,,,1 080,
Annick Davis,Montbret 849,1772,45,Geroffle,Hollande,60 604,608 360,,,612 360,
Annick Davis,Montbret 849,1772,45,Geroffle,Naples,400,4 000,,,612 360,
Annick Davis,Montbret 849,1772,45,Gibier,Savoye,1 340,,,,1 340,
Annick Davis,Montbret 849,1772,46,Gingembre,Isles,41 090,,,,12 327,
Annick Davis,Montbret 849,1772,46,Gomme ; adragant,Levant,28 430,42 645,,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; ammoniac,Levant,5 000,7 500,,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; arabique,Flandre,1 257,1 257,271 333,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; arabique,Hollande,21 040,21 431,271 333,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; arabique,Levant,410 730,246 438,271 333,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; arabique,Nord,2 007,2 207,271 333,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; de cedre,Portugal,2 200,4 400,,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; copale,Espagne,3 000,9 000,31 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; copale,Naples,4 820,14 460,31 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; copale,Genes,950,2 850,31 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; copale,Portugal,4 720,4 720,31 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; élemy,Espagne,2 400,4 800,6 172,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; élemy,Isles,945,1 372,6 172,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; de gayac,Isles,1 188,2 037,,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; de geda,Levant,13 910,6 955,,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; gutte,Hollande,2 753,16 518,,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; lacque,Flandre,5 540,11 080,121 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; lacque,Hollande,7 409,14 818,121 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; lacque,Italie,2 124,4 248,121 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; lacque,Genes,5 000,10 000,121 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; lacque,Indes,40 442,80 884,121 030,,748 182,
Annick Davis,Montbret 849,1772,46,Gommes ; sandarac,Hollande,1 200,1 800,3 127,,748 182,
Annick Davis,Montbret 849,1772,46,Gommes ; sandarac,Levant,885,1 327,3 127,,748 182,
Annick Davis,Montbret 849,1772,46,Gommes ; de Sénégal,Flandre,92 860,92 860,135 700,,748 182,
Annick Davis,Montbret 849,1772,46,Gommes ; de Sénégal,Hollande,41 015,41 015,135 700,,748 182,
Annick Davis,Montbret 849,1772,46,Gommes ; de Sénégal,Levant,3 650,1 825,135 700,,748 182,
Annick Davis,Montbret 849,1772,46,Gomme ; churique,Levant,199 470,99 735,,,748 182,
Annick Davis,Montbret 849,1772,46,Grabeau ; de cochenille,Espagne,18 388,183 880,192 680,,238 267,
Annick Davis,Montbret 849,1772,46,Grabeau ; de cochenille,Genes,880,8 800,192 680,,238 267,
Annick Davis,Montbret 849,1772,47,Grabeau ; d'Indigo,Italie,1 400,5 600,40 400,,238 267,
Annick Davis,Montbret 849,1772,47,Grabeau ; d'Indigo,Naples,450,1 800,40 400,,238 267,
Annick Davis,Montbret 849,1772,47,Grabeau ; d'Indigo,Genes,5 000,20 000,40 400,,238 267,
Annick Davis,Montbret 849,1772,47,Grabeau ; d'Indigo,Savoye,3 250,13 000,40 400,,238 267,
Annick Davis,Montbret 849,1772,47,Grabeau ; de mirthe,Levant,1 800,1 800,,,238 267,
Annick Davis,Montbret 849,1772,47,Grabeau ; de sené,Levant,9 705,1 455,,,238 267,
Annick Davis,Montbret 849,1772,47,Grabeau ; de tartre,Italie,12 880,1 932,,,238 267,
Annick Davis,Montbret 849,1772,47,Graines ; de bois d'inde,Isles,10 495,5 247,,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de chanvre,Naples,69 710,6 971,,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de jardin,Angleterre,1 490,1 490,3 063,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de jardin,Hollande,1 573,1 573,3 063,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; jaune ,Espagne,19 400,5 820,8 938,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; jaune ,Levant,12 472,3 118,8 938,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de lin,Angleterre,106 553,10 655,228 300,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de lin,Flandre,23 800,4 165,228 300,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de lin,Hollande,1 604 954,206 907,228 300,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de lin,Nord,43 820,6 573,228 300,,253 741,
Annick Davis,Montbret 849,1772,47,Graines ; de navette,Allemagne,1 630,1 222,,,253 741,
Annick Davis,Montbret 849,1772,47,Graisse,Allemagne,6 500,3 250,,,7 255,
Annick Davis,Montbret 849,1772,47,Graisse,Levant,3 550,1 775,,,7 255,
Annick Davis,Montbret 849,1772,47,Graisse,Savoye,11 150,2 230,,,7 255,
Annick Davis,Montbret 849,1772,47,Gruau,Hollande,33 207,,,,10 077,
Annick Davis,Montbret 849,1772,48,Habillement,Allemagne,,,,,4 945,No quantity given
Annick Davis,Montbret 849,1772,48,Harangs ; blancs,Suède,70,,,,2 800,
Annick Davis,Montbret 849,1772,48,Harnois,Hollande,506,,,,5 060,
Annick Davis,Montbret 849,1772,48,Herbes ; perelle,Portugal,15 875,,,,4 762,
Annick Davis,Montbret 849,1772,48,Horlogerie,Allemagne,656,3 938,,,118 936,
Annick Davis,Montbret 849,1772,48,Horlogerie,Flandre,,1 150,,,118 936,No quantity given
Annick Davis,Montbret 849,1772,48,Horlogerie,Genève,,19 518,,,118 936,No quantity given
Annick Davis,Montbret 849,1772,48,Horlogerie,Hollande,,1 000,,,118 936,No quantity given
Annick Davis,Montbret 849,1772,48,Horlogerie,Savoye,1 472,58 898,,,118 936,
Annick Davis,Montbret 849,1772,48,Horlogerie,Suisse,,34 432,,,118 936,No quantity given
Annick Davis,Montbret 849,1772,48,Houblon,Allemagne,2 600,1 560,,,49 050,
Annick Davis,Montbret 849,1772,48,Houblon,Flandre,228 604,47 490,,,49 050,
Annick Davis,Montbret 849,1772,48,Huile ; d'amande,Italie,290,1 740,,,8 262 669,
Annick Davis,Montbret 849,1772,48,Huile ; de geroffle,Hollande,112,2 440,,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de graine,Flandre,1 033,,,,8 262 669,Two quantities for Flandre
Annick Davis,Montbret 849,1772,49,Huile ; de graine,Flandre,9 020,85 386,356 457,,8 262 669,Two quantities for Flandre
Annick Davis,Montbret 849,1772,49,Huile ; de graine,Hollande,903 570,271 071,356 457,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de laurier,Allemagne,1 106,2 212,11 344,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de laurier,Hollande,9 132,9 132,11 344,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de lin,Hollande,227 520,97 940,121 044,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de lin,Naples,77 015,23 104,121 044,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de muscades,Hollande,59,1 180,,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de navette,Hollande,142 407,56 552,,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huille ; de noix,Savoye,3 598,1 439,,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Espagne,4 519,,6 623 727,,8 262 669,Two quantities for Espagne
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Espagne,179 891,288 842,6 623 727,,8 262 669,Two quantities for Espagne
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Flandre,83 525,50 112,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Hollande,17 635,10 581,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Italie,331,,6 623 727,,8 262 669,Two quantities for Italie
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Italie,5 528 916,3 256 839,6 623 727,,8 262 669,Two quantities for Italie
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Naples,8 233,329 320,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Genes,16 650,660 000,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Venise,30,1 200,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Levant,39 896,1 595 840,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Portugal,231 885,109 513,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; d'olive,Savoye,8 037,321 480,6 623 727,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Allemagne,4 505,1 126,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Angleterre,72,9 331,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Espagne,51 500,15 310,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Flandre,63 490,15 877,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Hollande,912 723,249 928,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Naples,8 000,2 000,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Genes,41 300,10 325,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Nord,35 750,8 937,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Portugal,1 366 541,341 634,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Russie,35 845,8 961,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Savoye,214 400,53 600,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Suède,42 188,10 082,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de poisson,Isles,1 096 830,274 257,1 001 368,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de rabette,Hollande,120 731,42 255,,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de terebenthine,Hollande,4 625,1 206,,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de vitriol,Angleterre,1 400,5 600,41 917,,8 262 669,
Annick Davis,Montbret 849,1772,49,Huile ; de vitriol,Hollande,18 085,36 317,41 917,,8 262 669,
Annick Davis,Montbret 849,1772,50,Huitres,Angleterre,171 736,,,,3 434,No value given
Annick Davis,Montbret 849,1772,50,Jais,Espagne,82 310,12 346,,,18 346,
Annick Davis,Montbret 849,1772,50,Jais,Indes,22 000,6 000,,,18 346,
Annick Davis,Montbret 849,1772,50,Jalap,Espagne,690,1 035,,,33 885,
Annick Davis,Montbret 849,1772,50,Jalap,Genes,21 900,32 850,,,33 885,
Annick Davis,Montbret 849,1772,50,Jambons,Allemagne,5 840,3 305,,,11 397,
Annick Davis,Montbret 849,1772,50,Jambons,Angleterre,3 000,1 800,,,11 397,
Annick Davis,Montbret 849,1772,50,Jambons,Espagne,2 457,1 754,,,11 397,
Annick Davis,Montbret 849,1772,50,Jambons,Hollande,5 050,3 217,,,11 397,
Annick Davis,Montbret 849,1772,50,Jambons,Portugal,2 052,1 321,,,11 397,
Annick Davis,Montbret 849,1772,50,Jaune ; de Naples,Naples,13 480,,,,10 110,No value given
Annick Davis,Montbret 849,1772,50,Jeux ; de moulin,Nord,7 000,2 450,,,2 450,
Annick Davis,Montbret 849,1772,50,Indes ; fines,Hollande,607,,,,3 215,No value given
Annick Davis,Montbret 849,1772,50,Indigo,Espagne,115 464,1 004 895,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Flandre,4 900,44 100,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Hollande,10 848,108 480,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Italie,5 612,28 060,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Genes,900,4 500,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Nord,1 500,7 500,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Portugal,2 600,10 400,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Savoye,2 100,8 400,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Indigo,Isles,4 028 418,25 143 804,,,26 360 139,
Annick Davis,Montbret 849,1772,50,Instruments ; de mathematiques,Flandre,245,1 225,,,84 457,
Annick Davis,Montbret 849,1772,50,Instruments ; de musique,Allemagne,7 792,83 232,,,84 457,
Annick Davis,Montbret 849,1772,50,Jons ; à faire des chaises,Flandre,14 500,,,,2 900,No value given
Annick Davis,Montbret 849,1772,50,Ipecacuanna,Genes,380,1 900,,,3 632,
Annick Davis,Montbret 849,1772,50,Ipecacuanna,Portugal,,1 732,,,3 632,No quantity given
Annick Davis,Montbret 849,1772,51,Iris,Italie,60 675,30 337,,,33 937,
Annick Davis,Montbret 849,1772,51,Iris,Naples,9 000,3 600,,,33 937,
Annick Davis,Montbret 849,1772,51,Jus ; de citron,Italie,8 170,1 757,89 417,,613 968,
Annick Davis,Montbret 849,1772,51,Jus ; de citron,Naples,279 800,83 940,89 417,,613 968,
Annick Davis,Montbret 849,1772,51,Jus ; de citron,Genes,12 400,3 720,89 417,,613 968,
Annick Davis,Montbret 849,1772,51,Jus ; de réglisse,Italie,55 630,19 470,524 551,,613 968,
Annick Davis,Montbret 849,1772,51,Jus ; de réglisse,Naples,1 443 090,505 081,524 551,,613 968,
Annick Davis,Montbret 849,1772,51,Lacque ; platte,Venise,4 480,6 720,,,81 493,
Annick Davis,Montbret 849,1772,51,Lacque ; platte,Indes,59 819,74 773,,,81 493,
Annick Davis,Montbret 849,1772,51,Laine ; d'agnelin,Nord,2 468,2 966,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; d'Allemagne,Hollande,46 910,46 910,903 091,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; d'Allemagne,Nord,856 181,856 181,903 091,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; brutte,Espagne,8 297,12 445,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; de Carmenie,Hollande,2 287,18 296,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; de chevron,Levant,267 499,401 248,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; commune,Italie,31 000,31 000,73 560,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; commune,Savoye,42 560,42 560,73 560,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; d'Espagne,Espagne,5 034,,6 837 972,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; d'Espagne,Espagne,122 940,6 590 330,6 837 972,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; d'Espagne,Hollande,70 755,247 642,6 837 972,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; filée,Angleterre,2 342,8 197,9 457,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; filée,Nord,420,1 260,9 457,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; lavée,Espagne,35 860,39 445,1 973 594,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; lavée,Italie,333 920,367 312,1 973 594,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; lavée,Naples,266 742,293 416,1 973 594,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; lavée,Genes,2 195,2 414,1 973 594,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; lavée,Venise,3 456,3 801,1 973 594,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; lavée,Levant,1 150 462,1 265 508,1 973 594,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; lavée,Savoye,1 544,1 698,1 973 594,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; peignée,Allemagne,3 135,6 270,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; pelade,Savoye,1 860,1 674,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; de Portugal,Portugal,13 750,41 250,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; en rames,Hollande,61 501,43 050,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; de Segovie,Espagne,504 305,806 888,,,16 096 055,
Annick Davis,Montbret 849,1772,51,Laine ; en suin,Nord,124 256,124 256,,,16 096 055,
Annick Davis,Montbret 849,1772,52,Laine ; surge,Espagne,612 060,612 060,4 609 048,,16 096 055,
Annick Davis,Montbret 849,1772,52,Laine ; surge,Naples,11 600,11 600,4 609 048,,16 096 055,
Annick Davis,Montbret 849,1772,52,Laine ; surge,Genes,11 700,10 530,4 609 048,,16 096 055,
Annick Davis,Montbret 849,1772,52,Laine ; surge,Levant,4 416 520,3 974 858,4 609 048,,16 096 055,
Annick Davis,Montbret 849,1772,52,Laine ; en toison,Angleterre,6 544,16 360,,,16 096 055,
Annick Davis,Montbret 849,1772,52,Laine ; de Vigogne,Espagne,23 336,214 630,,,16 096 055,
Annick Davis,Montbret 849,1772,52,Langues ; salée,Angleterre,17 081,,,,10 833,No value given
Annick Davis,Montbret 849,1772,52,Lard,Angleterre,151 258,60 114,,,66 409,
Annick Davis,Montbret 849,1772,52,Lard,Italie,8 870,4 435,,,66 409,
Annick Davis,Montbret 849,1772,52,Lard,Savoye,6 200,1 860,,,66 409,
Annick Davis,Montbret 849,1772,52,Lattes,Allemagne,569 200,,,,14 230,No value given
Annick Davis,Montbret 849,1772,52,Lauzes,Savoye,86,,,,2 064,No value given
Annick Davis,Montbret 849,1772,52,Légumes,Allemagne,10 200,1 020,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Angleterre,244 600,36 600,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Espagne,270 920,37 207,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Hollande,1 101 880,59 154,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Italie,8 815 060,422 259,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Naples,1 255 320,125 532,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Genes,928 500,57 175,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Levant,17 692,,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Levant,739 857,427 825,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Légumes,Savoye,68 140,10 221,,,1 176 993,
Annick Davis,Montbret 849,1772,52,Léton ; gravé ou gratté,Allemagne,11 853,17 779,19 873,,21 721,
Annick Davis,Montbret 849,1772,52,Léton ; gravé ou gratté,Hollande,2 793,2 094,19 873,,21 721,
Annick Davis,Montbret 849,1772,52,Leton ; ouvré,Hollande,1 320,1 848,,,21 721,
Annick Davis,Montbret 849,1772,52,Librairie,Allemagne,14 752,39 779,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Angleterre,2 218,4 437,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Espagne,4 011,8 022,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Flandre,1 200,2 400,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Genève,46 585,93 170,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Hollande,10 650,21 300,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Italie,5 164,10 328,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Genes,2 757,5 514,,,247 765,
Annick Davis,Montbret 849,1772,52,Librairie,Venise,2 000,4 000,,,247 765,
Annick Davis,Montbret 849,1772,53,Librairie,Levant,500,1 000,,,247 765,
Annick Davis,Montbret 849,1772,53,Librairie,Portugal,500,1 000,,,247 765,
Annick Davis,Montbret 849,1772,53,Librairie,Savoye,9 388,18 776,,,247 765,
Annick Davis,Montbret 849,1772,53,Librairie,Suisse,19 733,38 039,,,247 765,
Annick Davis,Montbret 849,1772,53,Liège,Espagne,560 309,62 769,,,82 076,
Annick Davis,Montbret 849,1772,53,Liège,Italie,154 458,19 307,,,82 076,
Annick Davis,Montbret 849,1772,53,Limes,Flandre,3 165,4 747,,,44 504,
Annick Davis,Montbret 849,1772,53,Limes,Hollande,44 031,35 969,,,44 504,
Annick Davis,Montbret 849,1772,53,Limes,Genes,1 900,1 900,,,44 504,
Annick Davis,Montbret 849,1772,53,Limes,Nord,2 360,1 888,,,44 504,
Annick Davis,Montbret 849,1772,53,Lin ; en bottes,Angleterre,16 715,6 686,,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Espagne,2 820,1 485,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Flandre,185 560,139 170,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Hollande,97 397,54 340,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Italie,6 830,4 098,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Levant,2 700,1 620,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Nord,310 677,154 683,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Russie,296 434,148 217,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; cru,Suède,25 113,12 856,516 469,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; peigné,Angleterre,9 430,17 917,29 875,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; peigné,Hollande,19 363,11 958,29 875,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; en pierres,Hollande,1 360,3 264,,,560 262,
Annick Davis,Montbret 849,1772,53,Lin ; en rames,Hollande,15 264,3 968,,,560 262,
Annick Davis,Montbret 849,1772,53,Lingerie,Allemagne,2 517,,,,2 103,No value given
Annick Davis,Montbret 849,1772,53,Liqueurs,Allemagne,24 968,24 968,,,73 917,
Annick Davis,Montbret 849,1772,53,Liqueurs,Hollande,700,1 400,,,73 917,
Annick Davis,Montbret 849,1772,53,Liqueurs,Italie,7 035,7 035,,,73 917,
Annick Davis,Montbret 849,1772,53,Liqueurs,Naples,1 390,1 390,,,73 917,
Annick Davis,Montbret 849,1772,53,Liqueurs,Genes,2 722,2 722,,,73 917,
Annick Davis,Montbret 849,1772,53,Liqueurs,Venise,5 550,5 550,,,73 917,
Annick Davis,Montbret 849,1772,54,Liqueurs,Allemagne,24 968,24 968,,,73 917,I think they are duplicates 
Annick Davis,Montbret 849,1772,54,Liqueurs,Hollande,700,1 400,,,73 917,I think they are duplicates 
Annick Davis,Montbret 849,1772,54,Liqueurs,Italie,7 035,7 035,,,73 917,I think they are duplicates 
Annick Davis,Montbret 849,1772,54,Liqueurs,Naples,1 390,1 390,,,73 917,I think they are duplicates 
Annick Davis,Montbret 849,1772,54,Liqueurs,Genes,2 722,2 722,,,73 917,I think they are duplicates 
Annick Davis,Montbret 849,1772,54,Liqueurs,Venise,5 550,5 550,,,73 917,I think they are duplicates 
Annick Davis,Montbret 849,1772,54,Liqueurs,Savoye,13 775,11 356,,,73 917,
Annick Davis,Montbret 849,1772,54,Liqueurs,Isles,6 191,19 496,,,73 917,
Annick Davis,Montbret 849,1772,54,Litarge,Flandre,96 505,19 301,,,26 270,
Annick Davis,Montbret 849,1772,54,Litarge,Hollande,18 867,5 520,,,26 270,
Annick Davis,Montbret 849,1772,54,Litarge,Nord,7 200,1 440,,,26 270,
Annick Davis,Montbret 849,1772,54,Livres ; en blanc,Flandre,2 265,,,,2 828,No value given
Annick Davis,Montbret 849,1772,54,Lustres,Italie,3 000,4 500,,,50 212,
Annick Davis,Montbret 849,1772,54,Lustres,Naples,4 000,6 000,,,50 212,
Annick Davis,Montbret 849,1772,54,Lustres,Genes,7 150,10 721,,,50 212,
Annick Davis,Montbret 849,1772,54,Lustres,Venise,12 300,18 450,,,50 212,
Annick Davis,Montbret 849,1772,54,Lustres,Levant,7 025,10 537,,,50 212,
Annick Davis,Montbret 849,1772,54,Macis,Hollande,131,,,,1 310,No value given
Annick Davis,Montbret 849,1772,54,Manne,Espagne,2 875,5 031,,,1 337 372,
Annick Davis,Montbret 849,1772,54,Manne,Italie,142 084,248 647,,,1 337 372,
Annick Davis,Montbret 849,1772,54,Manne,Naples,598 847,1 047 982,,,1 337 372,
Annick Davis,Montbret 849,1772,54,Manne,Genes,19 207,33 612,,,1 337 372,
Annick Davis,Montbret 849,1772,54,Manne,Savoye,1 200,2 100,,,1 337 372,
Annick Davis,Montbret 849,1772,54,Maquereaux ; salés,Danemark,75 709,,,,11 356,No value given
Annick Davis,Montbret 849,1772,54,Marbre ; brut,Allemagne,1 007,1 258,11 205,,217 875,
Annick Davis,Montbret 849,1772,54,Marbre ; brut,Italie,79 900,2 742,11 205,,217 875,
Annick Davis,Montbret 849,1772,54,Marbre ; brut,Genes,281 000,7 025,11 205,,217 875,
Annick Davis,Montbret 849,1772,54,Marbre ; ouvré,Italie,42 350,127 050,206 850,,217 875,
Annick Davis,Montbret 849,1772,54,Marbre ; ouvré,Naples,3 400,10 200,206 850,,217 875,
Annick Davis,Montbret 849,1772,54,Marbre ; ouvré,Genes,23 200,69 600,206 850,,217 875,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Allemagne,,78 868,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Angleterre,,34 408,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Danemark,,11 306,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Espagne,,181 978,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Flandre,,50 944,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Genève,,35 017,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Hollande,,142 542,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Italie,,21 974,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Naples,,14 771,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Genes,,22 378,,,741 747,
Annick Davis,Montbret 849,1772,55,Marchandises ; à l'estimation,Venise,,9 191,,,741 747,
