Numéro de ligne,Data entry by,Source,Year,Exports-Imports,Sheet,Marchandises,Marchandises,Marchandises-1,Marchandises-2,Marchandises-3,Marchandises-4,Pays,Leur Valeur,,Leur valeur recalculée,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Leur Valeur (sub-total 2),,Total,,Remarks
1 560,Annick Davis,Montbret 849,1752,Imports,164,Litarge,Litarge,,,,,Nord,1 735,0,"1 735,00",,,,,,99,15,
1 579,Annick Davis,Montbret 849,1752,Imports,165,Mâne,Mâne,,,,,Nord,843,0,"843,00",,,,,,19 602,0,
1 601,Annick Davis,Montbret 849,1752,Imports,166,Marchandises ; meslées,Marchandises , meslées,,,,Nord,2 356,0,"2 356,00",,,,,,7 392,0,
1 613,Annick Davis,Montbret 849,1752,Imports,166,Mats ; divers,Mats , divers,,,,Nord,320,0,"320,00",269 660,0,,,,4,10,
1 633,Annick Davis,Montbret 849,1752,Imports,167,Mercerie,Mercerie,,,,,Nord,464 820,15,"464 820,75",,,,,,1 048,0,
1 651,Annick Davis,Montbret 849,1752,Imports,168,Mine ; de plomb,Mine , de plomb,,,,Nord,6 944,4,"6 944,20",88 905,9,,,,60 938,8,
1 659,Annick Davis,Montbret 849,1752,Imports,169,Morue ; Sêche,Morue , Sêche,,,,Nord,3 320 820,0,"3 320 820,00",3 323 211,0,,,,60 938,8,
1 663,Annick Davis,Montbret 849,1752,Imports,169,morue ; verte,morue , verte,,,,Nord,8 205,0,"8 205,00",105 526,11,,,,60 938,8,
1 678,Annick Davis,Montbret 849,1752,Imports,170,Moulins ; à caffé,Moulins , à caffé,,,,Nord,7,10,"7,50",8 541,10,,,,20,0,
1 694,Annick Davis,Montbret 849,1752,Imports,171,Nacre ; de perles,Nacre , de perles,,,,Nord,,,"38 395,00",,,,,,38 395,0,Should be Rhubarbe
1 701,Annick Davis,Montbret 849,1752,Imports,171,Nattes,Nattes,,,,,Nord,270,15,"270,75",,,,,,38 395,0,Should be Rhubarbe
1 710,Annick Davis,Montbret 849,1752,Imports,171,Noir ; à noircir,Noir , à noircir,,,,Nord,16 690,0,"16 690,00",,,,,,38 395,0,Should be Rhubarbe
1 742,Annick Davis,Montbret 849,1752,Imports,173,Orge ; en grain,Orge , en grain,,,,Nord,8 045,0,"8 045,00",656 099,5,,,,38 395,0,Should be Rhubarbe
1 750,Annick Davis,Montbret 849,1752,Imports,173,Orpiment,Orpiment,,,,,Nord,22,12,"22,60",,,,,,38 395,0,Should be Rhubarbe
1 752,Annick Davis,Montbret 849,1752,Imports,173,Orpin,Orpin,,,,,Nord,35,0,"35,00",,,,,,963 524,17,
1 758,Annick Davis,Montbret 849,1752,Imports,174,Pains ; à cachetter,Pains , à cachetter,,,,Nord,64,0,"64,00",72,0,,,,963 524,17,
1 771,Annick Davis,Montbret 849,1752,Imports,175,Papier ; blanc,Papier , blanc,,,,Nord,24,0,"24,00",44 287,0,,,,963 524,17,
1 778,Annick Davis,Montbret 849,1752,Imports,175,Papier ; gauffré,Papier , gauffré,,,,Nord,390,0,"390,00",447,12,,,,963 524,17,
1 827,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; d'hermine,Peaux , d'hermine,,,,Nord,723,0,"723,00",10 563,0,,,,963 524,17,
1 836,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de lapin,Peaux , de lapin,,,,Nord,406,5,"406,25",11 511,10,,,,963 524,17,
1 840,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de liévre,Peaux , de liévre,,,,Nord,8 422,10,"8 422,50",15 389,12,,,,963 524,17,
1 869,Annick Davis,Montbret 849,1752,Imports,178,Peaux ; de petit gris,Peaux , de petit gris,,,,Nord,1 600,0,"1 600,00",3 000,0,,,,963 524,17,
1 886,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de veau ; en poil,Peaux , de veau , en poil,,,Nord,750,0,"750,00",86 915,10,87 902,10,,963 524,17,
1 895,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; aprestée,Peaux , pelleterie , aprestée,,,Nord,120,5,"120,25",13 955,19,114 175,19,,963 524,17,
1 902,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; crüe,Peaux , pelleterie , crüe,,,Nord,24 462,10,"24 462,50",100 220,0,114 175,19,,4 082,8,
1 913,Annick Davis,Montbret 849,1752,Imports,180,Pelles ; de bois,Pelles , de bois,,,,Nord,40,0,"40,00",,,,,,4 082,8,
1 935,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; ponce,Pierres , ponce,,,,Nord,233,15,"233,75",45 433,0,,,,4 082,8,
1 944,Annick Davis,Montbret 849,1752,Imports,181,Piment,Piment,,,,,Nord,12 770,7,"12 770,35",,,,,,4 082,8,
1 956,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de chesne,Planches , de chesne,,,,Nord,55 427,10,"55 427,50",636 765,0,,,,11 344,0,
1 959,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Prusse,Planches , de Prusse,,,,Nord,46 170,0,"46 170,00",47 580,0,,,,6 180,19,
1 968,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Sapin,Planches , de Sapin,,,,Nord,59 787,4,"59 787,20",961 993,6,,,,6 180,19,
1 978,Annick Davis,Montbret 849,1752,Imports,183,Plocq,Plocq,,,,,Nord,1 269,7,"1 269,35",,,,,,6 180,19,
1 987,Annick Davis,Montbret 849,1752,Imports,183,Plomb ; en Saumon,Plomb , en Saumon,,,,Nord,167 587,18,"167 587,90",880 808,10,,,,61 702,14,
1 995,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; à écrire,Plumes , à écrire,,,,Nord,110 679,0,"110 679,00",136 939,15,,,,3 549,17,
1 999,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; à lit,Plumes , à lit,,,,Nord,15 723,4,"15 723,20",40 793,16,,,,950,4,
2 002,Annick Davis,Montbret 849,1752,Imports,183,Poëles ; à frire,Poëles , à frire,,,,Nord,280,0,"280,00",19 921,8,,,,2 221,5,
2 008,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de chevrotin,Poil , de chevrotin,,,,Nord,555,0,"555,00",3 062,5,,,,2 221,5,
2 014,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de sanglier,Poil , de sanglier,,,,Nord,6 534,0,"6 534,00",11 651,10,,,,2 740,16,
2 018,Annick Davis,Montbret 849,1752,Imports,184,Pois ; verds,Pois , verds,,,,Nord,5 300,0,"5 300,00",,,,,,2 740,16,
2 031,Annick Davis,Montbret 849,1752,Imports,184,Poivre ; gérofflé,Poivre , gérofflé,,,,Nord,380,0,"380,00",,,,,,704 602,0,
2 034,Annick Davis,Montbret 849,1752,Imports,184,Poivre ; noir,Poivre , noir,,,,Nord,36 739,0,"36 739,00",2 077 175,2,,,,704 602,0,
2 058,Annick Davis,Montbret 849,1752,Imports,185,Porcelaine ; ordinaire,Porcelaine , ordinaire,,,,Nord,2 187,10,"2 187,50",73 432,10,,,,704 602,0,
2 075,Annick Davis,Montbret 849,1752,Imports,186,Poudre ; à canon,Poudre , à canon,,,,Nord,562,10,"562,50",65 557,10,,,,704 602,0,
2 080,Annick Davis,Montbret 849,1752,Imports,186,Poutres,Poutres,,,,,Nord,12 600,0,"12 600,00",,,,,,704 602,0,
2 085,Annick Davis,Montbret 849,1752,Imports,186,Preceintes,Preceintes,,,,,Nord,,,"704 602,00",,,,,,704 602,0,
2 090,Annick Davis,Montbret 849,1752,Imports,187,Pruneaux,Pruneaux,,,,,Nord,154,0,"154,00",,,,,,704 602,0,
2 097,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de cuivre,Quincaille , de cuivre,,,,Nord,8 135,0,"8 135,00",13 059,0,,,,704 602,0,
2 101,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de fer,Quincaille , de fer,,,,Nord,39 773,2,"39 773,10",544 213,14,,,,704 602,0,
2 121,Annick Davis,Montbret 849,1752,Imports,188,Raisin ; Sec,Raisin , Sec,,,,Nord,21,0,"21,00",,,,,,704 602,0,
2 125,Annick Davis,Montbret 849,1752,Imports,188,Rassade,Rassade,,,,,Nord,225,0,"225,00",,,,,,180,0,
2 128,Annick Davis,Montbret 849,1752,Imports,188,Ratafia,Ratafia,,,,,Nord,36,0,"36,00",,,,,,1 320,0,
2 148,Annick Davis,Montbret 849,1752,Imports,189,Ris,Ris,,,,,Nord,3 140,12,"3 140,60",,,,,,39 372,0,
2 153,Annick Davis,Montbret 849,1752,Imports,189,Rocaille,Rocaille,,,,,Nord,2 800,0,"2 800,00",,,,,,5 228,0,
2 172,Annick Davis,Montbret 849,1752,Imports,190,Ruban ; de laine,Ruban , de laine,,,,Nord,1 100,0,"1 100,00",1 538,15,,,,519,10,
2 201,Annick Davis,Montbret 849,1752,Imports,192,Sapins ; à fre. Échelle,Sapins , à fre. Échelle,,,,Nord,816,5,"816,25",20 941,13,,,,519,10,
2 218,Annick Davis,Montbret 849,1752,Imports,192,Saumons ; salés,Saumons , salés,,,,Nord,7 362,0,"7 362,00",198 115,15,,,,519,10,
2 264,Annick Davis,Montbret 849,1752,Imports,195,Soliveaux,Soliveaux,,,,,Nord,4 131,0,"4 131,00",,,,,,695,1,
2 286,Annick Davis,Montbret 849,1752,Imports,197,Soye ; de porc,Soye , de porc,,,,Nord,47 790,0,"47 790,00",,,,,,609,0,
2 291,Annick Davis,Montbret 849,1752,Imports,197,Spicaceltina,Spicaceltina,,,,,Nord,862,10,"862,50",,,,,,234 175,0,
2 297,Annick Davis,Montbret 849,1752,Imports,197,Stocliche,Stocliche,,,,,Nord,1 800,0,"1 800,00",,,,,,234 175,0,
2 307,Annick Davis,Montbret 849,1752,Imports,198,Sucre ; en pain,Sucre , en pain,,,,Nord,9 715,0,"9 715,00",25 817,9,,,,6 960,0,
2 317,Annick Davis,Montbret 849,1752,Imports,199,Suif,Suif,,,,,Nord,4 000,0,"4 000,00",,,,,,16 200,0,
2 330,Annick Davis,Montbret 849,1752,Imports,199,Tabac ; en feüilles,Tabac , en feüilles,,,,Nord,625,0,"625,00",3 488 208,15,,,,21 878,0,
2 390,Annick Davis,Montbret 849,1752,Imports,202,Thé,Thé,,,,,Nord,890,0,"890,00",,,,,,38 293,0,
2 407,Annick Davis,Montbret 849,1752,Imports,203,Toile ; blanche,Toile , blanche,,,,Nord,544,0,"544,00",3 024,5,,,,38 293,0,
2 423,Annick Davis,Montbret 849,1752,Imports,205,Toile ; cottray,Toile , cottray,,,,Nord,15 480,0,"15 480,00",15 640,0,,,,38 293,0,
2 431,Annick Davis,Montbret 849,1752,Imports,206,Toile ; diverses,Toile , diverses,,,,Nord,10 800,0,"10 800,00",193 013,0,,,,38 293,0,
2 436,Annick Davis,Montbret 849,1752,Imports,206,Toile ; d'Emballage,Toile , d'Emballage,,,,Nord,13 990,0,"13 990,00",42 255,16,,,,24 475,0,
2 452,Annick Davis,Montbret 849,1752,Imports,207,Toile ; linge de table,Toile , linge de table,,,,Nord,21 812,10,"21 812,50",68 698,10,,,,115,0,
2 459,Annick Davis,Montbret 849,1752,Imports,208,Toile ; platille,Toile , platille,,,,Nord,78 851,0,"78 851,00",118 601,0,,,,1 063,4,
2 460,Annick Davis,Montbret 849,1752,Imports,208,Toile ; de plocq,Toile , de plocq,,,,Nord,2 837,10,"2 837,50",,,,,,21 080,3,
2 467,Annick Davis,Montbret 849,1752,Imports,208,Toile ; a Voille,Toile , a Voille,,,,Nord,67 293,15,"67 293,75",164 898,15,,,,21 080,3,
2 492,Annick Davis,Montbret 849,1752,Imports,210,Verdet,Verdet,,,,,Nord,1 344,0,"1 344,00",,,,,,21 080,3,
2 493,Annick Davis,Montbret 849,1752,Imports,211,Vergues,Vergues,,,,,Nord,6 600,0,"6 600,00",,,,,,21 080,3,
2 502,Annick Davis,Montbret 849,1752,Imports,211,Vermillon,Vermillon,,,,,Nord,1 100,0,"1 100,00",,,,,,21 080,3,
2 510,Annick Davis,Montbret 849,1752,Imports,211,Verres ; cassés,Verres , cassés,,,,Nord,675,0,"675,00",3 328,0,,,,21 080,3,
2 516,Annick Davis,Montbret 849,1752,Imports,211,Verres ; communs,Verres , communs,,,,Nord,2 499,0,"2 499,00",8 342,0,,,,21 080,3,
2 522,Annick Davis,Montbret 849,1752,Imports,211,Verres ; de cristal,Verres , de cristal,,,,Nord,8 019,10,"8 019,50",210 449,5,,,,146,7,
2 527,Annick Davis,Montbret 849,1752,Imports,212,Verres ; à vitres,Verres , à vitres,,,,Nord,20,0,"20,00",3 104,0,,,,50,0,
2 537,Annick Davis,Montbret 849,1752,Imports,213,Vin ; de Canaries,Vin , de Canaries,,,,Nord,2 400,0,"2 400,00",11 790,0,,,,25 668,5,
2 546,Annick Davis,Montbret 849,1752,Imports,214,Vin ; d'Espagne,Vin , d'Espagne,,,,Nord,24,0,"24,00",90 888,0,222 572,10,,25 668,5,
2 550,Annick Davis,Montbret 849,1752,Imports,214,Vin ; Idem ; de Malaga,Vin , Idem , de Malaga,,,Nord,1 200,0,"1 200,00",1 890,0,222 572,10,,25 668,5,
2 558,Annick Davis,Montbret 849,1752,Imports,215,Vin ; d'Hongrie,Vin , d'Hongrie,,,,Nord,1 740,0,"1 740,00",,,,,,212 311,3,
2 563,Annick Davis,Montbret 849,1752,Imports,215,Vin ; de liqueur,Vin , de liqueur,,,,Nord,175,0,"175,00",47 112,18,,,,212 311,3,
48,Annick Davis,Montbret 849,1752,Imports,96,Amandes ; cassées,Amandes , cassées,,,,Portugal,14,0,"14,00",68 842,14,,,,212 311,3,
53,Annick Davis,Montbret 849,1752,Imports,97,Ambre ; gris,Ambre , gris,,,,Portugal,72,0,"72,00",225,5,,,,212 311,3,
66,Annick Davis,Montbret 849,1752,Imports,97,Anchois,Anchois,,,,,Portugal,580,0,"580,00",,,,,,212 311,3,
254,Annick Davis,Montbret 849,1752,Imports,104,Bois ; de Brezil,Bois , de Brezil,,,,Portugal,66 584,10,"66 584,50",107 241,14,,,,212 311,3,
283,Annick Davis,Montbret 849,1752,Imports,105,Bois ; de fernambourg,Bois , de fernambourg,,,,Portugal,10 112,10,"10 112,50",13 288,7,,,,212 311,3,
294,Annick Davis,Montbret 849,1752,Imports,105,Bois ; de Jaraconda,Bois , de Jaraconda,,,,Portugal,73 838,0,"73 838,00",,,,,,212 311,3,
301,Annick Davis,Montbret 849,1752,Imports,106,Bois ; de marqueterie,Bois , de marqueterie,,,,Portugal,13 206,5,"13 206,25",23 742,10,,,,212 311,3,
325,Annick Davis,Montbret 849,1752,Imports,106,Bois ; de palissandre,Bois , de palissandre,,,,Portugal,15 174,7,"15 174,35",15 243,2,,,,1 115,0,
419,Annick Davis,Montbret 849,1752,Imports,111,Cacao,Cacao,,,,,Portugal,62 818,0,"62 818,00",,,,,,1 115,0,
438,Annick Davis,Montbret 849,1752,Imports,112,Canelle,Canelle,,,,,Portugal,3 000,0,"3 000,00",,,,,,22 623,11,
507,Annick Davis,Montbret 849,1752,Imports,115,Chair ; Salée,Chair , Salée,,,,Portugal,50,0,"50,00",5 414,10,,,,22 623,11,
550,Annick Davis,Montbret 849,1752,Imports,118,Chataignes,Chataignes,,,,,Portugal,21,15,"21,75",,,,,,22 623,11,
581,Annick Davis,Montbret 849,1752,Imports,119,Chocolat,Chocolat,,,,,Portugal,702,0,"702,00",,,,,,22 623,11,
603,Annick Davis,Montbret 849,1752,Imports,120,Citrons,Citrons,,,,,Portugal,11 809,11,"11 809,55",,,,,,22 623,11,
624,Annick Davis,Montbret 849,1752,Imports,121,Cocos,Cocos,,,,,Portugal,,,"22 623,55",,,,,,22 623,11,
646,Annick Davis,Montbret 849,1752,Imports,122,Confitures,Confitures,,,,,Portugal,1 064,10,"1 064,50",,,,,,146,0,
687,Annick Davis,Montbret 849,1752,Imports,123,Cornes ; de mouton,Cornes , de mouton,,,,Portugal,700,0,"700,00",12 302,3,,,,41 700,0,
704,Annick Davis,Montbret 849,1752,Imports,124,Coton ; en laine,Coton , en laine,,,,Portugal,32 296,10,"32 296,50",2 859 362,7,,,,41 700,0,
767,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de beuf ; en poil,Cuirs , de beuf , en poil,,,Portugal,992 458,0,"992 458,00",3 019 026,5,3 445 080,15,,5 352,17,
847,Annick Davis,Montbret 849,1752,Imports,130,Dents ; d'Elephant,Dents , d'Elephant,,,,Portugal,1 417,10,"1 417,50",205 918,10,,,,5 352,17,
848,Annick Davis,Montbret 849,1752,Imports,130,Dents ; de morphil,Dents , de morphil,,,,Portugal,16 050,0,"16 050,00",,,,,,5 352,17,
886,Annick Davis,Montbret 849,1752,Imports,134,Eau ; medecinalle ; de fleur d'oranger,Eau , medecinalle , de fleur d'oranger,,,Portugal,140,0,"140,00",10 634,18,12 014,10,,2 708,5,
890,Annick Davis,Montbret 849,1752,Imports,135,Eau ; de senteur ; diverses,Eau , de senteur , diverses,,,Portugal,125,0,"125,00",535,0,,,,2 708,5,
907,Annick Davis,Montbret 849,1752,Imports,136,Ecorce ; de citron,Ecorce , de citron,,,,Portugal,3 317,12,"3 317,60",3 832,2,,,,2 708,5,
1 087,Annick Davis,Montbret 849,1752,Imports,144,Figues,Figues,,,,,Portugal,22 850,4,"22 850,20",,,,,,9,4,
1 177,Annick Davis,Montbret 849,1752,Imports,148,Fromage ; commun,Fromage , commun,,,,Portugal,38,15,"38,75",232 671,8,,,,100 290,6,
1 320,Annick Davis,Montbret 849,1752,Imports,156,Herbages,Herbages,,,,,Portugal,36,0,"36,00",,,,,,100 290,6,
1 322,Annick Davis,Montbret 849,1752,Imports,156,Herbes ; d'orseille,Herbes , d'orseille,,,,Portugal,37 500,0,"37 500,00",53 291,10,,,,100 290,6,
1 346,Annick Davis,Montbret 849,1752,Imports,156,Huile ; de copahu,Huile , de copahu,,,,Portugal,1 800,0,"1 800,00",1 820,0,,,,100 290,6,
1 364,Annick Davis,Montbret 849,1752,Imports,157,Huile ; d'Olive,Huile , d'Olive,,,,Portugal,139,10,"139,50",4 743 893,3,,,,100 290,6,
1 395,Annick Davis,Montbret 849,1752,Imports,158,Jambons,Jambons,,,,,Portugal,2 195,15,"2 195,75",,,,,,100 290,6,
1 468,Annick Davis,Montbret 849,1752,Imports,161,Laine ; lavée,Laine , lavée,,,,Portugal,880,0,"880,00",881 948,11,,,,100 290,6,
1 478,Annick Davis,Montbret 849,1752,Imports,161,Laine ; de Portugal,Laine , de Portugal,,,,Portugal,90 112,10,"90 112,50",,,,,,100 290,6,
1 524,Annick Davis,Montbret 849,1752,Imports,163,Liêge,Liêge,,,,,Portugal,1 015,0,"1 015,00",,,,,,100 290,6,
1 587,Annick Davis,Montbret 849,1752,Imports,165,Marbre ; brut,Marbre , brut,,,,Portugal,6,0,"6,00",39 342,13,,,,100 290,6,
1 602,Annick Davis,Montbret 849,1752,Imports,166,Marchandises ; meslées,Marchandises , meslées,,,,Portugal,40,0,"40,00",,,,,,100 290,6,
1 702,Annick Davis,Montbret 849,1752,Imports,171,Nattes,Nattes,,,,,Portugal,17,10,"17,50",,,,,,100 290,6,
1 731,Annick Davis,Montbret 849,1752,Imports,173,Oranges,Oranges,,,,,Portugal,67 697,3,"67 697,15",,,,,,100 290,6,
1 794,Annick Davis,Montbret 849,1752,Imports,176,Pastilles,Pastilles,,,,,Portugal,20,0,"20,00",,,,,,179 632,10,
1 801,Annick Davis,Montbret 849,1752,Imports,176,Peaux ; de bouc,Peaux , de bouc,,,,Portugal,100,0,"100,00",1 136,0,,,,179 632,10,
1 841,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de liévre,Peaux , de liévre,,,,Portugal,605,0,"605,00",15 389,12,,,,36,0,
2 009,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de chevrotin,Poil , de chevrotin,,,,Portugal,2 008,10,"2 008,50",3 062,5,,,,282,0,
2 059,Annick Davis,Montbret 849,1752,Imports,185,Porcelaine ; ordinaire,Porcelaine , ordinaire,,,,Portugal,365,0,"365,00",73 432,10,,,,282,0,
2 091,Annick Davis,Montbret 849,1752,Imports,187,Pruneaux,Pruneaux,,,,,Portugal,65,0,"65,00",,,,,,1 629,0,
2 122,Annick Davis,Montbret 849,1752,Imports,188,Raisin ; Sec,Raisin , Sec,,,,Portugal,102,9,"102,45",,,,,,3 516,0,
2 149,Annick Davis,Montbret 849,1752,Imports,189,Ris,Ris,,,,,Portugal,13,15,"13,75",,,,,,3 516,0,
2 166,Annick Davis,Montbret 849,1752,Imports,190,Rozeaux,Rozeaux,,,,,Portugal,2 500,0,"2 500,00",,,,,,3 516,0,
2 194,Annick Davis,Montbret 849,1752,Imports,192,Salsepareille,Salsepareille,,,,,Portugal,13 099,10,"13 099,50",,,,,,123 543,7,
2 308,Annick Davis,Montbret 849,1752,Imports,198,Sucre ; en pain,Sucre , en pain,,,,Portugal,12,10,"12,50",25 817,9,,,,123 543,7,
2 322,Annick Davis,Montbret 849,1752,Imports,199,Sumac,Sumac,,,,,Portugal,45 087,0,"45 087,00",,,,,,21,0,
2 396,Annick Davis,Montbret 849,1752,Imports,203,Thon ; mariné,Thon , mariné,,,,Portugal,60,0,"60,00",510,0,,,,242,0,
2 486,Annick Davis,Montbret 849,1752,Imports,210,Vanille,Vanille,,,,,Portugal,3 180,0,"3 180,00",,,,,,5 357,0,
2 498,Annick Davis,Montbret 849,1752,Imports,211,Vermichel,Vermichel,,,,,Portugal,33,10,"33,50",,,,,,5 357,0,
2 503,Annick Davis,Montbret 849,1752,Imports,211,Vermillon,Vermillon,,,,,Portugal,116,0,"116,00",,,,,,618,6,
2 547,Annick Davis,Montbret 849,1752,Imports,214,Vin ; d'Espagne,Vin , d'Espagne,,,,Portugal,540,0,"540,00",90 888,0,222 572,10,,650,0,
2 564,Annick Davis,Montbret 849,1752,Imports,215,Vin ; de liqueur,Vin , de liqueur,,,,Portugal,2 150,0,"2 150,00",47 112,18,,,,1 434 517,0,
2 565,Annick Davis,Montbret 849,1752,Imports,215,Vin ; de Maderes,Vin , de Maderes,,,,Portugal,187,10,"187,50",,,,,,1 434 517,0,
2 568,Annick Davis,Montbret 849,1752,Imports,215,Vin ; muscat,Vin , muscat,,,,Portugal,1 944,0,"1 944,00",11 388,0,,,,1 434 517,0,
2 570,Annick Davis,Montbret 849,1752,Imports,215,Vin ; de Palme,Vin , de Palme,,,,Portugal,585,0,"585,00",,,,,,1 434 517,0,
2 571,Annick Davis,Montbret 849,1752,Imports,215,Vin ; de Portugal,Vin , de Portugal,,,,Portugal,430,0,"430,00",,,,,,173 605,0,
80,Annick Davis,Montbret 849,1752,Imports,98,Anspects,Anspects,,,,,Russie,37,10,"37,50",,,,,,173 605,0,
115,Annick Davis,Montbret 849,1752,Imports,99,Avirons,Avirons,,,,,Russie,180,0,"180,00",,,,,,173 605,0,
261,Annick Davis,Montbret 849,1752,Imports,105,Bois ; à bruler,Bois , à bruler,,,,Russie,60,0,"60,00",219 004,12,,,,506,0,
399,Annick Davis,Montbret 849,1752,Imports,110,Bray ; gras,Bray , gras,,,,Russie,1 200,0,"1 200,00",111 603,0,,,,506,0,
528,Annick Davis,Montbret 849,1752,Imports,116,Chanvre ; crü,Chanvre , crü,,,,Russie,1 054 747,10,"1 054 747,50",2 325 121,19,,,,506,0,
598,Annick Davis,Montbret 849,1752,Imports,120,Cire ; jaune,Cire , jaune,,,,Russie,5 185,0,"5 185,00",3 286 902,0,,,,22 769 952,0,
638,Annick Davis,Montbret 849,1752,Imports,121,Colle; de poisson,Colle, de poisson,,,,Russie,9 700,0,"9 700,00",62 394,12,,,,22 769 952,0,
751,Annick Davis,Montbret 849,1752,Imports,126,Crin,Crin,,,,,Russie,1 425,0,"1 425,00",,,,,,22 769 952,0,
939,Annick Davis,Montbret 849,1752,Imports,137,Espars,Espars,,,,,Russie,1 611,15,"1 611,75",,,,,,22 769 952,0,
1 013,Annick Davis,Montbret 849,1752,Imports,142,Fer ; en barres,Fer , en barres,,,,Russie,39 700,0,"39 700,00",1 741 691,17,,,,22 769 952,0,
1 062,Annick Davis,Montbret 849,1752,Imports,143,Fer ; en taule,Fer , en taule,,,,Russie,400,10,"400,50",26 418,10,,,,22 769 952,0,
1 229,Annick Davis,Montbret 849,1752,Imports,151,Gaudron,Gaudron,,,,,Russie,33 840,0,"33 840,00",,,,,,22 769 952,0,
1 291,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de lin,Graine , de lin,,,,Russie,6 816,0,"6 816,00",117 586,0,,,,65 361,0,
1 453,Annick Davis,Montbret 849,1752,Imports,161,Laine ; commune,Laine , commune,,,,Russie,200,0,"200,00",266 690,2,,,,65 361,0,
1 540,Annick Davis,Montbret 849,1752,Imports,164,Lin ; crü,Lin , crü,,,,Russie,6 930,0,"6 930,00",141 016,19,,,,65 361,0,
1 544,Annick Davis,Montbret 849,1752,Imports,164,Lin ; Peigné,Lin , Peigné,,,,Russie,180,0,"180,00",50 828,5,,,,65 361,0,
1 569,Annick Davis,Montbret 849,1752,Imports,165,Manches ; de gaffe,Manches , de gaffe,,,,Russie,377,0,"377,00",529,8,,,,395,5,
1 603,Annick Davis,Montbret 849,1752,Imports,166,Marchandises ; meslées,Marchandises , meslées,,,,Russie,23,0,"23,00",,,,,,1 512,10,
1 614,Annick Davis,Montbret 849,1752,Imports,166,Mats ; divers,Mats , divers,,,,Russie,76 200,0,"76 200,00",269 660,0,,,,1 512,10,
1 618,Annick Davis,Montbret 849,1752,Imports,166,Mats ; petits,Mats , petits,,,,Russie,3 540,0,"3 540,00",30 869,0,,,,1 512,10,
1 703,Annick Davis,Montbret 849,1752,Imports,171,Nattes,Nattes,,,,,Russie,975,0,"975,00",,,,,,212,0,
1 828,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; d'hermine,Peaux , d'hermine,,,,Russie,5 480,0,"5 480,00",10 563,0,,,,351,4,
1 847,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de loup ; cervier,Peaux , de loup , cervier,,,Russie,192,0,"192,00",7 804,0,8 893,0,,2 960,10,
1 866,Annick Davis,Montbret 849,1752,Imports,178,Peaux ; d'ours,Peaux , d'ours,,,,Russie,600,0,"600,00",5 804,0,,,,2 960,10,
1 896,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; aprestée,Peaux , pelleterie , aprestée,,,Russie,851,10,"851,50",13 955,19,114 175,19,,2 960,10,
1 903,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; crüe,Peaux , pelleterie , crüe,,,Russie,1 120,0,"1 120,00",100 220,0,114 175,19,,2 960,10,
1 960,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Prusse,Planches , de Prusse,,,,Russie,630,0,"630,00",47 580,0,,,,2 960,10,
1 969,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Sapin,Planches , de Sapin,,,,Russie,55 251,8,"55 251,40",961 993,6,,,,15 336,0,
2 081,Annick Davis,Montbret 849,1752,Imports,186,Poutres,Poutres,,,,,Russie,774,0,"774,00",,,,,,8 230,0,
2 287,Annick Davis,Montbret 849,1752,Imports,197,Soye ; de porc,Soye , de porc,,,,Russie,15 000,0,"15 000,00",,,,,,26 765,0,
2 391,Annick Davis,Montbret 849,1752,Imports,202,Thé,Thé,,,,,Russie,70,0,"70,00",,,,,,26 765,0,
2 414,Annick Davis,Montbret 849,1752,Imports,205,Toile ; de chanvre,Toile , de chanvre,,,,Russie,170,0,"170,00",6 724,17,,,,26 765,0,
2 453,Annick Davis,Montbret 849,1752,Imports,207,Toile ; linge de table,Toile , linge de table,,,,Russie,75,0,"75,00",68 698,10,,,,26 765,0,
2 468,Annick Davis,Montbret 849,1752,Imports,208,Toile ; a Voille,Toile , a Voille,,,,Russie,16 177,10,"16 177,50",164 898,15,,,,26 765,0,
