Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,Leur valeur,,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),,Total,Remarks,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers
2604,Fatima zahra,Montbret 155-2605,1759,Imports,110,Sçies,,,,,Genes,,,3 468,,0,0,,6 444,,3 468,,,,,,6 443,14
2605,Fatima zahra,Montbret 155-2606,1759,Imports,110,Sçies,,,,,Savoye,,,92,,0,0,,6 444,,92,,,,,,6 443,14
2606,Fatima zahra,Montbret 155-2607,1759,Imports,110,Seaux de bois,,,,,Hollande,,,195,,0,0,,2 067,,195,8,,,,,2 067,8
2607,Fatima zahra,Montbret 155-2608,1759,Imports,110,Seaux de bois,,,,,Savoye,,,1 872,,0,0,,2 067,,1 872,,,,,,2 067,8
2608,Fatima zahra,Montbret 155-2609,1759,Imports,110,Sel ; armoniac,,,,,Hollande,,,4 580,,14 184,0,,102 162,,4 580,,14 184,,,,102 161,10
2609,Fatima zahra,Montbret 155-2610,1759,Imports,110,Sel ; armoniac,,,,,Italie,,,3 118,,14 184,0,,102 162,,3 118,,14 184,,,,102 161,10
2610,Fatima zahra,Montbret 155-2611,1759,Imports,110,Sel ; armoniac,,,,,Levant,,,4 536,,14 184,0,,102 162,,4 536,,14 184,,,,102 161,10
2611,Fatima zahra,Montbret 155-2612,1759,Imports,110,Sel ; armoniac,,,,,Savoye,,,1 950,,14 184,0,,102 162,,1 950,,14 184,,,,102 161,10
2612,Fatima zahra,Montbret 155-2613,1759,Imports,110,Sel ; medecinal,,,,,Espagne,,,23 600,,24 250,0,,102 162,,23 600,,24 250,,,,102 161,10
2613,Fatima zahra,Montbret 155-2614,1759,Imports,110,Sel ; medecinal,,,,,Genes,,,650,,24 250,0,,102 162,,650,,24 250,,,,102 161,10
2614,Fatima zahra,Montbret 155-2615,1759,Imports,110,Sel ; de saturne,,,,,Espagne,,,59 400,,60 080,0,,102 162,,59 400,,60 080,,,,102 161,10
2615,Fatima zahra,Montbret 155-2616,1759,Imports,110,Sel ; de saturne,,,,,Hollande,,,680,,60 080,0,,102 162,,680,,60 080,,,,102 161,10
2616,Fatima zahra,Montbret 155-2617,1759,Imports,110,Sel ; de verre,,,,,Nord,,,17,,0,0,,102 162,,16,10,,,,,102 161,10
2617,Fatima zahra,Montbret 155-2618,1759,Imports,110,Sel ; d'yposum,,,,,Espagne,,,3 082,,3 631,0,,102 162,,3 082,,3 631,,,,102 161,10
2618,Fatima zahra,Montbret 155-2619,1759,Imports,110,Sel ; d'yposum,,,,,Hollande,,,549,,3 631,0,,102 162,,549,,3 631,,,,102 161,10
2619,Fatima zahra,Montbret 155-2620,1759,Imports,110,Semences froides,,,,,Italie,,,162,,0,0,,919,,162,,,,,,918,10
2620,Fatima zahra,Montbret 155-2621,1759,Imports,110,Semences froides,,,,,Savoye,,,757,,0,0,,919,,756,10,,,,,918,10
2621,Fatima zahra,Montbret 155-2622,1759,Imports,110,Semencontra,,,,,Hollande,,,782,,0,0,,0,,782,,,,,,,
2622,Fatima zahra,Montbret 155-2623,1759,Imports,111,Semoires,,,,,Geneve,,,950,,0,0,,0,,950,,,,,,,
2623,Fatima zahra,Montbret 155-2624,1759,Imports,111,Semoulle,,,,,Savoye,,,8,,0,0,,0,,8,,,,,,,
2624,Fatima zahra,Montbret 155-2625,1759,Imports,111,Sené,,,,,Italie,,,2 100,,0,0,,3 000,,2 100,,,,,,3 000,
2625,Fatima zahra,Montbret 155-2626,1759,Imports,111,Sené,,,,,Savoye,,,900,,0,0,,3 000,,900,,,,,,3 000,
2626,Fatima zahra,Montbret 155-2627,1759,Imports,111,Serans,,,,,Flandre,,,140,,0,0,,0,,140,,,,,,,
2627,Fatima zahra,Montbret 155-2628,1759,Imports,111,Siamoise,,,,,Espagne,,,20,,0,0,,0,,20,,,,,,,
2628,Fatima zahra,Montbret 155-2629,1759,Imports,111,Sirop ; de capilaire,,,,,Flandre,,,6,,1 162,0,,1 473,,6,,1 162,,,,1 472,10
2629,Fatima zahra,Montbret 155-2630,1759,Imports,111,Sirop ; de capilaire,,,,,Hollande,,,20,,1 162,0,,1 473,,20,,1 162,,,,1 472,10
2630,Fatima zahra,Montbret 155-2631,1759,Imports,111,Sirop ; de capilaire,,,,,Isles,,,786,,1 162,0,,1 473,,786,,1 162,,,,1 472,10
2631,Fatima zahra,Montbret 155-2632,1759,Imports,111,Sirop ; de capilaire,,,,,Savoye,,,350,,1 162,0,,1 473,,350,,1 162,,,,1 472,10
2632,Fatima zahra,Montbret 155-2633,1759,Imports,111,Sirop ; melasse,,,,,Hollande,,,101,,311,0,,1 473,,100,10,310,10,,,1 472,10
2633,Fatima zahra,Montbret 155-2634,1759,Imports,111,Sirop ; melasse,,,,,Genes,,,120,,311,0,,1 473,,120,,310,10,,,1 472,10
2634,Fatima zahra,Montbret 155-2635,1759,Imports,111,Sirop ; melasse,,,,,Savoye,,,90,,311,0,,1 473,,90,,310,10,,,1 472,10
2635,Fatima zahra,Montbret 155-2636,1759,Imports,112,Soliveaux de sapin,,,,,Danemark,,,1 150,,0,0,,1 371,,1 150,,,,,,1 370,10
2636,Fatima zahra,Montbret 155-2637,1759,Imports,112,Soliveaux de sapin,,,,,Nord,,,221,,0,0,,1 371,,220,10,,,,,1 370,10
2637,Fatima zahra,Montbret 155-2638,1759,Imports,112,Son ,,,,,Naples,,,195,,0,0,,351,,195,,,,,,351,
2638,Fatima zahra,Montbret 155-2639,1759,Imports,112,Son ,,,,,Genes,,,150,,0,0,,351,,150,,,,,,351,
2639,Fatima zahra,Montbret 155-2640,1759,Imports,112,Son ,,,,,Savoye,,,6,,0,0,,351,,6,,,,,,351,
2640,Fatima zahra,Montbret 155-2641,1759,Imports,112,Soude,,,,,Angleterre,,,38,,0,0,,2 090 027,,37,19,,,,,2 090 026,15
2641,Fatima zahra,Montbret 155-2642,1759,Imports,112,Soude,,,,,Espagne,,,1 930 720,,0,0,,2 090 027,,1 930 719,16,,,,,2 090 026,15
2642,Fatima zahra,Montbret 155-2643,1759,Imports,112,Soude,,,,,Hollande,,,49 925,,0,0,,2 090 027,,49 925,,,,,,2 090 026,15
2643,Fatima zahra,Montbret 155-2644,1759,Imports,112,Soude,,,,,Italie,,,4 000,,0,0,,2 090 027,,4 000,,,,,,2 090 026,15
2644,Fatima zahra,Montbret 155-2645,1759,Imports,112,Soude,,,,,Naples,,,16 768,,0,0,,2 090 027,,16 768,,,,,,2 090 026,15
2645,Fatima zahra,Montbret 155-2646,1759,Imports,112,Soude,,,,,Genes,,,2 240,,0,0,,2 090 027,,2 240,,,,,,2 090 026,15
2646,Fatima zahra,Montbret 155-2647,1759,Imports,112,Soude,,,,,Levant,,,86 240,,0,0,,2 090 027,,86 240,,,,,,2 090 026,15
2647,Fatima zahra,Montbret 155-2648,1759,Imports,112,Soude,,,,,Savoye,,,96,,0,0,,2 090 027,,96,,,,,,2 090 026,15
2648,Fatima zahra,Montbret 155-2649,1759,Imports,112,Soufflets,,,,,Espagne,,,100,,0,0,,103,,100,,,,,,103,
2649,Fatima zahra,Montbret 155-2650,1759,Imports,112,Soufflets,,,,,Hollande,,,3,,0,0,,103,,3,,,,,,103,
2650,Fatima zahra,Montbret 155-2651,1759,Imports,112,Souffre,,,,,Hollande,,,46 413,,0,0,,148 713,,46 413,1,,,,,148 713,1
2651,Fatima zahra,Montbret 155-2652,1759,Imports,112,Souffre,,,,,Italie,,,43 800,,0,0,,148 713,,43 800,,,,,,148 713,1
2652,Fatima zahra,Montbret 155-2653,1759,Imports,112,Souffre,,,,,Naples,,,58 500,,0,0,,148 713,,58 500,,,,,,148 713,1
2653,Fatima zahra,Montbret 155-2654,1759,Imports,112,Souliers,,,,,Allemagne,,,1 176,,0,0,,2 249,,1 176,,,,,,2 248,10
2654,Fatima zahra,Montbret 155-2655,1759,Imports,112,Souliers,,,,,Espagne,,,80,,0,0,,2 249,,80,,,,,,2 248,10
2655,Fatima zahra,Montbret 155-2656,1759,Imports,112,Souliers,,,,,Flandre,,,494,,0,0,,2 249,,493,10,,,,,2 248,10
2656,Fatima zahra,Montbret 155-2657,1759,Imports,112,Souliers,,,,,Savoye,,,483,,0,0,,2 249,,483,,,,,,2 248,10
2657,Fatima zahra,Montbret 155-2658,1759,Imports,112,Souliers,,,,,Suisse,,,16,,0,0,,2 249,,16,,,,,,2 248,10
2658,Fatima zahra,Montbret 155-2659,1759,Imports,113,Soye ; à coudre,,,,,Geneve,,,20,,0,0,,14 718 410,,20,,,,,,14 718 410,
2659,Fatima zahra,Montbret 155-2660,1759,Imports,113,Soye ; crue,,,,,Espagne,,,3 555,,8 946 279,0,,14 718 410,,3 555,,8 946 279,,,,14 718 410,
2660,Fatima zahra,Montbret 155-2661,1759,Imports,113,Soye ; crue,,,,,Flandre,,,320,,8 946 279,0,,14 718 410,,320,,8 946 279,,,,14 718 410,
2661,Fatima zahra,Montbret 155-2662,1759,Imports,113,Soye ; crue,,,,,Hollande,,,32 000,,8 946 279,0,,14 718 410,,32 000,,8 946 279,,,,14 718 410,
2662,Fatima zahra,Montbret 155-2663,1759,Imports,113,Soye ; crue,,,,,Italie,,,1 660 032,,8 946 279,0,,14 718 410,,1 660 032,,8 946 279,,,,14 718 410,
2663,Fatima zahra,Montbret 155-2664,1759,Imports,113,Soye ; crue,,,,,Naples,,,2 556 588,,8 946 279,0,,14 718 410,,2 556 588,,8 946 279,,,,14 718 410,
2664,Fatima zahra,Montbret 155-2665,1759,Imports,113,Soye ; crue,,,,,Genes,,,208 776,,8 946 279,0,,14 718 410,,208 776,,8 946 279,,,,14 718 410,
2665,Fatima zahra,Montbret 155-2666,1759,Imports,113,Soye ; crue,,,,,Levant,,,835 524,,8 946 279,0,,14 718 410,,835 524,,8 946 279,,,,14 718 410,
2666,Fatima zahra,Montbret 155-2667,1759,Imports,113,Soye ; crue,,,,,Savoye,,,3 649 484,,8 946 279,0,,14 718 410,,3 649 484,,8 946 279,,,,14 718 410,
2667,Fatima zahra,Montbret 155-2668,1759,Imports,113,Soye ; graise,,,,,Savoye,,,3 093 264,,0,0,,14 718 410,,3 093 264,,,,,,14 718 410,
2668,Fatima zahra,Montbret 155-2669,1759,Imports,113,Soye ; soye et fleuret,,,,,Suisse,,,2 658 222,,0,0,,14 718 410,,2 658 222,,,,,,14 718 410,
2669,Fatima zahra,Montbret 155-2670,1759,Imports,113,Soye ; mankin,,,,,Hollande,,,20 625,,0,0,,14 718 410,,20 625,,,,,,14 718 410,
2670,Fatima zahra,Montbret 155-2671,1759,Imports,113,Soye de porc,,,,,Hollande,,,5 858,,0,0,,25 803,,5 857,10,,,,,25 802,14
2671,Fatima zahra,Montbret 155-2672,1759,Imports,113,Soye de porc,,,,,Nord,,,19 945,,0,0,,25 803,,19 945,4,,,,,25 802,14
2672,Fatima zahra,Montbret 155-2673,1759,Imports,113,Spermaceti,,,,,Hollande,,,1 975,,0,0,,0,,1 975,,,,,,,
2673,Fatima zahra,Montbret 155-2674,1759,Imports,113,Stafisaigre,,,,,Hollande,,,26,,0,0,,0,,25,10,,,,,,
2674,Fatima zahra,Montbret 155-2675,1759,Imports,113,Stocfiche,,,,,Allemagne,,,88,,0,0,,179 565,,88,1,,,,,179 565,5
2675,Fatima zahra,Montbret 155-2676,1759,Imports,113,Stocfiche,,,,,Angleterre,,,90,,0,0,,179 565,,90,,,,,,179 565,5
2676,Fatima zahra,Montbret 155-2677,1759,Imports,113,Stocfiche,,,,,Danemark,,,5 952,,0,0,,179 565,,5 952,4,,,,,179 565,5
2677,Fatima zahra,Montbret 155-2678,1759,Imports,113,Stocfiche,,,,,Espagne,,,24 317,,0,0,,179 565,,24 316,10,,,,,179 565,5
2678,Fatima zahra,Montbret 155-2679,1759,Imports,113,Stocfiche,,,,,Flandre,,,320,,0,0,,179 565,,320,5,,,,,179 565,5
2679,Fatima zahra,Montbret 155-2680,1759,Imports,113,Stocfiche,,,,,Hollande,,,91 513,,0,0,,179 565,,91 513,5,,,,,179 565,5
2680,Fatima zahra,Montbret 155-2681,1759,Imports,113,Stocfiche,,,,,Italie,,,3,,0,0,,179 565,,3,,,,,,179 565,5
2681,Fatima zahra,Montbret 155-2682,1759,Imports,113,Stocfiche,,,,,Nord,,,28 800,,0,0,,179 565,,28 800,,,,,,179 565,5
2682,Fatima zahra,Montbret 155-2683,1759,Imports,113,Stocfiche,,,,,Savoye,,,168,,0,0,,179 565,,168,,,,,,179 565,5
2683,Fatima zahra,Montbret 155-2684,1759,Imports,113,Stocfiche,,,,,Suede,,,28 314,,0,0,,179 565,,28 314,,,,,,179 565,5
2684,Fatima zahra,Montbret 155-2685,1759,Imports,113,Sublimé,,,,,Flandre,,,584,,0,0,,11 385,,584,,,,,,11 385,
2685,Fatima zahra,Montbret 155-2686,1759,Imports,113,Sublimé,,,,,Hollande,,,9 721,,0,0,,11 385,,9 721,,,,,,11 385,
2686,Fatima zahra,Montbret 155-2687,1759,Imports,113,Sublimé,,,,,Genes,,,1 080,,0,0,,11 385,,1 080,,,,,,11 385,
2687,Fatima zahra,Montbret 155-2688,1759,Imports,114,Sucre ; batard,,,,,Flandre,,,652,,0,0,,0,,652,,,,,,,
2688,Fatima zahra,Montbret 155-2689,1759,Imports,114,Sucre ; blanc,,,,,Espagne,,,1 360 153,,1 745 909,0,,5 651 420,,1 360 153,,1 745 908,16,,,5 651 420,1
2689,Fatima zahra,Montbret 155-2690,1759,Imports,114,Sucre ; blanc,,,,,Hollande,,,25 100,,1 745 909,0,,5 651 420,,25 100,8,1 745 908,16,,,5 651 420,1
2690,Fatima zahra,Montbret 155-2691,1759,Imports,114,Sucre ; blanc,,,,,Isles,,,315 905,,1 745 909,0,,5 651 420,,315 905,8,1 745 908,16,,,5 651 420,1
2691,Fatima zahra,Montbret 155-2692,1759,Imports,114,Sucre ; blanc,,,,,Genes,,,6 200,,1 745 909,0,,5 651 420,,6 200,,1 745 908,16,,,5 651 420,1
2692,Fatima zahra,Montbret 155-2693,1759,Imports,114,Sucre ; blanc,,,,,Savoye,,,38 550,,1 745 909,0,,5 651 420,,38 550,,1 745 908,16,,,5 651 420,1
2693,Fatima zahra,Montbret 155-2694,1759,Imports,114,Sucre ; brut,,,,,Angleterre,,,504,,415 354,0,,5 651 420,,504,,415 353,14,,,5 651 420,1
2694,Fatima zahra,Montbret 155-2695,1759,Imports,114,Sucre ; brut,,,,,Espagne,,,9 739,,415 354,0,,5 651 420,,9 738,16,415 353,14,,,5 651 420,1
2695,Fatima zahra,Montbret 155-2696,1759,Imports,114,Sucre ; brut,,,,,Flandre,,,12 342,,415 354,0,,5 651 420,,12 341,15,415 353,14,,,5 651 420,1
2696,Fatima zahra,Montbret 155-2697,1759,Imports,114,Sucre ; brut,,,,,Hollande,,,136 816,,415 354,0,,5 651 420,,136 815,14,415 353,14,,,5 651 420,1
2697,Fatima zahra,Montbret 155-2698,1759,Imports,114,Sucre ; brut,,,,,Isles,,,254 415,,415 354,0,,5 651 420,,254 414,13,415 353,14,,,5 651 420,1
2698,Fatima zahra,Montbret 155-2699,1759,Imports,114,Sucre ; brut,,,,,Italie,,,385,,415 354,0,,5 651 420,,385,,415 353,14,,,5 651 420,1
2699,Fatima zahra,Montbret 155-2700,1759,Imports,114,Sucre ; brut,,,,,Portugal,,,1 154,,415 354,0,,5 651 420,,1 153,16,415 353,14,,,5 651 420,1
2700,Fatima zahra,Montbret 155-2701,1759,Imports,114,Sucre ; canoy,,,,,Flandre,,,959,,5 127,0,,5 651 420,,959,4,5 127,2,,,5 651 420,1
2701,Fatima zahra,Montbret 155-2702,1759,Imports,114,Sucre ; canoy,,,,,Hollande,,,4 154,,5 127,0,,5 651 420,,4 153,10,5 127,2,,,5 651 420,1
2702,Fatima zahra,Montbret 155-2703,1759,Imports,114,Sucre ; canoy,,,,,Nord,,,14,,5 127,0,,5 651 420,,14,8,5 127,2,,,5 651 420,1
2703,Fatima zahra,Montbret 155-2704,1759,Imports,114,Sucre ; cassonnade,,,,,Allemagne,,,3,,28 928,0,,5 651 420,,2,16,28 928,6,,,5 651 420,1
2704,Fatima zahra,Montbret 155-2705,1759,Imports,114,Sucre ; cassonnade,,,,,Espagne,,,7 601,,28 928,0,,5 651 420,,7 601,1,28 928,6,,,5 651 420,1
2705,Fatima zahra,Montbret 155-2706,1759,Imports,114,Sucre ; cassonnade,,,,,Flandre,,,3 650,,28 928,0,,5 651 420,,3 649,15,28 928,6,,,5 651 420,1
2706,Fatima zahra,Montbret 155-2707,1759,Imports,114,Sucre ; cassonnade,,,,,Hollande,,,3 455,,28 928,0,,5 651 420,,3 454,14,28 928,6,,,5 651 420,1
2707,Fatima zahra,Montbret 155-2708,1759,Imports,114,Sucre ; cassonnade,,,,,Genes,,,2 625,,28 928,0,,5 651 420,,2 625,,28 928,6,,,5 651 420,1
2708,Fatima zahra,Montbret 155-2709,1759,Imports,114,Sucre ; cassonnade,,,,,Portugal,,,9 818,,28 928,0,,5 651 420,,9 817,10,28 928,6,,,5 651 420,1
2709,Fatima zahra,Montbret 155-2710,1759,Imports,114,Sucre ; cassonnade,,,,,Savoye,,,1 778,,28 928,0,,5 651 420,,1 777,10,28 928,6,,,5 651 420,1
2710,Fatima zahra,Montbret 155-2711,1759,Imports,114,Sucre ; d'erabe,,,,,Isles,,,365,,0,0,,5 651 420,,365,,,,,,5 651 420,1
2711,Fatima zahra,Montbret 155-2712,1759,Imports,114,Sucre ; moscoviede,,,,,Flandre,,,6 368,,0,0,,5 651 420,,6 367,10,,,,,5 651 420,1
2712,Fatima zahra,Montbret 155-2713,1759,Imports,114,Sucre ; d'orge,,,,,Savoye,,,1,,0,0,,5 651 420,,1,,,,,,5 651 420,1
2713,Fatima zahra,Montbret 155-2714,1759,Imports,114,Sucre ; en pain,,,,,Allemagne,,,4 760,,719 320,0,,5 651 420,,4 760,6,719 320,9,,,5 651 420,1
2714,Fatima zahra,Montbret 155-2715,1759,Imports,114,Sucre ; en pain,,,,,Espagne,,,5 880,,719 320,0,,5 651 420,,5 880,6,719 320,9,,,5 651 420,1
2715,Fatima zahra,Montbret 155-2716,1759,Imports,114,Sucre ; en pain,,,,,Flandre,,,65 601,,719 320,0,,5 651 420,,65 600,16,719 320,9,,,5 651 420,1
2716,Fatima zahra,Montbret 155-2717,1759,Imports,114,Sucre ; en pain,,,,,Geneve,,,4 055,,719 320,0,,5 651 420,,4 055,,719 320,9,,,5 651 420,1
2717,Fatima zahra,Montbret 155-2718,1759,Imports,114,Sucre ; en pain,,,,,Hollande,,,408 540,,719 320,0,,5 651 420,,408 540,3,719 320,9,,,5 651 420,1
2718,Fatima zahra,Montbret 155-2719,1759,Imports,114,Sucre ; en pain,,,,,Isles,,,606,,719 320,0,,5 651 420,,606,,719 320,9,,,5 651 420,1
2719,Fatima zahra,Montbret 155-2720,1759,Imports,114,Sucre ; en pain,,,,,Nord,,,229 850,,719 320,0,,5 651 420,,229 849,18,719 320,9,,,5 651 420,1
2720,Fatima zahra,Montbret 155-2721,1759,Imports,114,Sucre ; en pain,,,,,Savoye,,,28,,719 320,0,,5 651 420,,28,,719 320,9,,,5 651 420,1
2721,Fatima zahra,Montbret 155-2722,1759,Imports,114,Sucre ; en poudre,,,,,Flandre,,,2 622,,0,0,,5 651 420,,2 622,,,,,,5 651 420,1
2722,Fatima zahra,Montbret 155-2723,1759,Imports,114,Sucre ; terré,,,,,Espagne,,,37 493,,2 574 738,0,,5 651 420,,37 492,16,2 574 738,1,,,5 651 420,1
2723,Fatima zahra,Montbret 155-2724,1759,Imports,114,Sucre ; terré,,,,,Hollande,,,170 519,,2 574 738,0,,5 651 420,,170 519,,2 574 738,1,,,5 651 420,1
2724,Fatima zahra,Montbret 155-2725,1759,Imports,114,Sucre ; terré,,,,,Isles,,,2 365 740,,2 574 738,0,,5 651 420,,2 365 739,15,2 574 738,1,,,5 651 420,1
2725,Fatima zahra,Montbret 155-2726,1759,Imports,114,Sucre ; terré,,,,,Nord,,,987,,2 574 738,0,,5 651 420,,986,10,2 574 738,1,,,5 651 420,1
2726,Fatima zahra,Montbret 155-2727,1759,Imports,114,Sucre ; teste,,,,,Espagne,,,14 155,,112 084,0,,5 651 420,,14 154,14,112 083,13,,,5 651 420,1
2727,Fatima zahra,Montbret 155-2728,1759,Imports,114,Sucre ; teste,,,,,Isles,,,97 929,,112 084,0,,5 651 420,,97 928,19,112 083,13,,,5 651 420,1
2728,Fatima zahra,Montbret 155-2729,1759,Imports,114,Sucre ; versoir,,,,,Flandre,,,37 879,,39 953,0,,5 651 420,,37 879,5,39 952,10,,,5 651 420,1
2729,Fatima zahra,Montbret 155-2730,1759,Imports,114,Sucre ; versoir,,,,,Hollande,,,1 755,,39 953,0,,5 651 420,,1 755,5,39 952,10,,,5 651 420,1
2730,Fatima zahra,Montbret 155-2731,1759,Imports,114,Sucre ; versoir,,,,,Genes,,,318,,39 953,0,,5 651 420,,318,,39 952,10,,,5 651 420,1
2731,Fatima zahra,Montbret 155-2732,1759,Imports,115,Suif ,,,,,Allemagne,,,805,,0,0,,50 131,,805,,,,,,50 131,8
2732,Fatima zahra,Montbret 155-2733,1759,Imports,115,Suif ,,,,,Espagne,,,5 027,,0,0,,50 131,,5 026,12,,,,,50 131,8
2733,Fatima zahra,Montbret 155-2734,1759,Imports,115,Suif ,,,,,Hollande,,,4 646,,0,0,,50 131,,4 646,8,,,,,50 131,8
2734,Fatima zahra,Montbret 155-2735,1759,Imports,115,Suif ,,,,,Italie,,,29 542,,0,0,,50 131,,29 542,,,,,,50 131,8
2735,Fatima zahra,Montbret 155-2736,1759,Imports,115,Suif ,,,,,Naples,,,105,,0,0,,50 131,,105,,,,,,50 131,8
2736,Fatima zahra,Montbret 155-2737,1759,Imports,115,Suif ,,,,,Genes,,,35,,0,0,,50 131,,35,,,,,,50 131,8
2737,Fatima zahra,Montbret 155-2738,1759,Imports,115,Suif ,,,,,Savoye,,,9 971,,0,0,,50 131,,9 971,8,,,,,50 131,8
2738,Fatima zahra,Montbret 155-2739,1759,Imports,115,Sumac,,,,,Espagne,,,72,,0,0,,7 295,,72,,,,,,7 294,14
2739,Fatima zahra,Montbret 155-2740,1759,Imports,115,Sumac,,,,,Hollande,,,5 569,,0,0,,7 295,,5 568,19,,,,,7 294,14
2740,Fatima zahra,Montbret 155-2741,1759,Imports,115,Sumac,,,,,Genes,,,280,,0,0,,7 295,,280,,,,,,7 294,14
2741,Fatima zahra,Montbret 155-2742,1759,Imports,115,Sumac,,,,,Portugal,,,404,,0,0,,7 295,,403,15,,,,,7 294,14
2742,Fatima zahra,Montbret 155-2743,1759,Imports,115,Sumac,,,,,Savoye,,,970,,0,0,,7 295,,970,,,,,,7 294,14
2743,Fatima zahra,Montbret 155-2744,1759,Imports,115,Tabac ; avarié,,,,,Angleterre,,,9 600,,0,0,,3 372 830,,9 600,,,,,,3 372 830,4
2744,Fatima zahra,Montbret 155-2745,1759,Imports,115,Tabac ; de Brezil,,,,,Espagne,,,36,,0,0,,3 372 830,,36,,,,,,3 372 830,4
2745,Fatima zahra,Montbret 155-2746,1759,Imports,115,Tabac ; de carottes,,,,,Espagne,,,2 640,,3 020,0,,3 372 830,,2 640,,3 020,,,,3 372 830,4
2746,Fatima zahra,Montbret 155-2747,1759,Imports,115,Tabac ; de carottes,,,,,Flandre,,,380,,3 020,0,,3 372 830,,380,,3 020,,,,3 372 830,4
2747,Fatima zahra,Montbret 155-2748,1759,Imports,115,Tabac ; en cordes,,,,,Hollande,,,320,,0,0,,3 372 830,,320,,,,,,3 372 830,4
2748,Fatima zahra,Montbret 155-2749,1759,Imports,115,Tabac ; d'Espagne,,,,,Flandre,,,260,,0,0,,3 372 830,,260,,,,,,3 372 830,4
2749,Fatima zahra,Montbret 155-2750,1759,Imports,115,Tabac ; en feuilles,,,,,Angleterre,,,2 685 378,,3 357 636,0,,3 372 830,,2 685 377,12,3 357 635,10,,,3 372 830,4
2750,Fatima zahra,Montbret 155-2751,1759,Imports,115,Tabac ; en feuilles,,,,,Espagne,,,30,,3 357 636,0,,3 372 830,,30,,3 357 635,10,,,3 372 830,4
2751,Fatima zahra,Montbret 155-2752,1759,Imports,115,Tabac ; en feuilles,,,,,Hollande,,,399 137,,3 357 636,0,,3 372 830,,399 136,19,3 357 635,10,,,3 372 830,4
2752,Fatima zahra,Montbret 155-2753,1759,Imports,115,Tabac ; en feuilles,,,,,Isles,,,15 440,,3 357 636,0,,3 372 830,,15 439,15,3 357 635,10,,,3 372 830,4
2753,Fatima zahra,Montbret 155-2754,1759,Imports,115,Tabac ; en feuilles,,,,,Genes,,,2 368,,3 357 636,0,,3 372 830,,2 368,,3 357 635,10,,,3 372 830,4
2754,Fatima zahra,Montbret 155-2755,1759,Imports,115,Tabac ; en feuilles,,,,,Russie,,,253 531,,3 357 636,0,,3 372 830,,253 531,4,3 357 635,10,,,3 372 830,4
2755,Fatima zahra,Montbret 155-2756,1759,Imports,115,Tabac ; en feuilles,,,,,Savoye,,,1 752,,3 357 636,0,,3 372 830,,1 752,,3 357 635,10,,,3 372 830,4
2756,Fatima zahra,Montbret 155-2757,1759,Imports,115,Tabac ; à fumer,,,,,Hollande,,,570,,0,0,,3 372 830,,570,,,,,,3 372 830,4
2757,Fatima zahra,Montbret 155-2758,1759,Imports,115,Tabac ; en poudre,,,,,Espagne,,,1 072,,1 389,0,,3 372 830,,1 071,18,1 388,14,,,3 372 830,4
2758,Fatima zahra,Montbret 155-2759,1759,Imports,115,Tabac ; en poudre,,,,,Hollande,,,317,,1 389,0,,3 372 830,,316,16,1 388,14,,,3 372 830,4
2759,Fatima zahra,Montbret 155-2760,1759,Imports,116,Tabatieres ; de bois,,,,,Genes,,,600,,1 013,0,,1 363,,600,,1 012,10,,,1 362,10
2760,Fatima zahra,Montbret 155-2761,1759,Imports,116,Tabatieres ; de bois,,,,,Levant,,,400,,1 013,0,,1 363,,400,,1 012,10,,,1 362,10
2761,Fatima zahra,Montbret 155-2762,1759,Imports,116,Tabatieres ; de bois,,,,,Savoye,,,13,,1 013,0,,1 363,,12,10,1 012,10,,,1 362,10
2762,Fatima zahra,Montbret 155-2763,1759,Imports,116,Tabatieres ; d'or,,,,,Flandre,,,350,,0,0,,1 363,,350,,,,,,1 362,10
2763,Fatima zahra,Montbret 155-2764,1759,Imports,116,Tables ; de bois,,,,,Hollande,,,34,,0,0,,5 609,,34,,,,,,5 609,
2764,Fatima zahra,Montbret 155-2765,1759,Imports,116,Tables ; de marbre,,,,,Italie,,,3 855,,5 575,0,,5 609,,3 855,,5 575,,,,5 609,
2765,Fatima zahra,Montbret 155-2766,1759,Imports,116,Tables ; de marbre,,,,,Naples,,,960,,5 575,0,,5 609,,960,,5 575,,,,5 609,
2766,Fatima zahra,Montbret 155-2767,1759,Imports,116,Tables ; de marbre,,,,,Savoye,,,760,,5 575,0,,5 609,,760,,5 575,,,,5 609,
2767,Fatima zahra,Montbret 155-2768,1759,Imports,116,Tableaux,,,,,Allemagne,,,600,,0,0,,26 530,,600,,,,,,26 530,
2768,Fatima zahra,Montbret 155-2769,1759,Imports,116,Tableaux,,,,,Flandre,,,1 822,,0,0,,26 530,,1 822,,,,,,26 530,
2769,Fatima zahra,Montbret 155-2770,1759,Imports,116,Tableaux,,,,,Italie,,,1 128,,0,0,,26 530,,1 128,,,,,,26 530,
2770,Fatima zahra,Montbret 155-2771,1759,Imports,116,Tableaux,,,,,Naples,,,1 520,,0,0,,26 530,,1 520,,,,,,26 530,
2771,Fatima zahra,Montbret 155-2772,1759,Imports,116,Tableaux,,,,,Genes,,,19 740,,0,0,,26 530,,19 740,,,,,,26 530,
