Nom opérateur/trice,Cote du document source,Année,N° de page du PDF,Exportations/Importations,Pays d'origine,Familles de marchandises,Nom de la marchandise,Quantités marchandises,Unité de compte/quantités,Prix unitaire,Unité de compte,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Valeur en décimale de Lt,Unité de compte,Total ,Unité de compte,Remarques
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Flandre,,Poivre,,,,,"211 377,00",,,211377,,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Genève,,Poivre,,,,,"13,00",13,,"13,65",,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Hollande,,Poivre,,,,,"1 833 445,00",6,,"1833445,3",,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Italie,,Poivre,,,,,"8 920,00",,,8920,,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Gènes,,Poivre,,,,,"2 000,00",,,2000,,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Levant,,Poivre,,,,,"1 410,00",,,1410,,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Nord,,Poivre,,,,,"29 640,00",,,29640,,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Savoye,,Poivre,,,,,"3 008,00",18,,"3008,9",,"2100344,85",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Allemagne,,Poix,,,,,"2 951,00",5,,"2951,25",,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Espagne,,Poix,,,,,"44 794,00",13,,"44794,65",,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Importations,Flandre,,Poix,,,,,"282,00",,,282,,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Espagne,,Poil ; de lapin,,,,,"1 520,00",,,1520,,"2450,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Savoye,,Poil ; de lapin,,,,,"930,00",,,930,,"2450,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Espagne,,Pois,,,,,"1 417,00",,,1417,,"1417,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Espagne,,Poissons ; frais,,,,,"214,00",,,214,,"727,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Flandre,,Poissons ; frais,,,,,"72,00",,,72,,"727,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Savoye,,Poissons ; frais,,,,,"441,00",,,441,,"727,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Gènes,,Poissons ; frits,,,,,"2 820,00",,,2820,,"2920,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Savoye,,Poissons ; frits,,,,,"100,00",,,100,,"2920,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Angleterre,,Poissons ; salés,,,,,"50,00",,,50,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Espagne,,Poissons ; salés,,,,,"5 682,00",,,5682,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Genève,,Poissons ; salés,,,,,"15,00",,,15,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Hollande,,Poissons ; salés,,,,,"13 162,00",,,13162,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Italie,,Poissons ; salés,,,,,"87,00",,,87,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Gènes,,Poissons ; salés,,,,,"3,00",,,3,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Levant,,Poissons ; salés,,,,,"550,00",,,550,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Nord,,Poissons ; salés,,,,,"1 358,00",,,1358,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Savoye,,Poissons ; salés,,,,,"1 276,00",5,,"1276,25",,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Suède,,Poissons ; salés,,,,,"446,00",,,446,,"22629,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Espagne,,Poivre,,,,,"148 895,00",16,,"148895,8",,"272706,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Flandre,,Poivre,,,,,"1,00",10,,"1,5",,"272706,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Italie,,Poivre,,,,,"164,00",,,164,,"272706,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Levant,,Poivre,,,,,"36 857,00",,,36857,,"272706,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,100,Exportations,Savoye,,Poivre,,,,,"86 788,00",10,,"86788,5",,"272706,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Genève,,Poix,,,,,"87,15",,,"87,15",,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Hollande,,Poix,,,,,"1 676,00",4,,"1676,2",,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Italie,,Poix,,,,,"9 000,00",,,9000,,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Gènes,,Poix,,,,,"27,00",,,27,,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Nord,,Poix,,,,,"1 572,00",,,1572,,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Savoye,,Poix,,,,,"115,00",10,,"115,5",,"60505,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Savoye,,Polipode,,,,,"350,00",,,350,,"350,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Italie,,Pomade,,,,,"410,00",,,410,,"2148,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Gènes,,Pomade,,,,,"1 461,00",,,1461,,"2148,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Savoye,,Pomade,,,,,"277,00",,,277,,"2148,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Naples,,Pommes,,,,,"1 900,00",,,1900,,"1900,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Nord,,Pompes ; de bois,,,,,"270,00",,,270,,"270,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Savoye,,Poncire,,,,,"63,00",,,63,,"63,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Allemagne,,Porcs ; gras,,,,,"100,00",,,100,,"2650,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Savoye,,Porcs ; gras,,,,,"2 550,00",,,2550,,"2650,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Importations,Allemagne,,Porcs ; porcelets,,,,,"538,00",,,538,,"538,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Espagne,,Poix,,,,,"12,00",10,,"12,5",,"2884,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Hollande,,Poix,,,,,"5,00",,,5,,"2884,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Levant,,Poix,,,,,"130,00",,,130,,"2884,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Savoye,,Poix,,,,,"2 736,00",16,,"2736,8",,"2884,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Allemagne,,Polimy,,,,,"1 160,00",,,1160,,"39440,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Espagne,,Polimy,,,,,"960,00",,,960,,"39440,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Flandre,,Polimy,,,,,"33 040,00",,,33040,,"39440,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Levant,,Polimy,,,,,"3 080,00",,,3080,,"39440,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Savoye,,Polimy,,,,,"1 200,00",,,1200,,"39440,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Angleterre,,Pomade,,,,,"600,00",,,600,,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Espagne,,Pomade,,,,,"1 300,00",,,1300,,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Flandre,,Pomade,,,,,"257,00",10,,"257,5",,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Genève,,Pomade,,,,,"350,00",,,350,,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Hollande,,Pomade,,,,,"622,00",,,622,,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Isles,,Pomade,,,,,"87,00",10,,"87,5",,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Gènes,,Pomade,,,,,"330,00",,,330,,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Nord,,Pomade,,,,,"202,00",,,202,,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Savoye,,Pomade,,,,,"402,00",,,402,,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,suisse,,Pomade,,,,,"97,00",10,,"97,5",,"4248,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Allemagne,,Pommes ; de terre,,,,,"385,00",,,385,,"424,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Savoye,,Pommes ; de terre,,,,,"39,00",,,39,,"424,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Espagne,,Pompes ; de bois,,,,,"500,00",,,500,,"500,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Allemagne,,Porcs ; gras,,,,,"133 850,00",,,133850,,"208840,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Espagne,,Porcs ; gras,,,,,"15 800,00",,,15800,,"208840,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Flandre,,Porcs ; gras,,,,,"23 240,00",,,23240,,"208840,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Genève,,Porcs ; gras,,,,,"2 120,00",,,2120,,"208840,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Savoye,,Porcs ; gras,,,,,"9 410,00",,,9410,,"208840,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,suisse,,Porcs ; gras,,,,,"24 420,00",,,24420,,"208840,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Allemagne,,Porcs ; porcelets,,,,,"2 010,00",,,2010,,"10004,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Flandre,,Porcs ; porcelets,,,,,"7 904,00",,,7904,,"10004,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,101,Exportations,Savoye,,Porcs ; porcelets,,,,,"90,00",,,90,,"10004,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Allemagne,,Porcelaine ; ordinaire,,,,,"2 523,00",15,,"2523,75",,"40838,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Espagne,,Porcelaine ; ordinaire,,,,,"1 250,00",,,1250,,"40838,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Flandre,,Porcelaine ; ordinaire,,,,,"790,00",,,790,,"40838,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Hollande,,Porcelaine ; ordinaire,,,,,"8 775,00",,,8775,,"40838,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Italie,,Porcelaine ; ordinaire,,,,,"13 750,00",,,13750,,"40838,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Naples,,Porcelaine ; ordinaire,,,,,"12 500,00",,,12500,,"40838,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Savoye,,Porcelaine ; ordinaire,,,,,"1 250,00",,,1250,,"40838,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Allemagne,,Porcelaine ; de Saxe,,,,,"3 570,00",,,3570,,"3570,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Hollande,,Potin,,,,,"459,00",,,459,,"459,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Allemagne,,Potterie ; de grez,,,,,"2 287,00",4,,"2287,2",,"2949,20",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Hollande,,Potterie ; de grez,,,,,"312,00",,,312,,"2949,20",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Gènes,,Potterie ; de grez,,,,,"350,00",,,350,,"2949,20",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Allemagne,,Potterie ; de terre,,,,,"2 766,00",,,2766,,"3750,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Espagne,,Potterie ; de terre,,,,,"767,00",10,,"767,5",,"3750,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Flandre,,Potterie ; de terre,,,,,"96,00",,,96,,"3750,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Hollande,,Potterie ; de terre,,,,,"68,00",,,68,,"3750,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Savoye,,Potterie ; de terre,,,,,"52,00",10,,"52,5",,"3750,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Italie,,Potterie ; terrailles,,,,,"64 997,00",,,64997,,"98730,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Naples,,Potterie ; terrailles,,,,,"6 300,00",,,6300,,"98730,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Gènes,,Potterie ; terrailles,,,,,"24 898,00",,,24898,,"98730,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Savoye,,Potterie ; terrailles,,,,,"2 535,00",5,,"2535,25",,"98730,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Allemagne,,Poudre ; à canon,,,,,"1 980,00",,,1980,,"1980,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Espagne,,Poudre ; à poudrer,,,,,"3,00",,,3,,"55,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Savoye,,Poudre ; à poudrer,,,,,"52,00",,,52,,"55,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Levant,,Poussière ; d'encens,,,,,"840,00",,,840,,"939,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Importations,Savoye,,Poussière ; de tartre,,,,,"99,00",,,99,,"939,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Allemagne,,Porcelaine ; ordinaire,,,,,"150,00",,,150,,"15420,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Angleterre,,Porcelaine ; ordinaire,,,,,"125,00",,,125,,"15420,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Flandre,,Porcelaine ; ordinaire,,,,,"625,00",,,625,,"15420,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Isles,,Porcelaine ; ordinaire,,,,,"6 000,00",,,6000,,"15420,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Italie,,Porcelaine ; ordinaire,,,,,"7 270,00",,,7270,,"15420,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Levant,,Porcelaine ; ordinaire,,,,,"1 000,00",,,1000,,"15420,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,suisse,,Porcelaine ; ordinaire,,,,,"250,00",,,250,,"15420,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Flandre,,Potin,,,,,"3 502,00",,,3502,,"3502,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Espagne,,Potterie ; de terre,,,,,"49,00",7,,"49,35",,"1194,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Genève,,Potterie ; de terre,,,,,"875,00",,,875,,"1194,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Savoye,,Potterie ; de terre,,,,,"190,00",,,190,,"1194,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,suisse,,Potterie ; de terre,,,,,"80,00",,,80,,"1194,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Espagne,,Potterie ; terrailles,,,,,"3 704,00",,,3704,,"12492,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Italie,,Potterie ; terrailles,,,,,"3 885,00",,,3885,,"12492,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Naples,,Potterie ; terrailles,,,,,"75,00",,,75,,"12492,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Gènes,,Potterie ; terrailles,,,,,"1 502,00",,,1502,,"12492,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Levant,,Potterie ; terrailles,,,,,"275,00",,,275,,"12492,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Savoye,,Potterie ; terrailles,,,,,"3 051,00",,,3051,,"12492,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Espagne,,Poudre ; à canon,,,,,"23,00",10,,"23,5",,"21623,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Isles,,Poudre ; à canon,,,,,"21 600,00",,,21600,,"21623,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Flandre,,Poudre ; médicinale,,,,,"105,00",,,105,,"105,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Allemagne,,Poudre ; à poudrer,,,,,"174,00",6,,"174,3",,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Angleterre,,Poudre ; à poudrer,,,,,"225,00",,,225,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Danemark,,Poudre ; à poudrer,,,,,"50,00",,,50,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Espagne,,Poudre ; à poudrer,,,,,"3 981,00",,,3981,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Flandre,,Poudre ; à poudrer,,,,,"113,00",12,,"113,6",,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Genève,,Poudre ; à poudrer,,,,,"112,00",10,,"112,5",,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Hollande,,Poudre ; à poudrer,,,,,,12,,"0,6",,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Isles,,Poudre ; à poudrer,,,,,"250,00",,,250,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Italie,,Poudre ; à poudrer,,,,,"495,00",,,495,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Naples,,Poudre ; à poudrer,,,,,"10,00",,,10,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Gènes,,Poudre ; à poudrer,,,,,"25,00",,,25,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Levant,,Poudre ; à poudrer,,,,,"25,00",,,25,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Savoye,,Poudre ; à poudrer,,,,,"1 733,00",,,1733,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,suisse,,Poudre ; à poudrer,,,,,"1 236,00",,,1236,,"8431,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Italie,,Poussière ; de buis ,,,,,"20,00",,,20,,"20,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,102,Exportations,Nord,,Poussière ; de tartre,,,,,"798,00",,,798,,"798,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Gènes,,Poutargues,,,,,"360,00",,,360,,"360,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Italie,,Poutres,,,,,"8 080,00",,,8080,,"9895,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Savoye,,Poutres,,,,,"525,00",,,525,,"9895,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Suède,,Poutres,,,,,"1 290,00",,,1290,,"9895,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Hollande,,Précipité,,,,,"312,00",,,312,,"312,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Espagne,,Presure,,,,,"35,00",,,35,,"35,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Allemagne,,Pruneaux,,,,,"287,00",10,,"287,5",,"22694,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Espagne,,Pruneaux,,,,,"25,00",,,25,,"22694,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Flandre,,Pruneaux,,,,,"18 170,00",16,,"18170,8",,"22694,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Hollande,,Pruneaux,,,,,"4 187,00",,,4187,,"22694,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Suisse,,Pruneaux,,,,,"24,00",,,24,,"22694,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Allemagne,,Quincaille ; de cuivre,,,,,"6 470,00",,,6470,,"10635,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Flandre,,Quincaille ; de cuivre,,,,,"2 070,00",,,2070,,"10635,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,103,Importations,Hollande,,Quincaille ; de cuivre,,,,,"457,00",10,,"457,5",,"10635,25",,
